dates,nzd0300-0000,nzd0300-0001,nzd0300-0002,nzd0300-0003,nzd0300-0004,nzd0300-0005,nzd0300-0006,nzd0300-0007,nzd0300-0008,nzd0300-0009,nzd0300-0010,nzd0300-0011,nzd0300-0012,nzd0300-0013,nzd0300-0014,nzd0300-0015,nzd0300-0016,nzd0300-0017,nzd0300-0018,nzd0300-0019,nzd0300-0020,nzd0300-0021,nzd0300-0022,nzd0300-0023,nzd0300-0024,nzd0300-0025,nzd0300-0026,nzd0300-0027,nzd0300-0028,nzd0300-0029,nzd0300-0030,nzd0300-0031,nzd0300-0032,nzd0300-0033,nzd0300-0034,nzd0300-0035,nzd0300-0036,nzd0300-0037,nzd0300-0038,nzd0300-0039,nzd0300-0040,nzd0300-0041,nzd0300-0042,nzd0300-0043,nzd0300-0044,nzd0300-0045,nzd0300-0046,nzd0300-0047,nzd0300-0048,nzd0300-0049,nzd0300-0050,nzd0300-0051,nzd0300-0052,nzd0300-0053,nzd0300-0054,nzd0300-0055,nzd0300-0056,nzd0300-0057,nzd0300-0058,nzd0300-0059,nzd0300-0060,nzd0300-0061,nzd0300-0062,nzd0300-0063,nzd0300-0064,satname
2006-01-26 21:56:48+00:00,336.11,334.23,,,,,,,,,,,,279.39,278.46,276.48,273.26,281.48,279.06,282.10,292.59,294.56,304.20,319.08,309.62,298.33,296.90,289.26,294.17,290.99,288.34,,280.64,284.90,293.39,301.16,304.36,307.85,303.54,289.88,295.29,283.13,280.92,282.59,277.32,268.31,277.61,273.96,281.19,287.50,292.31,287.86,299.55,302.46,303.01,320.32,327.96,332.53,329.13,336.72,335.67,329.56,314.82,328.60,346.65,L7
2006-01-27 21:50:46+00:00,,,,,,,,,,300.75,295.19,287.83,285.60,279.56,282.18,270.88,277.50,288.75,286.37,286.30,293.67,290.57,300.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-02-28 21:51:28+00:00,,330.19,326.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-03-15 21:56:55+00:00,,,,305.75,300.50,311.60,294.15,300.73,299.55,294.95,290.20,286.34,278.89,264.19,253.51,258.74,254.43,276.24,264.42,265.38,280.08,275.96,293.66,297.20,300.99,290.20,282.54,290.95,288.38,280.86,276.63,287.24,283.66,277.88,292.69,294.52,302.01,303.57,291.73,283.24,265.37,262.63,271.05,260.41,262.36,252.57,268.36,257.75,265.45,283.46,290.76,294.60,294.94,288.29,286.27,286.49,296.06,316.99,,348.25,343.06,325.39,316.03,318.80,331.37,L7
2006-03-31 21:56:54+00:00,,,,305.32,298.37,312.52,299.45,302.65,299.84,295.80,290.30,287.25,279.30,270.95,247.51,249.24,254.88,267.15,263.22,268.02,269.88,269.74,290.09,297.73,302.25,287.56,281.45,283.44,288.17,279.30,273.68,287.50,284.58,286.96,290.50,296.44,308.24,306.71,311.92,,274.48,247.61,261.15,259.95,261.42,250.46,251.32,255.48,260.02,265.27,293.63,295.40,296.34,285.61,286.30,294.63,320.12,314.04,,355.60,343.41,343.09,325.89,334.40,351.30,L7
2006-06-19 21:56:48+00:00,295.22,293.26,290.18,277.41,274.68,293.19,265.66,,,,,,,,,,,,,,,,,,,255.26,259.49,265.43,249.93,238.19,217.03,,170.40,175.68,184.74,193.99,198.61,202.70,206.06,223.63,216.67,206.36,219.05,213.45,222.95,205.83,212.44,207.76,223.97,241.00,264.56,278.56,272.06,261.51,258.74,237.13,227.14,239.78,,305.64,,251.87,,,,L7
2006-06-27 21:59:36+00:00,302.23,300.95,305.44,300.52,302.56,306.80,277.84,297.27,296.51,288.03,277.42,280.07,269.93,257.72,225.54,245.85,248.75,260.82,253.78,246.14,258.50,257.06,264.94,278.43,285.22,278.16,280.78,277.00,267.77,256.42,245.69,271.88,198.07,202.22,223.48,228.76,230.90,234.97,242.64,254.58,253.03,233.45,250.35,245.77,252.93,233.54,246.50,241.99,248.31,265.10,283.60,290.51,289.10,276.71,273.20,264.77,261.86,272.08,270.52,329.40,288.94,274.68,,,,L5
2006-07-21 21:56:33+00:00,,,,,296.23,298.55,276.02,284.15,287.58,282.15,276.65,272.60,260.38,242.70,209.68,233.70,227.52,243.62,239.50,238.98,247.24,253.08,251.50,270.20,273.29,267.09,264.13,273.40,258.01,247.12,240.36,,188.75,197.56,204.73,219.69,219.96,218.42,233.08,242.16,238.75,224.94,243.71,231.55,234.52,229.55,232.53,221.67,237.27,254.42,276.66,274.23,279.91,274.72,261.65,255.29,241.73,253.05,245.48,311.86,285.79,266.82,,,,L7
2006-08-22 21:56:29+00:00,,307.53,311.24,298.26,296.37,303.87,288.14,294.25,297.78,291.61,285.43,285.55,275.93,260.63,242.57,244.17,252.83,262.66,258.88,255.54,260.73,266.22,276.88,289.04,295.20,279.54,282.93,284.34,274.12,276.10,274.12,284.66,227.60,220.52,231.07,236.35,244.33,247.85,255.95,262.31,261.72,248.98,261.97,260.59,258.77,252.56,255.96,250.11,259.20,265.15,289.91,286.69,295.06,287.35,278.73,278.86,272.31,279.69,279.47,312.47,313.04,280.64,,,,L7
2006-12-05 21:50:46+00:00,336.71,338.32,328.52,321.79,303.83,314.56,306.80,310.93,300.67,299.86,294.13,288.24,283.76,292.25,288.45,277.50,279.62,286.24,283.42,286.18,296.42,298.29,311.47,,,,,,,,,,,,293.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2006-12-13 21:55:19+00:00,353.00,353.32,365.70,,348.70,353.56,350.28,344.07,334.80,330.10,323.50,319.68,308.60,306.62,299.30,293.89,283.18,286.04,293.07,302.12,301.47,308.05,334.97,343.27,346.93,339.28,338.23,330.63,322.67,319.86,309.02,315.11,,,290.12,293.87,314.90,,,,,,,,309.26,,300.83,297.77,300.69,294.97,304.76,321.04,307.24,311.19,,,,,,,349.54,,340.89,332.33,354.00,L5
2007-02-06 22:01:48+00:00,326.76,327.90,346.70,321.39,324.63,342.56,331.28,326.98,303.46,303.45,292.16,287.14,286.23,269.23,280.09,276.87,275.07,281.77,281.48,287.53,293.40,297.88,315.22,342.51,336.26,335.37,330.03,322.41,319.56,304.40,295.49,285.23,,,293.89,309.13,302.14,,,,,,,,292.36,288.99,289.05,280.34,284.47,288.14,297.39,321.97,339.19,331.17,,,,,,338.79,335.53,,333.34,340.08,341.73,L5
2007-02-14 21:57:15+00:00,323.30,332.35,320.75,302.24,321.19,323.92,320.94,317.78,299.49,303.24,292.06,287.13,285.80,277.44,283.03,279.95,266.54,280.01,276.72,285.42,289.52,291.42,306.68,322.88,305.71,307.21,311.82,292.95,294.02,286.54,288.48,284.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2007-04-19 21:57:19+00:00,311.91,308.94,309.34,303.51,313.50,312.86,287.36,299.68,300.88,293.10,292.16,283.06,278.21,264.52,,,,,,,,,,,,,,,,,,,,,,,,247.20,250.14,258.58,267.57,243.17,260.23,258.14,261.29,,250.52,257.67,259.13,263.94,295.37,293.27,295.74,286.40,274.40,,,,,337.65,307.03,,,,323.45,L7
2007-05-21 21:57:09+00:00,,,,,,,,,,,,,262.14,239.31,,228.03,235.48,236.56,241.77,240.03,240.33,250.66,248.89,260.36,281.81,264.55,267.10,269.41,254.07,252.09,,268.43,,188.36,,,,212.27,216.15,226.59,228.50,213.86,225.51,220.58,234.53,,221.82,220.24,229.06,247.16,268.59,275.75,276.70,264.20,262.60,243.24,236.67,247.00,245.32,,271.30,258.98,,,,L7
2007-09-10 21:56:39+00:00,,,,,,,,,,292.94,289.92,285.44,280.06,270.14,250.67,259.57,256.57,266.33,261.59,260.50,279.43,275.15,287.88,292.56,302.92,291.53,286.20,292.92,287.88,285.29,278.53,288.97,,293.63,317.06,326.42,,,,,287.56,,,,272.40,258.38,276.81,276.61,269.99,276.68,296.92,296.07,297.40,287.47,282.93,280.49,284.72,280.75,291.23,323.30,306.81,,,,317.83,L7
2007-10-28 21:56:46+00:00,321.73,324.60,306.01,306.89,311.64,310.46,298.24,293.75,290.00,285.80,283.91,277.71,270.61,271.81,277.61,274.47,276.78,273.21,270.40,273.82,277.78,287.72,302.37,310.93,292.89,291.29,290.79,288.03,307.01,300.97,297.26,284.96,287.61,286.05,296.86,305.00,306.28,310.81,317.63,319.14,324.39,320.84,312.13,299.86,287.96,281.99,286.25,281.45,283.17,287.43,286.78,285.70,289.34,281.66,273.97,289.73,299.01,304.59,295.39,306.51,297.28,,314.19,326.73,341.52,L7
2007-12-15 21:57:08+00:00,,,,,,,,,,,,322.07,315.66,306.63,294.89,296.01,298.07,300.78,,318.45,312.40,313.44,313.23,333.66,337.86,337.38,339.01,333.82,321.60,307.71,298.03,309.68,298.36,303.28,324.89,,340.82,343.70,339.56,333.99,330.15,335.86,305.41,296.12,295.13,299.86,304.89,281.94,290.66,311.11,328.80,325.90,327.31,319.87,299.08,320.01,339.42,326.36,,361.05,376.87,,,,359.79,L7
2007-12-31 21:57:10+00:00,374.69,370.16,374.81,363.05,353.31,346.44,349.17,343.45,332.73,337.40,336.54,329.26,324.32,307.15,302.80,300.45,311.73,316.86,,320.40,313.10,322.97,321.68,340.47,341.29,342.75,336.93,340.50,328.63,312.90,314.08,331.89,316.54,307.93,318.57,330.55,338.88,346.54,339.19,339.41,353.41,327.53,320.07,301.59,302.57,304.63,286.32,,,,,,,,,,,,,,,,,,,L7
2008-01-16 21:57:11+00:00,345.76,341.25,337.11,,,,,,,,,,,282.25,281.28,291.77,,290.62,286.74,296.21,292.78,303.37,305.27,315.74,309.97,322.35,324.05,309.12,304.00,305.32,293.78,301.10,290.83,285.68,283.25,301.20,319.09,323.99,319.19,325.58,327.76,315.23,292.27,283.61,280.09,283.78,271.34,268.53,271.28,283.26,302.85,303.93,310.32,287.46,292.84,307.05,304.66,314.70,289.12,,345.09,,347.63,344.27,342.03,L7
2008-01-25 21:50:59+00:00,351.68,346.06,339.37,332.64,322.54,327.80,318.77,312.65,299.81,306.77,307.44,290.80,285.29,283.04,283.13,289.97,298.47,283.27,286.32,289.00,293.79,305.24,307.86,323.11,318.16,327.60,317.21,313.51,299.87,293.02,288.37,293.51,291.54,288.71,298.46,311.61,325.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-05-07 21:56:52+00:00,312.27,306.87,302.80,297.41,301.99,308.11,283.19,286.64,295.83,287.09,286.32,278.89,271.24,265.22,,,,255.07,260.18,254.26,257.86,262.50,265.46,,291.64,281.65,280.62,279.30,279.56,266.34,259.09,285.69,,,,,,,,,,,257.93,252.68,253.67,247.84,254.11,254.49,259.15,265.07,288.08,286.23,290.08,283.44,276.26,273.78,266.22,,272.96,330.15,,,,,,L7
2008-05-16 21:50:38+00:00,,,,283.71,297.89,304.36,278.47,285.64,289.84,285.66,279.48,273.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-06-08 21:56:37+00:00,,,,,,,,,276.25,278.89,270.86,261.73,249.80,235.64,,,,228.11,232.80,229.78,235.55,244.29,233.24,,265.12,257.91,246.76,259.35,252.54,236.16,221.33,261.12,,,,,,,,,,,221.16,216.60,230.03,212.08,216.42,215.47,227.14,240.87,268.61,274.42,273.22,262.82,262.20,240.08,239.39,,,310.34,,250.70,,,,L7
2008-08-27 21:55:53+00:00,305.74,302.28,301.93,291.10,287.64,308.46,,,,,,,,,,,,,,251.60,262.90,259.78,272.88,,291.72,276.40,276.75,286.38,268.10,271.50,255.34,281.91,,,,,,,,,,,251.31,240.65,252.39,238.91,242.08,242.88,246.64,264.72,284.19,285.92,291.42,277.46,279.77,,,,,326.33,309.82,,,,313.36,L7
2008-12-25 21:51:22+00:00,345.38,,336.18,318.05,304.61,328.09,311.48,303.92,296.92,295.50,292.57,286.37,277.87,,294.68,290.56,282.60,,278.34,280.10,289.65,285.80,291.71,323.27,323.53,,307.06,293.77,299.43,288.11,290.66,291.61,298.57,301.08,325.77,333.14,333.75,334.56,331.39,318.80,313.90,305.48,298.83,,311.73,,,317.88,,309.88,308.10,309.94,306.67,303.59,298.34,303.86,,,,,,,,,,L5
2009-04-01 21:50:55+00:00,,,,282.41,307.29,,288.06,283.11,288.08,282.43,279.51,268.39,259.34,242.57,,234.47,231.28,238.48,247.96,,,,,,,,,,254.19,256.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-04-17 21:51:00+00:00,,,,,,,280.71,291.86,290.58,285.83,278.45,272.59,263.58,244.10,,234.53,236.61,235.85,250.75,242.43,251.99,254.24,254.73,267.51,286.17,269.37,263.20,271.35,263.42,257.18,252.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-05-03 21:51:03+00:00,,301.60,298.54,285.62,271.21,308.31,282.67,285.54,292.73,287.28,277.62,274.92,268.24,245.44,,229.32,237.94,237.73,255.26,243.16,254.92,256.10,254.76,279.25,288.67,278.80,272.20,278.25,271.54,264.29,244.01,291.31,,,,,,,,,,,,,292.71,,,,,,,,,,,,,,,,,,,,,L7
2009-06-20 21:51:03+00:00,,,,,,,,,,,,,,,,,,,,238.23,,248.74,258.63,261.80,,271.92,275.68,273.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-11-11 21:51:13+00:00,360.66,355.70,354.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-01-29 21:57:41+00:00,334.74,330.79,321.70,313.92,298.19,316.38,305.79,297.78,295.00,294.09,296.12,292.77,286.44,281.22,304.01,,,,286.82,,,,,,308.87,310.70,308.84,303.88,306.77,,,298.88,302.72,294.17,312.34,319.01,313.44,314.76,312.04,315.32,316.58,307.71,309.25,,281.38,268.23,,287.45,,287.88,298.30,294.90,300.94,294.19,284.50,290.20,312.91,320.02,334.23,346.65,338.75,332.83,313.97,318.88,341.57,L5
2010-02-22 21:58:49+00:00,,,,,,,,,,,,329.71,325.06,,327.91,,,,,,,,,,346.27,,339.45,340.47,334.04,,,297.71,314.13,318.22,316.91,324.81,312.82,316.87,337.31,314.41,309.26,335.21,334.87,,298.03,293.56,,301.27,,307.62,325.50,331.12,335.94,,,,328.12,349.86,352.53,344.18,341.05,346.93,338.95,338.93,340.24,L7
2010-03-03 21:52:42+00:00,306.93,317.74,302.28,301.58,302.47,315.37,298.16,293.05,290.02,287.16,283.77,280.65,254.21,286.54,293.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-04-04 21:52:51+00:00,,,296.63,288.07,286.17,308.90,285.12,290.20,288.92,287.44,280.56,274.02,267.10,243.81,,,236.06,240.46,251.69,245.83,246.87,257.31,266.82,274.89,287.95,276.00,269.12,269.15,269.77,255.69,,281.30,,315.73,313.23,305.24,301.08,316.18,,,,,294.59,,241.37,,238.32,260.41,,256.99,275.04,281.53,275.57,276.99,,,316.85,320.37,321.87,325.89,325.21,317.71,306.09,309.87,324.10,L7
2010-05-13 21:58:57+00:00,315.85,312.63,307.53,299.16,281.24,313.89,277.59,284.69,292.02,291.13,286.02,281.29,273.90,266.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.15,,261.18,,265.31,249.86,,271.94,292.58,294.49,293.17,283.96,281.11,271.10,278.92,,291.25,321.27,300.37,287.95,,,,L7
2010-05-29 21:58:57+00:00,308.24,301.16,304.27,285.46,286.13,306.51,269.47,252.27,,287.05,277.88,268.07,258.19,248.95,,232.68,239.41,251.33,252.89,242.90,257.18,260.60,258.08,,276.09,278.51,265.96,270.33,268.19,249.46,248.04,261.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-08-01 21:59:03+00:00,296.98,296.12,293.63,279.56,279.48,297.69,264.62,268.71,272.24,283.06,272.94,270.65,257.56,241.31,,223.37,231.24,233.53,246.55,231.92,240.73,249.62,248.58,,276.35,264.71,264.39,266.70,257.72,249.85,234.82,267.18,,,,,,,,,,,228.95,220.42,223.02,,226.63,217.10,233.82,247.05,271.41,274.32,275.70,270.73,257.26,256.81,,,,304.63,288.47,,,,,L7
2010-09-11 21:52:56+00:00,302.98,306.68,317.99,329.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-10-04 21:59:05+00:00,,,,,,,,,,,289.86,285.84,296.05,318.63,318.67,,,,,,,320.45,318.27,319.65,300.86,290.15,283.82,278.69,289.70,284.07,,295.75,311.87,315.72,315.05,312.75,310.84,305.78,313.50,305.16,307.17,308.32,311.48,316.33,302.13,297.43,293.44,299.26,312.05,307.51,302.10,292.41,287.06,285.29,282.20,291.70,325.10,335.34,,330.04,310.10,296.80,307.34,318.60,331.45,L7
2011-01-16 21:56:45+00:00,334.36,322.92,320.55,311.50,303.18,304.21,,,,316.61,311.09,299.61,285.55,290.71,288.88,,,,,,,300.57,300.68,307.49,310.54,313.79,305.20,292.40,302.24,283.99,,287.18,300.39,292.15,291.40,307.90,308.72,306.27,307.16,309.92,301.55,294.22,290.30,276.95,262.14,273.92,281.72,280.79,283.90,282.65,287.18,295.28,305.87,296.91,295.59,296.46,290.67,294.24,289.34,306.80,315.63,315.07,301.50,303.72,316.34,L5
2011-01-24 22:00:11+00:00,365.47,352.23,350.40,351.41,,,,,,,,,,,,,,,,,,329.38,321.93,331.98,348.23,347.39,333.95,324.28,322.51,316.84,,321.51,311.85,298.45,318.76,343.87,337.78,307.44,320.18,329.42,305.64,297.50,281.21,283.36,301.67,303.69,290.59,276.06,293.90,303.80,336.95,337.55,325.63,323.41,328.62,312.64,312.03,318.68,327.01,330.06,330.23,328.50,318.98,330.00,329.24,L7
2011-02-09 22:00:15+00:00,346.23,345.07,342.52,,308.66,357.88,,,,315.98,307.71,299.89,289.92,293.82,301.17,,,,,,,315.24,299.75,326.02,338.52,337.82,,,,,,,,,,,,,,,,,,,,,288.12,282.23,294.38,,322.75,308.52,310.97,307.47,307.99,299.53,,301.68,328.77,326.23,321.83,316.04,319.41,326.43,331.38,L7
2011-03-29 22:00:26+00:00,,,305.17,,,341.96,,,,,,,,,,,,,,,,,,,,284.69,275.97,274.98,276.80,270.03,,285.30,309.34,321.06,323.10,313.54,314.28,328.85,336.10,317.76,309.87,299.41,306.09,310.06,,,,,306.12,312.22,304.40,297.63,286.65,285.14,308.02,324.76,316.61,310.75,318.09,323.77,334.24,327.45,321.58,327.57,322.98,L7
2011-05-16 22:00:23+00:00,308.47,,296.32,,,,,,,,,,,257.23,,243.19,,,248.10,239.63,259.97,,264.63,,,273.03,277.63,274.48,269.64,259.69,253.63,275.40,,,,,,,,,,,,,255.22,,,,,,,,,,,,,,,,,,,,,L7
2011-07-19 22:00:20+00:00,,,,,,,274.40,282.19,277.84,283.85,277.54,269.15,259.31,239.57,,230.78,235.84,237.66,239.63,235.56,247.65,,249.14,,,268.95,270.71,268.70,258.73,246.88,241.86,269.30,,,,,,,,,,,,,233.25,,233.69,239.11,238.58,252.64,276.80,275.05,279.95,271.89,262.91,252.51,,,,332.77,,,,,,L7
2011-12-19 21:54:31+00:00,,370.35,,367.44,,360.08,,,342.13,342.81,,,312.45,311.31,308.03,300.15,299.17,297.17,309.03,310.86,305.26,311.98,311.14,330.53,349.66,346.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-01-27 22:00:50+00:00,322.79,324.33,312.00,300.70,301.84,,311.11,299.73,317.53,305.95,292.14,282.83,276.81,273.44,282.52,279.40,269.31,275.18,277.81,279.05,277.53,276.99,297.28,315.84,309.55,325.02,314.28,289.34,304.37,,,290.53,297.70,298.10,301.21,297.20,292.89,299.81,298.05,301.61,315.99,311.94,297.37,289.03,259.55,272.90,,,,,,,,,,,,,,,,,,303.14,316.58,L7
2012-03-15 22:00:56+00:00,,,,,,363.12,,334.09,,294.86,,,274.79,,314.69,,,,,,,,328.99,335.33,,,309.42,284.07,311.45,,,,319.32,,,,,,,,,,,,,,,,,,,,309.10,,287.34,,305.92,310.04,306.38,311.82,322.52,338.81,300.89,314.00,323.23,L7
2012-04-16 22:00:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,277.43,278.85,275.69,270.82,264.45,290.31,302.56,304.50,306.49,315.75,319.28,315.58,319.24,,,,,241.05,241.99,240.58,240.79,245.21,249.09,256.78,279.55,282.50,283.85,282.51,,,,,,,,,,,,L7
2012-05-02 22:01:19+00:00,,,,,,,,,,,,,,,,242.64,239.16,238.33,248.65,242.67,277.15,263.12,,,295.28,311.00,284.22,272.69,275.01,260.15,251.12,282.36,,,,,,,,,,,,245.05,246.78,241.92,240.58,246.23,250.33,256.12,282.96,278.79,282.23,274.46,262.98,257.47,255.76,260.63,,297.99,289.22,271.72,256.06,254.85,,L7
2012-05-11 21:55:20+00:00,293.91,293.25,294.06,290.57,,,,283.50,278.10,278.15,279.48,266.30,264.00,239.59,,227.86,227.74,221.94,231.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-05-18 22:01:32+00:00,307.96,302.97,304.08,292.69,272.76,,274.80,275.23,283.66,320.19,321.97,312.25,,258.12,,246.34,253.75,,,,,358.21,,,,,,,,,,,,,,,,,,,,,,,,231.04,249.82,247.76,248.40,,,,,276.06,274.88,263.21,266.69,271.58,272.29,293.09,286.72,275.97,251.07,248.70,,L7
2012-06-28 21:55:11+00:00,,,,272.89,254.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-09-23 22:02:21+00:00,,,,,,,,296.32,,335.26,331.22,,317.23,,307.59,303.10,,,,,,327.97,315.79,317.38,295.11,,,278.33,268.60,,,,311.48,307.96,292.68,300.15,,,,,,,,,,,,,,,,299.53,280.95,280.41,272.32,261.86,281.12,295.06,,312.83,313.46,304.26,,,336.92,L7
2013-01-29 22:03:02+00:00,336.26,332.89,323.49,,,368.95,,,322.27,313.13,298.80,296.29,281.94,278.28,285.56,271.11,274.61,282.85,283.71,,297.51,300.08,300.65,325.84,308.71,320.21,320.11,315.92,,,,290.29,302.15,304.11,318.83,327.03,328.83,325.45,324.32,317.06,321.44,307.26,305.88,,,,,,,,,,,,,,,,,,,,,,,L7
2013-05-13 22:08:47+00:00,306.51,305.60,301.24,295.00,,313.38,281.04,294.79,291.52,286.42,285.86,277.31,272.17,253.62,230.33,239.82,247.37,247.49,255.58,248.60,254.40,259.62,257.52,,290.11,275.31,275.92,274.09,268.90,258.01,251.54,284.13,,,,,,,235.87,249.17,245.65,237.10,250.70,243.16,255.11,241.61,244.48,243.86,252.00,258.95,282.27,291.89,288.33,284.41,272.31,270.38,264.02,265.80,276.07,327.31,288.63,274.30,253.10,248.74,264.63,L8
2013-06-06 22:02:31+00:00,303.37,294.31,293.89,,,,,,,,,,,252.62,220.93,239.62,246.19,253.44,243.43,245.96,254.41,255.46,254.18,,277.93,268.28,271.64,272.27,263.07,252.82,240.42,272.48,,,,,,237.50,238.09,258.61,250.49,236.33,253.71,242.73,257.25,228.99,246.31,249.64,245.10,263.98,283.05,280.36,292.63,271.23,269.54,265.66,259.65,265.93,266.96,299.40,286.31,273.46,249.69,246.51,264.12,L7
2013-06-30 22:08:48+00:00,289.24,292.55,291.12,276.35,268.39,294.68,264.09,275.37,267.24,276.07,265.10,264.84,252.94,235.88,199.32,220.92,228.77,227.62,236.50,231.06,233.04,246.80,238.54,,272.89,253.21,258.99,257.66,251.40,231.96,219.81,253.55,,,,,,206.87,205.45,221.75,214.12,210.49,219.96,213.65,225.71,209.10,216.03,209.77,227.25,242.03,263.87,273.27,271.45,264.71,252.72,241.54,230.70,238.43,237.94,,261.29,252.58,241.30,235.63,247.79,L8
2013-07-24 22:02:08+00:00,,,,,,,,,,279.04,275.68,275.85,263.78,259.28,230.96,242.84,249.31,253.80,255.42,247.73,252.46,261.21,263.64,,280.47,278.90,277.10,274.62,272.39,259.12,255.23,277.28,,,,,,240.59,244.85,254.09,252.94,238.58,255.48,250.03,252.05,242.02,252.60,249.77,250.51,264.16,283.02,286.94,288.71,276.60,276.72,264.50,273.78,271.01,279.89,298.61,291.90,280.78,252.06,255.78,268.54,L7
2013-08-09 22:02:01+00:00,,,,,,305.34,276.90,288.60,284.63,279.07,276.76,272.41,276.04,257.08,233.39,248.81,246.25,252.84,250.78,248.95,261.45,258.51,262.94,273.29,283.08,276.84,277.72,277.56,271.15,,261.71,281.18,,297.63,303.11,,,247.84,248.54,259.11,253.14,240.38,253.60,249.97,256.99,243.94,254.37,245.08,,,,,,,,,,,,,,,,,,L7
2013-08-17 22:08:51+00:00,303.12,301.34,299.24,291.83,280.11,311.90,279.91,287.01,282.63,285.83,283.31,275.88,273.68,255.96,230.21,240.21,245.11,243.83,257.28,248.86,261.36,258.98,259.42,274.16,286.57,279.94,274.41,275.69,264.79,263.89,255.52,282.72,,308.86,,,,,,244.38,243.26,231.36,245.11,237.78,248.38,238.99,238.57,245.05,242.64,259.55,280.67,287.72,283.82,280.19,278.77,257.39,261.73,257.02,269.90,304.02,296.94,272.51,253.70,261.99,264.96,L8
2013-09-02 22:08:52+00:00,309.40,308.08,307.55,298.61,295.07,344.35,305.51,302.69,295.60,289.44,285.48,283.48,278.73,268.36,243.17,260.44,251.16,255.49,261.34,255.10,273.24,267.38,270.47,286.65,294.14,284.60,279.46,278.42,281.54,275.90,,299.09,321.45,320.06,326.51,324.93,321.22,317.50,320.67,309.64,303.85,,,,260.83,248.03,262.47,257.00,270.05,272.33,285.50,294.80,292.00,292.00,283.95,275.76,274.33,286.53,286.78,321.25,314.10,,278.30,291.69,323.49,L8
2013-11-21 22:08:25+00:00,348.03,338.03,327.70,316.80,303.81,318.22,308.83,313.80,315.74,309.77,305.78,293.57,287.27,281.62,288.17,277.88,270.44,276.42,280.18,285.71,288.97,289.94,300.58,324.53,317.67,318.48,311.22,313.79,333.93,351.56,353.00,342.82,340.01,330.30,328.66,318.45,313.99,311.59,314.95,311.57,320.07,308.75,299.40,293.53,282.47,287.23,288.88,281.19,277.72,287.44,299.60,295.23,306.45,299.48,304.43,320.71,316.13,323.21,330.51,344.63,337.72,339.80,333.12,338.95,342.22,L8
2013-12-08 21:57:00+00:00,,345.91,333.30,333.83,308.80,323.45,324.33,331.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2014-01-24 22:07:57+00:00,347.14,346.83,351.40,345.81,338.65,331.01,327.95,320.26,321.55,319.50,312.43,302.27,293.11,289.05,290.26,285.85,281.26,281.46,289.04,295.38,292.51,305.29,310.89,326.86,340.18,338.01,334.84,333.80,346.69,366.37,358.70,347.23,333.35,316.16,299.22,301.28,322.96,334.50,328.38,307.62,335.86,331.56,296.91,284.28,309.85,,320.09,297.26,303.00,302.15,324.76,320.62,333.23,,,347.82,351.50,348.48,335.31,326.27,309.70,324.01,313.24,320.67,330.60,L8
2014-02-25 22:07:32+00:00,334.99,318.15,317.30,299.94,308.16,322.40,311.61,303.08,296.86,296.40,290.71,285.62,277.74,270.40,277.91,269.51,254.52,270.63,276.55,283.01,280.47,283.14,293.08,315.97,303.95,310.02,300.05,305.36,344.88,351.86,341.51,336.92,320.91,305.64,308.78,312.20,315.95,320.74,311.15,312.15,317.85,299.00,293.78,291.72,280.65,295.49,290.91,292.56,287.41,284.71,288.24,289.56,290.82,294.52,309.17,312.77,332.11,329.83,327.66,323.06,314.38,317.19,299.55,322.54,347.22,L8
