dates,nzd0213-0000,nzd0213-0001,nzd0213-0002,nzd0213-0003,nzd0213-0004,nzd0213-0005,nzd0213-0006,nzd0213-0007,nzd0213-0008,nzd0213-0009,nzd0213-0010,nzd0213-0011,nzd0213-0012,nzd0213-0013,nzd0213-0014,nzd0213-0015,nzd0213-0016,nzd0213-0017,nzd0213-0018,nzd0213-0019,nzd0213-0020,nzd0213-0021,nzd0213-0022,nzd0213-0023,nzd0213-0024,nzd0213-0025,nzd0213-0026,nzd0213-0027,nzd0213-0028,nzd0213-0029,nzd0213-0030,nzd0213-0031,nzd0213-0032,nzd0213-0033,nzd0213-0034,nzd0213-0035,nzd0213-0036,nzd0213-0037,nzd0213-0038,nzd0213-0039,nzd0213-0040,nzd0213-0041,nzd0213-0042,nzd0213-0043,nzd0213-0044,nzd0213-0045,nzd0213-0046,nzd0213-0047,nzd0213-0048,nzd0213-0049,nzd0213-0050,satname
1999-09-22 21:46:36+00:00,383.14,365.02,355.31,347.65,353.23,355.06,356.35,356.91,353.60,361.54,357.69,361.60,359.83,359.83,358.72,358.06,354.96,358.94,357.29,356.21,354.60,355.99,358.09,362.16,364.80,369.02,378.54,384.51,407.43,393.53,384.79,388.55,396.31,400.17,403.20,404.99,401.93,410.72,404.92,401.42,400.48,399.48,403.29,403.90,407.47,414.11,410.76,424.59,405.05,392.42,399.55,L7
2000-02-04 21:52:37+00:00,381.16,361.14,356.66,345.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-03-16 21:46:15+00:00,388.39,369.00,356.19,354.65,354.14,354.68,361.90,362.36,361.91,362.84,360.61,362.08,358.97,359.46,354.63,355.34,358.00,358.74,356.21,358.02,356.24,358.20,359.70,367.54,369.48,375.23,383.03,387.62,396.10,382.11,383.29,388.79,386.75,391.12,393.55,390.85,386.92,396.68,402.12,396.16,392.34,392.85,393.32,395.58,398.14,403.38,408.90,419.43,403.85,395.76,395.20,L7
2000-05-03 21:45:55+00:00,383.69,361.51,357.13,352.70,355.19,354.19,359.55,367.12,354.55,366.14,358.46,356.46,355.27,352.75,354.39,350.28,352.30,355.29,351.49,352.63,356.46,354.97,358.32,368.62,,,,,,,,,,,,,,,397.42,395.04,388.66,387.20,389.73,394.31,399.88,402.09,404.37,418.78,407.61,391.75,402.33,L7
2000-05-26 21:51:48+00:00,386.97,373.73,360.75,355.33,354.37,359.47,363.43,368.52,358.31,369.23,362.82,375.64,360.43,358.15,359.99,361.69,364.30,364.80,364.09,365.78,365.62,371.48,373.40,376.93,381.17,384.03,389.74,390.80,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-07-06 21:45:15+00:00,384.17,364.52,348.80,352.90,343.68,345.19,351.40,343.35,,,349.05,346.99,348.82,347.15,346.80,347.03,351.58,350.88,351.87,350.18,358.46,361.45,369.49,376.38,380.10,380.89,387.49,400.97,418.07,404.04,376.24,414.62,,,,,,,,,,,,,,,,,,,,L7
2000-08-07 21:44:45+00:00,400.99,381.15,367.22,364.62,361.39,361.98,365.02,365.25,356.29,367.75,364.64,365.97,361.59,354.86,354.58,356.67,361.02,362.41,360.29,360.87,356.82,360.55,,,,,,,,,,,,,,,,,,,,,,394.41,403.19,409.72,407.79,419.93,408.65,394.49,403.10,L7
2000-08-14 21:50:56+00:00,395.22,380.54,373.15,366.57,365.24,363.23,368.99,371.39,367.53,378.22,368.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-09-24 21:44:07+00:00,397.55,376.06,358.77,357.60,360.04,361.93,369.59,369.06,365.65,371.33,362.71,366.64,358.55,356.13,355.19,357.03,358.21,361.75,360.07,363.09,364.13,366.32,367.71,371.78,379.94,384.22,391.02,,,,,,,,,,,,,,,,,,,,,418.82,399.35,384.91,391.67,L7
2001-01-14 21:44:09+00:00,388.48,365.04,350.40,346.32,352.12,355.82,361.42,364.87,356.96,369.99,359.28,360.54,358.52,363.42,359.27,356.98,359.86,359.83,364.62,366.36,370.87,380.35,389.22,397.49,399.06,405.72,406.49,409.28,409.78,350.30,412.90,403.09,402.12,404.68,398.72,396.63,406.74,391.77,391.63,384.46,382.74,381.63,390.62,397.01,401.28,408.07,409.46,423.44,404.84,396.80,414.08,L7
