dates,nzd0213-0000,nzd0213-0001,nzd0213-0002,nzd0213-0003,nzd0213-0004,nzd0213-0005,nzd0213-0006,nzd0213-0007,nzd0213-0008,nzd0213-0009,nzd0213-0010,nzd0213-0011,nzd0213-0012,nzd0213-0013,nzd0213-0014,nzd0213-0015,nzd0213-0016,nzd0213-0017,nzd0213-0018,nzd0213-0019,nzd0213-0020,nzd0213-0021,nzd0213-0022,nzd0213-0023,nzd0213-0024,nzd0213-0025,nzd0213-0026,nzd0213-0027,nzd0213-0028,nzd0213-0029,nzd0213-0030,nzd0213-0031,nzd0213-0032,nzd0213-0033,nzd0213-0034,nzd0213-0035,nzd0213-0036,nzd0213-0037,nzd0213-0038,nzd0213-0039,nzd0213-0040,nzd0213-0041,nzd0213-0042,nzd0213-0043,nzd0213-0044,nzd0213-0045,nzd0213-0046,nzd0213-0047,nzd0213-0048,nzd0213-0049,nzd0213-0050,satname
1999-09-22 21:46:36+00:00,383.14,365.02,355.31,347.65,353.23,355.06,356.35,356.91,353.60,361.54,357.69,361.60,359.83,359.83,358.72,358.06,354.96,358.94,357.29,356.21,354.60,355.99,358.09,362.16,364.80,369.02,378.54,384.51,407.43,393.53,384.79,388.55,396.31,400.17,403.20,404.99,401.93,410.72,404.92,401.42,400.48,399.48,403.29,403.90,407.47,414.11,410.76,424.59,405.05,392.42,399.55,L7
2000-02-04 21:52:37+00:00,382.15,363.08,355.99,346.65,353.23,355.06,356.35,356.91,353.60,361.54,357.69,361.60,359.83,359.83,358.72,358.06,354.96,358.94,357.29,356.21,354.60,355.99,358.09,362.16,364.80,369.02,378.54,384.51,407.43,393.53,384.79,388.55,396.31,400.17,403.20,404.99,401.93,410.72,404.92,401.42,400.48,399.48,403.29,403.90,407.47,414.11,410.76,424.59,405.05,392.42,399.55,L7
2000-03-16 21:46:15+00:00,384.23,365.05,356.05,349.32,353.69,354.87,359.12,359.63,357.75,362.19,359.15,361.84,359.40,359.64,356.68,356.70,356.48,358.84,356.75,357.12,355.42,357.10,358.89,364.85,367.14,372.12,380.78,386.06,401.76,387.82,384.04,388.67,391.53,395.64,398.38,397.92,394.43,403.70,403.52,398.79,396.41,396.17,398.31,399.74,402.81,408.75,409.83,422.01,404.45,394.09,397.38,L7
2000-05-03 21:45:55+00:00,384.41,363.88,356.66,351.00,354.66,354.44,360.73,364.74,358.23,364.49,359.53,359.27,357.12,356.11,354.51,352.81,355.15,357.01,353.85,355.32,356.35,356.59,359.01,368.08,369.48,375.23,383.03,387.62,396.10,382.11,383.29,388.79,386.75,391.12,393.55,390.85,386.92,396.68,399.77,395.60,390.50,390.02,391.52,394.94,399.01,402.74,406.63,419.11,405.73,393.75,398.76,L7
2000-05-26 21:51:48+00:00,385.05,366.35,357.68,352.08,354.57,356.11,361.63,366.00,358.26,366.07,360.63,364.73,358.22,356.79,356.34,355.77,358.20,359.61,357.26,358.81,359.44,361.55,363.81,371.03,375.33,379.63,386.38,389.21,396.10,382.11,383.29,388.79,386.75,391.12,393.55,390.85,386.92,396.68,399.77,395.60,390.50,390.02,391.52,394.94,399.01,402.74,406.63,419.11,405.73,393.75,398.76,L7
2000-07-06 21:45:15+00:00,384.88,365.98,355.91,352.25,351.85,353.38,359.07,360.34,358.26,366.07,357.74,360.29,355.87,354.38,353.95,353.58,356.55,357.43,355.91,356.65,359.19,361.52,365.23,372.37,376.92,380.05,386.75,393.13,407.09,393.08,379.76,401.71,386.75,391.12,393.55,390.85,386.92,396.68,399.77,395.60,390.50,390.02,391.52,394.94,399.01,402.74,406.63,419.11,405.73,393.75,398.76,L7
2000-08-07 21:44:45+00:00,388.84,369.98,358.02,356.04,353.75,355.10,360.26,361.32,357.76,366.49,359.12,361.43,357.02,354.47,354.08,354.20,357.44,358.42,356.79,357.50,358.72,361.33,365.23,372.37,376.92,380.05,386.75,393.13,407.09,393.08,379.76,401.71,386.75,391.12,393.55,390.85,386.92,396.68,399.77,395.60,390.50,390.02,391.52,394.77,400.40,405.06,407.02,419.38,406.70,394.00,400.21,L7
2000-08-14 21:50:56+00:00,389.90,371.74,360.54,357.80,355.67,356.46,361.71,363.00,359.72,368.84,360.69,361.43,357.02,354.47,354.08,354.20,357.44,358.42,356.79,357.50,358.72,361.33,365.23,372.37,376.92,380.05,386.75,393.13,407.09,393.08,379.76,401.71,386.75,391.12,393.55,390.85,386.92,396.68,399.77,395.60,390.50,390.02,391.52,394.77,400.40,405.06,407.02,419.38,406.70,394.00,400.21,L7
2000-09-24 21:44:07+00:00,391.43,372.92,360.97,358.29,356.65,357.66,363.00,364.12,360.47,370.53,361.04,362.34,356.93,353.81,354.19,354.54,357.48,359.03,357.56,358.51,360.30,362.95,367.23,373.43,380.40,383.05,389.42,395.89,418.07,404.04,376.24,414.62,,,,,,,397.42,395.04,388.66,387.20,389.73,394.36,401.54,405.91,406.08,419.18,405.20,390.38,399.03,L7
2001-01-14 21:44:09+00:00,395.56,375.70,362.38,358.78,359.70,360.74,366.25,367.64,361.61,371.82,363.80,364.38,359.55,358.14,356.35,356.89,359.70,361.33,361.66,363.44,363.94,369.07,378.47,384.63,389.50,394.97,398.75,409.28,409.78,350.30,412.90,403.09,402.12,404.68,398.72,396.63,406.74,391.77,391.63,384.46,382.74,381.63,390.62,395.71,402.24,408.89,408.62,420.73,404.28,392.07,402.95,L7
2001-04-04 21:43:43+00:00,392.83,370.51,358.71,352.39,354.08,355.27,360.75,365.99,362.81,371.84,364.52,366.17,360.45,361.41,359.98,357.90,359.46,361.19,363.47,367.06,371.50,374.99,380.97,397.49,399.06,405.72,406.49,409.28,409.78,350.30,412.90,403.09,402.12,404.68,398.72,396.63,387.22,383.71,385.47,383.00,379.44,379.91,386.71,391.44,396.87,403.76,405.79,421.66,404.58,394.43,406.23,L7
2001-04-20 21:43:46+00:00,390.47,370.85,359.61,354.83,355.01,356.59,360.69,367.29,362.62,372.36,365.30,364.88,360.13,360.70,359.66,359.07,359.62,361.76,362.97,367.46,369.58,373.18,377.22,385.95,388.09,392.50,401.27,402.89,394.52,357.61,387.99,384.08,402.12,386.02,383.80,381.49,379.85,379.10,380.76,380.53,377.67,377.75,385.73,389.64,393.68,402.10,403.61,419.04,404.17,392.76,402.94,L7
2001-05-22 21:43:30+00:00,390.88,370.89,357.43,353.65,353.19,353.64,358.37,364.77,362.62,372.36,363.03,363.50,358.05,360.70,359.66,359.07,352.05,361.76,362.97,367.46,363.72,373.18,377.22,385.95,388.09,392.50,401.27,402.89,394.52,357.61,387.99,384.08,402.12,386.02,383.80,381.49,379.85,379.10,380.76,374.44,372.81,371.88,379.36,383.43,386.97,397.15,398.25,412.70,400.24,387.32,394.89,L7
2001-06-07 21:43:18+00:00,393.52,374.01,359.74,355.74,355.05,356.41,360.97,367.00,362.60,373.25,364.27,364.76,359.91,362.38,361.40,360.69,355.29,363.08,364.07,368.30,365.65,375.11,379.34,387.64,388.09,392.50,401.27,402.89,394.52,357.61,387.99,384.08,402.12,386.02,383.80,381.49,379.85,379.10,380.76,374.44,372.81,372.84,379.74,384.20,387.80,397.45,398.73,413.31,401.21,387.79,394.54,L7
