,dates,usa_CA_0158-0000,usa_CA_0158-0001,usa_CA_0158-0002,usa_CA_0158-0003
0,1984-05-02 18:13:39+00:00,183.07543960638895,181.57172227608174,185.19882828302508,199.08388248347987
1,1984-05-11 18:07:47+00:00,203.3281348190335,191.34398775492758,191.89472501064986,197.43665650281952
2,1984-05-18 18:14:11+00:00,198.25764988210165,198.74021816336534,194.26288518692638,202.21631304335529
3,1984-05-27 18:08:14+00:00,188.45505650872008,196.50896248795664,193.9201225874857,192.5423210379704
4,1984-06-03 18:14:34+00:00,188.36668699359416,194.6724997110042,196.22937648175258,193.88728210971354
5,1984-06-12 18:08:33+00:00,210.11483325622385,199.75891010673283,197.25631339233388,209.75331669084431
6,1984-06-28 18:08:46+00:00,194.32345964237305,198.4102371884496,199.7061346009941,205.16071094705492
7,1984-07-14 18:08:58+00:00,201.1223019599878,199.26306174752193,204.64586510301535,220.45312380430403
8,1984-08-06 18:15:57+00:00,214.38561521008438,209.79028671553618,207.79886576203955,212.83594017308116
9,1984-09-16 18:10:24+00:00,206.8580203038136,207.79952428352038,208.52486491848592,210.02024689187436
10,1984-10-18 18:10:21+00:00,192.60195724541248,208.1511487056753,202.89875531719247,209.67604967314836
11,1984-11-19 18:10:10+00:00,163.93973904877515,182.7117515784582,190.44465556798195,194.98125092140043
12,1985-01-22 18:10:40+00:00,145.55122928463737,178.87144947549425,188.4478241435421,193.3527579763403
13,1985-03-18 18:16:53+00:00,170.88662370775376,187.57915254196715,197.95678666841576,190.56604166863016
14,1985-04-03 18:16:50+00:00,,187.8141002623357,188.54378076634572,
15,1985-05-05 18:16:36+00:00,171.57000011194017,187.8651466497634,188.82882174772078,
16,1985-05-21 18:16:35+00:00,186.0729118248603,190.7282940447361,196.89259171697364,204.0215043508831
17,1985-06-15 18:10:23+00:00,194.67393349587434,198.76468182417193,201.81885481084828,210.45668594934222
18,1985-08-02 18:10:04+00:00,211.16101976062743,205.52059205939088,214.32784756261947,232.62579020423922
19,1985-08-09 18:16:11+00:00,196.81481823960718,197.7408723460143,198.5699351946554,213.29326933888714
20,1985-08-18 18:09:54+00:00,218.68768993959335,214.31975348291434,223.19782146866356,232.41786914860643
21,1985-08-25 18:16:00+00:00,210.87941024246,202.54307655522172,210.88066099730372,231.90847227422213
22,1985-09-03 18:09:43+00:00,,,,
23,1985-10-05 18:09:21+00:00,196.79702372559024,196.72005543615478,202.16711773654882,222.73361714977807
24,1985-10-12 18:15:27+00:00,197.46636163104824,202.38878300313996,207.31016495832407,223.13561227957544
25,1985-10-21 18:09:10+00:00,205.9748282308955,,,
26,1985-12-08 18:08:22+00:00,163.91988064384464,187.75230442578408,197.58556538511834,194.31757874004603
27,1986-01-09 18:07:47+00:00,141.31165981672422,168.57880338060866,184.05140492273833,182.91584842408827
28,1986-01-25 18:07:27+00:00,141.38246728204794,159.64888841224362,185.95570644590947,189.03375444433152
29,1986-02-01 18:13:28+00:00,,160.92413082800263,185.0514873728397,188.20841675389175
30,1986-02-26 18:06:42+00:00,168.73266658860751,171.340927122979,178.94844830352832,183.40312392005507
31,1986-03-14 18:06:23+00:00,168.15903210422044,182.2521614381008,195.71764150038945,191.79605795167072
