,dates,chi0453-0000,chi0453-0001,chi0453-0002,chi0453-0003,chi0453-0004,chi0453-0005,chi0453-0006,chi0453-0007,chi0453-0008,chi0453-0009,chi0453-0010,chi0453-0011,chi0453-0012,chi0453-0013,chi0453-0014,chi0453-0015,chi0453-0016,chi0453-0017,chi0453-0018,chi0453-0019,chi0453-0020,chi0453-0021,chi0453-0022,chi0453-0023,chi0453-0024,chi0453-0025,chi0453-0026,chi0453-0027,chi0453-0028,chi0453-0029,chi0453-0030,chi0453-0031,chi0453-0032,chi0453-0033,chi0453-0034,chi0453-0035,chi0453-0036,chi0453-0037,chi0453-0038,chi0453-0039,chi0453-0040,chi0453-0041,chi0453-0042,chi0453-0043,chi0453-0044,chi0453-0045,chi0453-0046,chi0453-0047,chi0453-0048,chi0453-0049,chi0453-0050,chi0453-0051,chi0453-0052,chi0453-0053,chi0453-0054,chi0453-0055,chi0453-0056,chi0453-0057,chi0453-0058,chi0453-0059,chi0453-0060,chi0453-0061,chi0453-0062,chi0453-0063,chi0453-0064,chi0453-0065,chi0453-0066,chi0453-0067,chi0453-0068,chi0453-0069,chi0453-0070,chi0453-0071,chi0453-0072,chi0453-0073,chi0453-0074,chi0453-0075,chi0453-0076,chi0453-0077,chi0453-0078,chi0453-0079,chi0453-0080,chi0453-0081,chi0453-0082,chi0453-0083,chi0453-0084,chi0453-0085,chi0453-0086,chi0453-0087,chi0453-0088,chi0453-0089,chi0453-0090,chi0453-0091,chi0453-0092,chi0453-0093
0,1985-03-05 14:11:29+00:00,230.60249786290024,232.06409787658916,216.36696157637198,209.24113120784918,,200.58540353131679,200.13202925164427,181.4342911637877,173.2323850005867,192.26507928584527,180.41491936956965,185.3061866705266,177.9445427444198,182.89232195558233,181.10728879169716,,179.57049985074727,186.0443124959643,177.01599580403908,189.6545155037647,181.4010827614089,,180.02052831142157,,,185.77328084883018,204.79915955250195,206.0909776934853,193.54031984054825,,,,,,,,,,,,,,,269.6394687574172,281.0574687274019,286.023993363044,287.1102426689795,293.269896836715,,271.20246610089066,,268.8416729146928,279.9332288731691,270.1378726373147,265.89790555482364,,,260.8931487575368,262.0367146404394,,253.91686590518648,,,,,,,,,241.64258426211185,239.41796243240336,242.1973626511393,242.52462897693863,230.99083419416363,,235.48381176876902,232.04981526309865,,,217.30980125654773,221.82503869074773,,212.08828458012133,,,,,,,,,,,252.70187763499297
1,1986-02-04 14:07:59+00:00,254.9911350637363,256.72924122638256,250.80439163604447,237.8019569349551,226.8098987399695,226.22080727537914,210.38713275989855,207.35245082960387,207.2117324698553,217.12654906304445,212.8591597564255,211.14416016558073,204.10377650931338,210.95415313507908,208.3486833198812,209.70225293863635,213.15433718584572,216.19591806140411,210.57593758364732,225.0843268205376,215.68446731592223,216.45141504169806,217.61949055390207,225.36853266247456,227.61782360868187,221.44177897100747,225.00302295211486,236.80437959138303,233.50964324224316,,,,,,,,261.7747178215237,257.8595944401342,264.58220240688865,252.72998301019135,,,,260.0034094001024,250.26195817600484,253.59607056464824,276.4644290809007,268.30265324897573,239.04011657170133,243.25280635116718,219.39414888859193,266.93829724016643,294.7854700613008,308.44152894942727,302.79114577015844,,,300.0332860985395,301.1528433391068,,290.34210867446177,,,,,,,,,267.45504838759257,261.66033523959385,261.8450932247753,270.5168013064601,259.9297623295936,253.4211393821064,252.8650407043204,249.22832564148058,246.32245059902664,,254.56772811486985,249.40563909353034,252.47671094269586,246.10516275107423,,,,262.929582569595,,263.6820759832914,,,281.65193484818576,280.96216019286004,289.9387469862874
2,1986-08-15 14:02:41+00:00,233.6692844552111,233.24307656479542,223.37100944757466,219.92274750182196,208.61937170371777,194.31545497399006,189.68350729785848,186.58929271535743,191.64333695822486,191.8988721395767,182.16193278710693,181.5549717762463,178.45267813236194,182.07960110139837,179.24727207029227,177.9412038531537,175.77189371315782,183.62139633942843,177.73410797839352,172.16937629985543,177.88253539692244,197.95617030424523,193.826069043503,186.68120092043475,188.74271240124665,190.5299425795284,189.2737184835956,200.941748206034,196.10468017376988,,,,,,,,223.78270501381766,219.90773488451956,227.1881896449978,225.1958820467983,214.45819054602214,219.70946650185786,225.97912377051935,231.9290496158399,251.4037968720777,248.5958992967781,260.8585706334986,250.26849656598222,237.8099556088507,231.4582358349979,228.30554817752054,238.7785779024204,240.96637664099234,228.18782022685238,,,,154.29172922769402,,242.5351136289897,,241.83691526396657,247.0939602169,238.70662690563594,222.6588721588059,224.03435062663243,232.22345502835816,226.4083450073506,225.73665019375002,225.96357879503125,219.22723860505306,218.10332766415357,214.95158026675722,211.65545018929046,229.3709085319475,210.18960220549621,222.8418085143114,217.9127917046939,204.0146581614249,201.65580599774688,218.7570359602719,215.28982930680914,206.7847879209824,215.34749153723308,214.06575003665364,209.97136561630458,227.04790865442607,221.71882684337857,234.12367453852585,225.23653082776588,223.96972884119413,242.35097150137244,249.90661908715975,247.51489890849444
3,1986-11-03 13:59:58+00:00,241.43653211506086,237.48685673830914,226.77543867868775,223.2712359281872,215.75687770347693,210.66559392705483,198.7086324816038,195.53654151102555,200.35975147627835,192.335532870171,194.7596063565386,193.7130228860729,192.99209383609934,186.55203383732157,178.24577133021057,186.83100088798187,186.42113764542006,185.17852050243928,189.0573263180272,198.81120711397767,198.68298233083996,197.6686119467163,196.43003173019372,198.68107266257056,199.65900728556718,211.56915952789996,206.092613437714,210.71207479831315,203.32984950439052,,,,,,,,236.6291422446988,231.8410548585999,237.2880774047951,239.91260960784157,239.3156512568073,242.58637259980833,244.51571321327276,258.86693251333367,259.59608182053995,261.061125482467,264.57544384771876,257.14939459440996,241.97376824493713,247.10691260288488,246.07859978903488,239.1532581008194,243.97354655595151,239.69133504548563,,220.64974160941858,206.16980131291868,,,239.57873713286753,264.49700645350384,273.7584798394798,258.4555762805435,255.21400728073917,252.6578381219501,242.92056338651474,238.17102023569868,237.46869418072305,236.4784840652978,237.38162438552604,250.38993737496497,253.33204959086896,248.75804391933067,227.95895194645811,231.51210056455903,232.87586916887807,229.27599212031254,221.41065722034975,223.05559951125312,215.59298999757544,218.56088762193616,219.48873670009652,217.39423408970885,225.3112969232433,230.55046974747748,229.1397267502689,241.74619027794517,233.1842979120556,246.34457138569135,244.16106240787246,240.72120642884545,242.6688166851448,255.12212256393514,256.37459800565586
4,1986-12-21 14:00:01+00:00,264.6060404463258,249.0592433135364,245.91498530161041,244.72114635721692,239.18013252626758,217.9443316264077,215.17924495978403,206.17787675558424,202.61635846507593,201.53867982180583,203.95991957270914,199.37216250376315,200.33863064562104,200.20553773306693,201.59930199157262,204.673860767465,206.48565255539543,206.5639199118212,209.4040998271097,211.62578802827292,214.656370248267,210.24375936023733,211.4874249638391,215.6691740580296,219.55639588676462,220.99321422020842,216.5641970057398,231.05740226541712,224.02146482960086,,,,,,,,252.9430071295945,251.36430936357883,251.58454288757716,250.73739568011052,249.0472176502619,256.7947059434722,251.10053953551994,271.0935964277989,281.18347361575604,289.3514352251279,283.8756257061905,280.96653213517794,268.2356278253145,264.68550016504634,267.770405134754,253.6491410493313,272.2906431283526,270.5751591688422,267.0959735580079,254.789088361223,235.81755662873923,165.10026981858448,,258.5871712252313,272.05644678518144,276.53640398855913,280.0661944150228,274.40909109084015,271.2196310971657,272.10883527874705,270.51038527247204,265.5097092600233,261.93191011889775,263.89447380701387,257.9157427648318,256.08787330214636,252.05557444096408,252.36166484715488,261.7091991849496,246.6613381586535,253.4554004289542,250.18682499228493,239.41755798358332,232.71923356353443,246.78248422280245,242.0356295192278,238.4107702660233,239.6130292611826,249.106206357674,242.43874551033622,255.92248251264834,257.7768585863133,263.3141119713011,256.8104922478783,260.55506927910676,272.52448761422875,276.5019403506128,280.8026865348365
5,1987-01-06 14:00:30+00:00,245.07248785719733,219.57068507410685,226.49757776715626,231.810445627454,202.157046563084,209.64836512817232,196.95285653249456,182.18731103912927,182.79941873257997,190.3080190692503,197.78887373633273,184.62816282470004,187.49126770681332,186.67340669371603,194.6165455829364,181.3119162248264,198.95338551746028,184.72561410141125,187.86773862340294,200.42389393706603,197.9863926397672,193.1446873324753,197.722973974682,203.44177150372752,204.85008072791786,202.34248811771235,207.92846049009736,207.6068620674577,213.7419635983021,,,,,,,,241.20275043428805,244.53594898471235,241.8441556091924,244.61569244630658,242.25135061761205,240.74759251680993,247.87962665681943,251.65358636058514,259.94421923632467,275.2987958508088,272.8168120402531,269.9215794253799,261.041128894227,251.07713080792433,258.9907413506789,250.91883669684557,255.75534227281887,263.28448125764294,257.15609089250313,247.57465842144407,232.43980133377966,194.7815838224916,,236.12885295657907,252.47697311427942,256.48420494600816,264.3407857288587,264.2517887561478,263.03904697971274,256.4815839942079,252.75190353549732,249.38631832191356,258.0910486968193,252.5034234559369,245.69600295811102,242.27423016604138,245.7145839767486,246.4726038983486,239.26126625844947,236.95793093531267,243.3335182008397,236.83833558282117,234.34501344646134,214.36989231930895,231.32349141878112,220.38036131848685,222.20132626811088,220.88888998228657,218.7757935382535,224.66907410859437,235.04337437696051,237.52972509860516,243.03424212631214,246.49495546125314,231.34830340566427,247.88979824870486,251.0690892597554,260.63218760232525
6,1987-01-22 14:00:58+00:00,251.76223502996345,241.28865914391318,245.13083167819042,236.85928438365133,225.2956532644146,225.14122590628602,221.40750945864175,218.24918451883866,209.05459149762189,204.85816518206605,202.6226185134833,198.74739201983056,205.25453192378444,204.51032442394137,207.69570526569845,199.8607963918154,204.89364410121607,203.1849972722036,200.17160972780187,202.70808564571576,205.35060930626565,196.26683050760045,208.83184494446112,208.65794476936682,211.6314657688887,213.08591242247385,218.87732257784427,222.5109100008699,218.05048359377759,,,,,,,,251.03372053085138,256.128589629084,254.01632769346685,251.1118322783402,262.7532059346355,263.5620777176715,267.81816882733875,273.1390821506379,276.1363347270926,281.0460623513306,285.2302776533565,287.02425181673016,279.7672780355564,273.6098525392473,281.8702731758319,271.64428056736307,264.66784790364983,257.1765494340113,267.73815151259066,267.54542298062967,246.21604960596392,178.00727293218074,,246.92699193337103,259.3687786833595,256.9653619656494,266.6749066143985,261.68611964539025,265.99934370943913,274.4581222669266,276.16773620113725,271.5601485072829,269.77115887304933,266.5746937445524,257.2299008445741,258.44359478158606,248.1990822908082,248.86420625831352,250.43076390307172,248.63514056573896,253.91768590896675,250.49362200538187,247.82314175627113,241.63284080153625,251.64529162593715,246.35890348817702,248.3285647004536,242.20632858833176,249.00047304851694,242.42532403882643,259.0836215882813,256.7940741687712,252.7476017974849,254.18136504655888,262.71506141793475,272.90502617740776,272.093841257555,274.6487761682195
7,1987-02-07 14:01:33+00:00,274.45629670084463,265.5122600051132,255.59867837797853,252.55596307114791,240.7695186316664,244.2327767213228,232.71771167881278,232.03826771793806,229.75701415394488,225.71347351441256,225.52561890306373,216.893805209618,211.59247092129914,215.24778236501456,215.2298971244492,210.041367290074,215.3056129513606,209.36610076775892,,,,186.24512379539723,222.3374171178931,228.17765603267793,221.6494007304625,231.443239173345,228.49389960236368,237.6809887119051,237.70472608278718,,,,,,,,264.47514649623236,263.94007454785867,270.19334849476655,264.321216318197,275.772151898661,277.75365696929947,283.62016235682967,284.5836559414468,286.481838565272,289.2586677810778,295.4982066246359,296.3413888714324,297.4248370852886,292.5401638900583,282.6946719753406,291.45320964905204,284.24907535327793,267.35325253335486,271.5352268186621,281.122257855881,250.40756392578848,152.37352505705292,,245.27397272306868,258.6302419460718,255.7525966971484,258.2258840058661,278.27881302551395,283.25795425766637,270.1082969643536,272.69675390150013,281.69589748834187,287.29226051905096,282.790199579347,273.1384682933662,269.4004697956182,264.3939301625503,266.73114329266605,264.09334852383125,260.0322131791437,266.1751826086828,263.67821931418973,257.90383409738246,258.8808345944161,264.243297086285,267.00848647586963,262.80805011856296,268.69033107859684,269.7085292038144,268.34251633396127,271.6437043981275,274.1356922762362,274.37983416487333,268.9288417251222,265.4761804073938,268.4390668300991,286.42851832124387,278.92165739888605
8,1987-03-27 14:03:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1998-03-09 14:17:33+00:00,228.12925319972072,225.88369076649724,223.76986001499043,204.33858952091316,200.6303869181842,193.55062560465439,198.27389429785384,193.00602954475033,191.54945691475723,182.24385056155938,,,,,,,,,,,,,,,,,,,221.65278861359263,221.26868537507931,217.98588081215345,,218.71149226688692,228.19301519104235,229.36292860373177,234.62305522913408,,,,,,,,,,,,,281.86106628708944,262.5215621279676,260.6832777715786,265.08764846187563,266.89162527614957,260.7993665319542,252.43109730838808,247.57533433121048,237.70640075328254,189.75755682695583,,,,,,,,,,,,228.4284215123714,227.89924691969136,215.54295015109892,217.1459569327883,202.8458681323842,199.74567227778795,190.91973127208996,187.72469509070748,202.7148622432207,218.2447842077799,232.33611074874142,236.6697247823177,,235.8959782219115,243.41806304364218,236.7791191084302,241.22338769498057,242.5822768089375,240.84595424327,245.22878339856524,246.1189711162786,250.9700024038101,254.54900720488547,247.94030187514485,256.4317192441028
