,dates,chi0453-0000,chi0453-0001,chi0453-0002,chi0453-0003,chi0453-0004,chi0453-0005,chi0453-0006,chi0453-0007,chi0453-0008,chi0453-0009,chi0453-0010,chi0453-0011,chi0453-0012,chi0453-0013,chi0453-0014,chi0453-0015,chi0453-0016,chi0453-0017,chi0453-0018,chi0453-0019,chi0453-0020,chi0453-0021,chi0453-0022,chi0453-0023,chi0453-0024,chi0453-0025,chi0453-0026,chi0453-0027,chi0453-0028,chi0453-0029,chi0453-0030,chi0453-0031,chi0453-0032,chi0453-0033,chi0453-0034,chi0453-0035,chi0453-0036,chi0453-0037,chi0453-0038,chi0453-0039,chi0453-0040,chi0453-0041,chi0453-0042,chi0453-0043,chi0453-0044,chi0453-0045,chi0453-0046,chi0453-0047,chi0453-0048,chi0453-0049,chi0453-0050,chi0453-0051,chi0453-0052,chi0453-0053,chi0453-0054,chi0453-0055,chi0453-0056,chi0453-0057,chi0453-0058,chi0453-0059,chi0453-0060,chi0453-0061,chi0453-0062,chi0453-0063,chi0453-0064,chi0453-0065,chi0453-0066,chi0453-0067,chi0453-0068,chi0453-0069,chi0453-0070,chi0453-0071,chi0453-0072,chi0453-0073,chi0453-0074,chi0453-0075,chi0453-0076,chi0453-0077,chi0453-0078,chi0453-0079,chi0453-0080,chi0453-0081,chi0453-0082,chi0453-0083,chi0453-0084,chi0453-0085,chi0453-0086,chi0453-0087,chi0453-0088,chi0453-0089,chi0453-0090,chi0453-0091,chi0453-0092,chi0453-0093
0,1985-03-05 14:11:29+00:00,239.38118991261123,238.89196947080882,223.19483317059164,215.38621564264687,,206.73048796611448,205.7184696469149,188.26216275800735,179.3774694353844,197.38598298151004,184.80426539442516,190.03317469729407,182.0412657009516,186.12657692126533,185.83427681846462,,183.66722280727907,188.97054317920131,181.74298383080654,194.38150353053217,186.12807078817636,,185.14143200708634,,,191.35972124410083,210.3855999477726,212.91884928770497,199.68540427534595,,,,,,,,,,,,,,,275.22590915268785,287.8853403216216,292.1690777978417,295.8889347186905,300.0977684309347,,278.8838216443878,,275.6695445089125,285.51966926843977,275.7243130325853,272.7257771490433,,,267.72102035175647,268.1817990752371,,260.74473749940614,,,,,,,,,247.2290246573825,246.24583402662302,249.02523424535894,248.66971341173632,237.13591862896132,,241.6288962035667,237.6362556583693,,,222.4307049522125,227.41147908601837,,218.23336901491902,,,,,,,,,,,258.84696206979066
1,1986-02-04 14:07:59+00:00,251.4473642410298,253.97297503094416,248.04812544060607,235.32131735906054,224.32925916407495,223.7401676994846,208.1320058727217,204.59618463416547,204.73109289396075,215.05934941646566,211.08727434507225,209.23597587643107,202.45001679205035,209.64855335829247,206.44049903073153,208.78349754015687,211.5005774685827,215.01466112050196,208.66775329449766,223.17614253138794,213.77628302677257,214.79765532443503,215.55229090732328,223.1134057752977,225.5506239621031,219.1866520838306,222.747896064938,234.04811339594463,231.02900366634861,,,,,,,,258.6739183516555,254.758794970266,261.82593621145026,249.97371681475295,,,,257.7482825129255,247.50569198056644,251.1154309887537,272.9206582581942,265.54638705353733,236.28385037626293,240.152006881299,216.63788269315353,264.18203104472803,292.53034317412397,306.1864020622504,300.03487957472004,,,297.2770199031011,298.6722037632123,,287.58584247902337,,,,,,,,,265.1999215004157,258.90406904415545,259.0888270293369,268.03616173056554,257.44912275369904,250.94049980621185,250.38440112842585,246.97319875430372,244.06732371184978,,252.50052846829107,247.15051220635348,250.221584055519,243.6245231751797,,,,261.1576971582418,,261.4269490961145,,,279.3968079610089,278.20589399742164,287.45810741039287
2,1986-08-15 14:02:41+00:00,238.40366198408896,236.92537019836706,227.0533030811463,223.23681177203645,211.93343597393226,197.62951924420454,192.69629299805348,190.27158634892908,194.95740122843935,194.66059236475544,184.52912155154584,184.1042519841036,180.66205431250492,183.82384545414283,181.79655227814956,179.16863506434424,177.9812698933008,185.1995221823877,180.28338818625082,174.71865650771272,180.43181560477973,200.16554648438822,196.58778926868175,189.69398662062974,191.5044326264254,193.5427282797234,192.28650418379058,204.62404183960564,199.41874444398437,,,,,,,,227.92528535158576,224.05031522228765,230.87048327856945,228.87817568036994,218.14048417959378,223.02353077207235,229.29318804073384,234.94183531603488,255.08609050564934,251.9099635669926,265.5929481623764,253.95079019955386,241.49224924242233,235.600816172766,231.98784181109218,242.46087153599206,243.97916234118733,231.20060592704738,,,,157.97402286126567,,245.8491778992042,,245.15097953418106,250.77625385047165,241.71941260583094,225.42059238398465,226.79607085181118,235.23624072855316,229.17006523252934,228.28593040160732,228.97636449522625,222.9095322386247,221.7856212977252,218.2656445369717,214.96951445950495,232.68497280216198,213.5036664757107,225.8545942145064,220.92557740488888,206.5639383692822,204.41752622292563,221.7698216604669,218.30261500700414,210.0988521911969,218.66155580744757,217.07853573684864,212.18074179644756,229.41509741886497,224.73161254357356,237.13646023872084,227.78581103562317,226.51900904905142,245.36375720156744,253.5889127207314,250.82896317870893
3,1986-11-03 13:59:58+00:00,250.56453387777387,244.5864136648637,233.8749956052423,229.6608371620863,222.14647893737603,217.05519516095393,204.51736087605752,202.6360984375801,206.74935271017745,197.6602005650869,199.3236072378951,198.628100758303,197.25182799203208,189.9149818551632,183.16084920244066,189.19751986350005,190.6808718013528,188.22118775667695,193.9724041902573,203.72628498620776,203.59806020307005,201.92834610264904,201.75469942510964,204.4898010570243,204.9836749804831,217.3778879223537,211.90134183216773,217.8116317248677,209.71945073828962,,,,,,,,244.6161437870727,239.8280564009738,244.38763433134966,247.01216653439613,246.41520818336187,248.97597383370743,250.90531444717186,264.6756609077874,266.6956387470945,267.4507267163661,273.70344561043174,264.2489515209645,249.0733251714917,255.09391414525876,253.17815671558944,246.25281502737394,249.78227495040525,245.50006343993937,,226.45847000387232,211.4944690078346,,,245.96833836676663,271.5965633800584,280.1480810733789,265.55513320709804,261.0227356751929,257.982505816866,248.24523108143066,243.97974863015241,242.79336187563896,241.3935619375279,243.19035277997978,257.4894943015195,260.4316065174235,255.14764515322977,234.34855318035721,237.90170179845813,239.26547040277717,235.08472051476627,227.21938561480349,227.9706773834832,220.91765769249136,224.3696160163899,225.29746509455026,223.78383532360795,231.7008981571424,236.35919814193122,233.39946090620163,246.31019115930167,238.99302630650934,252.1532997801451,249.07614028010255,245.63628430107553,248.47754507959854,262.2216794904897,262.76419923955496
4,1986-12-21 14:00:01+00:00,254.1956748915814,240.962292326513,237.818034314587,237.43389046889587,231.89287663794653,210.65707573808663,208.55446687949217,198.08092576856083,195.32910257675488,195.46596658153828,198.75473679533695,193.7665810512085,195.480460053407,196.3701398971085,195.99372053901797,201.97487710512385,201.6274819631814,203.09379806023972,203.79851837455504,206.02020657571828,209.05078879571235,205.3855887680233,205.41471172357154,209.04439597773774,213.48368264649707,214.36843613991655,209.93941892544794,222.96045127839372,216.7342089412798,,,,,,,,243.83393726919317,242.2552395031775,243.48759190055375,242.64044469308712,240.9502666632385,249.50745005515114,243.8132836471989,264.468818347507,273.08652262873267,282.06417933680683,273.4652601514461,272.86958114815457,260.13867683829113,255.57643030464502,259.67345414773064,245.5521900623079,265.6658650480607,263.95038108855033,258.99902257098455,248.16431028093115,229.74484338847168,157.00331883156107,,251.29991533691026,263.95949579815806,269.2491481002381,271.9692434279994,267.78431301054826,265.14691785689814,266.0361220384795,263.88560719218015,259.4369960197558,256.3263286663431,257.269695726722,249.8187917778084,247.99092231512296,244.76831855264302,245.07440895883383,254.42194329662857,239.37408227033245,246.83062234866233,243.56204691199306,233.81197653102868,226.64652032326688,240.1577061425106,235.41085143893594,231.12351437770224,232.32577337286153,242.48142827738215,237.58057491812218,250.71729973527616,251.15208050602146,256.6893338910092,251.20491079532366,254.94948782655212,265.89970953393686,268.40498936358944,273.5154306465154
5,1987-01-06 14:00:30+00:00,230.80768441578599,208.47583795300915,215.40273064605856,221.82508321846603,192.17168415409606,199.66300271918436,187.8752543425055,171.09246391803157,172.814056323592,181.98688372842702,190.65647201562706,176.94711481778623,180.8343594341547,181.4179527942487,186.93549757602258,177.61363385112716,192.29647724480165,179.9706796209408,180.18669061648913,192.7428459301522,190.30534463285338,186.4877790598167,189.40183863385872,194.36416931373847,196.52894538709458,193.2648859277233,198.8508583001083,196.51201494636,203.75660118931415,,,,,,,,228.7210474230531,232.0542459734774,230.7493084880947,233.52084532520888,231.15650349651435,230.76223010782198,237.89426424783147,242.5759841705961,248.84937211522697,265.31343344182085,258.5520085988418,258.8267323042822,249.94628177312927,238.5954277966894,247.8958942295812,239.82398957574787,246.6777400828298,254.2068790676539,246.06124377140543,238.49705623145502,224.11866599295638,183.6867367013939,,226.1434905475911,241.38212599318172,246.4988425370202,253.245938607761,255.17418656615874,254.71791163888946,248.1604486533846,243.67430134550827,241.0651829810903,250.4100006899055,243.42582126594786,234.60115583701332,231.17938304494368,235.72922156776065,236.48724148936066,229.2759038494615,226.97256852632472,234.25591601085065,227.76073339283212,226.66396543954752,206.04875697848567,222.24588922879207,211.3027591284978,212.21596385912292,210.90352757329862,209.69819134826446,218.01216583593575,227.91097265625484,228.4521229086161,233.95663993632309,238.81390745433933,223.66725539875046,238.8121960587158,239.9742421386577,250.6468251933373
6,1987-01-22 14:00:58+00:00,240.40030513460198,232.45160255863203,236.29377509290927,228.90593345689828,217.34230233766155,217.18787497953298,214.1771904343208,209.4121279335575,201.10124057086884,198.2303727431052,196.94165356580257,192.62942976848205,199.95229797261575,200.32435025196608,201.57774301434995,196.91511086338835,199.59141015004738,199.3976873070831,194.05364747645336,196.59012339436725,199.23264705491715,190.96459655643176,202.20405250550027,201.42762574504587,205.00367332992784,205.8555933981529,211.64700355352332,213.67385341558875,210.09713266702454,,,,,,,,241.0920318724101,246.1869009706427,245.1792711081857,242.27477569305904,253.91614934935436,255.60872679091847,259.8648179005857,265.90876312631696,267.29927814181144,273.09271142457754,273.868347757995,278.187195231449,270.9302214502752,263.668163880806,273.03321659055075,262.8072239820819,257.4375288793289,249.94623040969034,258.9010949273095,260.31510395630875,239.58825716700306,169.1702163468996,,238.97364100661798,250.53172209807835,249.01201103889633,257.8378500291173,254.4558006210693,259.3715512704783,267.8303298279657,268.9374171768163,264.93235606832206,263.65319662170083,259.3443747202315,248.39284425929296,249.6065381963049,240.24573136405516,240.91085533156047,242.47741297631867,240.68178963898592,246.6873668846458,243.26330298106092,241.70517950492263,235.0050483625754,244.4149726016162,239.12858446385607,240.37521377370055,234.2529776615787,241.770154024196,237.12309008765774,253.40265664060055,249.56375514445025,245.51728277316394,248.06340279521038,256.59709916658625,265.67470715308684,263.25678467227385,266.69542524146647
7,1987-02-07 14:01:33+00:00,271.1191950095781,262.9167364674615,253.0031548403268,250.21999188726136,238.43354744777983,241.89680553743625,230.59410151164317,229.44274418028633,227.42104297005832,223.76683086117376,223.85706805743047,215.096904298936,210.0351567987081,214.01832384717952,213.4329962137672,209.17619277752343,213.74829882876955,208.25373353733676,,,,184.6878096728062,220.3907744646543,226.05404586550833,219.7027580772237,229.3196290061754,226.37028943519408,235.08546517425336,235.36875489890062,,,,,,,,261.55518251637415,261.02011056800046,267.5978249571148,261.7256927805453,273.17662836100925,275.4176857854129,281.2841911729431,282.4600457742772,283.8863150276203,286.92269659719125,292.16110493336936,293.74586533378067,294.82931354763684,289.6201999102001,280.0991484376889,288.8576861114003,282.12546518610833,265.22964236618526,268.9397032810104,278.9986476887114,248.46092127254968,149.7780015194012,,242.93800153918212,256.0347184084201,253.41662551326183,255.63036046821435,276.15520285834435,281.31131160442754,268.1616543111148,270.57314373433053,279.74925483510305,285.495359608369,280.6665894121774,270.5429447557145,266.8049462579665,262.05795897866375,264.3951721087795,261.7573773399447,257.69624199525714,264.0515724415132,261.55460914702013,256.1069331867005,256.9341919411773,262.1196869191154,264.88487630870003,260.4720789346764,266.3543598947103,267.5849190366448,266.78520221137023,269.97515355249425,272.0120821090666,272.2562239977037,267.1319408144402,263.67927949671184,266.3154566629295,283.83299478359214,276.5856862149995
8,1987-03-27 14:03:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1998-03-09 14:17:33+00:00,235.1681900430478,231.3584194224183,229.2445886709115,209.26584531124212,205.55764270851316,198.47788139498334,202.75321774360745,198.4807582006714,196.4767127050862,186.34989705350017,,,,,,,,,,,,,,,,,,,226.5800444039216,226.19594116540827,223.46060946807452,,224.186220922808,233.1202709813713,233.84225204948538,239.1023786748877,,,,,,,,,,,,,287.3357949430105,268.6806318658788,266.1580064274997,270.5623771177967,271.3709487219032,265.2786899777078,257.90582596430914,252.0546577769641,241.81244724522332,195.2322854828769,,,,,,,,,,,,232.907744958125,233.37397557561243,221.01767880702,222.07321272311725,207.77312392271315,204.6729280681169,195.84698706241892,192.2040185364611,207.1941856889743,222.0349809695714,236.4421572406822,241.1490482280713,,240.82323401224045,248.34531883397113,241.2584425541838,244.50822488853322,246.10174523060104,245.3252776890236,249.70810684431885,249.9091678780701,254.7601991656016,259.0283306506391,253.41503053106592,261.35897503443175
