,dates,chi0256-0000,chi0256-0001,chi0256-0002,chi0256-0003,chi0256-0004,chi0256-0005,chi0256-0006,chi0256-0007,chi0256-0008,chi0256-0009,chi0256-0010,chi0256-0011,chi0256-0012,chi0256-0013,chi0256-0014
0,1985-07-27 14:08:29+00:00,225.30694123070137,211.89997630476597,209.00007609282653,198.37803515065377,190.0840502890621,201.572346983456,224.0431734782183,216.9348068443282,214.48211348574353,205.06281270189277,195.90753813551476,204.24283730437662,205.4983398460876,200.8407983345822,195.24672430994164
1,1986-02-04 14:05:35+00:00,227.7299536371236,219.85841934237075,219.38289334088688,203.61699571660745,200.42852060040047,200.64573515012376,229.08030646036357,230.29751134628128,224.80901315869917,213.90659598792632,208.60907007712592,205.0241666852607,212.88722398444972,209.6074863630571,207.6593600191363
2,1986-07-30 14:00:52+00:00,211.12981137667447,210.30391251942544,207.67931100210316,197.9974033358084,192.8369521845805,199.22257431004437,220.31418768332594,219.586843289814,214.53782600680034,212.3078411295865,205.2885159107337,203.21602412663563,209.4863370413912,211.741028159393,199.42693299870461
3,1986-08-15 14:00:17+00:00,,212.40641845053403,206.50691503482534,199.74210156678078,192.1718871007945,197.60588246264308,227.7434395138434,222.0610646075115,217.68539228430035,209.17316198333734,207.45373839875947,203.49470133264245,207.9040018647609,210.20997941498393,199.29500702290608
4,1986-08-31 13:59:41+00:00,210.5598845817803,198.6813739238115,201.29924295233093,194.68258640709212,185.4316624276178,191.92104233007308,209.17001877268626,204.06961496061245,194.84325330907086,195.09822831640227,187.1675033380637,186.80910540434218,193.22503110224204,187.88478845770132,185.47751585124163
5,1986-09-16 13:59:10+00:00,222.23501928668065,216.15036796847,214.4356431881369,203.56235601113684,202.86780029561874,201.55592488535098,211.09441292901147,204.93261758054396,209.1185001135433,211.8996986880499,207.5172619198334,207.96188700938717,216.71125782984296,218.37163735901692,206.86057383456455
6,1986-11-03 13:57:34+00:00,221.88531413903644,216.9146112729378,217.11808888053,203.72494835809346,200.22949043178363,197.0541442712065,220.5795574168505,217.55046600733948,223.64549978621454,209.62207082193032,201.72359958640067,208.37976765130657,213.5980836929675,212.32457464927325,204.87198899465525
7,1987-01-22 13:58:34+00:00,220.81897784785195,201.00739591744338,212.11706116718932,197.6502847025785,187.67658588178563,194.15424393718604,224.22772512256842,225.24981711933575,215.85396110369697,222.4283618513179,203.11482649156207,201.24351523261325,180.43697799282972,195.23734979170368,199.46741975821885
8,1987-02-07 13:59:09+00:00,227.4950641729429,214.0185266738485,218.0418930317968,207.6657603609608,199.8920002839188,207.51139010628356,228.00855956369497,228.01712299795423,216.85173668875694,213.80358195377988,215.5159002420695,211.97128450694774,215.23282227597213,207.8645673116223,201.11138740172134
9,1987-03-27 14:00:57+00:00,232.10429478762762,220.21392392184373,216.8071372440015,208.80436599277084,200.96481006250636,206.73310303617626,221.21915623884166,227.98035118269163,212.9330439459299,215.30725569821408,216.10971786590505,209.96539702878312,213.72412895798482,210.71746527744426,210.68626575800985
