,dates,aus0254-0000,aus0254-0001,aus0254-0002,aus0254-0003,aus0254-0004,aus0254-0005,aus0254-0006,aus0254-0007,aus0254-0008
0,1987-05-22 23:08:08+00:00,212.86619512362438,201.9595992293032,198.29231569834775,201.0784774122834,198.05458816505208,196.2184478346183,214.99956047147748,211.38953936981892,241.23720271413993
1,1987-10-29 23:11:49+00:00,222.3444449815773,210.14049943636505,209.428657584259,204.76388990782655,211.1248412600453,205.7154898637415,,216.10704368001933,265.92675118239265
2,1987-11-14 23:12:11+00:00,207.9858767835923,199.2692752106538,195.93372264854597,195.92473126407083,196.42038912395378,195.77571304881334,212.6821668015903,210.21768657807894,251.63137003186054
3,1988-01-17 23:13:14+00:00,211.53738729436571,200.44241228498282,192.90836882789196,199.96227528226206,201.0333424645777,198.68145697607642,207.95018686468416,207.47784169141994,
4,1988-04-22 23:14:16+00:00,225.47639934344923,208.83029974489347,214.67699206607688,213.2799268742351,210.99809176446098,,,222.81349872540576,288.07097431409704
5,1988-05-08 23:14:26+00:00,211.74456684423762,202.25154376020794,196.1008780853131,216.30184997266238,201.79502708977589,216.2470357541216,,215.92168115664225,273.24152023795364
6,1988-06-09 23:14:39+00:00,212.48603032004746,204.6240866301755,204.70757491257788,210.7244707280815,207.68037100561327,205.32835529554688,,217.76634665615396,255.42631302311167
7,1988-06-25 23:14:44+00:00,214.79389968300052,202.4108031154585,204.35466461935118,210.14144210070313,217.9105402534309,206.87510629797393,215.02917940866917,213.4056918305455,257.55377190758594
8,1988-07-27 23:14:50+00:00,220.3358706296865,211.4085746848862,215.94358681249025,215.7603162542522,223.25106568705468,213.70358897004272,224.09033103146905,221.92944197316663,227.51083648833597
9,1988-08-12 23:14:49+00:00,214.95431042689543,208.70934527390497,213.40548814566463,210.8000531889052,218.4716030504886,214.87885942253556,226.40422651329465,224.8613092496467,244.09544422266708
10,1988-08-28 23:14:54+00:00,214.90095753638298,209.22273286100437,208.3257269209443,214.7189194671326,208.44349228162022,211.47695747444632,216.6361844783398,215.1702313382489,253.35078227412933
11,1988-09-29 23:14:45+00:00,214.41892150126955,208.84303601419177,207.685113305728,215.50827455647118,218.21451133814975,212.90667801585633,210.05477786509525,217.70742746828458,245.60379541352287
12,1988-12-02 23:14:39+00:00,203.97394920965482,196.28117847753995,199.3493167480762,198.01661936241084,199.15418989005954,200.72527354451634,211.62036929300643,207.96039702835395,
13,1989-01-19 23:14:06+00:00,210.50840049312112,198.95457806712298,203.9436215461524,197.75596037631996,197.03857344701112,189.68615482763857,202.96642989168973,200.1418597114998,233.45194032771983
14,1989-02-20 23:14:03+00:00,196.1587546673244,192.4125887746286,184.06638766449964,176.75318475967552,174.63106500015897,184.21157193381796,191.70107050389348,,232.17872188051285
