dates,nzd0346-0000,nzd0346-0001,nzd0346-0002,nzd0346-0003,nzd0346-0004,nzd0346-0005,nzd0346-0006,nzd0346-0007,nzd0346-0008,nzd0346-0009,nzd0346-0010,nzd0346-0011,satname
1999-08-12 21:53:56+00:00,355.60,341.78,347.91,344.88,349.69,348.63,337.69,333.49,333.91,339.21,351.40,365.95,L7
1999-08-28 21:53:59+00:00,350.73,347.49,339.92,342.70,338.26,343.93,333.42,334.89,333.79,328.57,341.06,349.11,L7
1999-09-29 21:54:04+00:00,351.07,345.52,338.16,348.16,343.79,344.04,339.38,336.07,331.22,328.18,332.49,337.71,L7
1999-12-11 21:47:48+00:00,354.25,346.48,342.37,345.69,340.62,341.73,337.81,342.23,344.63,335.61,364.30,341.78,L7
2000-01-19 21:53:49+00:00,361.37,352.01,345.48,341.76,345.21,349.79,341.75,333.29,340.75,332.88,343.60,349.60,L7
2000-05-10 21:53:10+00:00,358.04,348.46,342.32,346.58,345.92,355.19,344.50,346.68,344.18,339.84,345.39,364.05,L7
2000-05-26 21:53:00+00:00,359.54,346.81,350.36,351.71,352.24,352.45,346.92,346.58,347.81,337.24,345.54,343.90,L7
2000-07-13 21:52:31+00:00,344.59,333.73,337.03,340.95,345.62,361.17,359.06,336.55,345.31,338.25,342.98,342.98,L7
2000-07-29 21:52:14+00:00,344.06,335.53,332.91,334.26,340.85,360.62,358.71,345.88,350.58,346.04,348.52,351.01,L7
2000-08-14 21:52:08+00:00,338.58,332.65,325.94,323.46,326.50,338.77,336.19,336.25,338.24,328.65,332.53,341.07,L7
2000-10-26 21:45:10+00:00,,,,,,,,,,,338.46,365.66,L7
2000-11-18 21:51:22+00:00,330.12,320.46,320.22,322.12,323.44,317.58,317.41,317.01,316.83,318.07,319.73,322.62,L7
2000-12-04 21:51:22+00:00,354.42,341.94,340.82,346.52,343.47,344.36,344.96,346.82,347.37,332.69,329.33,343.86,L7
2001-01-05 21:51:28+00:00,354.81,344.70,336.57,343.10,349.30,353.56,352.60,348.93,356.07,349.98,340.20,347.55,L7
2001-04-27 21:51:07+00:00,338.41,331.41,328.51,329.59,332.53,338.89,334.89,344.86,342.52,339.58,339.83,343.54,L7
2001-05-13 21:50:57+00:00,335.53,330.99,330.32,330.96,336.27,346.16,344.36,346.25,344.55,340.01,344.60,344.70,L7
2001-06-14 21:50:38+00:00,349.82,341.62,335.63,338.81,335.03,344.04,343.31,346.49,351.45,341.22,335.54,323.48,L7
2001-09-18 21:49:29+00:00,348.62,339.97,337.98,341.59,333.00,336.97,336.79,334.37,333.66,324.25,335.07,334.21,L7
2001-10-04 21:49:17+00:00,348.66,342.11,342.57,342.41,337.48,337.64,339.55,335.22,331.57,322.13,333.93,332.41,L7
2002-01-17 21:43:40+00:00,,,,,,,,,346.07,320.84,,,L7
2002-03-06 21:43:47+00:00,,,,,331.00,330.68,334.69,,,,341.30,335.99,L7
2002-05-09 21:43:40+00:00,350.05,339.09,335.58,332.91,331.47,333.56,330.59,312.51,318.48,321.04,327.33,312.85,L7
2002-07-19 21:49:21+00:00,347.81,343.69,334.51,337.16,334.04,338.53,335.56,319.04,326.18,324.56,334.50,339.84,L7
2002-08-20 21:49:10+00:00,350.59,344.30,333.59,333.11,332.04,342.12,343.69,317.70,320.07,317.26,331.39,346.20,L7
2002-10-16 21:42:36+00:00,347.04,340.73,337.23,337.14,323.72,318.88,319.35,309.95,309.97,312.55,332.99,342.75,L7
2002-10-23 21:48:27+00:00,355.71,353.24,353.08,352.43,342.63,342.42,340.50,339.37,338.29,332.29,340.61,334.65,L7
2002-12-26 21:49:23+00:00,333.52,330.17,323.58,330.21,328.71,329.16,327.44,327.64,322.92,315.67,316.35,319.97,L7
2003-01-27 21:49:33+00:00,341.97,334.06,329.95,327.23,328.59,334.32,331.65,323.86,335.67,329.58,320.31,320.55,L7
2003-03-16 21:49:46+00:00,340.15,328.99,320.76,318.18,325.84,346.85,349.83,337.24,343.86,349.42,348.67,344.04,L7
2003-05-03 21:49:49+00:00,348.30,341.88,333.76,325.93,328.36,333.70,333.02,334.89,340.76,337.16,339.23,324.52,L7
2003-05-19 21:49:43+00:00,342.23,335.22,334.04,326.48,319.16,327.85,330.38,324.61,332.65,317.14,321.12,315.94,L7
2003-07-23 21:31:26+00:00,353.08,340.71,334.78,334.48,327.63,329.90,324.48,323.92,329.51,323.12,329.85,335.26,L5
2003-07-30 21:37:45+00:00,343.44,334.25,327.03,327.78,323.53,326.36,319.19,318.91,328.71,322.84,332.25,330.39,L5
2003-08-08 21:31:43+00:00,344.52,333.10,332.07,339.45,330.34,334.58,328.23,314.76,325.11,319.87,332.55,346.72,L5
2003-10-18 21:39:00+00:00,330.56,329.98,332.93,343.12,336.10,340.98,342.04,342.48,342.44,330.95,332.65,335.96,L5
2003-11-19 21:39:26+00:00,349.78,343.24,340.90,342.45,340.47,327.74,326.44,328.82,333.35,328.11,334.38,333.72,L5
2003-11-28 21:33:21+00:00,342.92,334.65,330.98,332.74,332.54,333.46,334.27,337.62,338.93,331.12,335.90,,L5
2003-12-14 21:33:26+00:00,347.01,344.48,341.07,342.08,337.74,340.51,339.71,342.57,342.45,328.38,333.00,329.93,L5
2003-12-30 21:33:36+00:00,338.25,330.53,324.03,326.41,327.04,327.96,330.62,331.84,334.13,326.31,327.63,335.48,L5
2004-01-22 21:39:52+00:00,343.68,335.48,329.95,335.35,338.32,344.62,323.19,328.62,336.21,330.17,330.29,326.51,L5
2004-02-23 21:40:02+00:00,331.39,323.35,328.31,334.75,331.21,334.98,333.32,338.33,339.10,321.19,317.45,,L5
2004-04-20 21:34:43+00:00,340.40,330.00,327.91,328.02,320.35,325.92,323.96,316.61,324.72,318.45,315.03,312.68,L5
2004-05-21 21:50:13+00:00,,,,,,,325.44,,,,,,L7
2004-06-22 21:50:04+00:00,,319.17,326.36,327.01,324.29,334.19,330.77,336.61,340.19,336.66,323.88,314.52,L7
2004-06-23 21:36:34+00:00,337.84,330.76,329.67,330.23,325.33,334.84,339.35,341.16,341.20,333.03,315.21,313.32,L5
2004-07-08 21:50:02+00:00,,,,339.29,337.70,340.51,346.83,350.20,352.76,344.66,320.57,320.19,L7
2004-08-25 21:49:49+00:00,341.05,,,,,,,,,352.80,342.20,286.22,L7
2004-08-26 21:38:11+00:00,,,304.81,308.69,,295.46,,314.97,320.75,325.60,350.16,302.63,L5
2004-09-18 21:44:58+00:00,337.50,335.66,324.89,324.70,325.93,333.36,323.44,319.00,324.24,323.76,326.88,,L5
2004-09-26 21:49:38+00:00,,345.25,338.56,332.38,332.73,335.14,336.12,322.87,330.64,331.65,334.22,334.06,L7
2004-10-12 21:49:36+00:00,348.16,344.00,333.31,336.83,,,331.53,327.59,332.36,333.12,332.42,334.09,L7
2004-10-13 21:39:20+00:00,350.46,340.45,335.65,332.66,329.94,333.61,330.18,321.92,324.31,326.30,325.67,324.71,L5
2004-10-20 21:45:40+00:00,344.10,332.76,324.52,346.08,340.98,337.03,334.76,337.03,337.86,336.66,332.98,331.12,L5
2004-11-30 21:40:15+00:00,342.04,336.68,330.55,332.17,327.84,318.24,322.60,324.76,326.33,322.36,323.67,323.05,L5
2004-12-16 21:40:34+00:00,345.20,336.25,333.54,335.31,329.08,320.41,322.90,325.43,327.10,329.87,327.25,,L5
2005-01-08 21:47:04+00:00,337.22,329.37,325.12,319.87,313.28,320.36,329.74,325.74,334.10,337.97,336.21,333.96,L5
