dates,sar2504-0000,sar2504-0001,sar2504-0002,satname
1985-01-10 09:29:51+00:00,228.56,245.49,,L5
1987-10-31 09:27:40+00:00,234.74,215.16,220.23,L5
1987-11-07 09:33:38+00:00,230.72,214.58,207.25,L5
1987-12-02 09:27:54+00:00,234.04,216.36,212.44,L5
1992-01-14 09:23:49+00:00,217.28,216.71,225.97,L5
1994-11-10 09:20:30+00:00,235.80,205.45,215.56,L5
1995-12-15 09:06:48+00:00,,190.95,,L5
1999-08-05 09:52:28+00:00,225.76,217.87,221.16,L7
1999-08-12 09:58:37+00:00,223.28,215.32,216.95,L7
1999-08-21 09:52:25+00:00,224.53,214.84,218.13,L7
1999-08-28 09:58:41+00:00,226.67,215.40,219.33,L7
1999-09-13 09:58:35+00:00,227.81,215.44,220.04,L7
1999-09-22 09:52:29+00:00,227.77,216.23,220.92,L7
1999-09-29 09:58:45+00:00,226.09,215.62,219.86,L7
1999-10-31 09:58:37+00:00,225.78,214.76,219.12,L7
1999-11-09 09:52:28+00:00,224.22,212.84,217.02,L7
1999-11-16 09:58:37+00:00,225.76,214.01,218.04,L7
1999-11-25 09:52:19+00:00,226.41,214.64,218.17,L7
1999-12-02 09:58:32+00:00,226.15,214.31,217.87,L7
1999-12-18 09:58:40+00:00,227.04,214.31,218.12,L7
2000-01-03 09:58:33+00:00,227.05,214.40,218.01,L7
2000-01-12 09:52:23+00:00,225.95,213.29,217.13,L7
2000-02-04 09:58:30+00:00,225.86,212.85,216.81,L7
2000-02-13 09:52:17+00:00,226.28,213.18,217.33,L7
2000-03-07 09:58:18+00:00,226.29,213.11,216.93,L7
2000-03-16 09:52:08+00:00,224.53,211.90,215.35,L7
2000-03-23 09:58:20+00:00,225.30,211.55,215.08,L7
2000-04-01 09:52:04+00:00,224.31,210.49,214.26,L7
2000-04-08 09:58:08+00:00,224.14,210.30,213.80,L7
2000-04-24 09:58:03+00:00,222.93,209.65,213.11,L7
2000-05-03 09:51:48+00:00,223.07,210.27,213.57,L7
2000-05-19 09:51:37+00:00,221.62,210.25,213.49,L7
2000-06-04 09:51:26+00:00,220.63,209.82,213.31,L7
2000-06-11 09:57:36+00:00,220.69,210.17,213.47,L7
2000-06-20 09:51:22+00:00,219.51,210.22,213.42,L7
2000-06-27 09:57:25+00:00,219.69,210.42,213.74,L7
2000-07-06 09:51:08+00:00,219.79,210.44,213.97,L7
2000-07-13 09:57:13+00:00,219.40,210.91,213.77,L7
2000-07-22 09:50:52+00:00,219.96,211.22,214.38,L7
2000-07-29 09:56:55+00:00,219.40,211.13,214.29,L7
2000-08-07 09:50:38+00:00,219.44,211.52,214.70,L7
2000-08-14 09:56:49+00:00,219.04,211.35,214.57,L7
2000-08-23 09:50:33+00:00,219.29,211.51,214.70,L7
2000-08-30 09:56:38+00:00,219.75,211.62,214.83,L7
2000-09-08 09:50:17+00:00,218.43,210.41,213.29,L7
2000-09-15 09:56:19+00:00,219.33,211.29,214.20,L7
2000-09-24 09:50:00+00:00,218.97,211.24,214.06,L7
2000-10-26 09:49:51+00:00,221.03,212.88,215.66,L7
2000-11-27 09:49:55+00:00,221.32,212.55,215.62,L7
2001-01-21 09:56:15+00:00,222.39,211.87,215.16,L7
2001-02-06 09:56:08+00:00,224.17,211.39,214.43,L7
2001-03-03 09:49:53+00:00,222.80,210.54,213.55,L7
2001-03-19 09:49:46+00:00,224.57,213.05,217.29,L7
2001-05-13 09:55:39+00:00,223.04,212.86,217.54,L7
2001-05-29 09:55:31+00:00,224.03,212.81,216.82,L7
2001-06-07 09:49:12+00:00,223.81,212.82,217.01,L7
2001-06-14 09:55:19+00:00,222.60,212.50,216.47,L7
2001-06-23 09:48:58+00:00,222.38,212.86,216.66,L7
2001-06-30 09:55:05+00:00,221.99,212.61,216.10,L7
2001-07-09 09:48:55+00:00,221.58,212.69,216.15,L7
2001-07-25 09:48:48+00:00,221.01,213.09,216.16,L7
2001-08-01 09:54:52+00:00,220.90,213.37,215.95,L7
2001-08-10 09:48:30+00:00,221.21,213.71,216.52,L7
2001-08-26 09:48:19+00:00,222.19,213.99,217.38,L7
2001-09-02 09:54:23+00:00,223.05,214.07,217.42,L7
2001-09-11 09:48:07+00:00,220.73,214.21,217.27,L7
2001-09-18 09:54:11+00:00,221.23,214.27,217.19,L7
