dates,nzd0600-0000,nzd0600-0001,nzd0600-0002,nzd0600-0003,nzd0600-0004,nzd0600-0005,satname
1999-07-18 21:58:49+00:00,238.68,226.55,218.58,,,,L7
1999-09-20 21:58:56+00:00,230.37,221.41,217.95,222.15,223.08,230.22,L7
1999-12-09 21:58:57+00:00,231.92,221.41,217.95,222.15,223.08,230.22,L7
2000-01-10 21:58:52+00:00,232.56,223.97,221.71,219.69,216.38,218.08,L7
2000-05-17 21:58:07+00:00,234.75,229.09,229.23,226.01,209.69,205.95,L7
2000-09-22 21:56:29+00:00,220.60,217.94,204.74,224.55,196.56,210.01,L7
2000-11-25 21:56:23+00:00,232.90,228.31,215.48,220.89,209.25,215.51,L7
2001-03-01 21:56:21+00:00,234.61,233.78,216.01,221.69,209.99,211.47,L7
2001-06-21 21:55:29+00:00,244.80,245.65,218.20,227.81,217.02,210.00,L7
2001-08-08 21:55:01+00:00,239.17,240.02,215.38,223.19,211.94,207.66,L7
2001-09-09 21:54:36+00:00,239.74,243.32,224.01,229.55,212.16,217.87,L7
2001-09-25 21:54:28+00:00,236.00,239.03,219.17,225.57,207.05,214.80,L7
2001-10-11 21:54:09+00:00,232.18,233.69,215.42,222.33,203.38,211.23,L7
2002-01-31 21:54:50+00:00,224.60,228.69,212.71,216.09,197.01,208.25,L7
2002-02-16 21:54:54+00:00,226.23,230.26,216.60,217.08,199.55,210.57,L7
2002-05-07 21:54:52+00:00,220.70,221.77,217.49,200.55,213.09,208.13,L7
2002-06-24 21:54:28+00:00,220.70,228.99,224.31,212.63,224.34,208.13,L7
2002-10-14 21:53:43+00:00,214.42,225.80,223.47,214.55,232.06,211.33,L7
2003-01-02 21:54:22+00:00,237.87,231.68,222.37,224.99,221.48,221.09,L7
2003-01-18 21:54:30+00:00,236.57,230.88,220.07,222.28,216.05,217.29,L7
2003-03-23 21:54:40+00:00,235.87,230.65,220.26,221.50,215.18,215.74,L7
2003-04-24 21:54:46+00:00,240.35,230.69,223.89,226.58,211.72,212.65,L7
2003-05-26 21:54:43+00:00,238.20,228.20,220.80,224.43,210.48,212.37,L7
2003-07-21 21:42:33+00:00,228.01,222.00,209.99,215.01,201.14,206.63,L5
2003-08-06 21:42:51+00:00,223.84,219.83,206.35,208.28,198.22,206.87,L5
2003-08-22 21:43:08+00:00,225.13,219.16,205.81,208.13,197.95,205.62,L5
2003-10-25 21:44:04+00:00,225.84,220.58,202.04,203.82,199.20,209.34,L5
2003-12-04 21:54:43+00:00,224.36,221.17,200.44,200.82,195.60,206.79,L7
2003-12-12 21:44:34+00:00,226.29,221.37,203.28,202.93,197.21,205.50,L5
2004-01-21 21:55:02+00:00,230.78,223.50,210.52,208.77,201.14,206.81,L7
2004-02-06 21:55:08+00:00,234.60,226.05,215.23,215.70,204.42,206.60,L7
2004-03-09 21:55:15+00:00,235.62,228.49,218.94,218.00,206.29,208.89,L7
2004-03-25 21:55:18+00:00,235.80,229.53,220.72,218.65,206.71,209.99,L7
2004-04-18 21:45:49+00:00,237.97,232.75,222.69,221.47,209.53,212.00,L5
2004-05-20 21:46:44+00:00,237.03,230.26,221.67,219.80,208.05,210.46,L5
2004-05-28 21:55:11+00:00,235.49,233.07,220.88,221.96,211.88,210.46,L7
2004-07-07 21:48:09+00:00,236.67,235.85,220.41,220.29,213.05,213.49,L5
2004-07-23 21:48:33+00:00,238.24,238.35,221.64,221.17,214.43,214.10,L5
2004-08-16 21:54:50+00:00,239.35,233.57,219.00,221.91,215.60,213.02,L7
2004-08-24 21:49:18+00:00,236.53,231.64,217.27,220.66,214.85,212.50,L5
2004-09-09 21:49:43+00:00,234.09,230.11,214.85,217.75,213.50,211.74,L5
2004-09-25 21:50:07+00:00,231.57,227.14,211.72,217.88,215.26,210.89,L5
2004-11-19 21:57:19+00:00,228.48,224.56,207.81,213.34,212.49,207.22,L5
2005-01-15 21:52:09+00:00,228.84,220.26,209.05,212.09,210.15,207.05,L5
2005-01-23 21:55:25+00:00,224.71,218.75,205.03,208.95,206.77,207.55,L7
2005-02-07 21:58:15+00:00,224.71,218.75,206.98,209.52,205.90,208.39,L5
2005-02-08 21:55:35+00:00,227.56,220.49,208.61,211.98,207.31,208.95,L7
2005-02-16 21:52:37+00:00,226.10,225.57,210.99,210.22,204.03,206.97,L5
2005-02-24 21:55:41+00:00,227.65,227.13,212.09,209.63,203.23,206.81,L7
2005-03-04 21:52:52+00:00,226.34,225.16,208.96,209.63,199.64,205.14,L5
2005-03-28 21:55:42+00:00,231.35,230.06,212.38,210.93,197.75,205.70,L7
2005-04-13 21:55:36+00:00,231.78,230.03,213.00,211.78,198.76,206.19,L7
2005-04-21 21:53:10+00:00,230.55,229.37,212.21,210.61,198.66,206.51,L5
2005-04-29 21:55:36+00:00,231.15,230.06,212.60,211.55,199.75,206.95,L7
2005-05-07 21:53:16+00:00,231.15,230.06,212.60,211.55,202.13,208.22,L5
2005-06-08 21:53:33+00:00,231.76,229.87,213.13,212.49,202.74,208.69,L5
2005-08-03 21:55:25+00:00,230.81,230.30,213.11,215.48,206.18,209.91,L7
2005-08-19 21:55:20+00:00,232.38,236.57,214.41,220.59,208.42,211.40,L7
2005-09-20 21:55:06+00:00,234.37,239.89,219.08,221.44,213.67,214.16,L7
2005-10-22 21:55:15+00:00,236.11,245.16,222.70,226.92,219.82,215.93,L7
2006-01-10 21:55:52+00:00,230.12,243.86,232.24,235.04,214.88,213.81,L7
2006-01-26 21:56:00+00:00,224.79,235.38,232.24,222.57,208.22,211.03,L7
2006-02-11 21:56:04+00:00,226.33,233.93,239.01,223.34,195.10,216.31,L7
2006-03-15 21:56:08+00:00,222.69,226.40,227.11,216.18,198.23,215.39,L7
2006-03-31 21:56:06+00:00,222.69,224.77,218.11,214.63,197.66,215.93,L7
2006-04-08 21:57:36+00:00,221.64,223.10,215.94,213.55,199.80,214.93,L5
2006-04-16 21:56:02+00:00,222.88,222.95,215.94,213.55,199.80,214.93,L7
2006-04-24 21:57:52+00:00,220.97,222.30,213.01,213.55,199.80,214.93,L5
2006-05-02 21:56:05+00:00,221.20,221.58,213.01,213.55,199.80,212.67,L7
2006-05-17 22:03:57+00:00,221.20,221.58,213.01,206.02,199.80,212.67,L5
2006-05-26 21:58:18+00:00,221.20,220.01,213.86,204.56,199.80,212.67,L5
2006-07-13 21:59:02+00:00,223.11,221.00,212.73,205.40,202.24,214.53,L5
2006-07-21 21:55:45+00:00,223.31,220.95,211.93,206.34,200.49,213.21,L7
2006-08-22 21:55:41+00:00,226.98,222.69,212.14,208.96,202.94,216.13,L7
2006-09-07 21:55:37+00:00,229.53,225.65,215.40,212.88,202.94,218.45,L7
2006-09-23 21:55:30+00:00,230.44,226.48,215.90,213.51,201.77,219.41,L7
2006-10-09 21:55:24+00:00,230.94,229.00,218.12,213.84,198.54,219.78,L7
2006-11-02 22:00:20+00:00,230.63,226.62,216.06,213.48,201.12,218.41,L5
2007-02-06 22:01:00+00:00,232.13,231.16,218.66,223.18,206.30,218.81,L5
2007-03-02 21:56:31+00:00,231.38,231.25,218.04,218.43,206.30,208.15,L7
2007-03-18 21:56:33+00:00,228.69,227.04,213.34,218.72,216.01,206.22,L7
2007-04-19 21:56:31+00:00,229.05,223.77,213.20,220.54,218.04,207.09,L7
2007-05-21 21:56:21+00:00,228.59,231.19,217.40,226.84,219.53,211.97,L7
2007-05-28 22:02:28+00:00,230.86,231.19,217.40,226.84,219.53,211.97,L7
2007-06-06 21:56:17+00:00,230.86,231.19,217.40,221.85,217.28,210.59,L7
2007-08-09 21:56:06+00:00,230.56,233.30,216.34,225.54,218.89,213.75,L7
2007-09-09 22:05:21+00:00,224.82,221.44,204.81,223.50,218.21,215.79,L5
2007-09-25 22:05:12+00:00,224.83,223.04,208.60,221.31,218.46,215.86,L5
2007-09-26 21:55:47+00:00,226.20,226.86,214.12,224.56,224.68,223.17,L7
2007-10-12 21:55:47+00:00,226.20,228.41,214.26,223.61,222.74,221.00,L7
2007-11-13 21:56:08+00:00,225.40,228.39,214.02,223.06,222.72,219.42,L7
2008-02-01 21:56:21+00:00,224.01,230.04,216.52,224.46,225.48,223.90,L7
2008-02-16 22:02:45+00:00,219.87,223.90,214.17,220.55,223.01,222.57,L5
2008-02-24 22:02:26+00:00,221.19,225.10,214.15,220.55,223.01,222.57,L7
2008-02-25 21:56:25+00:00,221.84,225.04,213.08,218.13,220.15,220.73,L5
2008-05-07 21:56:04+00:00,220.33,219.21,206.39,207.13,206.71,210.82,L7
2008-06-08 21:55:50+00:00,224.09,225.21,209.37,208.00,205.50,211.30,L7
2008-08-18 22:01:20+00:00,228.97,232.99,214.12,210.01,203.09,212.35,L7
2008-09-03 22:00:49+00:00,235.36,243.20,215.76,214.74,208.28,213.71,L7
2008-10-14 21:54:42+00:00,238.22,243.20,215.76,214.74,220.11,223.07,L7
2008-12-25 21:50:34+00:00,235.03,239.42,223.85,229.46,235.63,229.50,L5
2009-02-03 21:55:49+00:00,228.36,239.42,218.76,217.16,225.24,220.79,L7
2009-02-10 22:01:40+00:00,228.36,239.42,218.76,212.60,220.38,217.34,L7
2009-03-23 21:56:15+00:00,227.99,236.88,222.59,213.82,218.11,217.94,L7
2009-04-08 21:56:20+00:00,227.99,236.88,222.59,221.07,218.11,217.94,L7
