dates,satname,nzd0030-0000,nzd0030-0001,nzd0030-0002,nzd0030-0003,nzd0030-0004,nzd0030-0005,nzd0030-0006,nzd0030-0007,nzd0030-0008,nzd0030-0009,nzd0030-0010,nzd0030-0011,nzd0030-0012,nzd0030-0013,nzd0030-0014,nzd0030-0015,nzd0030-0016,nzd0030-0017,nzd0030-0018,nzd0030-0019,nzd0030-0020,nzd0030-0021,nzd0030-0022,nzd0030-0023,nzd0030-0024,nzd0030-0025,nzd0030-0026,nzd0030-0027,nzd0030-0028,nzd0030-0029,nzd0030-0030,nzd0030-0031,nzd0030-0032,nzd0030-0033,nzd0030-0034,nzd0030-0035,nzd0030-0036,nzd0030-0037,nzd0030-0038,nzd0030-0039,nzd0030-0040,nzd0030-0041,nzd0030-0042,nzd0030-0043,nzd0030-0044,nzd0030-0045,nzd0030-0046,nzd0030-0047,nzd0030-0048,nzd0030-0049,nzd0030-0050,nzd0030-0051,nzd0030-0052,nzd0030-0053,nzd0030-0054,nzd0030-0055,nzd0030-0056,nzd0030-0057,nzd0030-0058,nzd0030-0059,nzd0030-0060,nzd0030-0061,nzd0030-0062,nzd0030-0063,nzd0030-0064,nzd0030-0065,nzd0030-0066,nzd0030-0067,nzd0030-0068,nzd0030-0069,nzd0030-0070,nzd0030-0071,nzd0030-0072,nzd0030-0073,nzd0030-0074,nzd0030-0075,nzd0030-0076,nzd0030-0077,nzd0030-0078,nzd0030-0079,nzd0030-0080,nzd0030-0081,nzd0030-0082,nzd0030-0083,nzd0030-0084,nzd0030-0085,nzd0030-0086,nzd0030-0087,nzd0030-0088,nzd0030-0089,nzd0030-0090,nzd0030-0091,nzd0030-0092,nzd0030-0093,nzd0030-0094,nzd0030-0095
2000-02-09 22:10:19+00:00,L7,388.62,382.99,383.65,386.63,384.79,393.69,396.75,387.12,381.60,378.34,387.99,393.78,393.51,389.81,394.47,404.20,394.70,392.01,401.70,397.75,398.46,401.43,416.02,407.21,407.35,412.64,397.12,398.41,407.79,396.34,407.51,410.45,405.94,412.89,412.64,408.26,414.28,428.16,420.58,420.94,427.18,421.72,424.58,419.38,420.34,415.63,413.91,402.64,397.37,402.20,384.88,392.48,398.20,403.01,394.97,393.84,395.26,403.17,398.29,395.77,413.80,406.83,404.80,401.75,400.53,412.98,425.17,417.48,421.49,417.57,419.58,414.57,402.99,417.34,423.81,411.42,409.19,421.27,407.18,396.37,418.41,407.71,401.89,407.57,406.43,408.00,407.83,408.95,408.97,416.92,409.51,408.58,416.90,403.54,379.51,379.10
2000-04-29 22:09:53+00:00,L7,431.81,423.25,423.83,415.84,409.52,422.66,422.97,423.32,421.33,423.21,423.64,427.53,425.56,428.16,428.71,431.55,430.61,435.05,443.43,441.36,449.55,444.25,452.94,444.99,442.54,442.48,440.23,440.90,447.81,428.76,442.98,442.01,432.58,443.52,452.89,454.19,452.42,461.21,451.10,441.11,462.86,467.84,467.40,466.00,461.27,460.51,457.77,453.71,447.46,445.17,434.71,435.67,441.06,444.65,445.71,441.76,442.19,444.79,430.00,427.25,444.20,433.80,434.55,424.26,411.13,450.56,449.17,434.36,466.05,474.36,464.57,476.85,433.60,467.27,457.18,425.97,436.53,439.20,443.60,423.26,430.38,433.76,434.86,433.33,439.64,440.92,436.40,439.01,447.70,447.64,437.94,443.40,437.11,455.11,434.22,447.85
2000-05-15 22:09:42+00:00,L7,,,,,,,,,,,,,,,,,,,,,415.98,,,,,,,412.29,412.00,400.69,410.25,423.09,408.23,422.22,425.82,421.35,423.33,427.68,422.09,410.40,424.81,424.21,423.33,423.08,426.45,427.08,428.18,421.81,419.98,420.35,411.50,407.96,407.96,405.90,405.84,405.80,408.55,407.36,399.00,405.87,411.49,405.34,403.44,403.87,390.40,414.61,420.73,400.25,433.32,428.02,432.04,432.28,415.45,428.92,422.62,395.88,402.57,403.56,399.46,390.05,393.33,408.10,410.79,411.00,412.81,407.70,411.43,409.15,411.18,413.10,406.58,405.81,404.68,415.14,395.61,402.80
2000-08-03 22:08:44+00:00,L7,381.89,390.65,386.53,387.64,388.90,392.16,395.85,387.78,390.39,392.20,393.35,391.37,391.11,388.37,392.87,389.97,387.41,398.65,,,,,,,,,,,405.86,402.38,406.80,414.28,408.94,411.10,416.68,413.31,413.55,415.80,408.22,402.49,426.33,419.90,411.99,400.39,413.34,411.65,411.19,411.51,411.31,406.82,404.10,401.45,412.20,413.46,407.56,391.95,,362.49,391.89,398.70,393.48,396.16,398.16,394.49,378.22,404.05,403.76,400.41,413.53,417.91,420.61,424.23,402.28,408.20,402.99,,390.54,386.83,391.45,390.11,395.41,399.22,402.59,408.65,,,,396.44,394.18,392.76,397.75,393.46,387.35,398.27,395.54,392.21
2000-09-20 22:08:03+00:00,L7,424.54,411.40,403.44,408.97,408.10,413.09,426.07,430.07,420.78,410.62,424.14,424.24,425.01,428.06,428.33,435.20,440.20,440.46,430.74,429.34,443.98,447.45,444.91,450.70,444.82,442.26,427.73,437.01,436.86,424.09,427.92,444.59,455.62,460.90,459.77,454.98,453.39,457.72,442.40,444.86,450.51,448.85,444.10,446.38,444.78,440.82,436.24,430.81,450.16,456.81,451.42,439.09,439.21,440.32,428.38,409.53,411.69,420.75,418.15,421.11,426.65,425.56,428.13,422.59,417.80,430.28,439.13,430.30,439.72,447.40,447.50,449.80,427.75,441.59,437.46,438.20,455.89,461.62,453.33,449.62,454.56,454.26,449.49,447.11,442.08,447.37,441.53,438.52,437.62,440.34,430.65,437.19,447.44,445.27,441.68,443.13
2000-10-22 22:07:50+00:00,L7,416.16,417.40,419.00,414.53,419.95,414.31,413.95,417.07,417.45,418.91,431.34,434.57,439.53,438.41,431.44,433.69,437.29,430.67,435.04,438.87,445.95,454.88,451.99,441.24,449.02,447.24,440.22,432.67,429.81,420.42,427.75,439.18,448.29,451.63,454.36,448.48,449.07,452.44,437.91,433.59,445.34,439.01,446.63,448.14,453.20,453.77,453.54,451.22,451.96,454.96,452.75,442.05,446.28,432.94,433.47,408.21,410.60,412.30,419.27,425.28,430.40,416.75,415.91,419.87,420.13,427.71,433.23,428.91,445.14,458.37,462.03,467.54,437.60,444.10,446.87,429.96,440.48,440.24,443.17,441.91,446.58,449.56,456.06,456.57,445.42,440.94,439.69,441.95,441.20,438.55,443.78,456.10,443.16,445.84,437.87,439.10
2001-01-26 22:08:07+00:00,L7,384.48,378.27,374.94,377.16,372.38,371.84,378.72,373.39,371.13,363.69,364.23,378.33,381.82,383.70,378.12,396.32,380.45,380.41,388.38,390.33,384.96,382.13,374.41,365.58,374.89,391.86,373.77,374.17,382.25,368.32,382.68,376.99,373.08,398.94,399.42,392.98,388.96,399.28,391.51,390.98,401.37,408.88,409.53,410.93,410.51,412.14,411.50,404.43,395.30,389.27,381.83,385.41,386.65,384.54,379.93,373.89,380.10,376.40,372.97,376.94,397.24,385.87,388.00,389.43,378.57,381.95,393.77,382.61,390.25,386.92,391.71,396.35,375.02,394.07,391.25,368.97,375.01,382.25,379.18,375.16,384.76,386.47,389.65,393.63,391.27,385.84,386.88,387.30,386.28,386.11,383.82,374.19,375.70,393.59,370.93,375.38
2001-04-16 22:07:42+00:00,L7,405.58,407.23,398.86,402.98,394.85,389.17,401.14,407.48,403.18,399.58,390.93,408.95,409.60,416.54,412.71,431.79,434.86,440.93,445.24,445.43,440.46,435.58,421.76,409.44,421.05,434.28,426.41,427.51,432.54,420.02,428.78,439.93,423.25,437.22,425.95,422.77,428.28,439.05,436.46,428.00,459.90,453.81,457.15,452.77,446.17,450.09,452.99,445.60,432.51,420.33,417.08,414.43,416.69,418.37,427.77,425.66,424.85,421.92,417.08,411.56,431.05,425.58,420.26,422.88,399.93,439.68,434.63,405.68,420.57,435.47,439.19,446.20,418.76,440.26,434.10,401.71,409.68,426.21,425.06,420.97,411.32,424.00,422.51,420.57,420.02,420.72,422.05,420.50,423.20,422.83,425.06,432.09,399.38,424.25,409.93,411.12
2001-06-03 22:07:16+00:00,L7,394.19,390.35,387.02,395.18,393.23,394.14,396.86,389.52,388.25,378.37,389.37,398.73,403.18,399.04,394.30,397.05,399.40,404.58,401.81,405.41,411.08,402.56,398.44,,404.61,411.56,396.49,396.24,406.41,391.97,402.50,405.24,405.88,421.19,417.87,406.19,409.97,408.89,396.91,381.56,412.69,416.58,425.43,428.60,432.35,425.55,423.52,421.09,418.77,408.15,392.81,401.76,407.37,407.23,399.60,396.09,397.75,400.52,396.41,401.34,,,,,,,,,,,,,,,,,,391.00,372.90,365.85,383.87,396.85,402.48,408.53,411.15,407.23,408.04,407.35,406.60,399.08,406.51,396.45,384.69,406.61,384.14,392.45
2001-12-12 22:06:14+00:00,L7,378.39,379.06,370.01,372.66,373.90,368.65,380.85,385.69,384.22,380.04,380.89,380.78,374.24,377.71,368.59,376.86,,,,,,,,,,,,,,,,397.52,390.06,397.16,391.79,386.39,387.60,397.36,393.41,379.30,395.17,412.85,412.77,408.65,410.34,405.63,405.30,399.44,394.34,384.71,379.81,386.72,388.24,386.76,386.15,376.60,380.02,383.86,381.98,384.82,392.98,402.12,400.11,399.20,380.56,374.27,392.04,386.09,405.61,409.72,408.05,405.04,383.09,383.28,397.47,374.68,389.26,390.89,392.80,374.58,386.57,386.82,386.55,389.18,390.85,387.65,387.68,385.65,382.65,377.77,382.21,380.63,379.16,385.10,378.77,380.57
