dates,sar2295-0000,sar2295-0001,sar2295-0002,sar2295-0003,satname
1984-05-06 09:33:03+00:00,213.98,,207.95,,L5
1984-06-07 09:33:54+00:00,213.98,,220.41,,L5
1984-08-26 09:36:09+00:00,196.87,197.07,208.42,187.40,L5
1984-09-11 09:35:50+00:00,196.87,199.99,204.43,200.04,L5
1984-10-13 09:36:13+00:00,201.83,206.05,203.87,207.34,L5
1985-04-23 09:35:59+00:00,208.08,218.47,201.13,227.26,L5
1985-06-10 09:35:50+00:00,201.51,215.26,204.05,219.44,L5
1985-06-26 09:35:47+00:00,201.80,212.37,204.45,214.95,L5
1985-07-12 09:36:05+00:00,202.77,214.19,203.78,218.09,L5
1985-08-13 09:35:48+00:00,205.15,214.92,205.07,220.49,L5
1985-12-03 09:33:55+00:00,207.21,214.68,206.20,220.86,L5
1986-01-20 09:33:00+00:00,216.46,211.43,200.97,218.89,L5
1986-04-10 09:31:17+00:00,204.67,206.80,198.18,211.27,L5
1986-05-12 09:30:53+00:00,208.05,211.45,200.44,215.93,L5
1986-05-28 09:30:26+00:00,207.95,212.26,199.97,218.06,L5
1986-08-16 09:27:20+00:00,206.38,215.61,204.30,224.55,L5
1986-09-17 09:26:13+00:00,208.91,215.81,204.13,225.59,L5
1986-12-22 09:25:09+00:00,219.77,209.51,198.88,218.48,L5
1987-01-23 09:25:40+00:00,216.24,210.33,199.59,220.18,L5
1987-02-08 09:26:31+00:00,209.61,210.01,199.59,220.18,L5
1987-04-29 09:29:06+00:00,204.85,209.07,197.74,215.30,L5
1987-06-16 09:30:19+00:00,204.85,206.26,193.53,215.30,L5
1987-07-18 09:30:57+00:00,208.16,211.75,199.53,228.57,L5
1987-08-03 09:31:49+00:00,206.52,212.61,199.79,227.05,L5
1987-08-19 09:31:54+00:00,209.90,214.28,201.47,225.62,L5
1987-09-04 09:32:19+00:00,209.38,213.28,201.26,221.67,L5
1987-09-20 09:33:05+00:00,210.76,214.48,201.76,221.67,L5
1987-12-25 09:34:25+00:00,211.17,217.21,205.38,221.57,L5
1988-01-10 09:34:42+00:00,210.94,216.70,203.83,221.10,L5
1988-02-11 09:35:17+00:00,205.97,212.03,201.52,216.07,L5
1988-03-14 09:36:03+00:00,206.39,212.95,202.67,219.66,L5
1988-04-15 09:36:14+00:00,205.19,213.88,201.56,221.04,L5
1988-05-01 09:36:21+00:00,205.19,213.95,201.06,222.00,L5
1988-05-17 09:36:08+00:00,207.23,214.60,200.84,223.40,L5
1988-06-02 09:36:14+00:00,204.50,213.21,200.18,220.22,L5
1988-06-18 09:36:19+00:00,206.72,213.73,200.88,220.22,L5
1988-07-04 09:36:24+00:00,207.05,215.33,200.51,221.44,L5
1988-07-20 09:36:27+00:00,208.11,214.68,202.08,222.47,L5
1988-08-05 09:36:28+00:00,207.41,213.85,201.50,220.73,L5
1988-08-21 09:36:29+00:00,209.89,216.22,203.66,222.19,L5
1988-09-06 09:36:31+00:00,212.08,217.79,204.73,224.56,L5
1988-09-22 09:36:26+00:00,212.05,217.93,203.70,224.72,L5
1988-10-08 09:36:21+00:00,208.42,216.29,202.28,221.17,L5
1988-12-11 09:36:09+00:00,209.58,215.57,204.97,221.51,L5
1989-01-12 09:36:20+00:00,206.81,213.73,204.46,220.38,L5
1989-01-28 09:35:43+00:00,207.43,214.94,203.54,220.95,L5
1989-04-02 09:34:48+00:00,207.47,214.32,201.85,221.31,L5
1989-04-18 09:34:43+00:00,214.04,217.05,205.20,228.53,L5
1989-05-20 09:34:32+00:00,214.45,217.18,204.87,229.38,L5
1989-06-21 09:33:31+00:00,215.70,219.23,203.95,230.33,L5
1989-07-07 09:33:16+00:00,213.28,219.04,204.50,229.30,L5
1989-07-23 09:33:21+00:00,212.67,218.73,204.27,228.75,L5
1989-08-24 09:32:39+00:00,210.46,217.89,203.61,227.40,L5
1989-09-09 09:32:15+00:00,211.11,216.91,203.05,227.47,L5
1989-10-11 09:31:06+00:00,210.68,216.32,203.78,225.49,L5
1989-10-27 09:30:51+00:00,213.16,217.81,205.52,226.44,L5
1989-11-12 09:30:07+00:00,213.41,218.52,206.15,226.78,L5
1989-11-28 09:29:40+00:00,213.10,218.08,205.85,225.63,L5
1989-12-14 09:29:14+00:00,213.10,217.81,205.35,225.43,L5
1989-12-30 09:29:08+00:00,212.40,217.20,205.77,225.47,L5
1990-01-31 09:28:06+00:00,212.24,215.55,204.95,225.14,L5
1990-03-04 09:26:38+00:00,213.99,216.97,206.82,226.27,L5
1990-04-21 09:26:22+00:00,212.23,216.04,205.48,226.53,L5
1990-06-08 09:25:55+00:00,207.92,212.63,202.52,222.84,L5
1990-06-24 09:26:18+00:00,206.98,213.44,203.75,222.15,L5
1990-07-10 09:26:16+00:00,211.32,216.32,205.83,225.25,L5
1990-07-26 09:26:12+00:00,212.90,218.04,206.33,226.25,L5
1990-08-11 09:26:07+00:00,218.27,222.02,208.74,228.56,L5
1990-08-27 09:26:01+00:00,216.40,220.95,207.22,227.39,L5
1990-09-12 09:25:59+00:00,213.78,220.15,205.23,226.39,L5
1990-09-28 09:25:50+00:00,214.24,219.73,204.94,226.66,L5
1990-10-14 09:25:44+00:00,214.41,219.58,205.68,226.38,L5
1990-10-30 09:25:11+00:00,213.18,218.92,205.45,224.92,L5
1991-03-23 09:27:19+00:00,207.35,213.72,203.45,221.87,L5
1991-04-08 09:27:30+00:00,203.88,213.65,204.26,220.27,L5
1991-04-24 09:27:46+00:00,194.96,209.75,201.92,216.25,L5
1991-05-26 09:28:46+00:00,202.87,215.98,207.02,224.25,L5
1991-06-11 09:28:57+00:00,200.59,213.37,204.35,222.94,L5
1991-06-27 09:29:13+00:00,202.32,213.42,203.73,222.33,L5
1991-07-13 09:29:21+00:00,200.57,211.07,201.13,219.16,L5
1991-07-29 09:29:13+00:00,202.81,213.80,202.49,219.16,L5
1991-08-14 09:29:15+00:00,204.74,214.56,203.28,220.80,L5
1991-08-30 09:29:49+00:00,206.19,214.86,204.10,220.96,L5
1991-09-15 09:30:02+00:00,206.34,215.31,203.97,221.89,L5
1991-10-01 09:30:07+00:00,206.74,214.83,203.11,221.37,L5
1991-11-02 09:29:52+00:00,211.00,216.30,202.49,223.15,L5
1991-12-04 09:30:12+00:00,210.14,215.19,201.01,221.71,L5
1992-01-05 09:29:59+00:00,211.38,216.04,201.31,221.73,L5
1992-02-06 09:29:56+00:00,210.46,215.07,200.96,221.87,L5
1992-03-09 09:30:19+00:00,206.69,214.11,198.56,219.80,L5
1992-04-10 09:29:42+00:00,201.12,216.64,198.12,217.88,L5
1992-04-26 09:29:58+00:00,203.86,218.73,199.44,220.91,L5
1992-05-12 09:29:27+00:00,202.30,217.89,201.09,219.79,L5
1992-05-28 09:29:42+00:00,202.28,217.59,201.15,220.12,L5
1992-06-13 09:29:31+00:00,200.53,216.04,201.28,218.83,L5
1992-06-29 09:29:20+00:00,203.25,217.46,203.37,222.23,L5
1992-07-15 09:29:08+00:00,204.75,219.46,205.18,224.15,L5
1992-07-31 09:28:56+00:00,206.22,220.48,205.41,225.63,L5
1992-08-16 09:28:41+00:00,209.02,221.54,207.07,227.95,L5
1992-09-01 09:28:26+00:00,209.02,218.77,204.52,224.27,L5
1992-09-17 09:28:12+00:00,210.55,219.10,204.88,225.52,L5
1992-11-04 09:26:58+00:00,209.76,215.78,202.86,224.35,L5
1992-11-20 09:27:06+00:00,209.91,213.32,200.47,225.12,L5
1992-12-22 09:27:31+00:00,211.80,213.14,200.56,226.93,L5
1993-01-07 09:27:16+00:00,209.21,211.96,198.89,223.81,L5
1993-01-23 09:27:27+00:00,206.01,210.54,196.35,219.41,L5
1993-02-24 09:28:05+00:00,204.06,208.53,194.79,212.04,L5
1993-03-12 09:28:18+00:00,205.33,212.04,197.18,218.22,L5
1993-03-28 09:27:56+00:00,200.96,209.91,196.09,214.29,L5
1993-05-15 09:28:37+00:00,205.83,210.07,198.78,216.72,L5
1993-05-31 09:28:40+00:00,205.26,213.78,200.76,217.03,L5
1993-06-16 09:28:14+00:00,205.13,214.46,201.40,217.64,L5
1993-07-18 09:28:08+00:00,205.17,215.55,201.65,217.33,L5
1993-08-03 09:28:32+00:00,208.44,216.00,203.37,220.88,L5
1993-08-19 09:28:08+00:00,209.61,215.91,203.01,221.77,L5
1993-10-06 09:28:23+00:00,212.21,218.11,204.37,227.95,L5
1993-11-07 09:28:10+00:00,210.23,216.21,203.59,227.89,L5
1994-01-10 09:27:12+00:00,212.07,214.71,203.45,228.85,L5
1994-02-27 09:26:35+00:00,209.72,215.22,206.11,228.34,L5
1994-03-31 09:26:06+00:00,213.73,218.19,206.25,230.02,L5
1994-05-02 09:25:29+00:00,211.15,215.36,203.74,228.93,L5
1994-06-19 09:24:34+00:00,217.82,219.73,207.25,231.02,L5
1994-08-22 09:22:53+00:00,219.80,223.18,207.16,232.83,L5
1994-09-07 09:22:29+00:00,220.37,225.02,207.35,233.54,L5
1994-10-25 09:21:04+00:00,213.02,218.85,204.02,225.59,L5
1994-12-12 09:19:28+00:00,213.80,218.50,207.60,227.00,L5
1995-01-13 09:18:22+00:00,209.83,213.67,202.18,220.39,L5
1995-01-29 09:17:46+00:00,202.25,209.38,198.22,212.67,L5
1995-02-14 09:17:31+00:00,201.76,208.56,197.35,213.31,L5
1995-04-19 09:14:30+00:00,198.72,202.72,195.34,208.92,L5
1995-05-05 09:14:11+00:00,205.97,207.61,198.88,215.36,L5
1995-05-21 09:13:28+00:00,203.90,209.38,199.81,217.68,L5
1995-06-06 09:12:19+00:00,204.39,210.29,200.91,218.29,L5
1995-07-08 09:11:17+00:00,205.58,211.19,200.54,218.19,L5
1995-07-24 09:10:09+00:00,207.13,213.78,202.81,222.60,L5
1995-08-09 09:09:25+00:00,211.52,217.25,205.60,228.38,L5
1995-08-25 09:08:41+00:00,212.27,218.99,206.56,229.72,L5
1995-09-10 09:07:55+00:00,212.46,219.70,206.40,229.91,L5
1995-12-15 09:07:12+00:00,213.29,216.57,204.17,230.29,L5
1996-01-16 09:09:29+00:00,213.41,216.50,202.48,230.91,L5
1996-02-17 09:11:43+00:00,211.56,215.08,203.24,230.28,L5
1996-04-05 09:14:27+00:00,211.59,212.40,203.56,231.05,L5
1996-04-21 09:15:25+00:00,213.06,212.81,203.11,231.08,L5
1996-05-23 09:17:17+00:00,211.40,213.41,202.39,229.47,L5
1996-06-08 09:18:34+00:00,212.37,213.88,202.16,229.59,L5
1996-07-10 09:20:15+00:00,210.00,214.94,202.24,226.68,L5
1996-07-26 09:20:43+00:00,208.99,215.09,202.39,224.42,L5
1996-08-11 09:21:33+00:00,210.33,215.74,202.50,225.15,L5
1996-08-27 09:22:24+00:00,212.30,217.46,204.35,226.01,L5
1996-09-12 09:23:18+00:00,210.44,216.54,203.76,224.15,L5
1996-10-30 09:26:11+00:00,209.60,214.28,202.10,219.85,L5
1997-02-03 09:30:16+00:00,212.81,214.05,203.82,221.42,L5
1997-03-23 09:32:13+00:00,218.39,212.79,198.71,220.91,L5
1997-04-24 09:33:22+00:00,219.85,216.78,200.88,223.15,L5
1997-05-10 09:33:55+00:00,220.29,225.39,208.69,229.85,L5
1997-07-13 09:36:09+00:00,217.34,223.19,207.34,228.13,L5
1997-07-29 09:36:41+00:00,217.34,222.46,206.24,228.18,L5
1997-08-14 09:37:35+00:00,217.36,222.92,207.02,228.44,L5
1997-08-30 09:37:41+00:00,211.41,219.02,203.56,223.27,L5
1997-10-01 09:38:36+00:00,205.26,215.73,201.50,222.28,L5
1997-10-17 09:39:26+00:00,207.65,216.03,202.81,222.28,L5
1998-01-21 09:41:44+00:00,200.91,205.68,195.41,207.93,L5
1998-02-06 09:41:42+00:00,203.44,205.86,196.27,208.73,L5
1998-03-26 09:42:52+00:00,208.20,209.49,199.23,214.06,L5
1998-05-13 09:43:08+00:00,215.73,213.31,201.36,217.45,L5
1998-06-30 09:44:12+00:00,216.52,213.07,202.27,217.39,L5
1998-07-16 09:44:23+00:00,214.86,213.77,203.01,218.27,L5
1998-08-01 09:44:05+00:00,213.41,219.90,207.01,226.17,L5
1998-08-17 09:44:12+00:00,211.75,219.47,206.26,225.71,L5
1998-09-02 09:44:24+00:00,212.36,219.59,206.20,225.26,L5
1998-09-18 09:44:32+00:00,211.87,219.21,206.63,225.33,L5
1998-12-23 09:44:47+00:00,211.71,216.95,205.92,225.26,L5
1999-01-24 09:44:47+00:00,211.26,217.14,204.33,227.12,L5
1999-02-25 09:45:23+00:00,216.07,217.46,206.69,227.12,L5
1999-03-13 09:45:10+00:00,217.64,218.37,207.59,228.25,L5
1999-04-30 09:44:50+00:00,219.68,220.68,206.73,228.71,L5
1999-06-01 09:43:50+00:00,219.51,220.22,205.43,227.11,L5
1999-06-17 09:44:05+00:00,220.17,220.96,205.85,227.12,L5
1999-07-03 09:43:56+00:00,220.11,221.08,205.77,226.56,L5
1999-07-19 09:43:52+00:00,217.86,220.68,205.85,225.46,L5
1999-08-12 09:59:01+00:00,214.40,219.54,205.14,222.22,L7
1999-08-20 09:43:39+00:00,213.14,217.96,204.26,222.22,L5
1999-08-28 09:58:41+00:00,210.78,217.00,202.80,221.10,L7
1999-09-05 09:43:10+00:00,211.52,217.09,203.76,221.99,L5
1999-09-13 09:58:59+00:00,209.74,216.03,202.89,221.99,L7
1999-09-29 09:59:09+00:00,208.85,214.15,200.25,218.64,L7
1999-10-07 09:42:45+00:00,210.64,215.72,201.36,221.79,L5
1999-11-08 09:41:42+00:00,209.91,213.12,199.57,221.06,L5
1999-11-16 09:59:01+00:00,210.92,214.03,200.36,222.30,L7
1999-12-02 09:58:56+00:00,209.78,213.45,200.43,223.08,L7
1999-12-18 09:58:40+00:00,208.66,212.91,200.30,223.49,L7
2000-01-03 09:58:33+00:00,208.86,213.26,200.07,224.79,L7
2000-01-11 09:40:43+00:00,208.86,213.61,199.96,224.79,L5
2000-01-27 09:40:13+00:00,209.32,213.71,200.03,225.71,L5
2000-02-04 09:58:54+00:00,209.41,213.68,200.32,225.40,L7
2000-02-20 09:58:47+00:00,212.20,213.51,199.78,224.12,L7
2000-03-07 09:58:18+00:00,213.88,214.26,199.52,224.62,L7
2000-03-23 09:58:44+00:00,214.30,215.12,199.68,225.06,L7
2000-05-18 09:41:31+00:00,213.69,217.05,201.82,225.85,L5
2000-06-03 09:41:49+00:00,214.94,218.08,201.52,225.62,L5
2000-06-19 09:42:35+00:00,215.22,217.77,200.68,224.78,L5
2000-06-27 09:57:49+00:00,213.38,217.10,200.86,224.78,L7
2000-07-05 09:42:32+00:00,210.89,215.78,199.92,221.39,L5
2000-08-06 09:43:05+00:00,208.28,213.72,198.30,216.05,L5
2000-08-14 09:57:13+00:00,208.50,214.62,198.62,217.73,L7
2000-08-22 09:43:28+00:00,209.65,217.24,201.58,222.90,L5
2000-08-30 09:56:38+00:00,209.76,217.98,201.77,222.96,L7
2000-09-07 09:44:17+00:00,206.97,217.48,201.47,220.20,L5
2000-09-15 09:56:19+00:00,207.31,218.14,201.35,220.20,L7
2000-12-04 09:56:03+00:00,206.19,216.74,201.74,218.77,L7
2000-12-20 09:56:09+00:00,205.91,216.90,201.77,219.63,L7
2001-01-21 09:56:15+00:00,207.39,218.07,202.67,221.03,L7
2001-02-06 09:56:08+00:00,209.84,219.48,203.98,225.57,L7
2001-03-10 09:56:04+00:00,212.47,219.36,203.90,230.02,L7
2001-05-13 09:56:03+00:00,210.03,218.51,202.70,229.34,L7
2001-05-29 09:55:55+00:00,209.02,218.43,201.83,228.52,L7
2001-06-06 09:46:06+00:00,211.31,218.94,201.52,228.81,L5
2001-06-14 09:55:19+00:00,209.65,217.63,200.40,227.65,L7
2001-06-30 09:55:05+00:00,208.92,218.71,201.15,227.14,L7
2001-08-01 09:54:52+00:00,209.19,220.88,201.31,229.12,L7
2001-08-25 09:46:22+00:00,208.28,221.62,200.32,229.66,L5
