,dates,per0185-0000,per0185-0001,per0185-0002,per0185-0003,per0185-0004,per0185-0005,per0185-0006,per0185-0007,per0185-0008,per0185-0009,per0185-0010,per0185-0011,per0185-0012,per0185-0013
0,1985-01-10 14:42:03+00:00,222.69025866296133,216.87235494601921,230.82376527323132,226.72274646281915,221.95187728005888,223.88083181873927,220.68779786813752,198.51412059038907,192.02403613281942,193.2086570200386,203.54893743088022,205.52171540172222,202.6564880211703,213.59814260823066
1,1985-01-26 14:42:08+00:00,215.78915144487146,213.13102204389187,229.11442605958672,,,,,,,,,,,
2,1986-04-19 14:37:04+00:00,225.92558964818264,216.92310142958436,225.6720736320108,222.95505121000141,221.7537192813957,,,,,,,,,
3,1986-05-05 14:36:40+00:00,221.4337589127335,214.00963923640742,222.93117230355432,222.08612115115926,,,,,,,,,,204.2999802551878
4,1986-12-15 14:30:32+00:00,220.87147982788102,219.92598780488734,229.37755171341354,232.74311944005942,227.14678883097116,225.33317829762785,228.82357912296507,191.58674556486463,203.74475936134004,193.57064925093047,204.88635385515192,200.49821582416507,199.28200611201342,213.58822748638667
5,1986-12-31 14:31:01+00:00,214.98703504992108,207.90944253840678,213.17534867587372,220.07354368578748,210.14407892016092,205.87895859113019,218.04413052852811,186.73486697802298,193.92926291592025,190.72752033700613,198.69357233460642,200.74067700609464,198.53042942243545,208.69927213482742
6,1987-04-06 14:34:23+00:00,214.12856967030345,211.76692758423127,220.4378589180355,221.90728611302046,,,,,,,,,,227.19312853294306
7,1987-05-24 14:35:48+00:00,216.44198523199051,211.64388374963823,224.73171954140227,221.30106131765353,,,,,,,,,,
8,1987-10-31 14:39:29+00:00,209.38441749833933,205.61964335869828,218.2999131121623,216.4867394312636,211.5241304541692,204.97407403969217,209.21775594553893,181.27040252306566,184.9712890651508,186.73723547646614,189.73612710431627,195.92217764716546,193.36961218106146,203.79229458616757
9,1987-11-16 14:39:51+00:00,214.95953186013662,205.20136165281858,,,,,,,,,,,,
10,1987-12-18 14:40:20+00:00,218.024851308845,213.15021305181253,225.19329218559386,,,,,,,,,,,
11,1988-03-07 14:41:36+00:00,223.04409102187228,218.16225768364072,230.80963239486445,,,,,,,,,,,
12,1988-03-23 14:41:44+00:00,,,,,,,,,,,,,,
13,1988-04-08 14:41:50+00:00,225.6924714498744,216.95879850426294,,,,,,,,,,,,
