,dates,aus0119-0000,aus0119-0001,aus0119-0002,aus0119-0003,aus0119-0004,aus0119-0005,aus0119-0006,aus0119-0007,aus0119-0008,aus0119-0009,aus0119-0010,aus0119-0011,aus0119-0012,aus0119-0013,aus0119-0014,aus0119-0015,aus0119-0016,aus0119-0017,aus0119-0018,aus0119-0019,aus0119-0020,aus0119-0021,aus0119-0022,aus0119-0023,aus0119-0024,aus0119-0025,aus0119-0026,aus0119-0027,aus0119-0028,aus0119-0029,aus0119-0030,aus0119-0031,aus0119-0032,aus0119-0033,aus0119-0034,aus0119-0035,aus0119-0036,aus0119-0037,aus0119-0038,aus0119-0039,aus0119-0040,aus0119-0041,aus0119-0042,aus0119-0043,aus0119-0044,aus0119-0045,aus0119-0046,aus0119-0047,aus0119-0048
0,1987-05-22 23:06:56+00:00,210.7320321152586,184.572329353642,170.42183678029517,183.4725707896157,177.07520702461122,180.77625970323,178.2871368351264,188.34453153427387,189.72111042561096,207.65295282845327,202.71244569482414,212.07807052873304,206.34896717463673,211.61562973689456,221.8735945416607,209.56317033589906,193.64352748792945,195.37012217826157,188.34861451202548,198.7594026575383,197.1183939600703,200.11667027893589,172.47319092368897,179.65188365430734,176.54476856080888,,,,,175.1299765904739,163.54617178481092,167.4877506402443,164.23413422134078,173.97045583419026,178.83656919487936,188.1868414322182,181.1824083185021,178.15968803818177,189.45167879628008,185.77444515210976,184.78720860864397,204.96400650699567,192.2963594409036,192.88155150107724,188.87444974557084,182.9988156789951,163.12064105058047,161.9929105931372,164.63983067944343
1,1987-09-11 23:09:41+00:00,212.47280486888025,204.29156956442796,207.8495483171025,195.36286229135482,195.31423053140742,203.03580552228587,211.19792587637951,213.34892703667072,214.1255440068663,228.13965445898268,216.8103876294961,225.99163948857074,221.55926625869702,233.0036555108538,235.16969798656385,228.55168662624385,216.83034381005973,206.4202953638859,197.9905272305847,210.7386845475829,219.5007745145429,209.73256031231827,185.56184166995953,178.75583562222022,186.91918047763298,189.92786017347998,184.2197321462509,185.21068519790094,191.92260238745894,189.97420331590925,184.1517826105969,186.66476553705652,198.56979107905224,200.3937507289822,202.67703103459232,200.72165204341687,190.94681186921736,191.48879608455684,194.15468959440997,195.4263902414036,201.81659973791338,213.50200743522623,195.59796788199606,193.2856534960441,184.80938106641688,179.58562004047567,164.53506771471766,159.22572068895153,179.96444856895351
2,1987-09-27 23:10:03+00:00,226.5369532037168,217.6639668869883,210.6684474945671,200.27391018122563,198.97422189559938,203.6204584275834,213.70404353297315,217.36771613617321,211.06702553767553,228.19188337260172,226.97078864382064,232.18656839128238,226.6292674147942,242.11918796837898,246.72151764922853,239.1322728657667,229.87146234733683,216.894712006579,203.3593692784164,214.48003773719284,227.72786250537453,225.0545972807368,198.67205047793524,196.23691788684536,197.69494158336857,196.99121992224715,195.3476173959095,196.74309220632853,200.12777256443027,199.94745233616717,199.236512538336,196.55388965884944,211.56400281191,216.04672047058165,216.31289490043648,212.72079042309167,197.83395863528173,189.74163243986587,199.73530759440067,199.7961203102055,205.01001174163528,225.67406694998527,210.1414800667013,197.763623433077,190.15725084675893,175.45480226983204,166.17954388711433,164.2331585145091,179.56591715132072
3,1987-10-06 23:04:03+00:00,220.68044840347847,211.36034727992546,199.814458700705,190.17276254957457,192.6722997476141,197.48040388409436,205.22726395799924,208.40947926581094,213.88996839308646,217.0067869421181,214.84704483212153,229.527181570148,223.13066290628112,229.4337897794063,239.15097825380744,234.1305372994678,218.97015666212926,213.95333784595513,197.8817878808753,212.3488656268353,217.6747167990163,218.0969612267837,194.8497173246433,185.55950006133722,194.4972836982852,196.67341446242753,187.96229179552427,186.3837740847072,186.22863684302564,187.17860964878264,179.444094153793,185.19882353457834,195.6335566198536,201.78254257559374,208.4425332854504,204.25889358737078,188.27135879636626,187.0867412538344,188.29132922160974,186.0263067815358,188.73927595577496,213.74672434883922,197.88745310794005,193.22507579311227,187.2048703340977,174.70502959631227,160.6423693295462,153.81942893833366,171.5449637060947
4,1987-11-14 23:10:59+00:00,206.28817684692,205.2645528838376,192.9383707568091,188.3496422493049,183.0715223757772,189.39039289149437,197.595449521376,209.54470239422602,205.53988874365842,218.72799797534145,213.46566569703432,216.7697988847367,222.31380398668037,232.43137175208972,230.13426078564535,225.77550046843453,218.03633798732363,199.19178395999262,184.8117051615126,207.2469222815836,208.4901519798622,207.21675504846564,191.51229489300457,190.20603802496126,181.69852878153765,188.0594106576247,180.55290618845532,181.36378640980467,182.08997930110797,180.68032466166105,174.71762859266764,175.82889301920184,188.60446749689413,195.69501425052113,196.12520618860984,200.85313931886046,176.92482022908686,174.83920089579564,175.14438620536745,183.52951682605968,186.13589644165822,199.7008002222084,185.8987327421864,182.19302007634082,166.1626309821401,170.65003676597638,155.67789917020536,166.568409567839,189.67818507105264
5,1987-12-16 23:11:29+00:00,224.94534044383096,211.44055413365993,201.45691366523403,183.9355393484413,196.64417923394592,200.76519818462634,200.36440780379993,210.51173331269257,212.33708562882117,229.77347662060498,222.65145774654405,229.16873755712172,234.15196038264492,233.0314420592493,242.95128670726896,237.0299138853819,225.12833959058014,214.25509227061556,203.0868478749711,219.80201126510852,223.97204172620738,233.32671818773196,208.95709470443833,195.09262242450407,202.36521020949397,193.45356087876945,189.7605256565272,197.0510048229595,195.30341572190406,195.6363396553421,192.20396164011376,190.09655860271235,199.47706389176054,204.95267984242287,206.75218718723414,208.38388078050772,190.36597546311853,187.8094792016767,195.57087041670894,201.00863869436262,201.0667540344438,219.0394541411727,210.26046886839413,197.48105432616865,188.2994555163631,189.24649139627755,178.31789186124763,181.16665360550846,198.8970930034844
6,1988-01-17 23:12:02+00:00,186.1787450185353,170.14915142225547,156.98070232627614,,,172.96081305675025,182.26778802370916,180.58553338950145,185.07740229487928,204.6074427912716,192.8263909339436,204.87735897857567,203.62620019994569,202.11659653025507,213.37752748494196,212.66426307293096,204.52077600818038,,,197.6777025500791,196.6932093940172,202.17992339832014,188.06106783538047,,175.65523037079126,180.55048089167934,171.04264113161287,162.19960657258818,158.01257196415648,158.84311665581424,151.41035122627798,154.83965994277662,170.30414521617897,175.73067848614494,180.4313432034895,,,,,181.7221630132821,,,183.25515032876592,174.47070729060812,162.83983509275416,166.51200896567903,162.5348021540217,156.6981053518879,172.7388672855587
7,1988-02-18 23:12:35+00:00,195.0644870640392,184.45228929740915,170.5187226705754,,,173.94085968917688,181.15508818867698,190.23642758850173,191.45242515152412,196.08420397316775,195.24398190976808,206.1703952749129,205.5070298858904,210.0521806089465,218.66065138214955,210.9209542969719,209.28052155920332,,196.19747419533607,206.0733474977467,211.88393855466785,204.97749616877988,183.52418416033217,,183.7876868488139,191.59912474854207,169.8604094254519,167.03968027480568,174.30173517041987,167.60559244555975,151.58656635749185,156.04300911525388,165.41568358510705,169.35547243622545,165.68639277350744,,,,,186.14429215176796,,,180.5354811132281,182.60962575143083,178.2591052296165,178.56486331591162,175.3281089260438,176.03941051308,177.9407324722958
8,1988-05-08 23:13:14+00:00,180.32214402075968,174.33335214021818,164.91318193073536,167.78727613027192,169.73297397195196,172.53693597351813,189.26083257078372,179.84569832121457,179.13544964002241,192.6117500772159,191.66948468377547,202.25350755439663,203.5731295925417,192.07873266952458,212.27552977211624,213.6478604295904,217.80672641912292,221.5493153261368,203.35207049065937,202.73963663401514,196.32128032927875,189.00540276810685,173.6452283878586,177.03891690238513,178.75164995976155,179.4181004228617,158.72855144059622,157.3281084782354,165.30194190740104,163.09307769972742,162.57308231061148,146.55573222796386,164.50608445646048,172.9882971018267,169.9646894932625,185.63605490128185,170.7102868655696,178.24205710662426,192.2145768293368,195.16558694358693,187.1031870317162,203.1219056730773,210.71462875467722,200.65207925452955,189.69463074510145,199.72797310679277,196.7173526063618,164.56113575681783,166.80898714703685
9,1988-06-09 23:13:27+00:00,186.5895270143442,196.53416908155913,174.56288046160532,158.5930699647791,154.29785700105782,172.62772241656455,178.4264757429254,178.02998844656406,177.4763159696392,189.30061749676992,191.02293862558366,198.7326589950241,204.37327382715847,210.3390204396465,219.9742355756123,221.44561997637263,209.98268481074612,191.8699825648059,183.2307903761822,193.8573607810318,199.54104073856388,194.30383538907475,164.31193115914087,176.10983369871505,169.39801370549986,172.97973337611853,168.40701815047163,164.10247619587588,158.5132875986573,160.01124332323104,159.416639715269,158.30000237503276,160.25329534441363,171.73686057631784,182.98656434117,185.4388747712205,181.78801216237946,183.7434880344054,190.9167681016215,192.00682755843286,181.13124192311187,196.18370531568178,194.3422574544944,193.7208298028483,186.83490008077112,183.59050468658776,163.3222566479528,146.08909207532173,153.07581268829404
