,dates,mex0109-0000,mex0109-0001,mex0109-0002,mex0109-0003,mex0109-0004,mex0109-0005,mex0109-0006,mex0109-0007,mex0109-0008,mex0109-0009,mex0109-0010,mex0109-0011,mex0109-0012,mex0109-0013,mex0109-0014,mex0109-0015,mex0109-0016,mex0109-0017,mex0109-0018,mex0109-0019,mex0109-0020,mex0109-0021,mex0109-0022,mex0109-0023,mex0109-0024,mex0109-0025,mex0109-0026,mex0109-0027,mex0109-0028,mex0109-0029,mex0109-0030,mex0109-0031,mex0109-0032,mex0109-0033,mex0109-0034,mex0109-0035,mex0109-0036,mex0109-0037,mex0109-0038,mex0109-0039,mex0109-0040,mex0109-0041,mex0109-0042,mex0109-0043,mex0109-0044,mex0109-0045,mex0109-0046,mex0109-0047,mex0109-0048,mex0109-0049,mex0109-0050,mex0109-0051,mex0109-0052,mex0109-0053,mex0109-0054,mex0109-0055,mex0109-0056,mex0109-0057,mex0109-0058,mex0109-0059,mex0109-0060,mex0109-0061,mex0109-0062,mex0109-0063,mex0109-0064,mex0109-0065,mex0109-0066,mex0109-0067,mex0109-0068,mex0109-0069,mex0109-0070,mex0109-0071,mex0109-0072,mex0109-0073,mex0109-0074,mex0109-0075,mex0109-0076,mex0109-0077,mex0109-0078,mex0109-0079,mex0109-0080,mex0109-0081,mex0109-0082,mex0109-0083,mex0109-0084,mex0109-0085,mex0109-0086,mex0109-0087,mex0109-0088,mex0109-0089
0,1984-12-23 16:24:48+00:00,,,,,,,,,,,,,,225.75672970824905,223.70468728059407,,215.5502081294466,219.14178808153756,229.83757042552594,,,222.8386442767095,,224.3087506755966,224.68744375681993,,226.2112764013123,219.8623033424939,,,,,,,214.37475715666864,212.18841798790217,212.3258367136879,209.0504473133917,207.9883091442901,205.8613571395056,,,,211.74613186910898,213.71714128710545,214.60057199434323,210.51141871020337,209.52752497254582,204.0628050053633,204.70424418263212,210.11566685567823,208.5691655113287,213.9046978546155,216.5562967084865,216.2294343861863,215.4885192863555,214.2802870417591,217.80769873028697,221.1927876555449,227.5140881620105,226.71628117023306,,,221.8790856044564,225.12059171671712,222.1468104759504,221.03867130760207,219.74678844595832,218.46512255495207,216.99587205911808,214.37096803208064,214.62151185277676,215.66167000613956,219.7306195724733,218.97046692931394,217.4967383049896,210.58952619681753,216.2887633208923,213.54692563616862,214.5677156075863,210.03466558555212,215.57200421530675,215.36104342751506,,216.97732614878717,,213.99940513136463,211.03139396547994,206.30792631438965,209.69277744677967
1,1985-10-07 16:23:40+00:00,,,,,,,,,,,,,,196.03132231872976,194.18760364871815,190.16741218639544,185.39491546575348,190.657979458772,199.73410965064042,195.67009811037843,194.0480634756408,191.3658468720672,191.837174943131,197.0030338374289,194.8114640937662,193.58768480825827,199.24584761308674,189.7811099077337,,,,,,,186.03365972254372,187.72545145038364,189.86483269637992,183.60997316763954,180.1280283598009,180.0680688239517,,172.33159276779372,,180.935237355757,188.0990819536092,196.46510815824047,196.1498970431672,196.06483584097634,192.2569737707688,189.9412215248257,191.26550559764186,189.80912342560316,194.55013620846287,196.07641923488478,196.76430014085247,194.9910175064618,197.1794228167314,192.69634922547098,198.44608056169466,195.87980332287546,197.7762035544089,189.36763853110037,190.40827841702608,194.0285785132516,194.73506699122845,195.7072274709083,196.00025523805726,199.44291519117084,191.71171531117938,194.46742836753555,193.95872974075667,192.00017411434771,192.0752011225789,200.20563509891082,193.71823249106845,200.60750644548932,188.64754822588768,193.41991801785335,188.1386885848018,191.1917786795083,190.94259470874974,193.4642315804062,190.73787709565525,183.1692507335613,184.45985330101797,185.48659471278606,195.29972022892989,193.1621959064963,193.15367374632405,192.59642791878483
2,1986-01-27 16:21:44+00:00,250.2832741521888,245.96614462515035,243.68470699671732,244.17130685531555,243.74576839080834,245.47671598905404,244.90990111150677,255.663259029526,248.7258783272128,244.74475289215098,241.45079076521023,236.45086930623407,233.02836396140137,228.6348034048801,224.2347935779299,216.76845212661027,215.84733275878466,219.29622814475346,225.6552425798718,227.55059053913016,221.05039495232182,211.64207044509612,212.8808927218514,211.42695165408549,217.53995150363627,216.88618611350864,224.8566455273929,220.2473229205082,220.22768969557208,221.5297206500052,228.95965357651284,224.91300180933155,217.24325880654902,216.24104058679052,208.78380600869713,203.09706649048286,199.17371519922398,202.02408040605332,201.97906504718839,203.2372322576416,201.50517911652452,205.56266440617622,206.6091407325149,206.0728065782902,214.64251619540912,217.06239780040468,215.4228590739622,213.73535526683807,216.88128231910483,213.41775225475763,218.29400820243788,211.9051566018239,218.86441173449705,218.6244854560538,215.15060103045266,215.9662576703793,216.95347990363467,217.98784815218949,219.17527832996555,222.4938604434427,217.98365177536,220.05779483643013,221.25876757152147,223.55343540092758,227.78014066439883,227.96256137009505,219.94986557324833,221.27113932648004,219.55307614102296,213.42987324256293,202.72838804477266,201.65305540936336,203.40682057887818,210.31944708681624,215.39311576556912,224.49447698662087,223.39207737799256,220.15454021787102,222.02036148735087,218.30528089602976,213.902570879787,217.8881281799042,216.1158631670159,214.11897570604063,215.84787096511621,207.5873640331968,207.14264329851727,199.83425845578665,193.37090893013215,188.22311094194967
3,1986-03-16 16:20:40+00:00,244.00329662147152,244.1509343075556,241.9855102601917,243.09789458714397,245.45846229688465,237.2024151987127,242.92061769345514,247.28564706300352,250.18703113126682,247.46143903760813,239.94898111734193,236.1189116015938,237.35670930627492,238.42251703742912,232.1064237741064,227.96400271215356,224.9840524360078,227.13766330935448,229.56429041454774,231.7017754552281,229.09265740914958,226.78645010651138,220.66918292086055,215.74131529934766,213.97713308052616,218.76772885424108,220.02270691161857,217.47267226638903,218.24408197282318,223.03206597903866,223.09894446352806,224.66229411292292,217.14976565065413,212.68028014119494,213.39617741190594,217.244266765231,211.84071389483555,211.8679338722224,218.21701537185513,216.3785350600951,211.65264146619464,210.21654012840048,213.12600409548367,217.05520095219944,228.6719045815117,222.83551950296396,225.78597784960076,219.9702942865506,222.67617395642313,222.695789781328,219.00464231143434,222.0600624166238,222.5440734110483,227.9457046748278,227.5451195059805,222.89244050934533,229.6606479520737,232.4358387377355,228.1082112551292,231.45224254877078,221.5761369719066,218.87014147262465,221.66138732766865,221.3772769886469,221.88580648410596,223.8346570713667,216.4192688426772,211.91873301037438,210.4298899125349,201.85034816728856,202.73395228074116,199.0728560303801,198.45087505560022,202.97904264838195,204.83201156941374,211.42054228216432,222.88195949195256,216.89909656527652,212.93403592247654,210.30570609571126,210.85664331886593,204.1350931236391,207.3578708485716,197.9733094065668,195.89177900301354,188.61572550033048,188.46089675657996,176.77188095666446,195.98211153865367,188.7086835476306
4,1986-04-17 16:20:00+00:00,240.21407992058056,240.10262729207963,232.85104861598742,233.9297571317787,235.76798730481485,236.9429405134609,241.60327221638838,246.43838998413017,245.23781083865782,240.72671332500144,233.30411315554664,230.03721983582417,225.65949599929056,227.9585926981756,223.03402991017305,220.59342593018394,218.19530042822282,220.30153609031282,225.16596212109516,221.53333565065478,220.80783522988128,214.82213417721803,216.84628991593414,215.1666171838532,212.83737715857083,213.75682549540383,215.54220107397757,213.1047484726394,211.54024439841047,214.98255765281468,211.92273467647848,217.74978798868156,211.83047414791818,211.6455361004715,211.09529693532298,214.63551406339727,211.38001070076095,216.21962510498292,213.74235759329963,209.86213097978154,206.6569782823157,202.86164125249556,206.3246070951987,211.08059951648193,215.31534770867682,218.49271229496017,217.7061823017296,213.14722150862966,214.48146767830318,213.0649141939461,216.93326178755933,213.98208928005744,219.44522541199026,216.34476173486016,220.7621057688587,224.4247919213363,221.9295902336301,218.08402138709175,223.6503728392673,224.4562683984691,221.71513330451268,218.1118027963691,218.90710810541407,219.08369027392598,215.00557731127273,218.4821441885426,213.93548734075736,213.9109631874918,206.7329300766337,201.2085063033964,200.9284723540561,199.9448165593459,201.43346213960237,204.2898194848888,201.02793160562044,194.14555744721383,197.36009022477057,199.39379983556054,201.56834393701777,201.69848780696793,200.2683949942971,208.2532301799099,204.45409119271847,189.99470790459142,198.01295625608196,202.06090012935934,195.94876406753406,187.44653952811558,183.06281126119256,192.58742838363955
5,1986-05-03 16:19:36+00:00,224.30216246303874,222.32101170709427,217.93771591577118,218.8540536615507,209.968957932847,213.18204482739043,214.5382577376586,219.34731615203566,225.68588365506628,220.50036804532874,217.418101547863,208.2161566489783,211.39020504852948,210.26674235868967,210.99422253855613,214.25832123705612,209.72560272110834,214.5094197937304,218.04446052941336,219.40202487146485,213.87865384786014,209.37067215169765,213.80083465166493,213.23510706619106,209.9058687382066,213.4438220598169,214.2645197162886,208.908715896383,204.88531690036848,207.7241564245362,205.0427358134888,204.2295268026135,199.7679737627962,196.8881333293919,201.61043198073824,206.20933900339273,210.24363537107277,209.33898192389967,202.10157462276428,201.9796867835909,201.69698263830063,187.98827963454036,191.1517371313565,201.95025063124518,212.33115251425264,210.7898939594788,212.8985114279812,206.75638217183962,203.5585180958251,204.89037671212532,205.80809026709676,206.38270984759518,208.1079031657719,210.83189734479114,211.37837746531727,216.1564257140805,217.52046255328779,216.55638852821951,212.99000573243774,216.83942494257676,214.47513033944733,216.17151737328084,213.40760173709234,214.3389946270804,206.1422727285011,210.4824948091167,210.2211240326807,207.4108381780207,202.43356793721824,195.9943293507211,197.41553979343075,199.2210550324766,202.232672808103,205.33343822890228,204.98482476352768,193.0617364012181,189.67172463522144,186.54698339409995,198.9907946885984,194.5785876004743,195.4919716295356,195.47447189194588,187.977506594943,178.50952823180484,185.9933092887491,193.5459175230387,196.11636599081746,179.64809141794595,183.27629341027256,176.98690419884338
6,1987-09-27 16:21:45+00:00,191.053199669967,186.33438011751204,185.28143517183884,173.40157397161488,184.3785464238761,189.52891775087838,197.2467124520408,209.8190491816667,205.35503300009088,197.80846376131845,201.3538727811017,191.73322609927442,193.56644266877933,190.98241387586646,193.998022053758,190.25107634551838,188.2848596560802,189.62343474617927,196.97914639194988,198.5153201923001,199.16165575846637,195.71244838481374,199.4615360349061,202.76195027277356,197.35122967821266,202.84352354763377,199.22689724685128,201.3267630131116,194.0877486227444,194.7305678823708,194.98068016348464,196.84122720833554,197.39423495442617,200.65906684095933,200.57746702094263,206.7045317017549,202.94019916653008,202.3279646973066,199.02082988471855,192.93992222108594,187.31010991724665,184.04295198329237,190.33017334897195,193.0546680742765,195.0005731301415,194.8734999284592,192.99742239477047,191.36329947525797,189.4261039085482,188.22074155265784,193.41379763604436,193.1067716650702,198.59249270743382,195.50196639313185,199.539511115525,196.49033571415364,196.74575740387453,194.36139566719544,190.89653450950286,193.69550404745544,193.77607250309444,199.45444969471757,195.3856794105494,191.03998935742635,185.28897137968832,189.61480681273184,186.7189084525039,193.27681505395893,186.71865767848038,184.26863255295456,181.0124841069673,188.04717783510296,192.29063234979452,193.89872222848095,191.24373773746632,188.1085428554113,184.21160092047165,184.86418023973098,182.6665264482123,185.44922765363503,183.40297765061845,175.47712038173557,179.46922852579834,188.86521806490262,184.69688184623251,184.57825538169658,189.40046506994975,191.79116082957444,189.01379983720963,191.49218462162014
7,1990-03-11 16:15:17+00:00,217.07725474703233,210.63807663593678,205.97643182043123,211.46173753419143,209.3692254736727,218.69694808002163,218.68086520193216,221.45752025118043,223.01494589135,218.13391663651797,210.14195079880335,207.52300434177624,205.15920072254113,204.67314706239063,209.26684676761786,209.29898133162118,205.82943500668182,215.27969292870662,213.32683033780205,218.43215855862724,212.58433805145916,212.38354643691258,213.61227010020647,215.76140013414675,215.37267358290745,213.32968871072552,212.01862969514565,210.00875676226985,213.58352034165733,209.64658348504514,207.23358341402576,210.33036137436633,205.05407272907712,206.41949931112538,218.08192854925014,218.414336162584,224.9259932534887,215.6021398606784,214.50870154839612,210.88022342770398,206.46833540397927,202.77951786104532,204.06721512045812,206.4984164205687,207.0193801996631,211.1653779708232,208.68975976325237,203.98010881562845,199.87600862831073,198.93734545590746,194.65113383887842,192.44345337260316,199.98632354877657,204.41718116384243,207.624069513693,217.42344658338212,210.24475342245512,210.92819840040096,214.53807454588667,213.96655944232577,210.73847927414982,209.8826742709468,215.1066994511377,209.76769230754593,210.08651840156998,210.18454023915106,208.0554359513584,208.93038654734963,209.15333221385504,207.2256204780155,205.0903034910275,203.36059989305033,202.53572299331475,203.33112090102048,208.7562449128362,208.73594345858763,208.42212379619593,202.87391276067663,210.35122044144944,209.0323171392381,204.83618771776844,206.16299469023585,202.48121461513398,200.99767869790873,198.09839721266397,201.55476893717196,204.19795388191014,207.6710971720074,202.74699554336695,203.12940901551468
8,1993-01-14 16:16:15+00:00,225.3623141410409,217.23871368371766,216.8174341768607,216.4103023846484,214.27947635954794,225.0136580666222,224.56680055396373,232.3196765966917,230.4053219975491,227.32401943885284,219.6954605070719,219.8184758518853,216.10876361993553,220.341938047891,220.51324376377102,225.41216467600984,215.90630643671346,218.61649026800035,222.22231641887214,226.16327689967667,218.0982792902911,214.2775920954416,221.26047803898123,217.71762911868433,214.1627002756422,213.67742107631312,219.42674647666792,212.19320798961058,212.8738381292517,210.79175863344636,219.3787816367675,213.0413267875203,206.65612043094302,212.45404634132677,212.3005631967069,210.0734110340249,205.2731417256806,209.0763472336195,208.18224911761084,206.5164871650947,207.4787393934326,213.2000137529835,212.79355805231492,215.96516140299775,215.22552273729644,217.2423764627432,223.44189171674898,216.2815957082392,218.13010256426745,211.27459947637732,221.60664676000903,222.2347869716716,220.1635114693309,225.69189874176323,221.46721699303248,224.00903483701998,217.87839229744972,213.85604969626323,220.43918024092454,219.0033175119659,224.98143198978036,225.63898726300675,225.33568554853767,226.5611860222582,217.83534616679253,219.20146264389396,221.4784347296811,219.3872615748116,213.6418269749032,212.33758131301585,216.39004872046385,222.53514404395094,219.3550151825839,223.38767466444295,223.51885835604335,225.1326416674167,217.78279022832024,222.7045333975116,218.0887051127375,216.74452172810462,217.05032475185243,222.1719051945744,225.50195317433509,220.27813601111222,221.1392645984849,218.68401990145657,223.39238026768768,221.992465940737,228.10936100248188,220.072704931059
9,1993-02-15 16:16:34+00:00,230.56201987714667,230.76516917843395,233.0491928784437,234.73445505428663,235.57999020221376,232.00594599932163,231.76554454901668,235.8568519134062,238.4070513479088,234.22019115527527,226.77472146370144,221.76690086619726,216.79324107429994,223.08073223603571,225.80835817746825,227.29040624002434,215.77278339350994,220.34438406368236,231.03894928425487,228.00195413806924,216.683682136167,213.65924358270075,213.77255415273402,213.44624627457273,210.44470318484872,209.50537336575795,206.3065830991389,202.7134962872231,211.68011568742827,210.47174927281597,211.19211950770116,210.3486083435971,208.02893208895546,197.1111571963036,196.23828361687154,200.74254279605043,202.44216017616793,202.80736000777898,204.81467403087012,208.99647738804765,199.21720679354578,203.36303776136216,206.28795432733637,215.2035563664279,217.98940243329014,219.83143284795176,217.70380496026576,209.44543123111958,202.27279565117703,207.77589054153435,204.79536134247294,208.3609559537489,207.43440042810062,208.2044019162343,218.47066071486014,219.98760171826953,216.52296320115698,215.41355173761954,217.95472596050803,221.81128463676444,218.7990916353406,218.61572132220772,224.1094505853062,220.787259096315,221.9400666697679,228.21066897550446,217.94023888097496,216.73700413736822,214.05478285016153,209.01146912537934,212.5339449574299,204.9488996070679,209.9244939800195,208.15302904447353,207.921657539677,204.0160814981415,201.39397487972823,211.18295390656237,214.73863341290712,220.35596295768397,212.67008086014474,222.06027968497276,220.7156404597339,221.07048410770622,223.8216563283995,220.81052380144564,221.15681327195756,214.87649354182665,219.5225500318476,213.66156090381546
