,dates,usa_CA_0196-0000,usa_CA_0196-0001,usa_CA_0196-0002,usa_CA_0196-0003,usa_CA_0196-0004,usa_CA_0196-0005,usa_CA_0196-0006,usa_CA_0196-0007,usa_CA_0196-0008,usa_CA_0196-0009,usa_CA_0196-0010,usa_CA_0196-0011
0,1984-05-02 18:13:15+00:00,194.90686139571775,199.7245154480395,212.58708550189328,197.96538456191138,209.64641467463457,212.8566213532362,206.88514598372166,209.47001299531468,203.33039107714106,188.13485338985492,194.00107057410898,218.3114855569275
1,1984-06-03 18:14:10+00:00,206.11522791141735,206.30657693933233,210.24341299234953,209.29372082227522,197.13029687511025,195.88597786032204,188.0513225347866,195.81738159090142,186.23534612175328,189.62552216438365,181.69075689943568,205.3449419213791
2,1984-09-07 18:16:09+00:00,206.89603050320096,203.68652060626826,202.00433579536187,211.81452495931183,222.71712874584074,218.76834989224375,218.16289671133296,220.12615788525667,225.98526009069437,230.42752231851702,231.80436126270482,247.3621936113806
3,1984-09-23 18:16:11+00:00,206.9238960538945,206.03270032633432,207.19392044148978,212.4659792924792,216.57501909864334,217.44239200187084,212.46400729687036,211.9452644002664,206.86604787893367,209.57333094479264,210.08860000941993,215.57352505112658
4,1984-10-25 18:16:05+00:00,202.52218124993598,209.00817571306573,212.7853246863883,216.73271910840836,214.44687898611608,224.47568252997712,220.12082781864106,222.4057479393384,216.65621697612224,217.72483939943388,212.31253453938336,227.82425751674987
5,1984-12-12 18:16:08+00:00,,,,,,188.13334218357753,197.6064420677933,220.79381431195313,197.25293960503816,,,214.7334079909621
6,1985-04-19 18:16:20+00:00,204.733231526964,202.4119925154173,200.6145852887837,208.46904190933478,213.69586158234705,,225.66420989731276,211.91196398224605,210.12164219675714,206.07251976864924,202.28441763173933,216.8312116194619
7,1985-05-05 18:16:12+00:00,205.08892282632226,204.14883435364237,205.68417497145433,207.29856397766778,212.08940353217437,214.46285189332457,217.27555459817418,217.08315975516317,222.95002035545426,209.25721903332231,196.059009288615,207.43893703620498
8,1985-05-21 18:16:11+00:00,214.36272093267402,216.90044268064273,222.58186189461824,226.02389922945258,219.8872376096543,229.34855289961888,226.48613654474082,224.46896032730623,225.46179601306642,223.05328929922962,209.70336103291456,216.61437061703646
9,1985-10-12 18:15:03+00:00,196.40382818218907,194.7015948233463,204.12125428525252,210.73580263725975,226.1227317780503,223.90580281749257,228.03867088033053,241.73153815410416,235.52907523329833,245.66641515038057,249.56215281357822,256.5473948614608
