dates,satname,nzd0290-0000,nzd0290-0001,nzd0290-0002,nzd0290-0003,nzd0290-0004,nzd0290-0005
1999-08-12 21:53:08+00:00,L7,391.74,401.92,406.72,406.69,401.68,390.13
1999-08-21 21:46:56+00:00,L7,372.42,394.34,396.68,379.27,388.99,371.94
1999-08-28 21:53:11+00:00,L7,378.25,408.03,400.42,391.61,398.28,382.16
1999-09-22 21:47:00+00:00,L7,395.72,413.59,411.77,395.98,402.84,390.46
1999-09-29 21:53:16+00:00,L7,372.56,394.07,390.65,380.44,378.76,361.34
1999-10-24 21:46:56+00:00,L7,392.84,414.00,411.43,392.80,394.52,382.93
1999-11-16 21:53:08+00:00,L7,384.27,401.37,399.40,388.91,390.23,376.31
2000-01-19 21:53:01+00:00,L7,398.29,413.76,411.45,402.25,398.02,388.25
2000-02-04 21:53:01+00:00,L7,399.31,413.02,411.36,389.96,396.34,383.34
2000-02-13 21:46:48+00:00,L7,381.41,395.59,396.39,384.05,,
2000-02-20 21:52:53+00:00,L7,386.87,405.00,406.81,392.25,395.00,382.09
2000-04-01 21:46:34+00:00,L7,387.44,402.70,400.49,392.91,395.14,380.47
2000-04-17 21:46:20+00:00,L7,391.02,400.66,401.88,398.48,397.92,386.97
2000-05-03 21:46:19+00:00,L7,398.12,414.00,413.55,410.89,405.46,389.68
2000-05-19 21:46:07+00:00,L7,397.92,414.56,411.25,406.03,399.04,376.71
2000-05-26 21:52:12+00:00,L7,375.36,388.92,390.98,393.40,386.57,370.46
2000-07-13 21:51:43+00:00,L7,377.14,403.00,413.57,416.30,416.13,398.44
2000-07-29 21:51:26+00:00,L7,398.68,408.41,415.50,418.52,417.05,402.74
2000-08-07 21:45:08+00:00,L7,383.47,389.80,391.22,380.97,383.15,372.82
2000-08-14 21:51:20+00:00,L7,388.14,397.71,400.01,391.77,384.81,371.63
2000-09-15 21:50:49+00:00,L7,384.28,392.10,385.64,376.71,388.20,378.75
2000-10-26 21:44:22+00:00,L7,393.71,402.74,394.37,390.41,396.39,381.87
2000-11-27 21:44:26+00:00,L7,388.02,393.80,385.50,384.90,383.48,368.37
2000-12-13 21:44:28+00:00,L7,377.74,384.54,385.58,379.45,374.49,360.83
2001-01-05 21:50:40+00:00,L7,392.34,398.05,401.96,401.96,398.44,387.49
2001-01-14 21:44:33+00:00,L7,367.18,384.70,380.42,377.94,381.76,363.39
2001-01-21 21:50:46+00:00,L7,388.13,397.19,398.63,393.99,389.07,375.59
2001-04-04 21:44:06+00:00,L7,395.90,404.42,410.35,407.01,407.03,395.90
2001-04-20 21:44:10+00:00,L7,397.88,410.95,404.85,409.15,407.16,398.36
2001-04-27 21:50:19+00:00,L7,356.55,380.15,373.13,371.17,372.79,370.12
2001-05-22 21:43:54+00:00,L7,145.78,,387.03,393.17,397.61,383.99
2001-06-30 21:49:36+00:00,L7,379.92,397.61,390.28,394.56,,387.23
2001-07-25 21:43:18+00:00,L7,214.22,383.85,383.02,378.78,382.67,349.72
2001-08-26 21:42:49+00:00,L7,344.44,365.02,374.49,370.95,382.01,366.29
2001-09-11 21:42:38+00:00,L7,375.09,393.53,393.89,379.49,398.42,386.78
2001-09-18 21:48:41+00:00,L7,368.21,386.97,387.86,380.10,393.97,383.91
2001-10-04 21:48:30+00:00,L7,377.53,397.20,389.98,382.77,396.79,383.36
2001-10-20 21:48:33+00:00,L7,377.01,396.75,390.91,388.87,394.33,380.75
2001-10-29 21:42:21+00:00,L7,395.20,402.89,401.63,392.94,398.48,383.62
2002-01-17 21:42:52+00:00,L7,384.28,401.36,395.54,391.92,390.35,370.39
2002-02-02 21:42:54+00:00,L7,370.14,379.29,378.68,368.42,375.50,340.74
2002-02-18 21:42:54+00:00,L7,368.34,377.98,377.15,379.34,371.38,353.86
2002-02-25 21:49:11+00:00,L7,396.99,410.74,412.65,406.83,401.70,379.25
2002-03-13 21:49:08+00:00,L7,380.98,394.28,395.50,392.42,384.65,366.95
2002-03-22 21:42:52+00:00,L7,368.76,382.87,386.04,377.36,369.35,356.99
2002-04-07 21:42:52+00:00,L7,387.81,393.67,395.80,386.59,379.23,360.62
2002-04-14 21:49:02+00:00,L7,380.26,392.44,387.92,382.16,376.27,357.91
2002-05-16 21:48:57+00:00,L7,313.08,378.85,373.17,365.90,358.19,346.45
2002-07-19 21:48:33+00:00,L7,382.80,399.27,399.75,400.36,396.05,376.36
2002-09-05 21:48:14+00:00,L7,404.36,411.65,408.87,405.10,398.67,382.65
2002-09-14 21:41:55+00:00,L7,384.07,384.77,381.16,381.00,378.67,358.32
2002-09-30 21:41:47+00:00,L7,386.19,389.70,388.16,384.03,377.63,348.45
2002-10-16 21:41:48+00:00,L7,382.89,390.62,397.77,389.84,382.80,364.80
2002-10-23 21:48:03+00:00,L7,382.83,392.94,391.68,386.40,383.92,360.10
2002-11-01 21:41:54+00:00,L7,396.82,405.68,403.85,402.33,397.82,377.13
2002-11-17 21:42:06+00:00,L7,393.47,397.10,394.77,392.54,377.15,359.68
2002-11-24 21:48:26+00:00,L7,388.70,400.08,386.90,378.94,367.72,351.61
2002-12-10 21:48:29+00:00,L7,372.85,392.98,382.66,,,296.88
2002-12-26 21:48:36+00:00,L7,371.75,387.28,386.83,384.53,387.81,372.21
2003-01-11 21:48:38+00:00,L7,380.43,389.27,399.18,391.74,391.11,382.11
2003-01-20 21:42:33+00:00,L7,371.45,386.44,386.75,385.10,376.79,363.27
2003-01-27 21:48:45+00:00,L7,394.56,407.30,404.68,405.02,397.47,379.77
2003-02-05 21:42:41+00:00,L7,373.21,381.78,384.02,382.40,372.80,363.03
2003-02-21 21:42:44+00:00,L7,372.78,390.98,386.33,383.21,374.22,351.16
2003-03-16 21:48:58+00:00,L7,380.34,393.07,396.46,395.34,398.48,393.64
2003-03-25 21:42:41+00:00,L7,375.71,381.66,383.54,385.70,391.74,384.43
2003-04-26 21:42:49+00:00,L7,379.53,380.54,395.40,389.38,388.08,372.16
2003-05-03 21:49:01+00:00,L7,377.79,389.15,390.64,385.00,377.96,361.74
2003-05-12 21:42:48+00:00,L7,383.95,404.21,410.51,407.20,400.09,386.27
2003-05-28 21:42:46+00:00,L7,389.98,415.25,411.23,407.17,404.17,387.28
2003-07-30 21:36:57+00:00,L5,384.43,396.51,390.73,397.15,398.53,375.75
2003-08-15 21:37:12+00:00,L5,367.48,383.86,380.61,382.34,386.63,368.87
2003-08-16 21:42:28+00:00,L7,,,,,370.32,349.45
2003-08-24 21:31:12+00:00,L5,377.55,392.44,388.92,385.55,403.99,390.93
2003-09-25 21:31:42+00:00,L5,386.21,405.47,404.43,397.67,394.50,394.73
2003-10-18 21:38:12+00:00,L5,395.13,413.64,406.13,385.31,388.29,384.92
2003-10-19 21:42:20+00:00,L7,385.03,400.80,398.40,381.75,386.78,381.51
2003-10-26 21:48:38+00:00,L7,,,401.60,383.51,386.21,381.75
2003-11-04 21:42:27+00:00,L7,,,,,398.64,394.20
2003-11-12 21:32:17+00:00,L5,,,,389.98,356.89,359.63
2003-11-19 21:38:38+00:00,L5,385.00,403.14,403.39,403.18,404.20,399.22
2003-11-20 21:42:43+00:00,L7,,,408.83,390.27,394.39,392.02
2003-11-28 21:32:34+00:00,L5,372.46,382.99,387.39,379.94,377.90,355.81
2003-12-05 21:38:45+00:00,L5,400.81,418.27,409.15,405.93,385.77,381.87
2003-12-06 21:42:46+00:00,L7,393.55,,,,,
2003-12-13 21:49:01+00:00,L7,392.55,412.01,408.55,394.31,,
2003-12-14 21:32:38+00:00,L5,385.93,407.06,402.89,393.66,392.36,384.02
2003-12-30 21:32:48+00:00,L5,376.13,395.43,393.33,380.78,382.88,373.37
2004-01-22 21:39:04+00:00,L5,378.49,394.71,394.00,388.30,388.63,378.61
2004-02-16 21:33:00+00:00,L5,385.36,402.69,403.34,395.15,394.56,383.92
2004-02-24 21:43:09+00:00,L7,,,,,,365.69
2004-03-18 21:49:31+00:00,L7,391.73,,,,,
2004-03-19 21:33:10+00:00,L5,393.64,414.10,407.84,396.94,409.92,393.80
2004-03-27 21:43:21+00:00,L7,386.30,401.76,391.78,387.15,397.42,391.41
2004-04-03 21:49:30+00:00,L7,399.33,410.69,408.78,406.38,405.45,394.95
2004-05-06 21:34:22+00:00,L5,384.67,396.82,394.05,384.81,391.58,380.55
2004-05-30 21:43:12+00:00,L7,378.12,400.05,402.20,402.34,409.90,395.70
2004-06-06 21:49:20+00:00,L7,177.58,381.95,378.96,376.94,,
2004-06-22 21:49:16+00:00,L7,,387.90,380.70,383.85,387.14,366.83
2004-06-23 21:35:46+00:00,L5,125.40,,380.56,383.39,391.11,377.66
2004-07-08 21:49:14+00:00,L7,,,,373.90,383.54,360.42
2004-07-25 21:36:37+00:00,L5,183.80,396.27,395.36,385.61,392.29,380.44
2004-08-02 21:42:52+00:00,L7,371.33,397.50,395.22,384.18,395.03,
2004-08-09 21:49:03+00:00,L7,358.17,391.06,390.60,379.58,384.20,377.79
2004-08-25 21:49:01+00:00,L7,,,,391.75,392.30,373.30
2004-09-03 21:42:47+00:00,L7,363.18,376.62,377.32,375.35,,
2004-09-11 21:37:49+00:00,L5,395.41,402.99,406.45,405.75,405.64,388.42
2004-09-19 21:42:41+00:00,L7,359.62,371.09,374.88,379.67,379.32,349.00
2004-09-26 21:48:51+00:00,L7,394.55,404.31,403.40,404.08,401.02,379.29
2004-10-12 21:48:48+00:00,L7,396.05,,,,,
2004-10-13 21:38:32+00:00,L5,396.05,406.77,405.96,402.98,398.62,379.80
2004-10-20 21:44:52+00:00,L5,381.47,392.03,388.76,382.52,378.39,361.36
2004-10-29 21:38:52+00:00,L5,387.20,399.01,393.98,384.12,384.19,362.62
2004-11-13 21:49:11+00:00,L7,,,393.08,388.41,380.25,371.86
2004-11-29 21:49:21+00:00,L7,,,382.47,380.86,375.19,361.93
2004-12-07 21:45:47+00:00,L5,399.48,416.43,413.78,391.26,388.08,370.10
2005-01-16 21:49:39+00:00,L7,391.62,405.55,399.90,,,
2005-02-09 21:46:43+00:00,L5,378.02,397.02,394.46,391.69,391.24,375.31
2005-02-10 21:43:38+00:00,L7,380.93,399.63,,,,
2005-02-18 21:40:42+00:00,L5,395.62,404.60,403.58,401.02,401.46,388.33
2005-02-26 21:43:44+00:00,L7,371.95,394.03,393.42,388.73,385.87,373.90
2005-03-05 21:49:56+00:00,L7,,,,393.30,402.40,381.05
2005-03-29 21:47:18+00:00,L5,375.63,394.90,392.79,384.99,386.97,363.08
2005-03-30 21:43:44+00:00,L7,369.68,382.68,379.71,381.52,383.03,349.50
2005-04-06 21:49:52+00:00,L7,396.90,412.02,410.96,410.51,405.40,387.82
2005-04-22 21:49:47+00:00,L7,394.00,404.84,406.92,398.55,395.03,372.22
2005-05-08 21:49:52+00:00,L7,369.44,388.28,390.89,387.45,384.85,368.05
2005-05-09 21:41:19+00:00,L5,363.26,387.57,389.00,390.64,386.66,373.21
2005-05-24 21:49:50+00:00,L7,311.15,388.09,401.85,404.05,403.33,
2005-05-25 21:41:28+00:00,L5,360.56,394.75,393.69,391.86,393.44,377.68
2005-06-10 21:41:36+00:00,L5,130.80,,387.89,393.27,386.84,366.94
2005-06-25 21:49:39+00:00,L7,,,,375.47,376.20,342.50
2005-06-26 21:41:40+00:00,L5,154.92,,381.18,375.66,368.94,345.29
2005-07-12 21:41:47+00:00,L5,154.04,381.81,382.46,377.99,371.77,348.99
2005-08-12 21:49:35+00:00,L7,368.41,378.00,377.57,392.48,383.81,371.08
2005-08-13 21:42:05+00:00,L5,369.94,388.73,387.89,394.24,392.06,381.97
2005-08-28 21:49:28+00:00,L7,370.34,,,,,383.71
2005-08-29 21:42:10+00:00,L5,393.78,400.44,404.44,409.65,410.11,394.12
2005-09-29 21:49:19+00:00,L7,,392.94,396.49,399.79,398.04,379.43
2005-10-07 21:48:18+00:00,L5,378.93,392.61,389.13,386.06,390.66,374.65
2005-10-24 21:43:19+00:00,L7,376.64,390.14,392.37,390.26,390.55,362.26
2005-10-31 21:49:35+00:00,L7,390.17,405.73,403.32,,,
2005-11-08 21:48:28+00:00,L5,385.55,392.66,396.71,390.90,387.32,364.54
2005-11-09 21:43:30+00:00,L7,380.98,389.51,387.53,382.67,382.36,360.96
2005-11-17 21:42:31+00:00,L5,393.81,404.98,404.55,407.66,402.30,380.18
2005-12-02 21:49:50+00:00,L7,,,386.00,386.09,383.75,360.94
2006-01-03 21:50:01+00:00,L7,,,,376.96,380.49,350.09
2006-01-12 21:43:56+00:00,L7,396.22,409.26,405.74,400.00,399.69,
2006-01-20 21:44:01+00:00,L5,380.96,397.05,390.87,394.25,390.00,374.90
2006-02-12 21:50:43+00:00,L5,387.07,402.74,404.12,406.77,405.27,396.54
2006-02-13 21:44:07+00:00,L7,381.70,398.17,397.94,404.02,403.91,395.85
2006-02-20 21:50:19+00:00,L7,,,,385.17,390.91,374.09
2006-02-21 21:44:44+00:00,L5,380.50,390.95,391.17,388.56,392.31,378.54
2006-02-28 21:51:04+00:00,L5,385.20,390.92,391.02,394.54,398.48,380.65
2006-03-09 21:45:04+00:00,L5,394.31,403.16,396.24,389.98,390.01,379.45
2006-04-02 21:44:08+00:00,L7,,,,383.68,380.94,351.85
2006-04-09 21:50:17+00:00,L7,,,,,399.20,385.44
2006-04-10 21:45:40+00:00,L5,385.23,397.60,397.36,393.63,386.95,377.17
2006-04-18 21:44:03+00:00,L7,384.38,395.79,,,,
2006-04-25 21:50:16+00:00,L7,376.28,385.38,393.71,395.21,395.16,385.97
2006-05-20 21:44:08+00:00,L7,215.64,375.17,392.02,387.80,388.37,369.42
2006-05-27 21:50:18+00:00,L7,349.71,390.40,394.75,395.74,398.53,382.85
2006-06-04 21:52:40+00:00,L5,224.38,366.28,380.49,389.46,387.05,369.78
2006-06-05 21:44:06+00:00,L7,,377.07,391.77,392.97,399.63,380.27
2006-06-13 21:46:37+00:00,L5,185.53,371.81,387.76,395.52,387.11,377.03
2006-07-06 21:53:09+00:00,L5,205.16,372.96,392.71,391.61,391.89,375.77
2006-07-07 21:43:55+00:00,L7,149.19,,394.99,398.42,400.70,389.20
2006-07-22 21:53:22+00:00,L5,342.25,387.49,395.31,397.56,399.46,386.46
2006-07-23 21:43:47+00:00,L7,195.39,390.18,396.47,396.64,400.55,385.83
2006-07-30 21:49:56+00:00,L7,,,365.97,364.89,368.96,356.81
2006-08-23 21:53:47+00:00,L5,381.75,395.87,402.17,389.90,390.89,377.23
2006-08-31 21:49:52+00:00,L7,,,391.67,381.78,380.64,362.80
2006-09-01 21:47:43+00:00,L5,380.69,390.15,394.68,389.09,393.05,371.38
2006-09-08 21:53:59+00:00,L5,386.69,401.56,405.45,391.94,393.46,377.38
2006-09-16 21:49:46+00:00,L7,384.02,400.86,405.05,395.43,388.07,
2006-09-17 21:47:54+00:00,L5,387.37,400.71,405.02,394.41,390.46,378.89
2006-10-10 21:54:20+00:00,L5,370.64,379.57,382.57,377.86,374.94,356.80
2006-10-18 21:49:47+00:00,L7,397.34,406.35,410.27,402.43,,
2006-10-27 21:43:45+00:00,L7,379.92,391.22,392.04,384.54,381.91,360.86
2006-11-04 21:48:24+00:00,L5,399.11,408.05,407.55,403.29,397.35,387.11
2006-11-12 21:43:58+00:00,L7,387.70,400.15,,,,
2006-11-19 21:50:14+00:00,L7,391.29,402.55,403.31,395.96,386.43,380.67
2006-11-27 21:54:47+00:00,L5,354.89,364.13,361.38,,258.17,283.29
2006-12-13 21:55:19+00:00,L5,321.76,309.49,310.87,301.18,292.92,269.74
2007-01-22 21:50:31+00:00,L7,379.57,394.64,388.08,380.55,377.37,347.26
2007-01-30 21:55:12+00:00,L5,410.69,419.99,418.77,400.52,393.87,382.66
2007-02-08 21:49:02+00:00,L5,379.58,390.30,393.40,378.43,378.48,363.04
2007-03-04 21:44:34+00:00,L7,386.57,394.69,402.36,381.82,392.22,378.38
2007-03-20 21:44:36+00:00,L7,,,,,,369.49
2007-04-05 21:44:36+00:00,L7,379.53,393.34,,,,
2007-05-30 21:50:30+00:00,L7,,,402.50,399.10,395.29,375.08
2007-06-08 21:44:20+00:00,L7,370.41,396.76,393.10,391.18,384.55,366.77
2007-07-01 21:50:29+00:00,L7,383.90,408.73,410.75,397.11,380.14,
2007-09-03 21:50:08+00:00,L7,,,,392.98,393.52,373.47
2007-09-12 21:43:53+00:00,L7,387.26,,,,,
2007-09-28 21:43:49+00:00,L7,381.24,401.95,404.34,390.27,387.09,
2007-10-05 21:49:54+00:00,L7,392.52,410.23,408.03,400.98,396.79,386.82
2007-10-14 21:43:51+00:00,L7,,,390.57,381.15,380.68,371.84
2007-10-21 21:50:07+00:00,L7,,,,,,388.00
2007-10-30 21:44:02+00:00,L7,382.62,394.12,395.01,378.75,380.41,366.94
2007-11-22 21:50:25+00:00,L7,403.03,418.78,419.34,406.45,409.66,
2007-12-01 21:44:18+00:00,L7,387.72,,,,,
2008-01-02 21:44:25+00:00,L7,393.61,406.72,406.66,405.60,401.88,392.88
