dates,satname,sar2521-0000,sar2521-0001,sar2521-0002,sar2521-0003,sar2521-0004
1984-04-13 09:26:43+00:00,L5,214.26,377.12,442.95,217.13,226.26
1984-05-06 09:33:03+00:00,L5,210.62,359.91,441.16,209.04,221.21
1984-07-18 09:28:22+00:00,L5,217.99,396.01,421.59,223.92,234.70
1984-08-19 09:29:27+00:00,L5,217.73,361.62,441.96,210.68,222.36
1984-08-26 09:35:45+00:00,L5,211.35,377.44,443.14,213.54,226.48
1984-09-04 09:29:37+00:00,L5,214.50,377.90,444.54,214.41,230.63
1984-09-11 09:35:50+00:00,L5,214.50,362.46,441.10,213.12,231.96
1984-09-20 09:29:40+00:00,L5,218.75,395.29,443.40,221.19,229.20
1984-10-13 09:35:49+00:00,L5,214.79,379.76,448.28,216.13,227.86
1984-10-22 09:29:36+00:00,L5,217.60,362.07,443.43,212.13,227.20
1984-12-09 09:29:34+00:00,L5,216.56,377.29,464.75,212.91,236.52
1985-01-10 09:29:51+00:00,L5,227.66,515.96,445.85,243.38,316.86
1985-01-17 09:36:05+00:00,L5,211.37,379.06,464.72,215.52,235.95
1985-03-15 09:29:58+00:00,L5,214.44,346.81,460.72,208.43,223.44
1985-04-23 09:35:59+00:00,L5,213.71,348.86,441.31,212.35,231.53
1985-05-02 09:29:43+00:00,L5,215.25,351.48,441.18,206.11,230.09
1985-05-25 09:35:51+00:00,L5,201.00,351.85,466.07,202.41,219.35
1985-06-03 09:29:40+00:00,L5,209.99,360.22,438.20,213.67,222.86
1985-06-10 09:35:50+00:00,L5,205.24,342.97,447.81,199.23,215.52
1985-06-26 09:35:47+00:00,L5,215.04,343.19,444.01,202.01,218.88
1985-07-05 09:29:33+00:00,L5,211.06,343.57,438.34,199.38,218.33
1985-08-06 09:29:18+00:00,L5,221.80,226.86,400.97,192.70,215.88
1985-08-13 09:35:25+00:00,L5,213.22,380.24,444.76,212.45,223.39
1985-08-22 09:29:08+00:00,L5,218.59,360.60,421.98,207.83,225.18
1985-12-03 09:33:55+00:00,L5,211.18,394.36,463.32,220.90,230.97
1986-01-04 09:33:20+00:00,L5,186.76,246.63,440.49,198.59,224.09
1986-01-13 09:26:58+00:00,L5,207.31,360.75,467.32,213.87,232.72
1986-03-25 09:31:37+00:00,L5,212.15,351.77,443.67,207.85,228.92
1986-05-12 09:30:29+00:00,L5,213.92,362.08,437.96,209.55,231.23
1986-05-21 09:24:03+00:00,L5,207.57,360.20,439.37,211.51,219.59
1986-06-06 09:23:35+00:00,L5,215.08,377.88,442.01,214.50,233.25
1986-06-22 09:23:04+00:00,L5,217.89,380.32,446.73,218.33,230.26
1986-07-31 09:27:55+00:00,L5,213.04,377.30,446.14,217.51,226.25
1986-08-16 09:27:20+00:00,L5,219.68,379.14,437.99,219.29,230.61
1986-09-17 09:26:13+00:00,L5,215.42,362.14,444.92,213.79,222.19
1986-09-26 09:19:45+00:00,L5,209.12,361.42,445.84,213.64,222.84
1987-01-16 09:19:18+00:00,L5,214.25,412.32,473.58,226.76,238.01
1987-02-01 09:19:48+00:00,L5,198.00,325.89,467.56,210.32,207.72
1987-02-08 09:26:31+00:00,L5,218.63,378.91,472.20,215.78,228.37
1987-03-21 09:21:38+00:00,L5,221.56,394.14,439.06,219.22,233.23
1987-04-29 09:29:06+00:00,L5,217.25,378.68,443.32,218.10,230.22
1987-05-08 09:23:11+00:00,L5,219.09,394.38,440.95,220.02,236.12
1987-05-15 09:29:33+00:00,L5,210.26,352.53,425.17,205.24,216.71
1987-06-09 09:23:59+00:00,L5,215.77,378.33,441.83,213.91,228.36
1987-06-16 09:30:19+00:00,L5,210.08,325.97,447.07,199.97,217.20
1987-06-25 09:24:20+00:00,L5,219.76,361.11,422.54,212.14,229.04
1987-07-11 09:24:39+00:00,L5,217.09,360.99,440.71,212.18,226.29
1987-07-18 09:30:57+00:00,L5,215.77,379.79,442.09,217.62,232.19
1987-08-03 09:31:25+00:00,L5,224.23,395.54,438.27,223.13,230.38
1987-08-12 09:25:31+00:00,L5,214.82,343.48,446.53,204.85,214.70
1987-08-19 09:31:54+00:00,L5,212.77,360.00,445.89,207.94,222.73
1987-09-04 09:32:19+00:00,L5,208.58,360.45,460.79,206.43,224.72
1987-09-13 09:26:21+00:00,L5,213.89,377.93,443.81,214.22,225.00
1987-09-20 09:32:42+00:00,L5,207.47,360.77,461.28,208.47,221.80
1987-10-06 09:33:02+00:00,L5,216.65,379.73,440.99,217.61,226.60
1987-11-07 09:33:38+00:00,L5,200.15,395.73,426.39,222.44,239.00
1987-11-16 09:27:39+00:00,L5,218.68,362.58,442.94,212.46,229.91
1987-12-02 09:27:54+00:00,L5,213.15,445.23,336.71,230.36,245.07
1988-01-10 09:34:42+00:00,L5,188.97,362.19,466.90,205.65,219.19
1988-01-19 09:28:41+00:00,L5,,404.44,205.72,274.75,113.53
1988-02-11 09:35:17+00:00,L5,203.38,377.81,459.68,210.39,225.41
1988-02-20 09:29:14+00:00,L5,217.40,377.09,448.18,213.85,227.71
1988-04-15 09:35:50+00:00,L5,208.94,291.94,426.18,197.35,217.97
1988-05-01 09:35:57+00:00,L5,214.60,378.69,442.80,212.11,229.61
1988-05-17 09:36:08+00:00,L5,216.55,360.13,438.34,209.99,224.01
1988-06-02 09:36:14+00:00,L5,206.89,325.95,445.51,196.35,213.79
1988-06-11 09:30:05+00:00,L5,227.56,360.26,438.33,209.45,221.84
1988-06-18 09:36:19+00:00,L5,214.67,360.79,438.26,205.25,225.02
1988-07-04 09:36:24+00:00,L5,215.45,360.70,440.62,202.90,210.80
1988-07-13 09:30:15+00:00,L5,219.69,377.72,437.85,212.90,227.20
1988-07-29 09:30:18+00:00,L5,211.20,326.22,446.69,203.41,218.50
1988-08-05 09:36:28+00:00,L5,214.24,361.14,443.83,211.45,225.69
1988-08-14 09:30:16+00:00,L5,209.25,394.03,445.66,220.53,225.91
1988-08-21 09:36:29+00:00,L5,206.86,343.97,459.83,204.21,218.19
1988-08-30 09:30:21+00:00,L5,216.42,345.21,425.61,207.54,224.32
1988-09-06 09:36:31+00:00,L5,224.23,345.15,441.77,205.32,214.55
1988-09-15 09:30:17+00:00,L5,212.66,361.37,427.72,212.81,221.65
1988-09-22 09:36:26+00:00,L5,213.78,379.08,459.68,218.16,235.64
1988-10-01 09:30:34+00:00,L5,213.24,361.15,462.06,212.43,225.84
1988-10-08 09:36:21+00:00,L5,213.12,328.21,442.35,200.66,219.45
1988-12-04 09:30:05+00:00,L5,209.99,361.64,460.50,206.48,224.57
1988-12-11 09:36:09+00:00,L5,207.45,380.84,459.96,218.60,231.92
1989-01-28 09:35:43+00:00,L5,210.46,380.58,470.06,218.36,233.21
1989-02-06 09:29:35+00:00,L5,212.66,381.80,448.98,218.50,237.66
1989-02-13 09:35:45+00:00,L5,201.56,345.73,466.59,205.05,220.23
1989-02-22 09:29:28+00:00,L5,213.54,361.70,446.80,211.47,222.51
1989-03-26 09:28:53+00:00,L5,219.19,352.65,419.77,205.67,221.30
1989-04-02 09:34:48+00:00,L5,218.39,361.83,440.35,213.76,224.29
1989-04-18 09:34:43+00:00,L5,209.96,377.59,442.14,216.52,225.29
1989-05-20 09:34:09+00:00,L5,223.73,360.32,438.07,210.34,235.54
1989-06-14 09:27:46+00:00,L5,200.07,205.08,443.85,199.24,223.45
1989-06-21 09:33:31+00:00,L5,214.27,325.84,439.28,200.57,218.58
1989-06-30 09:27:15+00:00,L5,217.90,346.76,422.61,211.38,221.73
1989-07-23 09:32:57+00:00,L5,205.92,350.33,447.38,209.22,220.36
1989-08-24 09:32:15+00:00,L5,222.33,378.48,437.76,214.48,227.84
1989-09-09 09:31:51+00:00,L5,220.42,360.17,463.62,208.35,219.13
1989-09-25 09:31:28+00:00,L5,218.39,415.11,441.54,225.36,231.38
1989-10-04 09:25:12+00:00,L5,205.98,343.95,445.17,210.27,236.39
1989-10-11 09:31:06+00:00,L5,212.74,379.91,460.55,216.00,229.84
1989-10-20 09:24:27+00:00,L5,214.92,361.82,443.02,212.15,230.28
1989-10-27 09:30:27+00:00,L5,213.41,361.48,447.67,215.55,230.21
1989-11-12 09:30:07+00:00,L5,214.97,394.27,462.32,220.00,235.32
1989-11-28 09:29:40+00:00,L5,206.86,412.93,471.10,228.04,239.88
1989-12-23 09:22:46+00:00,L5,201.81,379.41,466.58,218.85,234.20
1990-02-16 09:27:12+00:00,L5,203.48,360.36,470.25,205.03,216.38
1990-03-04 09:26:38+00:00,L5,216.98,361.86,464.80,216.21,218.79
1990-04-14 09:19:47+00:00,L5,231.15,446.66,424.27,229.34,247.02
1990-04-21 09:25:58+00:00,L5,218.43,395.14,442.96,222.06,233.92
1990-05-16 09:19:49+00:00,L5,221.25,361.54,420.17,207.17,227.81
1990-06-01 09:19:44+00:00,L5,218.47,395.66,441.15,223.95,231.72
1990-06-17 09:20:06+00:00,L5,214.40,381.52,425.15,218.18,228.96
1990-06-24 09:25:54+00:00,L5,208.87,328.00,460.90,202.67,218.22
1990-07-10 09:25:52+00:00,L5,210.08,360.95,462.17,211.35,222.64
1990-07-19 09:19:37+00:00,L5,210.08,224.03,421.42,194.93,212.85
1990-07-26 09:25:48+00:00,L5,221.06,380.26,441.65,217.21,236.19
1990-08-04 09:19:56+00:00,L5,217.15,394.26,426.21,218.67,235.59
