,dates,per0128-0000,per0128-0001,per0128-0002,per0128-0003,per0128-0004,per0128-0005,per0128-0006,per0128-0007,per0128-0008,per0128-0009,per0128-0010,per0128-0011,per0128-0012,per0128-0013,per0128-0014,per0128-0015,per0128-0016,per0128-0017,per0128-0018,per0128-0019,per0128-0020,per0128-0021
0,1986-04-10 14:42:40+00:00,154.43050726279813,161.41246217852785,159.11202888834964,172.76038431753702,176.54880269219967,175.40745907272566,178.66635928226844,173.05302523972867,172.05021891834582,166.48096453609912,165.6664150007732,168.7185991267261,169.05566461269893,179.09840766948363,182.04851224994928,185.36497814029426,188.51825552889537,186.10802157901065,191.40406511150428,200.78391052579036,189.37570972573815,197.81256099020692
1,1987-03-28 14:39:28+00:00,,,,,,,,,,,,,,,,,,,,,,
2,1988-01-26 14:46:24+00:00,128.8001359646393,123.2731829053154,129.0800992714042,157.2228219973963,161.83333172283403,160.23527661790243,170.50748320586985,171.70539997153162,174.55790420956464,180.25843194152378,188.4923828979282,184.48850236674826,193.24746610901065,195.1222686825376,198.74508385979766,189.31490161746007,200.34117526073678,191.12804443261405,191.32198920767416,202.01419285832353,206.76374799620783,203.75591965101984
3,1988-03-30 14:47:10+00:00,142.78348013573577,147.1368156263948,143.4007895164881,158.1864135213648,166.07808794151327,167.8200285119699,156.62947607449019,157.33289421519646,157.74931380605136,161.85177875054436,158.2280153344554,169.64673514811426,157.60540290831563,164.86518117235462,174.78287626562013,168.6340079732443,172.7868801617199,162.97514774326217,156.91123407346942,172.31818087749724,186.19226909821253,186.8205176237832
4,1988-05-01 14:47:21+00:00,161.75578793174563,159.7604458318987,151.7789717835449,168.08965502359015,171.95456711582827,175.7398102419502,171.88290087170614,179.67604939071734,176.262913850398,170.71212657159603,171.41244900352356,170.30396030985005,174.43387824629542,168.59800065443298,189.0373366692282,183.33124326301186,181.55569197797152,172.76887169163737,177.15631527709414,174.38592790270386,178.92135465908697,179.11175021550432
5,1989-03-01 14:46:53+00:00,152.19638490335456,157.87607655525437,166.9242527288501,179.4763898633914,181.0727211669767,182.92692445936245,182.66463744672868,182.92779960313385,186.28774545200378,187.66808087218845,190.969385871994,187.39074042011447,202.59368439297117,204.75705737369222,201.81965519206574,189.02014927239725,203.20215098510374,201.98715772806065,204.71916557721403,201.63016501445728,203.23434228697676,206.70399954140993
6,1990-10-14 14:36:43+00:00,134.98014668273137,141.1227238385491,137.89904720604463,153.93278129937482,160.0903205887906,161.1871606833664,155.99252549259927,158.98923919996363,155.78415953147274,150.98921524297958,160.2730739050256,157.98468814562503,159.76056009394844,149.18373279811956,,153.9585380942121,163.87520926908266,155.3390888870992,156.56101989758673,156.19047245174872,158.2106808450757,161.15705691937936
7,1991-08-30 14:40:48+00:00,,,,,,,,,,,,,,,,,,,,,,
8,1991-09-15 14:41:02+00:00,,,,,,,,,,,,,,,,,,,,,,
9,1991-11-18 14:41:20+00:00,,,,,,,,,,,,,,,,,,,,,,
10,1991-12-13 14:35:24+00:00,137.09708386232714,136.7254949682035,143.14339755726635,154.90953751896225,159.8237752588849,160.5804311579734,171.36420375533564,165.98446476428674,173.5219204784499,174.92220354572575,175.57023976294442,,,,,,,,,,,
11,1993-10-06 14:39:23+00:00,152.8529533260281,155.22346629558703,158.70796578687435,172.436398426297,176.83735234395007,178.49195409984605,178.15507205016308,183.39975681111238,181.64295678883232,181.058017774169,183.27459251414265,181.88748219540324,180.0507237188438,175.28607116758548,191.16565354601642,188.60835398627245,187.39731704297722,192.98591485248937,187.25696666127897,181.07981223676677,186.04316485732846,186.21993015892133
12,1995-04-03 14:26:34+00:00,150.6260473487716,152.42074306670466,150.13553638038783,170.06145421833446,170.0854373191689,174.1393948268998,176.2877005479937,173.79498334689967,177.78392650111064,174.0668450703303,167.95065992814108,168.7110567002396,168.62953437205985,176.89677058904053,163.1361062436574,172.76709467456635,174.2921190945169,170.54642595945714,157.85378941119862,170.1140301749335,179.95217835348816,174.3894543985181
13,1995-05-05 14:25:11+00:00,158.9549376688073,155.91665643586984,147.97153862023882,161.16051886966812,163.84384873364715,163.2718462258167,163.93576054689092,171.583051717107,170.2003778081408,167.22653741259492,161.8046542760863,159.1311098983738,163.93802426699327,162.56923545041897,151.8285615037171,165.2139536529756,165.5866519111688,151.4873405786206,157.38806606383196,164.7167631833092,167.83177431011697,161.33997577263673
14,1995-12-31 14:19:22+00:00,131.42863581411345,130.64437016444805,146.09826153103708,165.582664694585,176.1233139210825,175.56536635147495,170.30980440389618,169.21943861012187,175.2434926094113,178.31767989395837,177.54081779178037,169.43156155818787,172.61489615672437,174.8619931832009,170.61614603711277,165.587241206563,180.45417994888066,177.48742216890446,176.04763475804072,179.09508182110952,178.43618151908652,179.8357673722674
15,1996-03-04 14:23:47+00:00,135.77468780051237,138.3703434588677,138.4276969577714,154.58483380663603,162.43160642212268,165.57313190638624,163.04697726765198,162.87715586578668,163.5352990032059,162.4325201136351,157.79621032252123,155.12311921383719,155.60719835417294,148.68289495894757,147.73249372538118,165.6097098195659,165.02545835064805,147.41827578361955,161.6008486038546,152.68130140334395,156.97620784471508,166.98683802269508
16,1996-03-20 14:24:50+00:00,149.11348494797866,154.73183250888258,146.2962887173317,166.42128417549748,171.62290577017617,176.4396944209651,175.3218428597569,170.8954946210981,178.7367732101384,178.0130300699249,177.54628982758837,174.7573362692768,190.16676363599294,195.13388650572531,173.67733345846588,171.13853781316283,180.06799381258193,174.875005242458,173.96135230973036,175.28479780630713,183.22427572178412,182.21319164421564
17,1997-01-18 14:40:58+00:00,141.80372043350206,143.80416112196565,151.38979646291392,167.26155654610244,173.69977850174195,175.05435961966126,173.1595391666576,176.15362225449365,178.8797144516508,178.9605177150312,181.75549379914563,171.56003199049223,173.40742962170518,178.9711671803938,180.17767420321752,179.26795950582232,186.82527734313942,177.57686305199834,179.5082455852641,177.2560332303551,187.45596585977768,191.1604928938301
18,1997-02-03 14:41:41+00:00,150.75756514186645,154.1517093574858,166.459991578094,178.89809877590466,180.45847531355955,178.29941472498277,178.04898719456156,181.83705092509024,184.23137757730342,189.75890039289231,193.75747454832873,188.75137163904742,193.705581160917,191.6696168993233,192.77048342379027,196.36076714775245,195.256983538742,194.49380951768768,187.78169921238168,197.71322393540282,200.22835554189342,195.06951617015858
19,1997-05-10 14:45:19+00:00,148.77968440738675,155.7075984138114,151.01496937700176,170.32255605531384,171.89660118662147,172.88691255101241,172.8866023674994,168.6366447575723,171.03272625172903,171.06035951575097,168.4579461845213,168.22829706776477,164.00602078391788,165.08889692873805,164.66182204351122,173.826148839087,176.34796208356067,166.42331702214187,167.69823991590576,166.43458377051212,176.7550572350642,186.0441771022475
20,1997-09-15 14:49:32+00:00,154.61274213522844,158.85173525327798,159.0529737057101,171.11790622770985,176.01795882428223,174.9010529295443,177.55865429290665,183.42316911725308,185.47549437353797,188.5395868295577,185.93391204930222,179.30348423352544,189.35118611986718,195.85466937021064,190.49837021667003,184.14290134806174,185.8933778109193,184.67367867263582,184.59522838897678,185.0940782687496,183.3872128834811,191.34938365471376
21,1998-03-26 14:53:52+00:00,152.30138657334172,162.62472840932432,173.22292323904207,166.78426189981516,172.8587870795171,172.33486010309846,173.36724595401458,172.40659831334344,181.55709787596027,189.17288193919742,188.1101420868272,175.53940300530786,184.04297808136556,179.200723240022,184.61278920778716,174.7905916844196,185.64205128783698,180.0289775764915,178.96488064558866,178.02875998294002,180.58265410096726,181.96679366320365
