,dates,jap0007-0000,jap0007-0001,jap0007-0002,jap0007-0003,jap0007-0004,jap0007-0005,jap0007-0006,jap0007-0007,jap0007-0008,jap0007-0009,jap0007-0010,jap0007-0011,jap0007-0012,jap0007-0013,jap0007-0014,jap0007-0015
0,1984-09-21 00:18:50+00:00,,,,,,95.93084236282913,95.23001684479053,105.7439159982291,114.30301060627988,113.30034443802666,108.41124713834348,113.28832850952986,104.91203648230783,104.8723563464636,100.84277958650551,107.38441396256395
1,1984-09-28 00:25:00+00:00,126.82356414637597,115.94499385043832,111.25422218582878,114.4731532359084,123.12864195685421,120.98792200934773,129.4829771598331,128.19074728380227,131.31311270794728,133.38771987176398,118.11356421251396,123.17394507252313,108.27924097731047,113.82039869914617,125.02074597211012,117.86377983911768
2,1986-05-13 00:19:38+00:00,117.97291961559893,123.4773094128026,111.71734036648994,112.75987707607484,108.62775217621049,110.15381413703496,84.23501645441891,102.32671968135217,106.22198956508754,93.57111732374221,91.46179113609944,103.80901298405865,97.7592197461241,98.71442177796061,110.53019265021078,104.67899437100711
3,1986-10-04 00:14:51+00:00,108.57660794326482,96.94279382371762,99.37908925063446,100.88461660224381,105.5557566780155,97.62946975111534,95.51946117850297,104.8696019359255,105.58528354794602,92.98814561827997,108.86781825271514,97.80016803475458,97.33905881626882,104.06721462085706,107.00983459019902,113.8580311642542
4,1986-10-20 00:14:19+00:00,110.5533067851902,105.95406180102395,108.08728811553402,105.94686600598905,114.67193822881856,121.98378352834084,115.19326396493084,128.0247127704244,132.30873938741237,138.57123029922099,130.8246590170836,116.62147453674466,116.39323309560264,117.40728684793768,121.55031709629057,125.29477748588256
5,1987-10-16 00:16:11+00:00,155.80142277156546,124.61505437358903,118.42050713309243,119.62501955157991,,93.87856021970488,105.31571614711498,127.85565796011194,,,,,,,,
6,1987-12-10 00:23:21+00:00,,,,,,,,,,,,,,,,
7,1988-09-07 00:25:41+00:00,146.7509323977719,130.19116269512824,130.65212535959913,136.8000554769909,137.75363221399053,135.96819143415004,134.43759054814075,134.41288431334175,142.21782307986808,142.7497528484809,137.9966862290488,115.66317337788612,109.29227005137685,118.85418083303351,117.16989853905697,125.16720160463322
8,1989-01-13 00:25:03+00:00,,,,,,,,,,,,,,,,
9,1989-07-01 00:16:24+00:00,,,,,91.33905028386077,113.0098759886708,119.89652533488317,119.93130348785456,123.34656622429694,110.6713433746251,104.85542924313508,104.45200320797481,107.2612678343959,122.10394322800329,,
10,1989-08-02 00:15:44+00:00,156.76055710318266,147.10382317079944,136.69281780585354,124.49287888914931,126.6711168324729,128.08027959494066,116.86101512545801,122.51921343939537,124.84609845806864,120.15840151579795,102.6152488977367,102.27489117907508,106.16491895645851,111.83843530436545,125.73023846058956,122.66213089746816
11,1989-08-25 00:21:24+00:00,,,,,,,,138.57258190583758,139.83849782248342,123.10315987993394,112.93258446408073,97.9344288636474,100.01309988095157,107.14227930463348,107.66300075041602,110.21916724385557
12,1989-09-19 00:14:29+00:00,140.2256139031514,123.03427631257645,132.4499593140281,120.64158622903177,120.11356235614704,108.0802710592142,108.2823931919598,121.91023921859968,119.07955484879113,108.35970405122949,102.28664688834253,102.78716878173823,99.20036564631091,99.53627149512647,100.96999454707347,105.58780273188862
13,1989-11-29 00:18:49+00:00,132.40952284315708,131.77707061896302,131.3106023439294,124.7331755508718,122.71374086898781,112.86188624529117,110.52159025898831,102.20392911402867,108.32955210426289,116.0928221043505,113.86790281458374,103.55864436932558,86.46349262434649,87.21576002585662,88.04161367398129,89.76916403315902
14,1990-05-24 00:15:04+00:00,137.19299499663464,113.23095567412348,115.06128195807644,120.36462620481987,115.88556536279734,129.05989828956533,116.99000929103659,109.6796758509181,113.46062340302238,97.23147612261701,107.13518793561525,123.13329339995128,123.38201249874716,122.90192861852098,132.95853023067457,135.56341748838628
15,1990-07-27 00:14:57+00:00,137.39817811652983,132.85946182763806,125.98668682222868,125.57677443764733,124.13299170983309,127.40194943418156,130.86983220267624,132.1658468770384,121.99985821028135,125.76325162968996,128.58098905795885,116.51225788476015,113.35865932915381,114.33768338263337,113.53146012006903,117.2561984006852
16,1990-09-06 00:08:31+00:00,151.5911126197662,147.7215731175999,146.33631611082234,138.02760419047092,134.52209442381212,135.57738145726012,129.8742846054169,126.17906659084521,129.5042196667796,130.21240589357004,130.9243696847905,127.97678835203617,120.39506943110001,113.66390536729975,119.80282908899976,135.03874194504488
17,1990-11-16 00:14:22+00:00,127.05758537983941,115.30566571685911,108.00813977571543,112.65629060613696,124.85895064465662,110.63865954355128,,,,,,,,,,
18,1994-01-11 00:16:20+00:00,,,,,,,,,,,,,,,,
19,1994-10-26 00:10:12+00:00,124.11952971057816,116.20821414543693,110.55176115472794,112.07490133350296,114.69873219583432,102.7278219026497,105.70416841193502,129.41729250574778,147.24728846172786,137.82328411297823,123.34852027814873,102.13023236166323,102.96838396161228,102.15525803788398,105.88208625107244,116.61334241864535
20,1998-01-06 00:30:10+00:00,,,,,,,,,,,,,,,,
21,1999-06-18 00:32:50+00:00,,,,,,137.2173059475988,126.93072142613852,132.74860885230746,140.1180997221556,130.25150291437956,114.90232536938383,113.60550679890807,97.49400399445203,108.61578695378557,122.79458091130658,119.22932033448038
22,1999-08-29 00:47:50+00:00,135.27529343913454,133.3015705881553,129.46726200695258,142.12740144864685,,150.77191389829815,141.93102829635944,137.71819101713822,142.8098209650334,,,,,,,
23,1999-10-09 00:41:45+00:00,134.64189913964307,129.91742254695635,135.14292192013485,132.16095815856542,134.26538205247246,136.29827087725377,139.38312883989525,137.5850952890174,137.79720267919885,128.51903037790763,109.54579611775038,109.85942082538396,,,,
24,1999-12-19 00:47:50+00:00,,,,,,,,,,,,,,,,
25,2000-03-08 00:47:27+00:00,,,,,,,,,,,,,,,,
26,2000-05-27 00:46:51+00:00,109.92733005625647,102.26158787292003,102.91786368804571,95.98082149753087,,,,,105.11394950351972,95.48578095420135,101.38042568371695,113.91219645056388,114.83291803038591,115.9589641499455,119.2497072517522,129.32285387240594
27,2000-06-05 00:40:35+00:00,131.17254334871282,132.74685944583894,122.70678049965176,117.03143132350483,128.4134639600532,139.61045157169113,135.69191814208477,128.5842334324198,133.9424247549551,126.43956979797417,136.52546683638593,131.35753719181884,134.82428748571132,140.45108606273268,151.7468036239358,148.00053119483272
28,2001-04-28 00:44:58+00:00,,,,,,,,,,,,,,,,106.42535343990316
