,dates,jap0136-0000,jap0136-0001,jap0136-0002,jap0136-0003,jap0136-0004,jap0136-0005,jap0136-0006,jap0136-0007,jap0136-0008,jap0136-0009
0,1984-07-31 00:45:05+00:00,161.0162964233353,171.73442977856334,175.17044176474164,165.07754757881568,,169.9175067436697,166.7144516933909,156.19285332128635,136.78236166365,138.92912673115208
1,1984-08-09 00:39:12+00:00,162.71673807377374,172.37582959935546,184.3876425389666,179.875780405247,206.70609487408439,199.6626180892884,183.9960365358875,,151.74295488467718,126.39408100213215
2,1984-08-16 00:45:37+00:00,165.88324202938918,184.2531281329364,190.44123209569034,180.96034892702878,190.040561240882,175.58310728751172,169.05395089260313,,132.14730648519867,133.84432691384683
3,1984-11-04 00:45:46+00:00,151.5345580206483,180.781629496813,196.2996149973816,197.70291050607622,202.71357355567798,194.86831796991353,183.67967197417673,,144.1633638088354,131.2133537059325
4,1985-01-07 00:46:06+00:00,176.84243814598648,189.60413094143095,203.14168366204092,202.60651643363212,213.30648306849108,196.92847929754214,185.5307693543655,,163.9256352811203,139.32940381071057
5,1985-05-15 00:45:56+00:00,163.94391464717478,171.67767512876534,179.06072613702634,170.51916897258715,,174.71184509152798,164.5100846871718,161.07317955633962,111.30017349395037,94.2636953581337
6,1985-12-09 00:43:54+00:00,161.91913636530052,171.0913204889655,176.34153054092582,174.70501457692674,185.11549141079595,175.18272036353946,166.84309070223864,,133.60783111410808,107.53538812898815
7,1986-01-10 00:43:19+00:00,181.21500479893672,199.0275939799514,207.9272541987257,202.87495337800868,206.73594218820762,194.01663700421975,185.91693177856308,164.04797968795913,147.26864756160828,130.99843395131788
8,1986-04-16 00:41:14+00:00,147.2537050092114,150.19235629771106,157.75141348163754,157.19679349363972,173.81728625772396,,154.95939882404855,,124.58691124995292,111.86629502912606
9,1986-09-23 00:36:08+00:00,152.113185178867,168.77168686172465,184.6316592298448,183.98792198439085,198.01263060986625,192.41054362676869,172.3398991090735,,122.41405300912317,93.83379831965219
10,1986-11-10 00:34:29+00:00,157.33168653037856,152.19368078991377,172.141866391874,169.0151472137338,,174.2909616105662,167.90782249662027,,125.99292177737374,121.84029255577033
11,1987-02-14 00:36:34+00:00,158.58539682887897,166.45180775156302,179.05548652424372,185.90904281024757,187.67258782022355,178.82349087256344,173.6967596814578,,164.930140974929,140.5735669214015
12,1987-03-02 00:37:11+00:00,152.67409388728228,164.75191911410232,184.17778688534034,181.30778513176293,194.12478319469923,182.78797003880808,182.31672043268142,177.64768268679447,163.21831161534345,154.1329026236105
