,dates,per0145-0000,per0145-0001,per0145-0002,per0145-0003,per0145-0004,per0145-0005
0,1986-04-03 14:36:38+00:00,,,,,,
1,1986-08-09 14:32:48+00:00,,,,,,
2,1986-08-25 14:32:12+00:00,,,,,,
3,1986-09-10 14:31:38+00:00,,,,,,
4,1986-09-26 14:31:09+00:00,,,,,,
5,1986-10-12 14:30:38+00:00,,,,,,
6,1987-02-01 14:31:12+00:00,,,,,,
7,1987-04-06 14:33:36+00:00,,,,,,
8,1987-05-24 14:35:00+00:00,,,,0.865478767948451,6.75372994470734,13.188867470121547
9,1987-06-09 14:35:23+00:00,,,,,,
10,1987-07-27 14:36:25+00:00,,,,,,
11,1987-11-23 14:45:21+00:00,,2.76843552885604,9.955877500482632,15.851979545849597,19.83480719272459,29.67896656725141
12,1988-01-26 14:46:24+00:00,,7.493818224596096,11.949974388468593,14.80888812718629,23.212367569794992,24.49809799895121
13,1988-04-24 14:41:07+00:00,,,,7.631021234727957,8.916294312611011,6.26585536665913
14,1988-05-01 14:47:21+00:00,,22.786397119362658,14.786679606548311,19.341061605347335,25.564139667781298,29.019973044542247
15,1988-05-10 14:41:17+00:00,,,,,,
16,1988-06-11 14:41:30+00:00,,,,,,
17,1988-06-27 14:41:35+00:00,,,,,,
18,1988-09-15 14:41:41+00:00,,,,,,
19,1989-04-27 14:39:44+00:00,,,,,,
20,1989-06-14 14:38:51+00:00,,,,,,
21,1989-07-16 14:38:17+00:00,,,,,,
22,1989-09-02 14:37:16+00:00,,,,,,34.21879272496558
23,1990-05-16 14:31:13+00:00,,,,,,
24,1990-06-17 14:31:06+00:00,,,,,,
25,1990-07-03 14:31:05+00:00,,,,,,
26,1990-08-04 14:30:57+00:00,,,,,,
27,1990-08-20 14:30:53+00:00,,,,,,
28,1991-02-12 14:31:42+00:00,7.753940460103863,2.2885463723756514,7.074078665573,13.982265015921856,5.3738866032700345,
29,1991-02-28 14:31:58+00:00,15.453862259650924,19.89561075911663,16.591726691181197,19.415971866841492,25.243789324525814,30.62868099270095
30,1991-04-17 14:32:53+00:00,,,,,,
31,1991-05-03 14:33:12+00:00,,,,,,
32,1991-05-19 14:33:26+00:00,,,,,,
33,1991-07-06 14:34:09+00:00,,,,,,
34,1991-08-07 14:34:28+00:00,,,,,,
35,1991-12-13 14:35:24+00:00,7.258508306861421,2.216149975514674,7.93461570798295,8.937298787743131,18.06896644254715,24.34323095393674
36,1991-12-29 14:35:16+00:00,,,,,,
37,1992-01-14 14:35:12+00:00,,,,,,
38,1992-01-30 14:35:17+00:00,,,,,,
39,1992-02-15 14:35:04+00:00,,,,,,
40,1992-03-02 14:35:06+00:00,17.916472668829634,22.725120857008555,21.25330144954841,25.62961251532421,26.76485191785212,29.99924367898513
41,1992-03-18 14:35:08+00:00,23.62701710307502,23.397133127556454,25.699931257805716,17.954781642246033,23.667463793045705,31.404938486413272
42,1992-05-21 14:34:33+00:00,,,,,,
43,1992-06-06 14:34:26+00:00,,,,,,
44,1992-06-22 14:34:13+00:00,,,,,,
45,1992-08-09 14:33:37+00:00,,,,,,
46,1992-08-25 14:33:20+00:00,,,,,,
47,1992-10-12 14:32:28+00:00,,,,,,
48,1992-10-28 14:32:19+00:00,,,,,,
49,1992-11-13 14:31:59+00:00,23.154007884731556,25.355291592268614,27.405729620767424,28.283198026415707,35.48806925809345,36.29826106649357
50,1992-11-29 14:32:03+00:00,,,,,,
51,1992-12-15 14:32:14+00:00,,,,,,
52,1992-12-31 14:32:23+00:00,30.491425965783353,30.922220411906828,35.487438136763956,40.18452884559093,41.25189377479883,46.18025473685572
53,1993-01-16 14:32:36+00:00,,,,,,
54,1993-02-17 14:32:54+00:00,30.77656901342371,17.135150579952946,26.96365763300025,31.653765618219694,35.9775995212329,39.359675069266444
55,1993-03-05 14:33:03+00:00,,-0.49889195708153,4.311975713279012,11.375189905852864,15.287574350718526,26.899808795085782
56,1993-03-21 14:33:06+00:00,,,,,,
57,1993-04-22 14:33:20+00:00,20.002673896596356,5.861392305995363,6.739290565629533,12.445838217451676,22.437333450561802,25.11232002875022
58,1993-05-08 14:33:24+00:00,,,,,,
59,1993-05-24 14:33:28+00:00,,,,,,
60,1993-06-09 14:33:29+00:00,,,,,,
61,1993-06-25 14:33:24+00:00,,,,,,
62,1993-07-11 14:33:21+00:00,,,,,,
63,1993-08-12 14:33:20+00:00,,,,,,
64,1993-09-20 14:39:26+00:00,,,,,0.5298924712889412,7.500692659908805
65,1993-09-29 14:33:14+00:00,,,,,,
66,1993-10-15 14:33:08+00:00,,,,,,
67,1994-02-04 14:32:07+00:00,,,,,,
68,1994-02-20 14:31:54+00:00,,,16.065726425689363,13.412010740768157,,
69,1994-03-08 14:31:39+00:00,37.64183825116906,12.652133594654462,10.835122444676381,14.866028803414398,18.856821390883482,20.27396204980347
70,1994-03-24 14:31:25+00:00,,,,,,
71,1994-04-25 14:30:50+00:00,,,,,,
72,1994-06-28 14:29:33+00:00,,,,,,
73,1994-08-15 14:28:15+00:00,,,,,,
74,1994-09-16 14:27:28+00:00,,,,,,
75,1994-10-18 14:26:30+00:00,,,,,,
76,1994-12-05 14:24:54+00:00,,,,,,
77,1994-12-21 14:24:24+00:00,,,,,,
78,1994-12-28 14:30:20+00:00,,,,,18.006197137764374,16.786336813099357
79,1995-02-07 14:22:37+00:00,12.78715032561317,2.463795568313827,2.8997621363813844,-0.4659058756841721,3.8904830290213153,5.009675266415034
80,1995-02-14 14:28:30+00:00,27.60390180534332,13.944860984148587,19.897641904238373,18.731408708815614,22.37414285091208,23.870252261918054
81,1995-03-27 14:20:40+00:00,34.47431259854187,17.842565857377853,13.052133056256338,13.219500082639563,18.477637686211366,16.227535856476216
82,1995-04-12 14:20:00+00:00,,,,,,
83,1995-04-28 14:19:19+00:00,,,,,,
84,1995-06-15 14:17:07+00:00,,,,,,
85,1995-07-17 14:15:40+00:00,,,,,,
86,1995-08-18 14:14:13+00:00,,,,,,
87,1995-09-03 14:13:28+00:00,,,,,,
88,1995-10-21 14:10:58+00:00,,,,,,
89,1995-11-22 14:10:38+00:00,,,,,,
90,1996-03-29 14:19:13+00:00,45.96490251610027,32.57766610989355,30.50256339820513,27.638761492424297,31.93453014831531,35.82523586906845
91,1996-04-14 14:20:13+00:00,42.85691518436886,23.980092811776125,23.683455841725973,22.908687254346304,24.02342345412586,33.22638429056745
92,1996-04-30 14:21:10+00:00,,,,,,
93,1996-05-16 14:22:06+00:00,,,,,,
94,1996-06-01 14:23:00+00:00,,,,,,
95,1996-07-03 14:24:43+00:00,,,,,,
96,1996-07-19 14:25:34+00:00,,,,,,
97,1996-08-20 14:27:14+00:00,,,,,,
98,1996-11-08 14:31:26+00:00,,,,,,
99,1996-11-15 14:37:56+00:00,,,,,,
100,1996-12-26 14:33:42+00:00,34.20175024745491,20.628106113979666,18.836540837079422,18.648220541389186,23.5626772332163,23.297157040667308
101,1997-01-18 14:40:58+00:00,64.82275037620305,49.75226250691738,58.246238904682635,53.97742685714359,51.481370929354036,52.91743079765835
102,1997-03-16 14:37:10+00:00,82.67835099935687,50.45748425431709,21.469077763507592,,13.973894618892992,18.813538785501958
103,1997-04-01 14:37:46+00:00,,,,,,
104,1997-06-04 14:40:02+00:00,,,,,,
105,1997-07-06 14:41:07+00:00,,,,,,
106,1997-07-22 14:41:40+00:00,,,,63.38525213850166,,
107,1997-10-10 14:44:04+00:00,,,,,,
108,1997-11-11 14:44:54+00:00,,,,,,
109,1998-03-19 14:47:36+00:00,,,,,,
110,1998-04-04 14:47:48+00:00,,,,,,
111,1998-04-11 14:54:04+00:00,50.673067139050765,32.60805410621878,37.198691311598004,41.600385683634656,39.28146043523536,41.053121088299726
112,1998-04-27 14:54:16+00:00,30.093310269325027,15.6974217015214,16.927426375365364,14.158639491502104,17.9717297155161,17.784776291659853
