dates,satname,nzd0341-0000,nzd0341-0001,nzd0341-0002,nzd0341-0003,nzd0341-0004,nzd0341-0005,nzd0341-0006,nzd0341-0007,nzd0341-0008,nzd0341-0009,nzd0341-0010,nzd0341-0011,nzd0341-0012,nzd0341-0013,nzd0341-0014,nzd0341-0015,nzd0341-0016,nzd0341-0017,nzd0341-0018,nzd0341-0019,nzd0341-0020,nzd0341-0021,nzd0341-0022,nzd0341-0023,nzd0341-0024,nzd0341-0025,nzd0341-0026,nzd0341-0027,nzd0341-0028,nzd0341-0029,nzd0341-0030,nzd0341-0031,nzd0341-0032,nzd0341-0033,nzd0341-0034,nzd0341-0035,nzd0341-0036,nzd0341-0037,nzd0341-0038,nzd0341-0039,nzd0341-0040,nzd0341-0041,nzd0341-0042,nzd0341-0043,nzd0341-0044
2000-07-13 21:52:07+00:00,L7,,361.31,358.51,,,341.32,365.99,357.93,376.84,366.12,370.76,389.62,396.36,387.63,373.57,358.15,335.65,323.06,311.70,312.70,319.45,323.78,317.71,318.44,321.87,326.02,333.37,339.33,346.21,349.66,346.23,334.50,329.71,327.75,314.04,308.85,321.99,337.96,353.50,361.83,350.87,341.53,348.41,357.59,355.46
2000-07-29 21:51:50+00:00,L7,352.43,379.16,365.61,385.08,377.35,349.01,370.83,363.19,365.70,364.93,385.93,408.29,410.54,403.63,388.70,370.62,354.15,331.45,316.33,308.89,322.60,334.79,342.10,331.29,326.00,329.31,335.14,340.48,361.27,355.77,344.92,354.21,367.99,335.43,320.03,319.84,324.35,380.84,388.82,377.88,363.99,346.93,349.12,369.37,392.66
2000-08-14 21:52:08+00:00,L7,347.96,360.12,355.27,368.26,368.69,331.65,345.15,350.68,356.94,351.08,359.18,375.03,384.31,371.98,361.39,347.36,331.90,323.50,312.26,310.11,313.05,316.14,315.52,322.00,329.62,338.17,336.65,335.41,339.57,346.35,344.95,340.67,322.29,316.95,312.24,316.50,328.19,353.07,354.92,366.10,356.98,338.28,344.88,357.18,360.75
2000-09-15 21:51:13+00:00,L7,344.86,352.36,350.91,362.32,354.91,328.71,334.97,342.02,347.98,335.99,322.17,360.74,379.50,363.79,349.41,341.30,321.77,306.96,305.06,308.09,306.74,306.24,301.37,314.56,325.16,329.66,331.96,340.15,350.43,349.04,327.35,325.63,313.80,293.72,298.36,302.37,317.03,338.69,345.35,342.75,337.37,339.55,345.65,346.77,339.60
2000-10-26 21:45:10+00:00,L7,352.16,371.87,364.97,385.71,366.82,334.90,,360.20,376.61,376.33,384.97,384.08,389.26,376.29,359.97,342.02,332.35,334.44,335.64,330.93,329.44,320.32,329.31,335.88,361.62,361.94,339.09,338.41,347.46,368.79,363.47,354.57,326.29,326.12,314.58,330.73,335.24,338.05,355.85,370.34,370.34,364.64,362.65,360.47,355.85
2000-12-04 21:51:22+00:00,L7,344.90,358.75,356.37,374.14,349.67,317.19,335.91,345.77,351.77,344.90,336.25,364.22,379.75,363.20,347.59,340.13,329.83,324.62,322.25,314.31,313.47,326.58,342.18,342.89,338.21,332.07,336.57,344.31,357.54,347.47,347.23,340.18,329.65,321.52,312.31,311.49,318.03,328.54,334.15,345.27,348.42,350.71,345.36,343.91,334.93
2001-01-05 21:51:28+00:00,L7,358.08,361.02,364.93,384.59,373.06,328.78,368.49,369.79,379.93,374.95,377.88,385.31,394.81,389.81,377.62,344.61,343.55,336.20,341.06,345.33,344.82,338.07,348.97,350.19,347.29,337.72,353.00,364.89,372.40,375.43,361.93,355.16,346.57,339.70,337.99,330.60,342.33,360.53,372.15,369.53,360.67,364.77,364.24,368.52,365.71
2001-04-04 21:44:54+00:00,L7,,620.88,603.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-27 21:51:07+00:00,L7,,,,,,,,,,,,,,,,,,,,,,312.49,316.55,318.37,320.41,323.17,326.42,326.34,335.33,338.90,329.64,319.73,311.76,296.15,287.65,294.57,304.71,308.96,321.05,,,,,,
2001-05-13 21:50:33+00:00,L7,331.64,335.16,331.81,352.97,347.13,331.28,332.46,335.48,340.45,339.61,341.35,347.72,346.76,344.73,337.07,315.60,303.48,299.80,301.85,301.30,303.77,306.42,305.51,306.83,311.20,316.36,318.64,323.99,329.60,335.21,325.70,316.15,304.01,291.26,292.34,294.02,302.91,303.96,319.25,330.46,327.48,328.75,333.77,329.95,332.88
2001-05-22 21:44:42+00:00,L7,351.82,360.81,355.52,370.73,374.13,333.00,346.26,357.80,357.65,358.72,365.62,376.16,380.13,372.30,348.97,322.07,318.51,323.23,325.34,329.58,329.81,324.60,326.21,326.22,331.08,332.44,332.19,337.53,350.66,356.97,343.96,332.51,329.75,324.24,318.76,327.23,330.73,333.49,341.54,347.45,349.39,345.49,348.08,352.87,356.67
2001-05-29 21:50:49+00:00,L7,,,,,,,,,,,,337.42,300.96,,,,,,,,,,303.20,294.68,299.67,308.42,304.31,312.55,322.84,323.47,314.82,295.52,292.95,281.58,281.11,278.56,279.32,302.61,313.45,,,,,,
2001-06-14 21:50:14+00:00,L7,363.33,361.25,357.21,371.96,362.93,331.76,344.37,350.41,359.61,359.80,369.93,378.85,386.90,374.33,352.66,329.39,322.95,325.93,332.10,335.90,335.85,331.20,329.31,330.08,328.95,336.66,337.47,341.36,347.22,355.04,349.21,344.60,329.09,318.61,315.53,321.85,317.91,330.28,340.40,348.70,352.56,349.72,354.26,355.52,359.57
2001-07-25 21:44:06+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.29,331.62,320.69,309.75,308.42,279.91,286.11,292.10,287.02,299.63,293.57,318.98,326.14,325.84,324.63,321.86,324.63
2001-09-18 21:49:29+00:00,L7,348.29,360.41,355.76,372.54,362.65,335.22,355.00,354.89,369.83,366.75,370.56,382.10,382.40,387.89,359.48,337.46,324.28,322.95,331.97,317.13,314.86,310.58,320.97,329.09,340.51,343.46,342.55,343.39,343.61,346.79,344.39,341.90,322.77,309.96,312.55,308.23,316.67,318.86,332.40,347.00,353.59,342.47,340.42,343.93,342.82
2002-03-06 21:43:47+00:00,L7,344.82,344.25,345.72,364.15,348.35,319.32,329.69,326.60,333.63,338.55,353.83,359.77,360.59,335.38,318.95,313.16,306.43,309.23,305.18,291.77,311.51,314.86,311.74,310.11,314.39,330.25,330.34,335.74,340.07,344.92,339.41,325.69,,,,,,,,,,,,,
2002-05-09 21:43:40+00:00,L7,353.02,367.55,365.57,,361.50,331.29,335.70,339.52,354.26,355.24,370.25,382.77,376.68,361.51,336.73,316.87,319.88,322.90,318.83,321.69,326.11,327.08,326.12,327.07,331.16,336.68,340.58,355.44,370.15,365.74,349.42,339.60,330.35,320.61,308.25,304.23,312.05,312.17,330.41,342.35,347.54,353.86,349.97,351.71,346.80
2002-06-17 21:49:33+00:00,L7,344.78,349.73,339.18,352.67,335.01,308.42,322.38,335.73,340.07,352.82,354.33,355.27,368.93,337.65,321.07,313.57,314.02,311.58,303.59,307.18,306.36,309.92,309.01,313.67,319.63,322.72,326.40,335.37,337.58,341.58,329.40,329.87,321.83,295.17,288.88,287.80,291.98,303.76,306.10,319.64,319.72,309.73,316.14,316.87,323.06
2002-07-19 21:49:21+00:00,L7,357.49,368.19,364.91,382.29,372.27,334.25,369.25,360.99,387.41,374.31,379.77,391.80,398.56,380.58,367.63,348.14,338.96,327.59,324.35,330.51,342.12,336.03,334.81,,,,,,,,,,,,,,,328.40,327.46,340.35,334.83,333.72,336.98,346.40,345.44
2002-08-20 21:48:46+00:00,L7,356.94,367.93,362.74,382.27,363.70,335.55,362.96,354.72,368.19,359.52,370.43,388.32,394.62,383.91,365.12,341.18,312.22,320.00,321.68,320.73,320.75,320.55,320.14,317.41,322.72,328.60,333.52,340.71,354.31,360.14,355.32,342.40,335.24,329.33,328.07,319.37,320.14,335.37,343.32,343.47,336.65,336.90,333.94,329.21,335.51
2002-09-05 21:48:38+00:00,L7,369.55,397.74,368.56,393.46,381.35,343.32,374.39,374.90,421.03,391.89,404.42,407.19,424.51,393.27,373.17,343.57,338.37,338.24,332.78,322.05,324.89,,386.49,384.87,374.90,376.90,369.64,377.30,373.06,370.40,358.93,355.77,344.67,336.25,324.35,328.34,325.32,334.98,348.43,346.45,351.64,339.27,343.68,336.76,345.10
2002-09-14 21:42:42+00:00,L7,338.08,346.58,353.16,371.30,355.52,324.94,330.50,338.65,352.10,350.81,359.81,366.11,376.49,361.55,338.03,309.29,311.31,315.32,313.46,310.71,316.40,320.34,323.72,318.67,317.03,316.74,322.52,329.90,337.84,341.53,344.02,334.39,326.35,321.39,307.40,304.45,302.75,304.81,318.16,323.04,321.01,307.16,311.23,320.93,328.17
2002-10-16 21:42:36+00:00,L7,357.29,368.38,364.17,379.27,358.23,330.23,343.61,352.59,367.19,369.27,370.69,388.21,399.43,381.91,360.78,339.66,317.09,319.25,321.20,317.12,325.49,322.93,325.05,326.82,329.56,349.20,352.03,357.86,358.60,357.80,344.02,324.31,317.88,318.68,309.16,311.98,303.34,305.25,318.72,334.54,331.23,325.71,323.98,326.85,331.37
2002-10-23 21:48:27+00:00,L7,359.20,367.55,365.27,380.23,361.76,332.72,350.09,356.15,369.42,370.54,380.11,394.13,399.67,386.07,363.22,338.63,324.69,323.62,324.44,324.95,327.91,332.52,334.09,337.78,342.61,348.25,360.37,359.58,358.90,356.87,346.73,331.68,328.00,326.23,318.42,314.50,318.55,311.80,322.10,335.14,330.63,331.34,327.80,327.65,335.14
2002-12-26 21:48:59+00:00,L7,336.09,344.64,329.99,354.06,344.76,321.59,328.07,332.84,346.55,345.86,351.58,365.41,377.12,366.37,352.34,326.87,317.06,314.48,315.09,312.69,309.92,307.36,307.13,309.50,310.77,314.30,322.65,331.37,331.87,332.04,321.20,316.04,312.81,297.65,292.00,292.27,292.32,295.98,308.09,315.47,308.18,303.67,304.67,317.44,325.40
2003-01-11 21:49:02+00:00,L7,341.20,354.05,341.98,364.71,359.44,334.53,355.09,355.90,368.06,369.46,372.51,381.32,398.52,398.54,391.06,366.36,354.57,341.17,331.98,328.50,324.21,321.37,319.19,322.58,323.69,326.54,330.10,334.67,338.98,339.14,327.27,323.46,310.96,314.32,,,,,,,,,,,
2003-01-27 21:49:33+00:00,L7,352.78,368.27,363.76,379.10,373.06,334.26,350.54,363.68,371.81,378.39,382.86,390.14,397.61,393.64,379.27,363.14,347.04,337.48,330.76,325.59,333.04,333.74,331.93,328.70,326.89,335.64,336.32,349.53,357.27,355.89,338.99,327.46,324.14,314.57,312.99,313.61,317.84,312.68,322.99,326.25,332.77,331.61,330.40,325.64,331.40
2003-03-16 21:49:46+00:00,L7,352.52,370.27,371.23,389.92,381.05,349.33,375.04,361.64,379.83,379.04,382.80,397.97,409.10,404.74,384.95,351.66,341.87,328.14,331.07,327.66,327.40,326.87,325.33,325.98,326.86,332.87,336.52,343.10,364.08,365.64,356.52,346.17,343.18,329.21,329.32,335.40,341.68,339.92,347.66,345.05,341.10,334.04,347.33,349.99,345.17
2003-05-03 21:49:49+00:00,L7,355.82,359.30,357.37,367.31,368.97,335.55,348.47,348.50,357.58,358.05,364.25,369.95,379.00,368.00,348.04,320.59,318.02,314.28,306.52,323.60,323.18,321.19,317.41,314.65,318.74,331.45,333.90,346.05,362.16,353.36,334.28,328.87,316.56,308.25,304.04,312.86,322.94,326.27,331.78,335.21,327.08,326.17,335.39,330.84,332.28
2003-07-23 21:31:26+00:00,L5,358.33,365.78,364.65,386.72,366.23,333.47,349.76,343.36,355.49,370.40,380.53,390.01,391.87,371.70,360.39,333.90,327.29,320.94,319.45,324.37,323.91,326.94,324.73,325.73,331.71,338.32,337.10,348.86,359.13,356.87,348.02,331.90,332.24,328.33,321.77,316.68,317.27,324.10,328.59,334.57,332.19,336.43,336.72,333.62,335.23
2003-07-30 21:37:21+00:00,L5,358.04,361.14,353.98,372.01,355.58,327.85,342.23,341.53,353.44,362.07,372.33,380.14,393.73,369.26,358.62,334.03,320.02,314.59,316.91,316.76,318.12,316.07,317.28,320.79,323.69,329.98,335.11,345.89,354.46,359.35,341.69,332.07,317.43,314.22,307.45,309.01,305.44,315.50,319.48,336.27,327.72,328.24,334.30,328.63,328.74
2003-08-08 21:31:43+00:00,L5,,347.94,364.43,,,,,,,,,,,,,,,,,,,,,,,,,,347.42,372.14,368.53,339.57,338.20,322.09,331.60,322.67,317.51,316.79,,,,,,,
2003-08-15 21:37:36+00:00,L5,331.24,337.61,332.51,350.86,341.85,323.47,325.23,328.37,338.30,348.79,357.39,369.25,377.82,310.43,329.54,313.20,300.54,292.37,298.25,297.96,305.56,301.57,306.00,302.73,312.98,320.36,324.50,330.02,334.20,339.97,330.13,316.09,305.59,297.75,294.20,307.27,311.23,313.31,310.72,325.24,320.82,310.75,314.32,310.37,312.92
2003-08-24 21:32:00+00:00,L5,350.52,372.71,356.06,378.02,368.88,347.25,362.50,353.05,362.46,369.86,379.40,385.45,411.13,405.54,376.87,347.29,331.23,319.83,310.47,304.89,311.61,320.73,315.46,317.71,315.49,329.25,345.45,356.87,351.33,365.37,362.55,344.17,329.93,330.57,333.91,326.04,339.54,359.46,362.91,364.18,343.68,340.75,344.42,340.83,336.43
2003-09-24 21:48:50+00:00,L7,,,,376.85,371.78,342.50,366.74,356.24,367.08,367.92,379.59,399.44,413.74,409.78,377.69,,,,311.09,302.35,305.17,313.58,314.30,321.44,329.22,330.59,332.73,356.22,369.17,,,,340.65,343.09,328.68,334.26,345.94,354.77,353.60,356.89,336.76,335.16,,,
2003-10-18 21:39:00+00:00,L5,337.13,340.30,334.32,359.76,367.75,329.40,351.27,356.44,361.37,359.81,349.00,345.66,351.90,345.13,335.78,327.91,311.97,307.81,307.91,312.35,305.76,311.75,320.55,321.04,323.74,321.46,326.07,334.21,342.19,350.71,344.01,340.63,345.59,329.13,321.52,325.69,336.99,343.04,337.49,330.85,325.14,320.24,322.17,322.59,325.35
2003-11-19 21:39:26+00:00,L5,354.00,366.46,361.23,386.10,380.36,339.04,357.04,352.97,358.52,359.45,364.10,371.76,376.46,370.42,369.34,352.71,339.77,333.11,324.09,325.06,326.49,308.48,312.35,314.32,318.84,324.87,328.31,336.80,365.40,373.83,373.04,376.33,365.27,347.09,320.05,314.97,327.61,341.75,348.60,343.46,344.03,358.81,359.63,354.92,351.40
2003-11-28 21:33:21+00:00,L5,339.69,345.46,345.49,362.16,346.23,322.21,332.06,334.83,343.84,339.83,331.95,327.86,345.01,343.51,331.26,318.54,308.74,299.37,297.03,300.35,302.72,306.61,304.79,306.87,309.65,319.30,319.99,327.50,336.26,342.75,342.82,334.59,320.22,303.46,298.11,300.04,306.29,319.06,315.31,326.04,322.02,319.37,318.72,322.65,325.89
2003-12-14 21:33:26+00:00,L5,350.83,353.58,355.73,367.13,358.15,327.88,333.32,349.98,353.34,356.98,349.06,348.57,364.55,361.52,343.72,333.10,315.09,305.09,313.99,313.70,316.78,322.10,320.05,324.56,324.93,332.34,329.21,338.46,341.16,356.03,351.38,348.11,335.93,318.28,307.19,307.48,324.97,330.29,334.26,335.87,336.79,330.97,336.22,328.53,340.86
2003-12-30 21:33:36+00:00,L5,342.53,341.71,347.98,365.16,350.63,311.33,332.08,339.85,350.67,343.28,336.85,357.93,372.36,359.70,342.03,326.90,311.77,301.25,305.74,303.53,309.56,318.60,325.77,324.38,323.01,323.96,328.62,342.45,359.12,363.02,351.85,345.18,324.36,320.19,310.05,315.09,323.59,333.21,335.57,343.47,338.05,336.27,337.80,330.86,332.01
2004-01-22 21:39:28+00:00,L5,339.49,359.66,356.81,381.59,370.09,340.68,355.74,349.37,347.14,347.69,342.30,360.91,373.96,364.18,343.76,324.62,320.67,319.54,313.84,321.70,323.43,326.74,314.39,314.69,319.70,322.79,332.83,344.88,359.06,375.04,364.11,352.96,344.48,336.03,330.62,322.79,326.69,333.87,330.62,335.90,331.07,337.65,348.17,351.79,349.37
2004-02-16 21:33:48+00:00,L5,350.33,346.76,354.94,370.90,365.20,329.23,340.87,348.57,356.53,334.38,,374.53,378.89,361.37,341.15,323.87,315.99,311.01,314.41,314.68,317.49,319.20,318.98,318.01,327.69,335.90,344.82,351.25,362.34,364.68,349.68,342.89,334.72,328.19,321.81,327.59,327.36,333.45,339.47,339.79,334.03,338.67,341.83,342.62,344.92
2004-02-23 21:40:02+00:00,L5,323.65,333.64,334.30,357.66,348.70,315.33,327.61,344.17,344.21,321.00,298.59,325.65,347.72,344.76,325.03,303.08,296.51,291.40,306.59,304.79,309.45,310.77,313.01,310.49,319.03,312.68,319.83,330.00,332.38,335.83,325.96,329.13,321.46,305.31,310.40,314.21,316.34,319.32,302.03,313.08,316.48,312.55,316.43,319.36,334.97
2004-03-19 21:33:59+00:00,L5,359.15,364.07,365.13,381.59,374.67,339.44,366.68,366.49,380.56,376.89,368.76,384.21,389.15,373.40,364.47,338.45,332.00,325.14,318.72,323.16,321.11,325.17,330.08,331.45,332.82,341.66,349.22,358.86,365.34,371.70,364.01,348.01,343.48,349.36,327.79,330.91,338.28,336.97,343.98,354.39,353.40,363.42,366.06,357.09,352.26
2004-04-03 21:49:54+00:00,L7,357.19,374.28,368.47,390.00,376.85,342.18,,,,,,398.14,398.66,389.17,365.21,343.94,332.02,328.51,328.06,333.29,331.26,,,,342.15,350.22,354.31,368.98,374.49,384.06,365.78,354.80,347.72,341.92,,,,344.07,359.22,371.71,361.82,366.34,368.33,363.43,361.40
2004-04-20 21:34:43+00:00,L5,342.59,350.17,356.82,372.11,358.35,324.63,340.93,348.43,359.83,358.65,351.55,366.50,367.91,355.83,342.00,322.77,313.40,312.02,309.63,313.86,318.36,318.34,320.92,326.84,322.88,331.71,333.06,339.66,342.95,350.06,341.75,328.17,316.20,305.83,311.10,313.45,315.01,312.19,322.56,333.45,334.16,329.65,336.90,340.76,332.66
2004-06-06 21:50:08+00:00,L7,,,,,,304.09,,,,200.11,,200.63,190.49,352.00,338.39,204.04,,294.19,,,306.88,307.72,304.93,300.73,311.90,318.21,324.97,332.03,335.26,344.24,337.13,,,296.68,300.19,301.70,307.53,307.54,299.94,326.72,322.59,321.50,325.91,327.36,
2004-06-22 21:49:40+00:00,L7,333.12,,,356.67,343.71,314.32,321.03,320.32,302.82,284.93,276.75,349.39,254.91,,334.11,310.47,299.97,295.56,298.43,302.26,305.17,302.59,308.34,308.58,312.87,318.92,,,330.16,341.72,328.21,323.37,312.14,291.36,299.84,297.62,302.35,305.87,303.42,,,,331.11,331.14,328.70
2004-06-23 21:36:34+00:00,L5,342.73,344.30,347.25,366.95,,,,,,,,,,,,,,302.44,306.89,307.35,312.39,312.41,310.10,318.69,319.87,323.64,330.37,344.05,342.93,344.95,340.02,332.16,319.63,305.79,306.79,305.23,312.56,321.50,319.84,333.32,333.94,337.09,332.24,337.01,335.07
2004-07-08 21:49:38+00:00,L7,,351.02,344.85,,,318.06,331.73,336.94,332.18,298.33,325.26,363.79,375.73,,,,312.54,311.18,310.57,311.12,311.04,311.38,318.94,317.50,322.30,329.65,331.69,,,349.98,344.04,335.69,320.45,310.38,306.30,309.17,317.03,328.56,322.73,340.63,,,342.69,340.72,336.54
2004-07-25 21:37:25+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.00,317.90,333.47,338.28,337.39,333.94,339.76,341.48,342.26
2004-09-18 21:44:34+00:00,L5,339.58,342.27,340.49,357.05,343.75,319.19,327.22,324.09,324.41,332.46,342.89,349.29,357.19,347.64,326.10,258.37,291.28,292.31,295.73,302.54,301.73,302.59,305.80,298.22,303.26,321.53,321.96,326.81,332.60,350.60,341.04,331.65,318.78,296.21,286.70,292.65,290.30,294.30,296.80,317.68,321.11,316.88,323.50,329.39,328.35
2004-09-26 21:49:38+00:00,L7,,,,,,,,,387.00,383.32,394.74,240.76,,,346.61,319.70,328.33,334.81,331.46,324.33,314.98,324.39,334.80,326.98,336.28,,,,371.44,377.94,,,,,,,,,,,,,357.71,354.94,350.34
2004-10-13 21:39:20+00:00,L5,348.09,359.23,350.35,373.17,,,,,,,,,,,,,,,,,,,,,,,,,363.97,364.16,369.85,363.53,348.25,334.50,317.38,309.35,313.97,319.25,328.15,343.61,348.03,351.04,344.10,348.59,349.04
2004-10-20 21:45:40+00:00,L5,343.60,353.11,340.90,360.70,355.33,322.61,337.36,337.49,350.93,356.70,363.23,371.58,357.85,346.17,330.35,293.96,296.37,300.20,302.85,312.89,312.47,309.79,312.32,307.40,311.20,323.18,322.57,329.43,334.76,347.21,343.13,333.00,332.08,316.57,300.17,299.12,303.65,304.02,308.52,322.60,324.01,323.23,316.30,324.25,325.77
2004-11-13 21:49:59+00:00,L7,,361.27,354.37,379.46,364.94,328.74,343.42,347.22,360.47,366.70,371.76,386.71,392.53,,,,319.29,321.12,324.15,320.09,328.97,318.43,317.68,316.08,318.15,327.28,339.08,,,362.12,356.26,351.08,342.38,328.81,315.80,311.97,298.76,306.05,323.96,335.91,,,340.89,342.75,337.13
2004-11-30 21:40:15+00:00,L5,341.52,344.97,342.19,357.72,340.89,315.70,325.70,326.90,326.35,337.53,346.17,356.90,357.25,340.84,324.15,290.48,299.83,300.21,305.95,306.39,305.09,302.49,300.50,301.25,306.82,309.25,322.64,327.37,338.16,343.10,334.84,327.66,319.48,305.25,298.53,292.59,294.02,299.28,298.10,312.27,321.89,318.04,321.71,324.40,333.87
2004-12-16 21:40:34+00:00,L5,343.89,344.87,343.13,356.45,336.71,306.53,312.00,317.98,318.95,326.07,336.96,343.68,342.17,325.99,294.36,275.84,288.65,294.24,301.69,304.07,304.80,299.73,304.36,300.59,306.35,308.91,320.68,321.76,327.60,332.75,331.62,323.91,317.76,291.98,281.65,284.11,282.95,285.83,289.98,308.58,314.08,309.93,315.29,323.91,327.80
2005-01-17 21:41:01+00:00,L5,351.90,360.79,355.95,366.68,351.89,319.41,338.54,343.93,358.49,360.96,371.58,382.95,387.82,364.34,325.99,324.41,328.24,329.92,322.37,326.40,330.92,334.14,329.44,333.54,332.26,335.15,337.87,339.10,349.69,355.59,349.02,339.56,333.28,325.57,315.08,309.52,311.62,310.37,317.53,328.32,337.98,337.31,331.79,328.88,336.91
2005-02-09 21:47:07+00:00,L5,,,,,,,,,,,,,,365.72,347.51,338.31,326.68,324.01,334.56,331.12,335.13,327.32,312.12,306.20,311.12,309.51,312.68,317.10,344.30,353.14,351.89,350.20,340.17,327.12,324.99,310.80,312.36,312.19,320.02,328.72,326.05,343.92,347.63,351.43,354.57
2005-02-17 21:50:40+00:00,L7,348.05,353.81,,,351.15,327.54,346.89,350.33,358.69,360.17,368.60,384.50,390.50,385.57,343.37,338.55,326.54,,,,328.48,323.08,319.45,314.60,312.91,317.38,325.27,328.29,338.48,348.62,341.19,,,325.52,322.56,326.42,323.65,328.28,324.90,347.65,335.54,333.54,333.63,351.22,
2005-02-18 21:41:30+00:00,L5,354.50,367.26,362.60,383.21,375.46,338.01,361.77,366.29,372.82,368.81,381.08,395.19,397.03,387.28,357.51,347.40,337.76,336.95,343.54,339.67,343.09,338.86,331.43,326.68,324.85,329.10,332.67,340.00,351.26,357.30,350.09,346.70,345.68,334.45,337.36,339.49,338.81,346.53,349.38,358.10,350.13,340.35,347.95,361.46,363.63
