,dates,chi0400-0000,chi0400-0001,chi0400-0002,chi0400-0003,chi0400-0004,chi0400-0005,chi0400-0006,chi0400-0007,chi0400-0008,chi0400-0009,chi0400-0010,chi0400-0011,chi0400-0012,chi0400-0013
0,1986-02-04 14:07:35+00:00,223.92578868164958,,,,,,219.78938093555388,,214.8200762086574,212.1897666465601,,,,
1,1986-08-15 14:02:17+00:00,,,168.97217497317874,154.41327996501306,167.8718978468425,170.92134013303723,185.83442869421728,173.73577541815962,181.4757405293569,176.31693043225425,161.78622352664837,143.9898252620054,,
2,1986-10-18 14:00:08+00:00,200.1174279184055,169.60285582851668,193.9628049695625,186.3292811346881,162.3481907570436,172.55335208414817,179.8861840520021,189.2141643573126,183.07859719849037,163.08485236785157,165.45086941344002,160.04871520931465,148.9117847978186,157.3638446369182
3,1986-12-21 13:59:37+00:00,196.73483686957513,182.5418573497887,197.3211644910658,190.73507298343532,186.56565035123086,194.32286587304327,184.72949837776267,198.85058648591271,184.1765042691555,182.48913163351284,198.11290364137358,174.39511641924582,170.52599245895536,181.40908304294518
4,1987-01-06 14:00:06+00:00,141.66235332629253,180.92392895390094,194.00864540283527,196.81816982401503,190.64737675838836,190.446513533474,187.5897465518613,199.95168035868238,177.16965650268006,187.4475994971719,184.33489159929294,174.3840004827457,171.70537439741287,175.55915162651192
5,1987-01-22 14:00:34+00:00,136.59831027969219,198.22041114061332,187.59902948730735,203.4384376341721,200.2133639211761,194.80579622899558,192.8710460047798,205.7734169300781,184.74539116324613,188.7632408078992,192.54758264993654,174.17569454861749,182.03736295615383,184.94758033675683
6,1987-02-07 14:01:09+00:00,146.56011835544086,213.50916847728806,209.77139854506365,212.5966823195249,206.21097960328404,209.54607056049954,204.36257087094634,209.97091903678634,199.4237616647779,198.60774613392113,203.22793854285803,188.98322180932914,195.52750627612548,193.29284644409935
7,1998-02-21 14:16:53+00:00,,,,,,,,212.1734627832832,203.96124884215246,187.27405205439888,173.20171894584288,179.24781371654436,175.12010540840345,162.90297174067686
8,1998-03-09 14:17:09+00:00,,,263.2453496010919,,,239.23387185937833,228.59847483240557,227.26522955030595,215.3284493007372,210.2349476345339,201.00693864915272,201.33738404725938,192.8551498657935,185.23471976536086
9,1998-03-25 14:17:23+00:00,,252.0082574051763,242.73747998122354,239.54431638195578,236.24282427457655,227.9674269551344,220.55096922145523,218.15589307184237,204.28642526587004,205.22334001681094,205.3252663061925,201.37274193148673,193.68253420957674,186.75636778675377
10,1998-06-13 14:18:31+00:00,207.64789584649202,185.59784311640755,205.39006104836398,198.39124340408858,193.1162203533491,193.07748969994216,194.991793752753,191.94064196982941,174.39023895152783,183.5418266180875,,,,150.6919259660724
11,1998-09-17 14:19:26+00:00,214.62516763263358,211.94245565368928,208.7188517330749,219.2608032509493,220.46980454583297,214.89421654122654,213.32774606060082,217.96958082810252,201.9978843769542,205.81812454105452,215.62535763902056,217.34945170533467,209.20910038375837,207.8201680449222
12,1998-10-03 14:19:29+00:00,186.42094975896256,172.52060592034888,183.4003713781604,180.1192949172152,197.82630968907978,201.72799497442753,189.51493427517215,195.37765717117563,191.44885232316366,186.29937045997428,183.7710733438516,183.5400080694385,189.8249722391585,183.27881991687616
13,1998-12-22 14:19:42+00:00,233.86000284369288,,222.39272276248263,222.08880111683848,224.550234880005,226.34913134105489,227.6390921637947,233.84963986286056,,,,,,219.24597993268625
14,1999-09-20 14:17:14+00:00,196.9903284365919,177.95351524974666,187.41704091259714,198.17235565504393,198.53874301935795,181.61938690536584,172.82340117263658,180.20423715139992,172.54621087655767,182.57613023062413,182.62886865143093,177.0298127733504,169.22877367416044,164.94318096784056
15,1999-09-28 14:33:39+00:00,210.0653872060334,190.95132850299586,201.94444942913287,212.95446875896894,221.25564234238192,203.41549393509138,197.0381035726101,199.9052874479752,200.3837315137926,216.56687640907205,203.23578910836332,202.66560928273668,186.97547368870292,189.76085870043366
16,1999-10-14 14:33:38+00:00,210.6347543699188,196.2668616761365,210.628444357485,214.61906353202303,217.44650164998058,205.7333327820649,209.81921422889693,213.2873930113169,198.11558322104787,216.55524891083274,201.14502544648178,207.41890846957733,188.54659131961128,194.17932711070839
17,1999-10-30 14:33:32+00:00,213.28536709154747,206.31961785555922,215.0440027723105,212.40811431229702,222.15835811879504,219.4900665463516,214.34987744266124,220.88555957947838,210.96241067600675,214.4131344931366,210.48197399145454,215.07648685478176,220.2377414080024,207.99374953576586
18,1999-12-01 14:33:26+00:00,217.9222982243643,212.70353632995565,216.5193622243143,218.02838296043137,232.5483227478041,222.15101059754187,228.24313079222793,225.02404485330152,222.92496473570725,211.23001380945715,218.94855031875676,219.77923873208107,215.5384642863037,217.91752108567732
19,1999-12-25 14:15:44+00:00,236.79714085598474,234.15718117734025,232.4507893780263,233.98827062612156,232.62496237029399,239.93127640627182,231.99827814621722,228.0766286942448,231.8972592514247,228.14290046616156,228.08204531529753,231.8455781118447,223.2854778139544,217.7127813814179
20,2000-01-18 14:33:25+00:00,241.54493108207004,238.31484943553107,245.90603058261055,243.34142172057398,239.15050445151672,243.81594805746127,239.5128033948527,236.77888502687276,238.86646768743609,242.79764628359132,239.87396605048872,231.72330203380017,226.52786953945804,223.61650456327118
21,2000-02-03 14:33:25+00:00,237.08113966641235,233.3642203454948,238.48057226410785,239.18422861912643,244.4374610056856,241.42867300644988,240.00603904095325,240.46103009004338,235.25509937345294,238.47477131094055,232.9343578498815,235.50968049837786,235.46290950012988,229.3292244720086
22,2000-03-06 14:33:14+00:00,251.2913231197387,245.45984581092975,245.40066511689227,241.64265349008593,233.13547417626015,229.29282018922154,232.33825228920236,233.42256905667813,227.65410703719246,223.03184185418706,217.63945413038905,224.24038694075875,224.0208662544017,218.00994925583493
23,2000-03-22 14:33:15+00:00,238.3964932667737,237.37194978375578,236.94005439549505,237.11731194792662,235.5337287596805,231.8192806341476,232.57975022361308,230.30418606020334,223.7079603144897,224.84768572838257,224.81174077666458,226.79955694846967,223.2356556983533,218.65014884424772
