dates,nzd0198-0000,nzd0198-0001,nzd0198-0002,nzd0198-0003,nzd0198-0004,nzd0198-0005,nzd0198-0006,nzd0198-0007,nzd0198-0008,nzd0198-0009,nzd0198-0010,nzd0198-0011,nzd0198-0012,nzd0198-0013,nzd0198-0014,nzd0198-0015,nzd0198-0016,nzd0198-0017,satname
1999-09-29 21:52:52+00:00,382.56,377.99,374.90,380.89,378.79,382.15,384.47,391.23,380.94,385.73,378.14,378.86,383.96,381.69,385.33,375.48,371.95,377.56,L7
1999-10-15 21:52:49+00:00,381.39,375.57,372.36,374.68,374.31,378.18,380.47,384.70,377.37,377.12,371.30,370.19,377.79,380.29,377.06,368.80,368.01,373.02,L7
1999-12-02 21:52:40+00:00,380.42,374.43,370.92,371.87,373.18,377.07,380.63,382.50,377.37,377.12,371.30,370.19,377.79,378.23,374.47,369.38,368.26,370.52,L7
2000-01-19 21:52:37+00:00,379.97,372.57,369.29,371.67,373.84,376.55,380.46,382.11,375.19,376.86,371.30,370.37,376.79,377.62,375.20,369.47,368.26,370.52,L7
2000-02-04 21:52:37+00:00,381.77,374.37,371.58,374.16,376.56,378.97,382.91,385.21,378.24,380.94,375.22,373.77,379.03,380.25,377.77,371.75,372.29,375.54,L7
2000-02-20 21:52:29+00:00,380.78,371.78,370.34,373.50,376.17,378.53,382.03,384.36,378.11,379.55,374.91,373.01,379.22,380.94,378.39,372.87,371.80,375.64,L7
2000-03-14 21:58:35+00:00,381.21,372.86,371.36,374.03,377.39,379.67,383.37,385.86,379.69,381.16,376.22,374.72,380.15,382.05,379.73,373.01,371.82,375.91,L7
2000-03-30 21:58:33+00:00,381.91,372.86,371.09,372.73,376.70,378.81,382.55,385.21,379.48,380.54,375.36,374.79,379.84,382.62,379.53,373.19,372.40,375.39,L7
2000-05-01 21:58:18+00:00,384.84,375.59,371.83,374.39,378.20,380.83,384.57,386.98,381.52,383.68,377.80,378.44,382.28,383.74,380.86,374.38,373.53,376.05,L7
2000-05-17 21:58:07+00:00,384.84,375.59,371.83,374.39,378.20,380.28,384.06,386.58,381.06,382.93,377.14,377.72,381.17,382.69,380.00,373.59,372.19,375.09,L7
2000-07-29 21:51:02+00:00,385.06,375.73,371.83,374.36,378.41,379.13,382.71,387.34,383.36,384.80,373.76,374.98,378.33,381.98,378.54,369.96,367.95,372.90,L7
2000-08-05 21:57:08+00:00,380.24,370.45,366.47,368.10,373.50,373.06,378.01,383.62,380.31,380.04,368.67,369.61,372.67,377.67,373.06,362.69,360.26,365.66,L7
2000-08-14 21:50:56+00:00,380.07,370.02,365.14,366.70,372.40,371.76,376.80,382.59,379.48,378.90,368.09,368.41,371.64,376.31,371.46,360.71,357.43,364.01,L7
2000-09-15 21:50:25+00:00,376.63,366.14,360.37,362.64,367.97,367.23,372.38,379.01,376.61,376.08,364.00,364.33,365.48,369.39,364.03,353.78,351.22,358.17,L7
2000-10-17 21:50:01+00:00,372.78,361.15,357.51,360.51,366.08,366.67,370.55,377.39,375.73,375.03,363.77,362.50,362.68,366.01,359.97,351.13,348.44,355.40,L7
2000-11-09 21:56:21+00:00,367.36,355.08,353.28,354.98,362.08,362.27,366.20,373.43,370.83,370.76,359.48,357.79,357.32,360.09,354.97,345.60,341.71,348.40,L7
2000-11-18 21:50:10+00:00,371.07,358.24,354.94,356.74,363.44,361.68,365.95,373.03,370.40,370.13,359.97,357.92,356.85,359.82,353.65,344.00,339.89,345.76,L7
2000-12-11 21:56:24+00:00,371.07,358.24,354.94,356.74,363.44,361.68,365.95,373.03,370.40,370.13,358.25,355.25,355.71,358.24,351.67,342.52,337.30,343.00,L7
2000-12-20 21:50:16+00:00,371.07,358.24,354.94,358.17,364.47,361.99,366.75,372.50,370.72,369.96,358.34,354.87,356.81,357.93,350.92,342.96,337.77,343.28,L7
2001-01-05 21:50:16+00:00,371.74,360.42,357.37,359.82,366.10,363.17,368.06,372.87,370.67,369.80,358.88,356.13,358.03,358.72,351.77,344.05,339.01,345.09,L7
2001-03-10 21:50:10+00:00,375.44,362.28,360.44,362.70,367.72,367.93,370.04,372.64,368.13,368.04,360.98,358.38,360.52,358.54,351.37,347.59,341.77,345.49,L7
2001-06-21 21:55:29+00:00,383.89,373.85,372.23,367.87,371.65,371.82,372.93,374.45,368.49,366.67,362.07,360.96,365.24,364.88,358.89,353.29,350.03,352.48,L7
