,dates,per0114-0000,per0114-0001,per0114-0002,per0114-0003,per0114-0004,per0114-0005,per0114-0006,per0114-0007,per0114-0008,per0114-0009,per0114-0010,per0114-0011,per0114-0012,per0114-0013,per0114-0014,per0114-0015,per0114-0016,per0114-0017,per0114-0018,per0114-0019,per0114-0020,per0114-0021,per0114-0022,per0114-0023,per0114-0024,per0114-0025,per0114-0026,per0114-0027,per0114-0028,per0114-0029,per0114-0030,per0114-0031,per0114-0032,per0114-0033,per0114-0034,per0114-0035,per0114-0036,per0114-0037,per0114-0038,per0114-0039,per0114-0040,per0114-0041,per0114-0042,per0114-0043,per0114-0044,per0114-0045,per0114-0046,per0114-0047,per0114-0048,per0114-0049,per0114-0050,per0114-0051,per0114-0052,per0114-0053,per0114-0054,per0114-0055,per0114-0056,per0114-0057,per0114-0058,per0114-0059,per0114-0060,per0114-0061,per0114-0062,per0114-0063,per0114-0064,per0114-0065,per0114-0066,per0114-0067,per0114-0068,per0114-0069
0,1986-04-10 14:42:40+00:00,176.7776712967171,178.25050097682941,191.732298955199,199.61237055768024,,,,,295.739313496715,296.6140098450582,310.4618087798075,317.0322223048725,,,,326.9462781963446,321.31996525011147,316.0102298627978,308.25587870218976,,284.31569794754313,278.13235240161333,255.27173452978428,261.7663949772566,261.50704728208535,246.23681529780322,223.37660168524428,213.94469185861007,214.55959357872683,204.57514538674633,,234.2396218603774,233.62227638431918,208.73771283107715,206.5114422956659,,,,,187.04535381642444,199.62632602811624,207.9004029996208,210.91207777558952,203.6832481658343,195.03409002744803,173.67741111789346,,,173.57166420484157,172.6571445005433,178.0759331665856,183.78631188540862,176.8109293977975,184.6809705999274,,,,243.49566083340488,245.60395344581883,252.5844691764674,276.668959533124,268.2502880554145,251.19324300729033,,289.4692354126292,298.8952179269631,302.25819171753693,289.9937131313398,281.6167734265061,
1,1988-03-30 14:47:10+00:00,168.86665050009498,165.9914213992114,177.1822415169125,175.88673090614714,188.99848653554153,230.49072788005338,255.19918347765628,254.58410182534,258.7080907575104,265.3427435408636,270.91786729290595,284.32063321222876,275.53085597524887,272.1041222106235,,,,280.1862620013697,279.8296249073385,246.71067663376468,262.3555435324655,253.83000431528197,250.23088775223275,253.99603032274354,247.81246003533533,260.1400584757226,225.58037182409674,,221.56587926588622,,242.63897292218567,255.47636559853973,227.7434646299248,242.6876333983441,219.79257319735592,237.69353814797728,232.15676407204555,229.1959298789091,226.76240252295844,221.32191084563118,229.33896415280756,236.44687717770032,230.6283054580055,211.0155766981047,202.45216227567738,208.08811092483128,211.77478751198964,,194.29206262089792,198.85942581425869,211.4749038023075,197.977921726505,187.52440149693817,203.9176254576949,249.7328775297951,254.3154085791542,253.93603617473727,269.88393991109734,249.82918963711847,245.02983657654684,270.7576764322505,287.3995112496304,285.7242392543521,308.64508924635487,297.55538379203125,304.2003618858143,300.30863640915624,292.29498204282794,291.2637646571119,
2,1988-05-01 14:47:21+00:00,176.43540035605858,171.26843817515564,180.60589014444884,181.81486575380598,189.15450616064476,226.44765079075017,249.12510580551717,263.3776868001008,268.1491978995234,272.8164798184509,270.38954193638665,275.19055018191716,290.5778036270992,283.10227387077595,274.57737293696977,294.6290416151849,295.2098512439285,281.14276827451226,276.11980347252114,256.4965624122882,253.3906966864905,258.20953679341704,241.46339545538274,254.36144751897385,233.71753883665863,251.52228611162252,237.239078873582,232.7465804381269,217.40201094675857,216.18359378043448,231.97112876640685,252.01384282426474,244.37520493175649,249.23577360231653,229.54711649126924,229.53690560478387,236.63590867436992,226.1310941248396,232.12689894109096,246.03510631250293,242.19852513532112,243.88133014098753,224.06914825019783,217.27543480799193,235.1655019014238,219.74628039185654,202.94131835178914,174.5901584926515,207.57452769613775,204.09291428904865,211.7302427111511,216.09963464571737,214.60689572075427,223.8071568015473,231.14276086306378,251.92113608336027,266.88158617127647,273.97843276920537,260.90466089819995,264.9052561344195,286.2477557567931,289.93081541515113,285.49389152933975,295.4158778108452,298.0606929557982,304.63311902820226,304.43788851182825,316.41496761121493,316.07163168580234,300.7438356043614
3,1989-03-01 14:46:53+00:00,170.9044174559999,170.71647040888402,181.23596723796007,185.3784158062727,203.7281055671971,225.95402334793457,237.76918335856206,244.72532797008492,252.07741929009308,260.5252426290766,231.71034228607073,273.12020433208886,279.2153000160605,278.2041613650865,266.61939887735224,277.9587791378876,270.66370689909354,269.24589853011656,271.8285072712556,244.29546573890917,250.53208494808973,248.27093476796426,,247.59423339000688,252.96941828477802,259.94213362452626,224.34973394548797,,155.4429751421605,219.91128327112065,242.9703268410912,251.96091212889834,237.7587825280402,,274.0273076546972,264.709827367199,257.27229704028196,252.56397405694162,246.83929359617798,249.7662290311658,247.0800275488679,241.10382839326957,255.89247121896994,249.59621796139857,215.83139029292306,218.6637763832557,231.01140795932963,214.99560004992034,207.6082218311226,217.90930653307728,188.67879178721296,205.54373488734086,245.41594178576,237.23002578531216,258.88011873892395,243.27796143963477,247.22636516193487,282.77921177525343,271.8548983868898,299.58334661453694,313.24191382740037,305.4712233925245,300.58058922644955,298.66969305427756,299.04249191102804,298.8718913090702,305.6207802439218,313.09414040204916,313.4990006362504,302.6100643739932
4,1990-02-16 14:38:35+00:00,177.33049163677143,173.0079392853433,187.64133471147787,190.90466409241358,191.99874509670542,207.5004059321798,221.89556385749924,232.61736950135423,237.8703899831535,228.14595488272568,255.97832515053562,269.6248088480266,269.65837361351964,263.0839514746222,250.9738537660354,251.49971996470757,250.6227108274693,251.19474859596446,249.04529749621176,229.78589501783082,223.39754727901925,221.47402501307965,219.93124969804228,209.93827511732758,226.89344790260998,225.10769000904006,209.70739363341914,203.64475153986845,194.13625582807916,181.6074386834158,225.05061999551396,261.38404790856185,257.4708345023225,260.0800244516883,258.7393870888084,254.50297797830407,249.25535675268864,254.80385498272457,242.4704783895559,258.7088108423858,247.18396615958622,260.56819084355,262.5796163103385,248.21950730468302,210.31711327035504,204.22962163833125,230.9096832987732,243.0786956658789,232.9385248136718,228.72961461583773,199.85726030113568,228.07874458942896,253.34137792301402,253.3807406143325,237.19543622080738,249.90855056651867,275.9569590478778,297.3453853043385,309.54907562736093,304.6292200551568,306.43948088151495,300.715442613914,294.4767125488776,313.0280146738759,311.7502909723295,313.49878909868073,318.47615655169415,307.4829444500701,314.86451002253506,305.86597584334373
5,1990-04-21 14:37:22+00:00,181.28393672073656,180.1833557625819,188.12001286853797,191.80343021527455,201.8261565074845,209.05503114519888,222.01104666111408,229.89255840400224,229.99696435256791,231.61669849279406,248.15416606239774,258.89760580700164,262.90706531696634,265.3672232870738,261.00157040969754,251.51116755004318,,,227.66552279458162,223.29798392049565,233.1953315507967,224.3431112919581,226.9914473409405,217.59495487643525,,,,174.88768795267345,150.41362312284443,,,253.96266157044556,256.0051682074449,259.13144520412794,248.572623754796,,,,,232.5250998102732,260.2436895622054,254.98301652594822,248.74999533945714,252.43314191291879,248.35758297476994,236.8480591969134,224.46264317656335,212.4465602870628,237.46404814261788,222.976429585358,200.52415671440275,221.14818576970652,214.01029252251953,256.82239042156806,253.25724485086522,266.273532921795,274.92498289717344,282.00789618182296,291.3405390516085,301.52631765222964,307.12838730219494,306.8937085030894,315.5361873467108,321.6562117600145,318.25445285215955,308.3542042845276,312.96170816783575,,,
6,1991-05-26 14:39:45+00:00,176.88195391691323,174.4233023773601,182.50577309587112,185.64817491437063,185.3419862803463,206.56773473264712,217.85813580793445,225.5887509453763,222.21816400607412,200.01170211336793,228.42679803426887,246.51363684813603,248.76152754399212,,236.91409886631817,,240.0433039367058,179.61919104626747,213.4556791258847,194.18955826400082,191.58517807388543,195.0831607624093,,177.96837999707182,192.27881740257584,183.24279359364073,176.44620927178022,186.54744668696378,150.41989359931452,177.20653951967864,203.5713123879606,,176.17230754588982,,,213.21310693674786,212.8828431034661,219.15922491822204,218.15876517516605,,,,,,,215.6183220163353,218.57571889159843,,229.49708920969954,219.76182234024475,207.10535614641233,,,,,,,282.92646704539607,267.8477139050124,,276.92670462356386,,305.28626182576687,307.8800774738986,305.71032357427725,301.5354245127155,321.183939118481,342.3586771123081,315.9509934002222,300.9873136757334
7,1991-11-18 14:41:20+00:00,183.1660611977517,181.11150110675834,191.78245326545255,185.1793225745626,189.2439779059102,200.48538982711264,203.9696383504164,197.75496685486786,186.99884921211256,196.03733306630303,193.88898451378378,,,139.19158090357539,,169.67534687769665,,181.1958809327213,179.51813333587228,204.57967481201013,,,,185.50428130989238,185.2115339924827,179.0049065760999,178.40232405010417,192.99026867659867,167.45504573597927,172.9925225331804,187.80400295533147,221.57466917957447,206.70818972640402,,186.23283848323322,204.40311702342876,216.49516993395386,224.06581383616864,226.11355167667804,233.9904668571583,241.5160620339943,228.197654876611,,213.17609955367098,223.38189477671884,219.3576909422403,207.84634693328536,206.16314135824973,202.41097207202606,205.37552284511366,191.92198546305102,217.48675767170263,241.69292042122314,222.78509391887107,238.28930895254373,247.87510403902675,251.82652292535815,264.4368472257241,269.1324687334738,286.642608611103,289.1079980621708,289.31589659077287,285.4186205985841,289.8965113301706,290.6121006841308,291.5165844871811,296.9337336087941,296.18304522391793,299.2885311832891,289.7013468125806
8,1993-03-12 14:39:18+00:00,182.73808070438275,185.1510337986675,198.3652039395233,194.96058132965578,202.7835654577707,207.30502318608697,209.56842237557305,198.2181404678186,202.38417847616614,203.78450881620188,209.9400213108006,204.07658641172762,213.45385361084118,181.21674969021086,211.8335653957754,,,166.33618082329454,162.20173120207147,,223.3852187758621,231.96248884573305,219.2052447566203,,201.3336418335284,198.50256291716988,188.9258441764685,195.8719177142459,178.39136339968758,196.7076933931466,202.06744824919556,241.0707462847931,241.7308398905251,,,189.12100138702692,220.12481468519013,218.51732066077744,223.1403948203293,,238.89576044585132,238.9437282307314,231.42807976876108,241.8676193627985,247.5160608407504,256.3589425011342,248.44195442888397,240.75972585567615,235.88301317583966,226.17316464733358,226.98700494408777,234.33841430981613,242.46008651455188,260.7336233314705,271.9701607178644,287.08200643543756,299.55943968694635,294.3727702115811,304.67941455982685,317.9789093449183,315.54460244103984,318.0246607939974,302.47984633976506,311.3409875989063,320.90554125064347,320.5758908090427,314.88099028402166,312.9853241817614,314.67253422412256,307.65734444515437
9,1993-04-29 14:39:33+00:00,183.03583075406462,174.6245998557561,194.38398382310785,200.46102265739043,204.76235978268073,212.7677474627385,209.94213868051412,195.75483297984294,199.28920361434714,188.10775005678133,212.775925737111,197.34822468983614,202.70460441628614,192.61176868413634,200.9044446588065,208.11068874549656,199.84931935459392,,,206.30256784818843,210.27287252436798,218.31624565864283,216.58241711983675,202.4299530100644,202.7086909671784,193.94726460345487,188.42005775865798,199.3992471407577,187.91930655470256,196.269249482206,203.02812773796583,237.65250438075628,242.3767048046199,248.23489244959194,226.92905605470426,240.77249750422007,249.22823945642617,225.91131251859574,242.11037870997833,238.09520737455327,246.05461065605627,252.6367755532611,241.84491919777452,260.4201948408179,240.56837830730066,237.72609962384712,234.96060996498062,231.5140654103264,233.61703764340007,239.47006056774913,234.19139553012468,235.8672901433658,243.97750737319004,264.52928205910274,273.3834456341774,274.45555062475523,290.1791057566306,292.0371952850083,314.8047577689917,318.05498895218807,322.4959384910993,318.68239470941563,321.79142378953276,329.00053978437865,328.1126920628688,333.8808686966875,333.14520059049795,321.1385121767949,313.5062842386049,287.43313829031337
10,1993-09-20 14:39:26+00:00,181.75067066934542,180.72065192216584,187.71449342671048,191.09724946748247,202.10900583792986,207.0955851548137,204.75645439714208,197.89415765531757,190.0224534843258,185.73558898152126,211.15382634225614,,177.78970524439063,181.40599163162753,202.40068959167934,204.8466929136579,182.51140339576628,,,201.19863837255141,206.9806946020218,208.15777919995307,206.93160654979712,202.01061128890865,204.3819702713601,198.19364617642705,184.78456491844102,195.37945812163576,183.9941689059329,203.06513073792152,206.12526123415537,228.7387884429036,226.70980500105162,216.6352499857969,209.26990035195985,214.9758426403841,195.13777387989643,218.52092399130535,211.18092501919594,219.73946344759096,218.04583873668057,224.58191460399507,233.9307131226732,247.25552291669766,239.09904135744895,221.7177713914731,217.73313910384152,223.16246866402872,235.72435397274424,227.5776037467225,230.67886513836476,233.1959228991071,241.4946611603357,248.63926807267777,252.83427177838618,271.44028720647344,270.1057019335619,281.05339103165494,303.11731700868484,299.14861275687974,311.5104777391905,312.60521270918895,305.36615488408125,314.5767113718694,315.52242230712716,317.1024924845555,313.15476462931423,313.31960531714907,311.4590567001366,295.2944729056605
