,dates,chi0363-0000,chi0363-0001,chi0363-0002,chi0363-0003,chi0363-0004,chi0363-0005,chi0363-0006,chi0363-0007,chi0363-0008,chi0363-0009,chi0363-0010,chi0363-0011,chi0363-0012,chi0363-0013,chi0363-0014,chi0363-0015,chi0363-0016,chi0363-0017,chi0363-0018,chi0363-0019,chi0363-0020,chi0363-0021,chi0363-0022,chi0363-0023,chi0363-0024,chi0363-0025,chi0363-0026,chi0363-0027,chi0363-0028,chi0363-0029,chi0363-0030,chi0363-0031,chi0363-0032,chi0363-0033,chi0363-0034
0,1985-01-25 14:04:27+00:00,212.89836716463248,222.1102175770204,231.16453134394808,239.06932196160676,238.54161115088243,238.54650104271235,246.83779582189925,249.9993738277664,238.33439462474,231.7284834431402,226.72137555577768,219.04119922256018,217.20064619705545,,,,214.88453389178372,208.43533410131425,206.56148381074922,207.2166758318683,207.13922005126082,206.41030417681685,212.70933446036165,199.33609277063488,201.05118842617975,201.19894339435942,218.54841747971471,211.84432821252966,215.6884969606303,212.9954804476177,215.60084474811214,199.282187997807,192.7405797973924,189.46894146703386,183.94335461807933
1,1986-01-28 14:01:10+00:00,195.88713742469474,222.58074353768708,238.01298973267848,245.4165683840672,254.27251140355824,242.94099322217608,236.01253043473184,226.10968172182572,224.70191468426546,212.54367292023318,207.6463367793329,211.59290783889244,222.3009913041655,218.51036726286773,229.98294246187615,235.8184696238833,228.3921059531872,217.58260093334428,217.16861431684276,216.99992122943135,210.67200603497577,206.53137981369554,210.94718659155683,206.4520510648686,208.55515629872923,211.6707729369818,211.98197714842362,208.16560330586287,219.44189226964716,209.3036433753187,205.57274190689176,196.19429822776985,193.3098226105148,189.14630417116948,193.46489362081527
2,1986-05-04 13:59:02+00:00,226.41918139367354,255.36058701609588,249.0126145250048,245.7933514486903,235.82998430110783,228.73046085336483,220.754473654815,219.29626869399954,216.64645432193606,206.83240014430186,201.70135175871073,202.45084708442778,196.7027182931692,192.9002020491167,205.5804199935824,219.76803821687793,209.7404657301733,208.2855054647453,205.0568295712933,205.0194975102339,203.60833477671167,197.39139483123074,183.16239304978367,172.63930658145657,175.62840255142171,182.49284936644509,,203.08684344108173,215.30921795507297,192.66773165593466,203.78280412588867,190.37805241790093,169.48942238388702,166.08322498355966,167.85825829663497
3,1986-08-15 14:01:53+00:00,253.4342093432887,275.97096142200377,285.3472365149689,289.81555950346365,271.6806991566715,268.9906281648571,254.45250541900523,230.13289439159308,221.13055431426892,206.19218214476865,201.7334901148,224.08749700020965,213.40951640575636,212.45022439875177,220.61580597095477,231.70719711492686,220.17172756299132,215.00416785416817,216.2104471924832,211.65626606341462,216.89189344220406,218.21010706550868,216.2930645856446,224.4454376465787,,204.80689132562006,,207.0902781181839,209.16096984247173,,212.87958262504617,,,,
4,1986-09-16 14:00:46+00:00,245.6729505750365,258.6887370904866,293.7291582887833,289.1730918719131,286.2777548361663,279.3832613125321,265.86240623125735,244.77349306948787,233.36236674845267,217.28987159543576,206.45326100014807,199.43798676558708,209.89338644552276,208.74414411302251,219.16989844163606,225.4002521474205,,,,,,,,,,,,193.38388130025828,178.1727087023935,,,,,,177.0738759700338
5,1986-09-25 13:54:18+00:00,236.08364140809022,256.6019946161759,276.18096948601624,269.95949811133147,256.3317684866319,,,,,,,,,,,,,,,,,,,,,190.30095232051468,196.35409873615072,171.05114513087585,150.28454624233336,,167.75651522242387,175.62766171383643,,174.6735787129827,169.811670284184
6,1986-10-11 13:53:47+00:00,242.8124597780608,262.5120548064592,292.3331087143386,280.467402219318,283.92110937029827,296.69532593086615,268.7376759905511,260.71022850104777,,230.27790082602348,208.67301630764982,196.88869591859347,199.52791909857038,202.69481335425039,204.00947798906682,217.9704579395359,217.41440502123078,209.24829000750248,216.40722828177977,216.30255835210278,206.66733863324578,204.19438129557724,206.20501136687778,215.58343677850297,207.47657715810846,211.10125499233965,218.06753598065626,199.16402209207348,204.00611030565932,192.00256874723476,189.33550973410993,184.40727946069921,185.2973328010282,179.05524128615556,165.72837553142872
7,1986-10-18 13:59:44+00:00,226.4166291070776,251.65989490462252,269.7405722813912,266.0126218219709,263.63546677599675,263.53528386614653,253.08319499329625,241.9726582158476,226.822894168752,228.87977702093914,217.2785698602192,206.48851126449867,203.51158459184285,200.7675447322857,207.6530025450314,211.11685468770884,208.03968303918964,208.11228355600556,203.40546876777415,202.28719993689634,204.52876342873805,196.6175176051011,203.12961615685083,196.99400084717652,192.20244160604008,189.47891318954518,200.8906631814363,182.8349400120055,202.05032584725404,184.73919810523387,177.0526898379186,177.7013950427903,185.17855472515424,182.04292666256876,172.1200933619005
8,1986-11-03 13:59:10+00:00,249.2823924704984,270.58913168361,281.93021553772667,285.1024779029647,289.5022465455827,286.4360521870336,282.29805120288444,255.8096518787619,251.79210897581225,229.29446065126396,227.27850290809684,226.67659678456428,215.43316231601258,219.80379762678484,225.37223419942822,226.85762380160898,207.8985558155932,210.02068001936274,199.99575032241552,207.36842725695925,210.8909425223026,219.24656167704455,221.75836477573313,217.54325326502047,222.87072883628795,222.33179852481243,223.15411167296622,212.1078945473286,215.89372004575884,213.76338960156406,215.59154220564545,199.77342510257787,202.68637203903805,195.75833023451338,184.76781854047826
9,1986-11-12 13:52:38+00:00,244.3337843551383,263.20626140908337,274.1683179577453,274.92284898253007,272.950804619929,272.9684586757523,266.8055645553419,257.6132511977819,247.62344237244866,226.17605822730528,223.44650716103345,220.39970661083257,216.9895638908438,217.34016702799036,221.29048460669972,227.66642582777433,207.06599511535373,200.803821653142,193.10418667202754,193.58213042094832,194.366573575573,206.404836084723,212.57492074866997,209.93018506438628,214.4864017675143,215.79468754759026,,202.63094718681947,212.17611786961265,207.84356501403454,201.56075467297248,210.58005588881983,219.84679870301625,,
