dates,sar1415-0000,satname
1984-11-07 09:29:53+00:00,366.04,L5
1984-12-09 09:29:58+00:00,359.75,L5
1985-11-10 09:28:33+00:00,365.70,L5
1986-01-13 09:27:22+00:00,361.29,L5
1986-12-31 09:19:14+00:00,370.03,L5
1987-02-17 09:20:59+00:00,386.29,L5
1987-11-16 09:28:03+00:00,368.75,L5
1987-12-02 09:28:18+00:00,358.61,L5
1988-12-04 09:30:29+00:00,349.73,L5
1989-02-06 09:29:59+00:00,370.85,L5
1989-09-18 09:25:44+00:00,390.80,L5
1989-12-23 09:23:10+00:00,372.91,L5
1990-12-10 09:19:16+00:00,369.19,L5
1991-01-11 09:20:03+00:00,374.65,L5
1991-02-12 09:20:42+00:00,385.89,L5
1991-11-11 09:24:09+00:00,375.05,L5
1992-01-14 09:24:13+00:00,371.23,L5
1992-10-12 09:21:28+00:00,408.21,L5
1992-11-29 09:21:04+00:00,393.28,L5
1992-12-15 09:21:16+00:00,382.03,L5
1994-12-21 09:13:24+00:00,411.40,L5
1995-01-22 09:12:15+00:00,404.66,L5
1995-02-23 09:10:59+00:00,405.86,L5
1995-09-03 09:02:29+00:00,393.27,L5
1996-11-08 09:20:26+00:00,370.57,L5
1996-12-17 09:28:27+00:00,368.87,L5
1997-02-12 09:24:53+00:00,378.42,L5
1997-08-14 09:37:35+00:00,388.78,L5
1997-11-11 09:33:54+00:00,376.91,L5
1997-12-13 09:34:40+00:00,373.53,L5
1997-12-29 09:35:03+00:00,369.94,L5
1998-11-14 09:38:58+00:00,382.12,L5
1998-12-16 09:38:53+00:00,290.29,L5
1999-08-21 09:52:49+00:00,148.64,L7
1999-09-22 09:52:53+00:00,147.42,L7
1999-09-30 09:36:28+00:00,156.59,L5
1999-10-08 09:52:59+00:00,169.12,L7
1999-12-11 09:52:53+00:00,197.93,L7
2000-01-12 09:52:47+00:00,226.15,L7
2000-02-13 09:52:41+00:00,250.20,L7
2000-02-29 09:52:35+00:00,284.40,L7
2000-03-08 09:33:21+00:00,299.54,L5
2000-03-16 09:52:31+00:00,287.10,L7
2000-05-19 09:52:01+00:00,314.57,L7
2000-06-04 09:51:49+00:00,294.23,L7
2000-06-20 09:51:46+00:00,273.11,L7
2000-07-06 09:51:32+00:00,259.07,L7
2000-08-07 09:51:02+00:00,232.27,L7
2000-09-24 09:50:24+00:00,145.31,L7
2001-03-03 09:50:17+00:00,168.39,L7
2001-03-19 09:50:10+00:00,163.24,L7
2001-04-04 09:50:00+00:00,157.53,L7
