dates,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,nzd0295-0082,nzd0295-0083,nzd0295-0084,nzd0295-0085,nzd0295-0086,nzd0295-0087,nzd0295-0088,nzd0295-0089,nzd0295-0090,nzd0295-0091,nzd0295-0092,nzd0295-0093,nzd0295-0094,nzd0295-0095,nzd0295-0096,nzd0295-0097,nzd0295-0098,nzd0295-0099,nzd0295-0100,nzd0295-0101,nzd0295-0102,nzd0295-0103,nzd0295-0104,nzd0295-0105,nzd0295-0106,nzd0295-0107,nzd0295-0108,nzd0295-0109,nzd0295-0110,nzd0295-0111,nzd0295-0112,nzd0295-0113,nzd0295-0114,satname
2004-08-09 21:49:27+00:00,,,,,,,,,,,,,,,,374.89,368.96,367.80,369.70,372.87,367.50,362.54,364.95,365.56,,,,,,,353.19,348.13,354.86,358.77,366.44,366.63,361.50,364.84,,,,,,376.70,385.00,390.00,388.62,378.51,380.26,390.89,387.69,387.00,,,,,,383.31,382.29,,,,,,,,,,,,,,,,,,,,,,,,,,327.56,324.81,325.75,324.88,322.92,328.31,330.06,328.55,,,,,,341.24,344.37,355.04,365.92,364.70,356.19,341.37,330.73,,,,,,,,,,,L7
2004-08-25 21:49:01+00:00,,,,,345.00,343.54,336.18,332.42,340.59,352.38,356.42,360.81,363.72,366.36,,,,,,,362.23,357.13,369.30,372.51,377.96,375.99,377.97,377.26,359.15,,,,,,356.03,359.96,361.41,364.39,365.94,362.70,366.14,367.97,373.15,,,,,,371.83,380.64,381.96,382.40,375.37,374.73,376.85,378.60,378.98,,,,,,358.63,343.71,343.97,333.02,341.36,340.23,326.03,330.82,330.52,,,,,330.41,325.24,315.33,320.22,324.26,324.73,331.32,333.11,,,,,,319.78,321.33,323.51,320.06,328.41,325.80,327.29,336.44,,,,,,350.68,337.72,331.66,323.73,321.20,319.68,310.81,305.44,,,,,,320.48,L7
2004-09-03 21:43:11+00:00,365.57,377.33,367.20,356.20,353.24,344.37,337.16,333.87,341.74,347.99,,,,,,364.02,364.44,361.93,365.42,359.56,362.47,358.67,367.81,375.04,377.14,,,,,358.79,353.25,354.99,354.31,356.66,361.64,367.94,365.73,367.26,364.34,,,,,375.74,388.32,393.59,390.03,388.65,382.20,381.83,379.22,382.10,378.63,,,,,377.01,382.37,374.80,370.70,364.65,355.11,345.28,348.03,343.80,,,,,340.18,340.06,340.17,329.98,327.91,323.19,314.96,308.54,314.11,325.63,,,,,326.42,319.89,325.57,325.51,326.39,327.56,324.32,326.08,,,,,342.02,350.52,352.84,352.62,354.41,358.84,362.85,346.07,332.02,,,,,318.50,316.89,330.99,325.31,332.20,324.00,L7
2004-09-19 21:43:05+00:00,,,,,354.09,347.49,336.74,332.01,339.97,346.83,352.14,358.53,360.96,361.89,370.39,,,,,354.77,361.63,356.46,362.65,367.64,373.00,370.77,369.40,377.94,363.50,361.93,,,,,359.55,365.13,356.61,361.15,360.90,359.27,359.42,365.27,366.18,,,,,383.77,380.04,384.16,379.71,381.68,377.60,381.01,380.71,375.98,379.75,,,,,367.57,355.86,349.66,349.00,344.96,348.56,348.89,344.31,344.66,339.07,,,,,323.56,315.34,307.06,312.95,319.17,326.55,332.64,330.70,331.79,,,,,329.55,330.75,327.26,329.40,334.74,336.48,339.60,329.15,343.01,,,,,360.92,366.67,345.00,337.13,328.64,330.03,324.07,311.07,,,,,335.58,322.83,L7
2004-09-26 21:49:14+00:00,,377.11,357.74,347.74,353.05,334.85,338.38,339.44,346.49,355.33,355.47,,,,,,,356.97,353.14,358.67,376.45,367.47,373.42,377.27,379.70,378.53,,,,,,,357.18,357.42,370.26,366.56,373.20,362.08,351.82,352.19,,,,,,384.97,387.42,403.62,404.15,396.56,381.24,367.69,370.49,378.56,,,,,,395.55,382.77,373.69,359.61,350.39,355.71,360.47,366.11,363.37,,,,,,329.46,316.81,316.47,332.00,329.53,328.95,334.48,342.45,,,,,,335.97,328.23,326.88,324.67,329.16,325.38,339.05,346.78,,,,,,364.42,380.37,382.13,363.05,339.16,322.67,306.39,288.66,,,,,,,329.90,318.43,L7
2004-10-20 21:44:52+00:00,377.75,394.39,384.71,375.67,372.16,366.19,361.58,353.00,364.06,368.43,362.92,367.72,372.69,378.07,384.29,376.99,373.26,375.11,382.45,384.69,382.18,384.20,385.23,389.06,382.55,380.27,379.87,385.46,374.23,369.59,366.29,362.88,369.99,372.00,371.73,380.73,376.25,378.19,370.37,365.67,368.47,370.35,375.14,383.39,396.39,401.66,405.56,408.16,404.51,398.90,392.51,392.37,385.31,384.71,392.61,389.78,393.08,394.95,394.50,389.12,384.33,383.26,376.34,372.97,371.66,362.54,359.89,353.71,349.67,355.23,354.28,360.06,358.69,349.44,342.05,343.82,336.55,325.90,333.36,333.26,328.05,332.89,333.28,337.46,338.64,347.28,344.43,341.43,341.32,345.99,345.78,341.12,338.42,341.28,338.53,340.88,352.35,358.67,368.31,375.60,377.99,381.42,373.11,356.06,335.61,328.29,323.60,317.96,311.16,312.57,324.86,340.89,332.62,340.52,331.02,L5
2004-11-13 21:49:11+00:00,,,,345.31,336.62,341.38,331.89,335.94,340.34,347.84,353.50,354.86,361.60,,,,,,,,365.71,366.44,359.93,371.75,372.40,373.30,373.03,374.14,,,,,,,337.70,339.73,342.76,356.47,356.23,353.28,361.44,362.75,,,,,,,,360.65,358.80,360.04,354.83,354.12,355.31,356.68,,,,,,350.73,354.68,349.67,348.91,331.38,338.45,340.44,341.80,343.13,,,,,,313.93,310.98,304.94,310.59,314.07,316.01,318.58,321.62,,,,,,318.76,317.11,315.80,319.79,323.15,320.24,320.68,318.63,,,,,,349.07,338.84,324.53,307.27,292.50,,276.99,,,,,,314.28,300.86,L7
2005-01-08 21:46:16+00:00,387.72,414.22,365.93,359.65,365.28,378.23,403.97,381.51,388.31,374.24,375.39,374.35,379.82,380.18,381.52,400.15,403.92,378.51,378.31,374.19,359.00,368.29,392.77,378.37,379.87,388.13,395.92,397.51,383.86,363.32,352.67,354.16,350.72,356.55,358.82,376.36,397.42,400.20,398.06,387.86,385.28,386.58,375.15,375.05,375.83,375.31,390.16,411.59,411.50,418.53,405.71,401.78,395.86,397.65,395.47,399.29,382.38,382.18,382.91,376.91,370.98,369.17,364.38,382.36,387.59,383.00,387.55,383.54,376.37,368.25,353.52,350.10,340.15,329.00,321.77,325.98,354.61,359.07,360.33,345.73,350.32,351.25,346.64,333.02,321.07,312.72,320.63,317.33,319.57,342.05,340.38,352.12,358.53,362.89,372.77,352.75,358.73,371.28,368.91,371.79,378.08,384.29,365.93,361.95,339.82,311.51,297.27,291.54,292.77,295.83,297.54,361.49,,318.89,337.47,L5
2005-01-16 21:49:39+00:00,406.93,415.46,400.06,388.35,,,,,,,380.09,387.41,383.66,392.14,399.80,401.10,397.50,389.97,392.43,386.50,,,,,,395.24,405.80,409.79,402.56,393.53,381.27,371.12,368.51,378.24,,,,,,385.64,388.06,390.12,390.91,394.11,397.57,396.62,412.66,420.75,,,,,,414.50,409.21,408.63,413.26,409.88,414.36,409.03,401.70,,,,,,,392.43,396.12,389.58,391.47,384.72,368.04,356.63,348.22,,,,,,363.23,364.19,359.64,359.76,356.67,356.98,358.82,358.67,,,,,,371.00,367.82,371.28,368.00,378.89,384.42,404.77,411.85,,,,,,337.94,324.31,328.87,330.98,322.74,337.43,332.35,346.84,,L7
2005-01-17 21:40:37+00:00,403.82,411.24,393.89,385.87,391.36,392.86,388.96,388.19,386.48,383.90,381.47,379.42,381.84,392.14,396.82,402.96,399.15,395.01,393.38,392.54,392.47,396.48,397.70,395.91,383.86,393.69,398.66,398.83,396.95,379.50,373.10,375.83,374.55,383.90,385.93,398.24,402.02,401.28,400.00,390.21,384.13,384.24,385.62,388.72,401.08,401.21,412.74,420.44,420.23,421.61,409.68,401.80,403.59,410.14,400.54,404.47,404.54,410.39,415.93,404.76,397.76,397.85,393.33,400.06,383.37,381.07,382.24,384.59,379.82,378.78,383.24,386.03,368.21,350.28,348.29,349.75,356.94,360.19,356.60,345.36,352.44,356.30,348.65,344.26,348.49,350.70,362.13,358.66,349.70,351.12,351.12,349.59,353.99,357.74,356.97,358.37,376.01,392.37,394.11,401.82,409.30,413.12,397.90,371.70,350.02,329.44,321.67,315.80,317.77,324.99,329.20,338.99,332.59,347.02,333.55,L5
2005-02-09 21:46:43+00:00,390.79,393.98,388.01,373.77,377.17,360.92,363.31,364.53,357.12,356.98,368.60,367.43,369.06,382.07,386.42,383.34,378.96,377.15,374.33,377.58,372.43,360.18,359.94,366.45,372.60,366.18,371.62,384.34,374.36,376.45,375.31,381.99,381.73,384.16,376.61,372.34,367.48,377.11,381.26,374.48,368.98,375.20,386.79,398.08,400.99,396.64,395.73,403.46,391.67,395.40,384.15,372.64,371.53,376.16,380.22,386.88,390.29,390.94,395.53,395.44,393.43,386.70,370.32,370.42,367.16,364.23,357.93,361.92,375.49,372.95,364.92,368.10,359.79,344.18,332.16,327.00,327.13,328.30,328.47,331.36,326.10,334.54,343.01,339.16,330.65,332.29,333.34,333.04,323.52,327.16,329.26,333.75,331.96,330.83,346.78,326.04,346.75,355.46,352.86,371.86,386.93,386.74,374.26,354.82,323.19,300.14,298.14,305.28,303.52,307.16,315.59,340.74,326.93,322.34,310.88,L5
2005-02-10 21:44:02+00:00,395.80,398.69,393.90,376.46,374.56,372.59,371.77,370.04,365.48,,,,,379.36,389.08,387.65,381.75,376.48,377.33,379.38,379.95,373.90,373.07,378.81,,,,,375.67,370.10,375.00,374.82,376.20,378.40,378.95,385.17,375.76,382.02,,,,,385.42,391.78,400.25,397.77,397.75,400.78,405.93,405.59,398.22,386.97,,,,,389.67,396.27,396.28,392.26,390.22,388.33,387.37,380.11,378.65,,,,,371.91,368.42,373.21,361.51,348.06,339.61,343.03,343.91,340.42,341.65,,,,344.49,342.09,338.42,333.46,335.95,339.14,335.41,341.73,344.35,,,,,,,,,,,,,,,,,,,,,,,,,L7
2005-02-18 21:41:06+00:00,397.22,396.60,387.08,377.54,370.38,364.32,367.27,380.49,382.92,379.34,384.53,380.06,382.31,382.37,389.63,389.21,386.25,386.28,383.36,387.51,381.11,376.78,379.99,379.44,392.88,388.03,387.65,395.49,384.07,380.50,376.16,377.93,378.94,388.58,377.13,377.19,384.22,386.77,386.60,386.81,389.67,391.01,392.05,400.08,405.39,403.23,405.25,404.34,409.02,409.67,396.58,382.71,377.67,382.64,388.55,384.67,383.34,394.87,390.10,389.59,387.82,387.36,388.63,386.88,377.82,381.37,382.85,384.51,381.29,372.84,369.91,370.41,371.21,361.39,350.41,342.11,341.04,341.20,342.72,343.60,347.16,350.29,343.35,342.21,334.70,332.89,330.63,329.25,331.12,339.88,341.61,341.69,334.72,340.47,345.22,338.24,341.41,349.72,363.98,370.23,392.20,399.25,383.06,358.19,333.98,310.99,302.69,302.58,306.68,311.22,319.42,343.96,318.55,327.51,320.68,L5
2005-03-05 21:49:56+00:00,,,,,,360.19,374.27,380.53,382.02,383.38,383.02,383.51,389.33,390.27,389.33,,,,,,,392.45,390.91,385.10,386.87,395.58,402.93,407.66,395.41,386.86,,,,,,384.03,395.58,396.84,397.19,394.50,392.24,389.74,398.39,,,,,,,422.37,407.82,393.82,388.16,396.93,405.78,399.48,399.72,,,,,,,395.82,391.06,390.72,387.23,381.70,383.26,377.76,381.32,,,,,,346.89,355.78,352.60,353.16,351.88,358.05,351.67,356.46,,,,,,347.15,354.11,357.13,355.67,356.82,353.86,345.32,357.04,,,,,,394.31,369.96,344.44,328.12,317.64,311.63,315.96,315.63,,,,,,L7
2005-03-30 21:44:08+00:00,,,,,,348.88,342.70,341.35,340.62,346.09,351.60,355.19,356.54,362.04,363.13,358.43,,,,,357.94,359.53,368.64,367.86,368.99,366.29,372.94,377.62,366.03,361.69,,,,,339.26,351.70,347.72,362.23,363.63,367.02,366.74,371.88,376.11,383.37,,,,,383.64,400.25,397.02,388.22,375.19,382.68,388.93,393.33,387.35,378.99,,,,,371.97,361.56,366.85,350.95,348.96,353.79,349.13,350.23,345.34,,,,,326.86,312.25,302.69,309.63,315.26,318.84,328.81,318.77,315.07,320.91,,,,324.80,327.00,326.49,323.37,327.63,325.97,320.33,317.87,326.23,,,,,379.44,375.55,363.28,347.48,337.27,328.92,318.74,309.99,319.23,,,,,325.98,L7
2005-04-06 21:50:16+00:00,,,,361.21,360.79,343.20,354.83,353.43,352.86,352.87,361.80,356.58,366.00,,,,,,,374.01,371.74,363.90,370.58,367.18,370.95,374.27,370.94,376.41,,,,,,342.68,345.13,353.58,359.37,370.63,366.57,365.21,368.17,,,,,,,395.74,395.08,405.46,404.19,394.86,376.80,376.07,386.41,,,,,,,370.48,368.65,363.22,363.22,357.73,353.78,353.47,361.08,,,,,,326.62,323.11,317.51,,,,,,,,,,,331.41,325.68,331.65,322.74,324.09,341.28,333.82,329.90,,,,,,373.18,373.57,373.15,368.43,350.60,333.56,,,,,,,,328.90,335.35,L7
2005-04-22 21:50:11+00:00,,370.33,367.21,358.31,349.88,341.71,340.75,336.56,346.44,347.72,352.13,,,,,,,367.05,368.31,364.83,361.74,356.76,360.94,364.82,370.58,364.12,366.77,,,,,,338.75,339.60,346.25,352.17,355.11,359.08,358.32,356.86,360.80,,,,,,380.78,386.93,382.54,388.06,392.12,385.32,366.78,372.79,,,,,,367.55,369.96,360.84,357.36,355.71,353.99,349.36,349.43,348.52,,,,,,335.78,329.29,311.79,304.66,305.97,307.45,309.83,311.46,,,,,,305.14,310.40,315.73,315.99,316.26,312.26,314.85,312.51,,,,,,345.59,351.60,357.76,346.75,334.69,324.04,311.23,294.01,,,,,,314.28,318.95,325.99,L7
2005-04-30 21:47:26+00:00,375.75,385.58,379.35,370.06,363.11,358.36,357.17,352.28,353.12,354.66,360.80,,,,,,,,,,,,,,,,,,,,,,,,,348.51,354.71,352.19,352.28,344.39,338.44,352.24,345.65,346.11,353.07,357.29,367.85,373.52,369.24,383.05,384.96,381.45,380.62,391.72,390.37,387.41,377.31,375.22,370.75,372.53,365.83,364.81,356.46,354.39,355.50,352.29,353.03,358.21,352.64,349.78,343.97,344.09,339.17,330.94,314.59,309.43,310.86,296.97,309.32,317.18,324.42,325.16,313.55,309.72,306.57,308.14,314.55,315.71,317.69,325.65,324.03,322.00,317.75,314.41,319.11,310.09,324.29,333.38,327.92,330.62,334.97,328.97,347.35,322.00,299.13,294.83,284.06,282.35,284.40,301.46,306.71,321.33,310.91,320.89,336.83,L5
2005-05-08 21:50:15+00:00,,,,351.24,351.19,343.19,341.93,338.18,340.55,337.71,341.25,352.84,355.60,,,,,,,354.88,365.37,361.37,360.45,360.93,360.54,357.70,362.18,366.54,,,,,,344.73,342.77,349.62,358.27,357.10,353.97,350.26,349.29,,,,,,,379.66,371.77,381.50,385.75,383.30,371.97,374.74,373.61,,,,,,,354.59,353.39,346.95,346.91,346.53,347.79,341.72,335.64,,,,,,326.02,313.78,307.45,296.14,299.04,310.11,311.98,321.29,315.20,,,,,307.26,311.93,319.75,318.43,313.59,311.16,310.46,317.15,,,,,,342.22,334.74,328.71,320.87,310.20,307.56,293.20,283.12,,,,,,310.54,318.57,L7
2005-05-09 21:41:44+00:00,371.80,381.99,372.68,362.48,361.05,356.51,353.47,351.40,347.14,340.64,347.73,360.64,362.96,372.13,382.93,381.60,375.84,368.76,363.01,364.33,377.51,374.63,369.63,365.52,363.67,365.78,371.00,374.39,373.68,362.82,355.37,359.74,357.59,357.68,362.34,359.68,368.45,362.75,360.45,351.98,352.38,358.59,363.44,371.69,381.29,380.74,395.45,390.46,385.88,387.21,386.86,383.10,373.90,375.62,380.23,391.46,386.86,392.14,390.60,387.46,370.82,368.26,361.45,354.76,349.04,351.38,351.26,349.08,342.24,355.76,345.95,347.55,344.20,341.06,338.98,332.39,309.37,296.81,298.09,308.12,305.53,324.49,322.40,317.33,317.62,308.32,314.31,322.47,321.25,326.66,324.94,323.97,316.19,315.25,331.24,329.22,335.63,349.97,340.40,341.60,353.71,346.10,340.54,333.41,320.03,315.33,303.63,302.77,301.16,309.27,313.82,330.11,314.04,322.94,323.32,L5
2005-05-24 21:49:50+00:00,381.48,385.13,383.12,365.80,364.95,353.86,,,,,,,,368.72,377.31,376.30,375.33,372.76,377.19,373.94,375.41,376.89,,,,,,379.35,379.90,371.29,360.17,367.27,367.64,362.30,357.97,355.41,,,,,,368.26,359.42,369.03,383.68,384.49,397.98,396.50,389.19,393.08,,,,,,386.99,384.93,389.17,388.58,376.04,380.41,376.49,364.65,360.97,,,,,,346.41,,,346.75,339.37,339.10,324.69,318.81,,,,,,320.70,313.58,310.91,312.25,304.51,318.85,315.03,321.06,,,,,,330.26,332.94,342.71,339.91,335.98,353.90,347.79,338.05,,,,,,295.63,295.83,305.52,324.52,308.28,315.64,320.34,L7
2005-05-25 21:41:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.91,388.98,388.02,397.98,392.42,389.60,392.85,390.31,394.53,395.80,384.47,389.41,392.16,393.95,393.75,392.83,383.30,380.94,373.06,365.53,363.31,364.39,366.26,360.71,360.65,349.54,355.15,351.47,362.04,353.01,344.61,340.40,328.35,318.41,319.58,323.89,327.76,328.14,325.11,325.71,320.53,317.92,319.37,318.01,322.58,317.60,325.04,333.70,334.20,334.13,324.33,326.65,337.74,338.85,348.86,346.24,343.88,356.07,347.67,349.75,326.59,323.07,330.42,321.67,317.90,302.02,310.10,313.20,334.73,315.82,326.06,322.63,L5
2005-06-01 21:47:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.30,350.26,372.24,373.66,377.24,371.92,361.66,352.23,365.56,371.33,379.92,380.35,375.95,379.26,386.05,386.43,389.95,389.62,386.84,379.47,371.58,365.21,347.45,357.00,359.45,357.75,352.37,346.01,354.12,349.42,357.93,351.11,335.03,332.71,329.16,319.71,311.14,318.99,316.25,314.52,323.33,328.58,316.35,321.11,316.54,313.65,310.95,311.58,320.86,327.83,338.73,332.98,317.88,324.22,331.15,329.72,347.49,337.95,333.87,351.42,342.32,321.62,316.36,310.24,308.70,307.85,302.85,299.85,299.06,308.18,324.54,308.24,317.93,321.69,L5
2005-06-09 21:50:08+00:00,,,368.63,359.15,347.48,344.80,345.93,340.06,345.82,348.24,346.46,350.40,,,,,,,358.83,361.55,355.91,353.52,355.03,356.93,358.23,356.29,360.65,,,,,,342.99,342.14,342.02,342.51,348.92,351.55,353.14,348.56,343.51,,,,,,381.05,380.43,374.27,378.15,379.89,377.22,378.96,377.24,377.49,,,,,,362.91,356.46,351.51,336.30,344.60,339.75,342.49,345.33,341.97,,,,,,319.12,313.07,305.14,302.54,303.70,304.10,306.91,,,,,,,306.47,312.72,316.08,317.05,320.76,315.56,313.65,315.94,,,,,,332.08,332.44,340.80,321.18,316.84,303.20,288.25,292.28,,,,,300.41,322.01,321.00,L7
2005-06-10 21:42:00+00:00,,,,,,,,,355.93,355.07,354.69,358.58,360.76,364.88,367.91,372.79,374.31,379.33,376.06,378.50,375.42,372.75,365.16,367.76,365.14,364.95,367.92,371.23,364.58,365.38,362.50,362.56,353.87,351.35,354.99,357.68,352.04,352.60,352.74,354.23,355.59,355.25,363.48,375.98,382.05,383.46,391.67,392.94,393.18,388.44,386.02,383.19,381.68,382.81,387.22,386.05,391.03,389.47,386.23,382.64,376.90,374.74,368.20,352.39,355.33,347.47,349.12,356.24,352.28,355.77,348.76,351.02,348.36,340.06,338.42,329.04,316.18,311.22,306.73,312.41,315.74,322.93,331.11,330.73,325.31,317.79,318.17,325.52,328.37,324.72,331.26,327.01,326.03,321.66,330.21,342.45,335.49,350.78,345.51,346.81,350.73,356.88,355.78,333.42,326.17,315.70,305.76,310.75,313.04,317.76,319.12,333.56,324.27,332.79,333.33,L5
2005-06-26 21:42:04+00:00,369.74,379.89,372.18,363.10,356.30,355.00,346.58,342.68,346.37,353.12,355.19,354.56,356.07,367.37,371.32,366.37,367.38,364.80,367.22,362.61,360.59,356.11,368.36,373.22,370.86,366.40,376.02,376.16,365.74,359.56,356.32,347.83,352.95,350.63,349.97,351.73,363.71,358.73,361.54,361.17,365.45,362.60,363.98,373.94,377.08,382.11,385.78,389.25,385.75,394.71,387.11,383.06,375.10,382.42,386.88,390.07,387.82,382.60,379.22,377.36,372.00,373.54,362.89,352.21,362.45,352.47,349.19,350.67,345.71,354.21,333.99,348.08,345.21,335.25,332.50,325.35,317.94,305.32,313.36,323.66,320.92,329.65,323.76,319.70,312.72,308.84,318.27,323.04,329.54,330.37,330.49,331.61,325.97,328.56,331.08,317.02,320.39,341.63,336.93,349.92,355.02,357.74,361.72,340.29,328.95,319.27,318.71,314.71,296.53,312.83,316.45,333.39,325.92,326.66,330.07,L5
2005-07-12 21:42:11+00:00,372.53,381.24,375.17,365.49,357.01,352.68,352.48,347.44,352.39,,,,,,,,,,,,,,,,,,,366.94,354.10,350.60,354.62,352.34,356.08,353.87,357.63,352.15,362.58,355.97,353.83,355.08,350.74,352.25,357.22,371.52,376.61,381.32,384.39,387.65,385.97,395.40,387.24,379.96,374.76,379.60,386.48,384.00,382.33,384.43,382.34,375.03,372.45,366.96,364.07,350.65,352.99,346.44,344.99,346.18,340.87,340.38,330.99,346.89,341.37,338.24,330.32,324.83,316.84,306.16,304.28,310.63,312.01,322.51,318.62,317.78,322.96,317.98,318.96,326.00,327.97,333.58,325.80,326.50,320.96,322.08,322.94,304.97,323.20,338.62,338.98,346.00,349.96,347.18,347.90,329.43,316.33,306.14,305.56,297.37,292.78,308.68,315.39,332.00,322.46,323.01,326.99,L5
2005-08-05 21:43:51+00:00,373.62,381.10,379.82,375.47,368.28,362.88,,,,,355.69,362.25,366.22,367.45,374.02,378.64,366.10,363.74,360.55,361.76,365.77,,,,,369.29,372.23,367.52,369.70,354.75,363.78,350.76,363.86,362.47,355.84,,,,,377.66,374.69,374.26,375.32,379.27,389.37,389.10,400.98,409.87,414.93,,,,,408.48,396.34,411.30,409.22,411.08,400.32,397.10,391.60,368.11,376.09,,,,,363.41,356.05,375.62,366.08,,,,,337.33,,,,,344.49,322.60,319.79,335.30,343.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.32,L7
2005-08-12 21:49:35+00:00,,,373.82,370.96,364.46,350.15,344.86,346.21,350.85,350.93,356.73,357.18,,,,,,,356.12,363.88,364.84,365.61,367.37,368.91,366.60,363.90,366.67,,,,,,,347.69,348.38,349.57,355.49,357.64,362.53,361.75,361.71,,,,,,385.48,386.34,383.87,390.38,390.46,387.66,381.12,383.78,380.28,,,,,,,364.65,353.47,344.25,346.97,343.55,345.02,344.89,336.52,,,,,,323.74,318.76,311.64,306.51,311.77,315.58,313.65,322.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.23,327.22,L7
2005-08-13 21:42:29+00:00,373.30,383.74,384.81,376.62,367.94,358.27,356.45,355.66,358.97,359.32,366.59,367.44,370.34,368.19,375.62,372.68,372.27,366.75,363.64,366.00,379.09,375.52,381.35,379.58,375.75,375.27,379.42,373.40,365.80,356.94,354.44,354.70,357.09,351.15,357.54,356.57,365.72,371.86,371.26,377.60,377.93,372.24,370.82,373.68,382.98,381.87,388.58,396.79,397.15,400.50,401.28,393.86,389.25,391.45,387.12,376.69,374.49,374.29,381.40,378.13,374.83,373.29,367.20,358.88,359.67,353.09,357.48,355.89,343.09,340.45,333.03,348.29,349.49,338.47,333.45,328.77,320.37,314.90,325.43,324.33,327.60,320.30,311.70,315.74,321.36,313.61,312.58,327.29,330.08,336.57,335.64,337.13,330.60,319.65,321.03,318.79,330.26,338.83,341.61,347.49,360.13,347.48,351.96,342.31,335.49,326.08,314.00,310.02,297.91,305.28,314.36,328.29,322.77,331.03,333.43,L5
2005-08-20 21:48:42+00:00,359.85,374.32,377.87,369.47,359.83,348.38,352.52,352.57,362.93,372.07,370.26,379.93,380.98,394.64,388.18,370.51,362.91,366.08,354.45,362.02,362.66,364.10,362.88,367.95,375.24,381.77,374.74,387.01,379.01,361.09,348.74,356.16,345.82,347.29,346.45,350.57,367.64,366.85,370.18,362.83,377.57,376.21,381.50,375.39,374.09,376.09,382.43,399.65,395.05,393.53,406.16,395.80,395.66,388.86,388.48,386.03,382.32,369.83,365.52,366.91,367.72,359.19,358.40,349.86,349.70,356.47,356.97,348.01,354.34,343.97,337.75,344.43,335.51,328.66,319.92,318.99,309.01,317.05,323.51,324.00,332.25,329.17,326.99,316.10,313.25,304.90,303.49,311.97,310.56,317.21,328.98,328.36,337.74,323.72,330.04,323.17,326.52,338.04,338.99,341.13,345.54,330.59,330.50,339.48,332.64,320.96,312.25,310.84,291.59,290.61,294.90,321.98,307.44,318.40,316.80,L5
2005-08-21 21:43:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.80,351.42,354.35,351.83,356.42,358.82,363.93,361.20,360.64,,,,,377.90,378.74,387.24,390.28,388.65,392.35,394.67,391.94,387.26,385.84,,,,,373.05,374.31,367.47,364.75,359.97,351.45,349.24,346.06,346.50,346.47,,,,,344.66,336.79,328.82,320.01,317.77,312.06,322.24,323.31,329.32,,,,,316.51,315.72,323.29,323.75,324.85,330.38,327.51,331.21,320.52,,,,,344.49,353.62,358.10,352.12,347.09,347.34,336.66,328.57,323.39,,,,313.64,336.57,322.88,335.29,330.04,L7
2005-08-28 21:49:28+00:00,369.57,,,,,,,,343.56,353.98,358.23,364.24,371.46,379.76,389.09,391.24,384.35,372.96,,,,,,,370.89,376.55,379.59,382.28,370.93,363.13,363.59,355.21,,,,,,,366.78,363.14,370.93,373.90,378.35,374.80,381.29,387.39,,,,,,388.65,387.38,385.70,376.14,376.16,375.55,383.55,385.72,378.21,,,,,,337.94,342.53,341.97,341.58,343.92,342.16,349.73,349.43,344.88,,,,,,334.94,334.54,338.07,337.16,341.54,344.84,330.18,333.94,,,,,,348.10,339.11,333.01,344.56,363.85,360.22,361.84,,,,,,,,,,,,,,,,,L7
