,dates,usa_CA_0289-0000,usa_CA_0289-0001,usa_CA_0289-0002,usa_CA_0289-0003,usa_CA_0289-0004,usa_CA_0289-0005,usa_CA_0289-0006,usa_CA_0289-0007,usa_CA_0289-0008,usa_CA_0289-0009,usa_CA_0289-0010,usa_CA_0289-0011,usa_CA_0289-0012,usa_CA_0289-0013,usa_CA_0289-0014,usa_CA_0289-0015,usa_CA_0289-0016,usa_CA_0289-0017,usa_CA_0289-0018,usa_CA_0289-0019,usa_CA_0289-0020,usa_CA_0289-0021,usa_CA_0289-0022,usa_CA_0289-0023,usa_CA_0289-0024,usa_CA_0289-0025,usa_CA_0289-0026,usa_CA_0289-0027,usa_CA_0289-0028,usa_CA_0289-0029,usa_CA_0289-0030,usa_CA_0289-0031,usa_CA_0289-0032,usa_CA_0289-0033,usa_CA_0289-0034,usa_CA_0289-0035,usa_CA_0289-0036,usa_CA_0289-0037,usa_CA_0289-0038,usa_CA_0289-0039,usa_CA_0289-0040,usa_CA_0289-0041,usa_CA_0289-0042,usa_CA_0289-0043,usa_CA_0289-0044,usa_CA_0289-0045,usa_CA_0289-0046,usa_CA_0289-0047,usa_CA_0289-0048,usa_CA_0289-0049,usa_CA_0289-0050,usa_CA_0289-0051,usa_CA_0289-0052,usa_CA_0289-0053,usa_CA_0289-0054,usa_CA_0289-0055,usa_CA_0289-0056,usa_CA_0289-0057,usa_CA_0289-0058,usa_CA_0289-0059
0,1984-04-14 18:24:25+00:00,283.0560750493355,248.45345834295216,220.5425239556592,193.90922700625882,173.201802753712,157.24651493706634,,75.11069933607068,83.81561054179639,100.23970276760826,118.15950813058782,100.17751291887717,,132.30084191283365,106.14889843741474,,113.05455206859762,,,,,,,109.14896726265877,105.25249299632735,,,,,,,,,103.93325392511522,106.11534228878887,,,93.16814153521406,,,,105.0532004911405,,,118.7582586717871,,,,,,,,110.74465705473023,96.46362995675126,83.52120861442117,112.90929132196811,162.9283903373024,,,
1,1984-05-16 18:25:17+00:00,305.846133557533,280.1515390276452,239.13031596547688,210.7062142053103,198.89873415192434,193.19782037271793,125.94114101922156,108.8868497900086,119.88486009807598,139.74770869704074,148.2096882016532,136.02754045841962,157.3431632879771,150.09623967675196,144.43204333329177,144.81008044274049,143.89933120174763,146.28293343330284,157.75984935570045,,159.20661442499141,155.44587303457905,133.2739799876406,144.83865401578316,140.9364204144131,138.52515016969613,141.1389828125952,147.96598943883671,154.49467076449469,161.16934812168947,157.63562330070988,148.60670299611888,138.2241735250974,135.97086872665795,132.4315057415209,130.94516710196217,127.74726326968246,126.05698632575522,130.4817441989876,132.030224398523,139.19851487406737,144.01255058892968,149.50831698028227,135.1207344673016,152.54952166707454,176.11847600096814,203.16497404162354,200.12981256309928,201.62003332837654,,,,136.7394052463091,111.46141143465343,111.20260813979172,137.9078565284102,197.41533791345756,204.33904274569804,207.5315035335188,221.95249156073805
2,1984-06-01 18:25:17+00:00,315.02544223137284,276.5008628693093,239.33014334250404,208.36626308774717,201.9056923904352,191.97036833536922,128.27516553687389,112.41861605244823,123.88959471879076,134.08611485087744,149.38199535699334,137.80143994457913,159.03612222609672,157.79714591331555,153.82448390852267,164.67706523214392,162.01572961779158,165.1822435818956,159.84185404718232,,168.6882305672744,172.11229564813146,142.4406752903691,154.67258235754116,153.22135870844977,166.0785187202254,159.93440342567519,169.1307576341357,155.09660033610072,174.67979935609858,167.5125186686692,150.6727576585922,140.90140269215055,148.4076858954328,142.04034148685815,145.9500595332912,157.96223533914312,151.13778923891238,142.15237575642422,144.82251224271928,149.64144431548135,153.61920055528714,153.79353883710772,148.41680213401946,162.2826422234084,195.6125475090603,216.75250270757135,215.59093763635184,229.3275012726158,,,,151.84934935993775,118.52242779616412,116.04901195349663,150.4175716742024,213.97409326621292,215.5080479837846,224.2254119217502,252.81048619442197
3,1984-06-17 18:25:59+00:00,331.0627082826763,279.80837113371217,245.49306985620706,222.436079379453,210.10702356831573,204.50837861338545,132.1696973193937,122.2610393388251,136.82742698864354,143.7305825759925,156.61588917739516,150.11353432151776,178.39219708437855,164.2972957638558,162.6891184611114,172.91365552306974,165.27536457950129,191.15788841108457,164.72257956517586,133.031525430896,183.44984282048586,202.1605177897889,155.2464482864799,156.1560817046472,164.2790487757058,187.1726089674499,164.72168290352843,173.24383526138618,170.54236850488206,191.73296199468416,180.58439871969188,151.81559488809725,144.39497204790507,155.72706901365768,154.33791827403542,173.615687972699,193.31866500803665,179.95028609951828,162.59751352094122,156.9333369353802,167.57348218644572,158.743864539638,156.15890483918332,152.50103192435267,173.91781313876297,196.95001531154142,216.17913819617968,216.89947676592772,215.36860989162676,,,,,129.00876590561543,124.84146300756717,159.73705006956004,220.4051263487185,222.00428198798403,,
4,1984-07-03 18:26:10+00:00,314.0135728274953,277.1936039628938,254.42862851685283,221.52007223325472,224.54859053743178,,128.79020781138547,122.42115406274496,137.30106520713105,147.3450945432789,153.11697898113533,150.79237461097102,168.47931907036798,161.10566021652207,163.14503218229294,189.40541551708856,174.33664562981056,193.13451331537897,161.35025127426468,,173.29942692507925,184.92037039908405,149.4866817571979,154.09073658527348,165.72538046240197,192.58909223802425,165.63262207336012,182.66443819891703,173.15727849885278,174.42567092019834,165.59583592419335,142.44782233798347,144.58125456390988,168.12948993652856,169.81135404076656,,,165.64765461374628,159.4650299197359,164.66396635735578,167.63474045551345,161.93940107712064,182.63652528239544,164.19740731109027,174.90836540711842,197.41480903431147,221.8011063282994,,,187.51212587815235,130.38763714800723,163.4011167172673,166.29524845232845,127.83780424997215,129.85850624775532,150.9833551608219,221.10252619953144,212.19190025115074,263.38263440332634,
5,1984-09-21 18:27:45+00:00,305.488584001444,259.7014232156158,218.81924072331597,211.90455031950307,211.9232650571667,200.16124865451056,125.74621587999127,111.62611169049245,113.09442486514962,131.50533193497435,145.86352696494623,149.83341797920647,152.40493186538862,158.47760886612252,153.18270873159574,161.67769569636778,162.64352394281377,156.59871921065593,150.28439211964653,154.03673845708047,158.38641305462977,157.73963370247898,145.6385675239198,156.2964813033936,161.88043752979218,165.90892398997002,174.68409898692644,173.96225298080336,163.5206957314545,142.99886682735047,134.34578134129532,142.13152139789153,149.9218185314611,172.62040428682556,175.8482134619427,177.11050070363584,169.99655973540098,153.4276780326187,138.58035803812612,152.2228725965899,164.76683284520658,157.33643753362406,153.81987534969855,154.77398074211047,167.9308208963642,188.26857214204398,204.03847807804445,212.92984189418746,208.5792483067924,190.9018395130506,158.4974415049028,172.04052111520346,153.9853946987249,121.81737751185804,132.0517291836428,177.89189323817288,222.01947587853417,219.64735315230308,,253.48030058514016
6,1984-10-23 18:27:16+00:00,293.60760421757163,246.81065370831254,208.1038176717854,191.36013902576576,186.0598072187492,182.8883124698824,,88.90579870268665,92.98735324189506,100.30899007881,129.41540747876113,119.24683077379014,122.45407379919898,136.5477279556798,128.62914047633,139.605537984098,145.84610289796848,146.1339261325294,,136.797007165466,147.11358175446904,125.61414348074818,126.88566381221706,131.8126981555308,143.30776822538593,127.91707786169638,138.4207527254025,,,111.00084716253694,100.6580032587111,123.24713939633513,138.33371765941786,141.8957695832799,152.15222989884063,,146.46072920870665,144.5156445085642,136.7930657011679,146.3752310707689,129.55089407455262,143.47578629011826,122.72661734565811,131.4654436304197,147.57721838443337,165.12034735002993,179.35491717232833,181.50359084181179,186.6959519175922,175.7305219665492,,160.47595721430918,157.98534852996815,134.77565907704837,123.86647344336477,150.96912355652012,206.8705219613883,217.88849217666777,,215.21072117341046
7,1985-02-28 18:27:41+00:00,296.1377770377213,280.34862697839725,,,229.0153563369895,205.8334404275304,141.02875770193785,131.7562326775986,145.22168436743533,,168.74101095595836,,,175.62914579598765,177.13493994089183,182.818736232728,180.0190472800196,192.69563838329864,187.22347479432034,178.33537062227583,177.26544822512312,,145.80668134635982,146.62668131462897,136.30825618391367,141.04517330807937,166.43827206984363,184.58256869511487,187.78327455965146,,,,,201.45719007777257,206.494157266692,208.0319787954719,206.36574706450904,192.0482524335216,185.8371348464055,183.72046233461276,210.01626350749942,199.80715224079972,181.89182554994557,167.4672185213184,159.7028983541459,166.13423319803877,191.7447187173473,212.4485809718064,217.7149022413658,,,,,,,180.74499317929613,,,246.73040421437327,
8,1985-05-03 18:27:24+00:00,,,,,,,,,,,,,,,,,,,,,,131.56922730402928,122.51860870828277,112.75976955167314,138.1551410730816,143.16663910216363,166.69136119170616,149.01844802452166,155.6561065574872,,,153.2914119867458,159.05135995657537,162.19921554219894,176.06177941471518,175.56785586643727,171.49142493652835,173.25148992820084,170.18136151924904,181.9731751301711,175.4477428074494,162.62317641584593,153.0885020660582,136.3392866205539,153.28765756848696,158.08263412472314,178.59808374877008,185.74142865473257,188.8738404791316,189.2431127367925,181.61704450948878,167.71766314764315,157.7622081883772,152.8700302765061,162.44154364441084,,204.77998349049193,218.62853672167662,,205.96207853279319
9,1985-08-07 18:26:58+00:00,,333.35429925093376,,,264.62129964331785,238.09090501139687,163.88478472229784,154.51995572746,164.0496702244675,,198.89330649311935,,,,212.92165925735597,216.73443141631455,197.84376589219147,206.85064048674082,208.92968173400936,,,,,,,,,,,,,,,,,,,,,218.55618638015255,214.9032028723978,,,,,,,,,,,221.85680730874788,,,,,,,,
