,dates,usa_CA_0289-0000,usa_CA_0289-0001,usa_CA_0289-0002,usa_CA_0289-0003,usa_CA_0289-0004,usa_CA_0289-0005,usa_CA_0289-0006,usa_CA_0289-0007,usa_CA_0289-0008,usa_CA_0289-0009,usa_CA_0289-0010,usa_CA_0289-0011,usa_CA_0289-0012,usa_CA_0289-0013,usa_CA_0289-0014,usa_CA_0289-0015,usa_CA_0289-0016,usa_CA_0289-0017,usa_CA_0289-0018,usa_CA_0289-0019,usa_CA_0289-0020,usa_CA_0289-0021,usa_CA_0289-0022,usa_CA_0289-0023,usa_CA_0289-0024,usa_CA_0289-0025,usa_CA_0289-0026,usa_CA_0289-0027,usa_CA_0289-0028,usa_CA_0289-0029,usa_CA_0289-0030,usa_CA_0289-0031,usa_CA_0289-0032,usa_CA_0289-0033,usa_CA_0289-0034,usa_CA_0289-0035,usa_CA_0289-0036,usa_CA_0289-0037,usa_CA_0289-0038,usa_CA_0289-0039,usa_CA_0289-0040,usa_CA_0289-0041,usa_CA_0289-0042,usa_CA_0289-0043,usa_CA_0289-0044,usa_CA_0289-0045,usa_CA_0289-0046,usa_CA_0289-0047,usa_CA_0289-0048,usa_CA_0289-0049,usa_CA_0289-0050,usa_CA_0289-0051,usa_CA_0289-0052,usa_CA_0289-0053,usa_CA_0289-0054,usa_CA_0289-0055,usa_CA_0289-0056,usa_CA_0289-0057,usa_CA_0289-0058,usa_CA_0289-0059
0,1984-04-14 18:24:25+00:00,327.6745064450399,278.1990792734218,250.2881448861288,223.65484793672843,202.94742368418162,186.99213586753595,,97.41991503392289,103.6460244954428,125.73594927943935,140.46872382844003,129.92313384934678,,154.61005761068586,128.45811413526695,,138.5507985804287,,,,,,,125.3738514065513,125.08290694997376,,,,,,,,,126.24246962296743,135.86096321925848,,,118.66438804704515,,,,130.5494470029716,,,141.0674743696393,,,,,,,,133.05387275258244,116.29404391039768,105.83042431227338,142.65491225243773,198.62313545386593,,,
1,1984-05-16 18:25:17+00:00,307.50426285123325,281.2569585567787,240.2357354946104,211.8116337344438,200.00415368105786,194.30323990185144,126.67808737197724,109.71591443685874,120.62180645083166,140.69521115058376,149.03875284850332,137.13295998755314,158.29066574152012,150.9253043236021,145.2611079801419,145.6391450895906,144.84683365529065,147.11199808015297,158.70735180924348,,160.03567907184154,156.39337548812208,134.10304463449071,145.44161012258326,141.6733667671688,139.26209652245183,141.8759291653509,148.7029357915924,155.23161711725038,161.9984127685396,158.5831257542529,149.435767642969,139.17167597864042,136.79993337350808,133.53692527065442,131.8926695555052,128.6947657232255,127.00448877929824,131.31080884583773,132.977726852066,140.0275795209175,144.9600530424727,150.4558194338253,136.0682369208446,153.37858631392467,177.06597845451117,204.27039357075705,201.0773150166423,202.72545285751005,,,,137.56846989315923,112.19835778740911,112.03167278664186,139.01327605754372,198.74184134841778,206.5498818039651,209.74234259178584,224.1633306190051
2,1984-06-01 18:25:17+00:00,304.05084882197576,269.1844672630446,232.01374773623934,201.04986748148247,194.5892967841705,184.6539727291045,123.39756846603075,106.9313193477497,119.01199764794762,127.81491861693627,143.8946986522948,130.48504433831442,152.76492599215555,152.309849208617,148.33718720382413,159.18976852744538,155.7445333838504,159.69494687719705,153.57065781324116,,163.20093386257585,165.8410994141903,136.95337858567055,150.68182111776042,148.34376163760663,161.20092164938225,155.05680635483205,164.25316056329257,150.21900326525758,169.19250265140005,161.24132243472803,145.18546095389365,134.6302064582094,142.92038919073426,134.72394588059345,139.67886329935004,151.69103910520195,144.8665930049712,136.66507905172568,138.55131600877812,144.15414761078281,147.34800432134597,147.52234260316655,142.1456059000783,156.79534551870987,189.34135127511914,209.43610710130665,209.31974140241067,222.01110566635109,,,,146.3620526552392,113.64483072532099,110.56171524879811,143.1011760679377,205.1944185386953,200.87525677125518,209.5926207092208,238.17769498189256
3,1984-06-17 18:25:59+00:00,292.93790681895496,254.39183682456462,220.0765355470595,197.01954507030544,184.69048925916817,179.0918443042379,115.22534111329531,103.19863860696444,119.88307078254516,121.94498173958033,137.5534884455345,124.6970000123702,156.60659624796637,145.23489503199514,143.62671772925074,153.85125479120907,143.4897637430891,172.0954876792239,142.93697872876368,113.96912469903535,164.3874420886252,180.37491695337673,136.18404755461924,142.29251753602125,147.33469256960743,170.2282527613515,147.77732669743006,156.2994790552878,153.5980122987837,172.6705612628235,158.7987978832797,132.7531941562366,122.60937121149288,136.66466828179702,128.92138396488787,151.8300871362868,171.53306417162446,158.1646852631061,143.53511278908056,135.147736098968,148.51108145458505,136.9582637032258,134.37330400277114,130.7154310879405,154.8554124069023,175.16441447512923,190.76260388703213,195.11387592951553,189.9520755824792,,,,,112.06440969951706,105.77906227570651,134.3205157604125,189.90528517774143,171.1712133696889,,
4,1984-07-03 18:26:10+00:00,264.54618679186814,244.21534660580903,221.45037115976805,188.54181487616995,191.570333180347,,106.8047029066623,97.6874610449314,115.31556030240787,119.07801680863481,128.38328596332175,117.81411725388627,140.2122413357239,136.3719671987085,138.41133916447936,164.67172249927498,146.06956789516647,168.4008202975654,133.0831735396206,,148.56573390726567,156.65329266443996,124.75298873938435,136.1025962086818,143.7398755576788,170.60358733330108,143.64711716863695,160.67893329419385,151.1717735941296,149.69197790238476,137.32875818954926,117.7141293201699,116.3141768292658,143.39579691871498,136.8330966836818,,,137.3805768791022,134.73133690192233,136.39688862271169,142.90104743769987,133.67232334247655,154.36944754775135,135.93032957644618,150.17467238930485,169.14773129966738,188.82284897121463,,,159.24504814350826,102.12055941336315,135.13403898262322,141.56155543451487,105.85229934524898,105.12481322994175,118.00509780373714,181.52861737102972,146.23538553698123,197.42611968915682,
5,1984-09-21 18:27:45+00:00,324.1984982817636,272.17469940249555,231.29251691019567,224.37782650638277,224.3965412440464,212.63452484139026,134.06173333791108,120.98106883065223,121.40994232306943,142.1967115237284,155.21848410510603,162.30669416608617,163.09631145414266,167.83256600628232,162.53766587175554,171.03265283652757,173.33490353156782,165.95367635081573,160.97577170840057,163.39169559724027,167.74137019478957,168.43101329123303,154.9935246640796,163.10008649623708,170.19595498771199,174.22444144788983,182.99961644484625,182.27777043872317,171.83621318937432,152.35382396751027,145.03716093004937,151.48647853805133,160.61319812021515,181.97536142698536,188.3214896488224,187.80188029238988,180.68793932415502,164.11905762137275,147.93531517828592,162.91425218534394,174.12178998536638,168.0278171223781,164.5112549384526,165.4653603308645,177.285778036524,198.95995173079802,216.51175426492415,223.6212214829415,221.0525244936721,201.59321910180464,169.18882109365686,182.7319007039575,163.3403518388847,130.13289496977785,141.4066863238026,190.36516942505258,236.98740730278982,244.5939055260625,,278.4268529588996
6,1984-10-23 18:27:16+00:00,347.90679292494076,283.0101128465586,244.3032768100315,227.55959816401185,222.25926635699528,219.0877716081285,,116.05539305637123,117.1203260007258,131.33709791159237,156.5650018324457,155.44628991203624,153.48218163198135,163.69732230936435,155.77873483001457,166.75513233778256,176.87421073075086,173.28352048621397,,163.94660151915056,174.2631761081536,156.64225131353055,154.03525816590164,151.5578576854832,167.44074098421666,152.05005062052712,162.55372548423324,,,138.15044151622152,131.68611109149347,150.3967337500197,169.36182549220024,169.04536393696446,188.35168903708671,,177.48883704148903,175.5437523413466,163.94266005485247,177.4033389035513,156.70048842823718,174.50389412290065,153.75472517844048,162.4935514632021,174.72681273811793,196.1484551828123,215.5543763105744,212.53169867459417,222.89541105583828,206.75862979933157,,191.50406504709156,185.1349428836527,158.9086318358791,151.01606779704935,187.1685826947662,250.3098729272836,290.28741045315996,,287.60963944990266
7,1985-02-28 18:27:41+00:00,269.19896037347365,262.3894158688988,,,211.05614522749104,187.87422931803195,129.05595029560556,118.28682434547477,133.24887696110304,,155.27160262383453,,,162.15973746386382,163.665531608768,169.34932790060418,164.62543775759235,179.2262300511748,171.82986527189308,164.865962290152,163.7960398929993,,132.337273014236,136.83074798217527,124.33544877758138,129.07236590174708,154.46546466351134,172.60976128878258,175.81046715331917,,,,,187.98778174564873,188.53494615719356,192.63836927304465,190.97213754208178,176.65464291109436,172.36772651428166,168.3268528121855,196.54685517537558,184.41354271837247,166.4982160275183,152.07360899889113,146.23349002202207,150.74062367561152,173.78550760784884,197.05497144937914,199.75569113186734,,,,,,,162.78578206979768,,,210.81198199537636,
8,1985-05-03 18:27:24+00:00,,,,,,,,,,,,,,,,,,,,,,153.0025220126074,141.27274157828862,126.3991389116774,154.8254814019757,159.83697943105773,183.36170152060026,165.68878835341576,172.3264468863813,,,172.04554485675163,180.48465466515347,180.95334841220478,201.0672899080563,197.00115057501537,192.92471964510645,194.68478463677894,188.93549438925487,203.4064698387492,194.20187567745523,184.05647112442404,174.5217967746363,157.772581329132,172.0417904384928,179.51592883330125,203.6035942421112,207.17472336331068,213.8793509724727,210.67640744537061,203.05033921806688,189.15095785622125,176.51634105838303,169.5403706054002,181.19567651441668,,234.7865960825013,268.6395577083589,,255.97309951947545
9,1985-08-07 18:26:58+00:00,,320.3823897872742,,,251.64939017965827,225.11899554773728,155.2368450798581,144.7910236297153,155.40173058202777,,189.16437439537467,,,,203.19272715961128,207.00549931856986,186.7249863519118,197.12170838899613,197.8109021937297,,,,,,,,,,,,,,,,,,,,,207.4374068398729,205.1742707746531,,,,,,,,,,,210.7380277684682,,,,,,,,
