dates,nzd0058-0000,nzd0058-0001,nzd0058-0002,nzd0058-0003,nzd0058-0004,nzd0058-0005,satname
1999-07-25 22:04:15+00:00,280.04,314.82,343.02,355.63,354.61,352.02,L7
1999-08-26 22:04:21+00:00,281.52,320.52,347.06,357.54,353.04,355.81,L7
1999-09-27 22:04:25+00:00,294.46,320.54,347.33,363.89,353.18,356.60,L7
1999-11-14 22:04:18+00:00,293.93,317.85,347.07,362.87,351.62,354.12,L7
2000-01-17 22:04:11+00:00,299.65,319.75,349.61,362.35,352.70,355.68,L7
2000-05-24 22:03:22+00:00,320.12,329.85,358.24,361.73,359.15,361.22,L7
2000-10-15 22:01:32+00:00,302.68,324.68,351.90,368.60,357.92,360.20,L7
2001-03-08 22:01:45+00:00,295.61,317.70,347.25,363.80,348.69,351.40,L7
2001-03-24 22:01:35+00:00,304.64,324.17,350.78,366.42,349.89,352.64,L7
2001-08-15 22:00:14+00:00,317.14,321.72,356.55,364.90,354.49,353.39,L7
2001-09-16 21:59:53+00:00,297.47,318.78,357.57,365.92,356.04,357.27,L7
2001-11-03 21:59:47+00:00,283.93,311.08,354.65,366.95,356.20,359.50,L7
2001-12-05 21:59:55+00:00,278.66,311.67,352.73,367.07,352.99,357.50,L7
2002-03-27 22:00:13+00:00,279.55,316.21,348.50,365.67,347.55,355.03,L7
2002-04-28 22:00:14+00:00,289.48,319.48,348.66,366.75,346.17,353.94,L7
2002-07-17 21:59:44+00:00,313.22,323.28,347.26,361.38,348.84,354.96,L7
2002-08-18 21:59:33+00:00,313.28,324.03,349.23,360.38,350.72,357.02,L7
2002-09-19 21:59:11+00:00,304.62,321.10,347.21,358.10,350.19,355.86,L7
2003-01-09 21:59:45+00:00,300.59,322.16,349.40,358.98,355.75,362.96,L7
2003-07-28 21:48:04+00:00,290.98,316.97,347.05,361.22,352.80,352.51,L5
2003-08-05 21:59:47+00:00,304.76,319.13,348.01,361.87,354.82,357.19,L7
2003-08-13 21:48:21+00:00,304.76,319.13,349.71,365.80,355.14,355.68,L5
2003-08-29 21:48:38+00:00,312.37,322.41,352.96,369.06,355.69,358.82,L5
2003-11-09 21:59:54+00:00,312.37,322.41,351.87,369.06,355.69,358.82,L7
2004-02-05 21:50:17+00:00,325.41,334.21,356.39,376.72,360.89,367.46,L5
2004-04-01 22:00:40+00:00,313.09,325.42,349.40,359.42,359.20,364.16,L7
2004-04-17 22:00:33+00:00,314.74,323.11,349.63,357.82,357.57,364.61,L7
2004-06-12 21:52:47+00:00,316.31,322.21,350.61,356.13,358.21,363.14,L5
2004-06-20 22:00:26+00:00,316.73,324.19,351.94,358.63,356.89,362.34,L7
2004-07-06 22:00:24+00:00,318.99,327.08,353.53,361.26,358.31,364.45,L7
2004-07-30 21:54:04+00:00,318.14,327.02,352.39,361.53,358.64,363.84,L5
2004-09-16 21:55:17+00:00,316.13,324.14,351.54,360.73,356.52,362.27,L5
2004-11-11 22:00:21+00:00,313.10,325.62,352.10,362.82,358.50,364.71,L7
2004-11-19 21:56:31+00:00,316.33,326.70,352.71,362.70,358.24,364.66,L5
2004-12-13 22:00:36+00:00,316.54,327.42,352.86,365.90,356.56,364.52,L7
2005-01-14 22:00:49+00:00,318.31,325.33,352.26,366.62,355.46,364.84,L7
