,dates,mex0517-0000,mex0517-0001,mex0517-0002,mex0517-0003,mex0517-0004,mex0517-0005,mex0517-0006,mex0517-0007,mex0517-0008,mex0517-0009,mex0517-0010,mex0517-0011,mex0517-0012
0,1986-05-14 17:36:04+00:00,151.221610126088,148.5352287075049,167.17678178314566,173.01637431688445,175.5000507415972,182.5957462414613,178.6630105144218,187.5560424775253,173.67159192846205,168.36159090284522,162.19826514407518,165.7091082964467,169.70702061016962
1,1987-07-20 17:36:38+00:00,153.26253106600092,158.42347525119376,169.20442117212747,173.47866849130082,179.84160697124724,185.06951826246674,186.70776291221594,197.8141157678913,182.8830573485223,176.6548814104921,166.03905796979421,174.43362390546176,179.6416846238018
2,1987-09-22 17:38:24+00:00,168.1855942418153,161.98578843673698,173.15211706389147,176.74452598099165,183.61239299751256,188.7116080368745,190.90163158815884,200.91256599704488,193.11473915206471,186.46345378112318,167.24648310088511,174.06765645330944,175.22936617480389
3,1989-09-11 17:37:23+00:00,167.1567079084257,164.47551384836427,166.56214258271646,170.57885632204193,174.9614471503045,182.25678105874448,184.87665909930288,194.76086549430713,181.90722518115783,176.15524913042486,166.17775629897253,175.02300614536344,178.6612275925728
4,1990-05-09 17:31:36+00:00,171.84282107827212,169.62177176422875,173.33487058663738,180.78541233162593,179.89614067140505,185.14172980653345,189.63108419775529,200.13779537524627,187.7070774148372,189.6951900853283,178.3454915937118,188.84830315003603,196.0207499943407
5,1992-01-23 17:35:38+00:00,168.611904313234,166.1201866670385,173.48159843794411,178.1171322806249,187.26850578494194,192.26274442664945,194.6761404348536,202.74297723217748,191.004001581066,184.64092874075578,167.3028809577113,164.93213703996113,178.0081022800562
6,1992-02-24 17:35:34+00:00,154.50661815071,165.0151354629357,170.33925301491365,171.65666881113157,181.71002716177006,176.38916386738532,185.3220898338783,195.340722222161,185.57872544043107,184.1496470988008,169.85748627096467,,177.12634646797238
7,1992-03-11 17:35:33+00:00,146.97920139454638,155.2494356598036,161.55081647777797,179.30467418026484,182.48108177415622,179.1424007263165,180.1644049271004,190.4153709943674,180.46454296924134,179.87318629102728,177.95178093292301,,180.30841819390133
8,1993-01-09 17:32:57+00:00,165.07593153712568,170.29098875892532,170.53335667296983,182.23813897049678,182.97033010195204,185.78076209814478,190.5981241963689,204.87020766648155,193.7320162760979,195.19007464746272,180.9031625659383,177.78868813874905,
9,1993-02-10 17:33:18+00:00,162.29532735375741,165.1297812737276,165.1920919898187,168.58488184768063,171.85299691180163,178.6824229537013,186.72970169676265,195.36422480201932,192.0243566129337,186.9030169975582,172.41722301132955,166.0569912020644,175.47625209601665
10,1993-03-14 17:33:33+00:00,170.16998823909515,173.52850275039737,178.1505396443728,190.2546223944705,186.1057000947292,191.64110038193886,195.22081572314326,204.16183734399874,197.02475056951303,202.70262783950363,195.73427413238431,197.43624796883213,196.12183790953097
11,1993-03-30 17:33:36+00:00,161.2753653113739,169.48913882627562,173.52334066600747,172.88318973462611,174.51717131254583,178.11579406235523,190.74736447413974,192.0728340034775,184.41043954582875,202.38417620040335,195.51007297425613,188.60340513051784,183.36061116453553
