dates,nzd0188-0000,nzd0188-0001,nzd0188-0002,nzd0188-0003,nzd0188-0004,nzd0188-0005,nzd0188-0006,nzd0188-0007,nzd0188-0008,nzd0188-0009,nzd0188-0010,nzd0188-0011,nzd0188-0012,nzd0188-0013,nzd0188-0014,satname
1999-09-13 21:52:41+00:00,,,,,,,,,,338.17,352.04,355.25,355.81,359.87,357.23,L7
1999-09-29 21:52:52+00:00,372.16,368.26,368.98,360.36,355.72,360.19,362.74,361.45,363.81,352.77,362.33,366.56,366.12,367.18,362.24,L7
1999-10-15 21:52:49+00:00,367.18,361.06,361.46,355.31,351.44,354.43,355.12,349.17,354.74,349.30,360.85,367.20,367.53,364.94,362.51,L7
1999-10-22 21:58:52+00:00,365.88,359.25,358.43,355.14,352.11,352.41,352.62,347.01,349.43,346.60,358.54,367.52,364.43,363.72,362.17,L7
1999-11-07 21:58:56+00:00,361.84,356.32,355.01,353.26,350.49,350.56,350.00,345.74,347.31,345.93,356.91,367.07,363.82,363.95,362.41,L7
1999-11-16 21:52:44+00:00,358.41,354.34,351.26,349.99,349.80,349.57,349.03,344.77,345.68,346.34,355.89,366.76,363.84,364.67,362.57,L7
1999-12-02 21:52:40+00:00,358.67,354.35,351.09,350.71,351.04,350.10,349.78,346.04,347.11,348.13,356.68,367.97,365.43,365.98,364.35,L7
1999-12-09 21:58:57+00:00,357.28,353.50,350.56,350.11,350.44,349.51,349.48,346.43,347.39,349.08,356.98,367.67,365.82,366.00,364.39,L7
2000-01-19 21:52:37+00:00,356.60,353.30,350.04,349.85,350.40,349.47,349.50,347.20,348.15,349.34,357.18,368.49,366.15,366.42,365.24,L7
2000-02-04 21:52:37+00:00,357.27,353.73,350.90,350.91,351.43,350.73,351.02,349.26,350.11,350.98,358.95,370.08,368.24,368.85,367.97,L7
2000-03-14 21:58:35+00:00,358.24,354.61,351.82,351.72,352.16,351.49,352.41,350.45,351.28,353.18,360.58,372.16,370.19,370.29,369.58,L7
2000-03-30 21:58:33+00:00,358.07,354.57,350.99,351.45,352.33,351.04,352.32,350.58,350.65,351.89,359.71,371.40,369.15,369.66,368.80,L7
2000-04-24 21:52:10+00:00,356.91,354.53,350.88,350.48,352.17,352.46,354.46,353.64,353.45,354.76,361.06,372.24,370.82,371.72,370.02,L7
2000-05-01 21:58:18+00:00,357.26,355.65,352.12,351.35,352.83,353.19,355.39,354.39,353.86,354.48,360.80,371.91,370.36,371.71,369.72,L7
2000-07-13 21:51:19+00:00,362.39,360.81,357.10,354.69,355.26,357.09,360.90,359.99,359.19,356.42,368.38,374.65,376.79,374.00,371.80,L7
2000-08-05 21:57:08+00:00,360.61,357.44,356.42,351.67,351.75,352.69,358.16,354.12,351.41,349.18,365.79,369.45,372.86,365.77,358.40,L7
2000-08-14 21:50:56+00:00,360.31,356.95,355.83,354.07,353.10,352.22,358.55,354.55,349.29,347.08,363.89,369.18,370.91,362.87,356.55,L7
2000-10-17 21:50:01+00:00,350.86,347.04,350.11,348.32,347.63,346.96,354.22,350.15,344.21,343.66,362.78,367.17,370.91,358.68,351.64,L7
2001-01-05 21:50:16+00:00,350.95,344.16,346.95,349.64,347.07,343.26,349.81,345.34,337.86,340.03,362.18,362.55,367.76,350.36,341.05,L7
2001-03-26 21:50:01+00:00,349.88,343.43,345.60,347.44,345.69,346.13,350.27,347.83,345.78,349.50,358.17,361.74,371.23,357.35,349.99,L7
2001-06-05 21:55:40+00:00,359.04,354.96,356.41,358.31,352.67,356.68,355.87,354.56,349.99,349.95,354.35,355.25,367.10,353.25,351.06,L7
2001-06-21 21:55:29+00:00,360.45,356.32,355.13,356.66,352.68,356.34,355.45,354.61,349.04,349.33,354.03,354.33,363.70,352.48,350.16,L7
2001-06-30 21:49:12+00:00,360.45,356.32,355.13,356.66,352.68,356.34,355.45,354.61,349.04,349.33,354.03,352.95,360.02,352.01,349.63,L7
2001-09-02 21:48:29+00:00,360.49,357.95,355.27,354.49,351.16,356.12,356.16,357.75,350.11,349.71,353.75,351.79,360.76,350.24,349.51,L7
