dates,satname,nzd0188-0000,nzd0188-0001,nzd0188-0002,nzd0188-0003,nzd0188-0004,nzd0188-0005,nzd0188-0006,nzd0188-0007,nzd0188-0008,nzd0188-0009,nzd0188-0010,nzd0188-0011,nzd0188-0012,nzd0188-0013,nzd0188-0014
1999-09-13 21:52:41+00:00,L7,,,,,,,,,,329.11,342.41,347.92,342.98,353.17,351.31
1999-09-29 21:52:52+00:00,L7,361.10,360.43,360.43,355.66,350.35,353.71,354.91,354.22,354.41,356.31,360.87,368.93,360.76,366.32,360.02
1999-10-15 21:52:49+00:00,L7,356.55,349.87,349.57,347.86,344.41,345.36,343.49,333.21,340.86,336.70,351.90,363.91,362.34,356.28,359.36
1999-10-22 21:58:52+00:00,L7,370.92,361.03,358.30,358.05,357.17,352.84,353.05,347.67,345.31,346.15,359.73,374.67,365.95,365.73,366.15
1999-11-07 21:58:56+00:00,L7,350.66,348.23,345.48,348.03,346.08,345.58,342.81,342.57,341.76,344.18,351.38,366.03,362.72,365.56,364.01
1999-11-16 21:52:44+00:00,L7,344.37,346.17,335.98,336.77,346.90,345.39,344.92,340.63,338.84,348.05,350.44,364.92,363.42,368.03,363.15
1999-12-02 21:52:40+00:00,L7,366.31,358.86,355.13,356.98,360.30,356.44,358.01,356.57,359.68,365.23,368.13,380.36,383.97,378.55,379.18
1999-12-09 21:58:57+00:00,L7,342.59,343.95,342.46,343.82,343.76,342.28,343.17,344.62,343.65,349.39,352.38,360.39,359.62,361.38,360.49
2000-01-19 21:52:37+00:00,L7,357.32,355.80,350.66,350.39,352.83,352.45,353.58,356.23,358.18,356.91,364.62,379.58,376.57,373.87,375.66
2000-02-04 21:52:37+00:00,L7,361.83,356.60,357.18,358.99,359.26,360.34,362.61,365.20,365.08,364.95,374.00,383.75,385.85,390.11,392.04
2000-03-14 21:58:35+00:00,L7,370.86,365.24,363.07,360.72,360.64,360.60,367.61,363.66,365.11,364.01,372.52,379.12,380.90,377.15,375.81
2000-03-30 21:58:33+00:00,L7,375.70,371.60,364.71,359.83,359.91,358.73,365.51,366.11,361.97,359.66,369.41,374.47,373.29,372.05,362.85
2000-04-24 21:52:10+00:00,L7,637.43,,350.68,342.88,344.51,356.00,358.73,353.51,354.95,350.13,356.90,369.36,364.69,365.92,363.27
2000-05-01 21:58:18+00:00,L7,367.43,369.82,369.00,362.31,362.38,364.10,369.06,366.01,363.84,359.35,366.32,374.93,376.74,377.08,371.91
2000-05-26 21:51:48+00:00,L7,,,,,,,,,,,,,,,650.14
2000-07-13 21:51:19+00:00,L7,635.74,,651.04,486.51,,,,,,612.38,399.75,438.40,412.61,302.23,609.08
2000-08-05 21:57:08+00:00,L7,338.93,330.54,339.08,335.07,334.10,327.37,333.99,325.07,316.07,318.50,343.32,354.03,346.93,340.90,321.94
2000-08-14 21:50:56+00:00,L7,360.30,355.82,353.80,366.57,360.46,350.59,361.30,357.46,339.68,337.79,353.75,368.78,360.86,349.26,348.07
2000-10-17 21:50:01+00:00,L7,328.91,326.38,328.26,329.42,330.57,329.36,339.10,340.49,335.79,339.96,350.65,358.57,355.63,,
2000-12-04 21:50:10+00:00,L7,,,,,,,,,,,,,,,
2001-01-05 21:50:16+00:00,L7,366.25,357.23,359.39,363.51,358.58,360.21,358.19,352.18,351.88,354.45,360.83,361.19,359.29,361.70,353.84
2001-03-26 21:50:01+00:00,L7,,,,,,,,,,391.00,425.93,531.04,382.94,,
2001-06-05 21:55:40+00:00,L7,360.06,358.52,359.81,356.60,350.76,357.98,359.38,362.34,355.09,353.69,356.61,355.96,361.40,350.90,353.66
2001-06-21 21:55:29+00:00,L7,364.56,359.97,353.56,353.92,353.33,356.41,355.53,355.55,348.24,349.37,354.78,353.55,355.35,351.89,349.22
2001-06-30 21:49:12+00:00,L7,,,,,,,,,,,,355.76,357.43,356.97,353.66
2001-08-17 21:48:40+00:00,L7,,,,,,,,,,,,,,,
2001-09-02 21:48:29+00:00,L7,,,,,,,,,,,476.68,,354.83,422.23,497.87
2001-09-09 21:54:36+00:00,L7,351.27,359.09,348.25,347.44,353.59,352.66,343.24,338.67,340.22,340.20,340.79,346.85,342.16,326.16,330.21
2001-09-18 21:48:17+00:00,L7,,,,,,,,,,329.33,331.77,337.09,333.72,322.16,321.87
2001-09-25 21:54:28+00:00,L7,364.79,360.49,355.27,357.16,355.15,357.18,352.26,349.54,347.23,350.00,348.39,351.47,350.43,337.65,339.67
2001-10-11 21:54:09+00:00,L7,351.94,356.78,349.78,350.45,359.88,357.35,348.77,346.17,348.81,351.72,358.99,353.14,353.23,346.45,351.22
2002-01-24 21:48:42+00:00,L7,352.85,354.93,354.70,349.40,354.63,358.70,355.15,357.32,356.78,353.48,363.28,366.91,365.43,369.16,362.71
2002-01-31 21:54:50+00:00,L7,333.92,331.16,333.14,333.99,336.36,342.98,336.17,335.61,336.58,334.18,341.51,348.99,345.90,345.51,348.45
2002-02-16 21:54:54+00:00,L7,336.12,333.12,329.80,333.13,334.82,335.10,334.96,333.49,332.43,332.21,341.59,347.13,345.25,341.83,335.52
2002-02-25 21:48:47+00:00,L7,359.25,358.85,355.34,358.63,358.48,358.34,357.98,363.65,361.20,359.51,362.41,367.42,366.05,362.58,360.76
2002-03-20 21:54:48+00:00,L7,353.33,350.80,345.30,347.86,347.20,351.34,352.60,353.33,352.18,354.93,358.33,361.14,361.79,362.21,354.85
2002-03-29 21:48:39+00:00,L7,331.08,347.66,348.69,348.62,353.98,338.00,,,348.34,345.47,356.38,361.15,354.44,352.54,349.20
2002-04-05 21:54:49+00:00,L7,409.65,,,,348.35,350.47,357.17,359.25,348.80,561.40,623.31,653.33,183.57,175.19,
2002-06-01 21:48:28+00:00,L7,351.29,340.28,343.94,345.86,344.95,343.39,349.80,344.05,342.03,343.13,358.98,361.00,363.22,356.30,347.86
2002-08-27 21:54:00+00:00,L7,369.35,365.11,363.69,363.08,356.30,359.04,360.28,359.41,360.87,362.52,361.58,372.32,372.61,370.43,373.68
2002-10-07 21:47:33+00:00,L7,344.39,340.88,345.49,340.17,344.83,344.78,350.89,353.19,355.23,353.78,361.13,360.22,355.23,353.52,352.50
2002-10-14 21:53:43+00:00,L7,368.65,358.06,351.76,350.84,353.28,354.75,355.85,359.28,359.76,360.00,364.89,368.49,366.74,361.03,360.48
2002-10-23 21:47:39+00:00,L7,341.68,335.48,335.07,331.74,337.58,350.76,349.82,348.33,355.20,352.08,358.20,365.91,364.18,353.33,354.47
2002-11-08 21:47:44+00:00,L7,351.74,353.85,356.75,358.15,356.46,361.70,363.38,364.56,369.54,370.40,374.58,377.43,372.36,372.67,379.61
2002-12-01 21:54:16+00:00,L7,,,,,,356.74,352.34,356.11,359.22,355.68,360.47,372.02,371.48,364.16,345.54
2003-01-02 21:54:22+00:00,L7,355.15,348.33,338.22,346.57,343.95,342.41,352.33,353.88,345.54,349.15,351.80,365.73,362.53,355.30,357.14
2003-01-18 21:54:30+00:00,L7,351.96,346.34,346.22,343.50,348.46,347.62,346.01,347.48,344.44,345.52,354.57,357.41,354.47,351.83,347.49
2003-03-23 21:54:40+00:00,L7,369.96,362.36,352.75,349.44,349.11,352.33,345.18,341.44,344.08,334.05,334.62,345.69,340.73,335.94,327.95
2003-04-08 21:54:47+00:00,L7,360.49,359.96,358.40,360.22,357.79,358.91,348.17,346.63,340.57,336.75,335.32,346.30,344.90,341.15,335.35
2003-05-03 21:48:37+00:00,L7,348.20,342.72,344.28,335.15,335.82,329.04,327.83,329.26,321.35,321.68,322.35,330.85,326.90,322.53,321.35
2003-05-26 21:54:43+00:00,L7,356.75,358.03,356.39,352.85,356.49,356.07,352.05,352.29,348.43,346.86,343.89,351.38,350.86,344.86,350.99
2003-07-21 21:42:33+00:00,L5,362.60,364.50,358.05,354.20,352.82,352.64,351.86,357.38,356.98,355.61,349.40,353.04,355.77,350.35,355.82
2003-08-06 21:42:51+00:00,L5,376.43,372.63,365.01,356.49,347.42,346.40,345.86,345.08,354.62,353.23,345.60,344.67,344.23,333.50,333.49
