dates,nzd0188-0000,nzd0188-0001,nzd0188-0002,nzd0188-0003,nzd0188-0004,nzd0188-0005,nzd0188-0006,nzd0188-0007,nzd0188-0008,nzd0188-0009,nzd0188-0010,nzd0188-0011,nzd0188-0012,nzd0188-0013,nzd0188-0014
1999-08-12 21:52:44+00:00,161.5880014454377,154.13458435407875,,,,,,,137.254075174706,130.3499526428735,130.74384437273602,,,,
1999-09-13 21:52:41+00:00,,,,,,,,,,136.2932485401335,146.1002889352096,158.8145445315984,154.75901489010786,162.83096965935098,159.0310326830235
1999-09-29 21:52:52+00:00,171.88469050912408,167.99734058574293,167.82289039455182,166.0590488849806,156.26600071987033,163.52476965043908,163.89721309687306,163.52391412518378,163.81034821146775,161.9336420255021,170.5995560853418,177.34441844003751,169.56351084507102,172.5684623364503,169.89502851773275
1999-10-15 21:52:49+00:00,165.59024364093227,155.72957001691762,155.49627873053535,154.76653681500025,149.97499471924115,152.05463094972208,149.6436185606164,140.43051424416586,147.81185649207652,143.5389916823592,156.74360359856203,171.24605174254006,168.3981729877981,162.12444012573545,165.4033308022977
1999-10-22 21:58:52+00:00,161.19913220998447,155.3653026560137,151.25371887866953,150.389420440459,150.03672007139494,146.1249836151412,145.59331337427136,140.10354408330645,138.76430893113795,139.047065497077,152.33921080435445,165.49626007989332,156.621292195837,158.25364655564863,157.4090763565957
1999-11-07 21:58:56+00:00,151.94775835612296,149.18456983425386,146.4793079967747,148.58062843774564,146.64375291642702,146.10537686383412,143.55871516667526,143.28213997972153,142.53404321897446,145.32348218996177,151.54108031973212,165.3254504750798,161.3533176809941,164.74236979147489,163.21124050895412
1999-11-16 21:52:44+00:00,146.45402286276365,147.94945295350598,138.1864054740014,138.53846031314345,148.60301119056447,147.3829459804068,147.0491273794922,142.36286702946097,140.4811687016135,150.0327745781393,152.2722706698285,166.8707950027291,165.5371054176572,169.14260175985842,164.4840047441361
1999-12-02 21:52:40+00:00,158.51912977056017,153.8176182068241,148.72296467594285,150.03963793293815,153.7962939953677,150.0154075686499,151.53293423360813,149.64074732339012,153.01584871873135,158.12407783415037,160.26559062579986,172.1342736484666,174.77705724030906,171.51644266342714,171.85454368835758
1999-12-09 21:58:57+00:00,147.82176940704878,145.2274547973914,145.6821936942233,147.87529581960024,147.5097373533612,146.1439644239279,147.389728961087,148.0277953826835,148.73511139301405,150.85681174162002,155.25614304020164,164.67854443634138,164.36756471722023,164.5899760985743,164.54572648291222
2000-01-19 21:52:37+00:00,151.92900889479228,151.92119183125456,146.9991039985906,145.0829068778802,148.38476712882272,147.67195358921452,148.45418635315272,151.43235843573004,153.20390361087414,152.29892043911158,158.3532935598466,172.90094261267743,169.86046759149178,168.0622162179662,169.8681223185158
2000-02-04 21:52:37+00:00,163.86099578289912,157.6915279905238,158.8496186596829,160.11380153100413,160.90099937018957,161.71795181021832,164.4706385670107,166.29511659271463,166.4409348582648,166.09292912539271,173.7074888624533,185.6221880747453,184.54127829887994,189.89514327277968,190.7019873115331
2000-03-14 21:58:35+00:00,166.69384285536677,163.08494923985535,159.9070161942395,157.312745015412,157.81383298487003,157.38508277933454,164.25738721103974,162.3997506329534,162.16316998819366,160.55967111565488,168.5416399144489,174.82489286111422,176.481918180502,173.39143151626047,171.8752686113175
2000-03-30 21:58:33+00:00,170.57998156945325,167.681081556298,160.9912918306157,155.31740074793223,155.71058338105658,154.49640149742484,161.11808934308718,160.95825422721938,156.8845520482026,156.318311946664,164.73318746658376,168.55309653052342,167.41109719872875,167.28366127530208,157.39489323046604
2000-04-24 21:52:10+00:00,159.60201050314396,155.30617799240557,154.37536472799587,147.8774930507919,149.8239678438719,160.50091898186687,163.50641980906244,157.82082649809266,159.6230395366219,153.25288256202035,158.6063546108334,175.33302578811336,170.77436725036463,170.7521590250354,167.31196015939463
2000-05-01 21:58:18+00:00,158.26051220637774,164.45168189966927,163.34791294929636,153.15688867901005,156.44839238899516,157.3883816725204,162.46719358700634,160.356770791034,156.9700287231268,152.95233359254988,157.53976908986513,164.89240983019494,166.0543260286684,169.74649522413432,163.02581020260556
2000-05-17 21:58:07+00:00,159.11801954160742,155.05153272161087,146.89936600631515,162.09133476081888,133.07027339766148,145.97405905840694,154.28114449556037,151.95256782344183,149.15066034205296,148.94697949800087,159.83528007235373,164.4938903544514,171.0601894062391,168.581658541864,165.93280559859332
2000-05-26 21:51:48+00:00,,,,,,,,,,,,,,,
2000-07-13 21:51:19+00:00,,,,,,137.1827606384569,,,,,,-6.36867441152574,15.849183909637336,64.9156286305649,83.2042572947674
2000-08-05 21:57:08+00:00,139.7149549158269,133.83173507438588,142.36055560579342,139.858556796138,138.1313439495063,131.90989783872223,139.03286498903094,129.42494737468053,120.47702151189684,122.16301823125062,141.37966354641227,159.4186852577861,152.3935400279948,143.2606590989842,125.07834050119568
