,dates,chi0355-0000,chi0355-0001,chi0355-0002,chi0355-0003,chi0355-0004,chi0355-0005,chi0355-0006,chi0355-0007,chi0355-0008
0,1985-01-25 14:04:27+00:00,228.22925373120242,,180.83489880944208,167.60471930952994,176.73211100273969,192.41751269185048,182.6723534210735,197.75108974892058,189.7976823915241
1,1986-01-28 14:01:10+00:00,220.15389833657662,186.43595029262258,178.32424069720415,174.57670553054325,166.78517460614972,170.2734412643693,196.1587393627947,189.52322414678372,177.9366066291904
2,1986-03-17 14:00:06+00:00,214.99487255860112,185.42968961520134,183.63491871564028,195.82067359493797,195.62535765731025,197.13561030749383,213.99575655241196,213.5748862906786,189.83121058610024
3,1986-05-04 13:59:02+00:00,211.5383738379947,178.33510302521003,168.22976672962318,,155.39605732600276,158.30146746297015,165.06423615428244,171.6594487945615,165.90175626726582
4,1986-08-15 14:01:53+00:00,210.78593581634962,,155.78403782761453,173.35718834728542,166.51701911723237,159.71302623770762,179.74472133968078,166.28813679657165,158.8700584509774
5,1986-08-31 14:01:16+00:00,203.46978228876247,162.69384344914812,131.32478595456027,,133.24219815820823,141.917056979575,137.65881652183268,,119.4285260599048
6,1986-09-16 14:00:46+00:00,204.41178521409168,166.68084116280187,149.76147328987,159.16884060471386,167.92520030763652,157.46432778180474,160.24954088321778,168.5038016398441,148.64104416209946
7,1986-09-25 13:54:18+00:00,214.18013407181522,164.89853490275607,174.03602822527404,173.20866365228636,171.19795558947703,159.42177345557013,140.98840520292967,122.41999517407929,120.05717615086076
8,1986-10-11 13:53:47+00:00,221.21804018831102,170.53877864722608,147.54707210121214,148.18444302925226,157.85021362728244,154.22716851385036,166.59838784729314,177.40288571105,174.65047404966498
9,1986-10-18 13:59:44+00:00,214.09871414493472,177.47979228708687,158.71900871908332,153.06068847440272,159.33072215270258,171.01208220433386,175.45524535600447,185.32197737553525,172.00565008254318
10,1986-11-03 13:59:10+00:00,222.65212697500488,172.8227849573742,160.26063177575227,163.42756998331933,166.69862149897253,173.1079237582273,185.1708755247157,184.70328193828337,171.59608302258889
11,1986-11-12 13:52:38+00:00,223.0420509494724,165.10676996884723,161.05309316381837,167.51600750290407,166.77426247268417,171.87535619865855,181.66108452001725,185.08998931119376,163.19650882329253
12,1986-12-14 13:52:49+00:00,210.03042870859215,167.46024269267207,151.06096774732225,162.6182459513145,167.14565278770323,170.7890333369368,178.80049784677476,179.76439737634226,163.17271730435223
13,1986-12-21 13:59:13+00:00,223.96263770918824,,163.83488057043274,171.16893235306355,183.97560181586917,181.6690704772993,181.44489602444423,191.63136660880994,186.2645822528188
14,1986-12-30 13:53:19+00:00,220.8908252815255,172.06953646129125,163.62730544343816,182.9173208411689,185.04563603035317,186.11048399498569,195.93434089233676,203.72084104213465,183.09753158702338
15,1987-01-31 13:54:17+00:00,220.9893134862948,167.32875709481667,164.11107757338212,170.64528969409517,179.53468694977968,176.37084005781688,187.62191906890877,200.81846167769032,187.70919788581136
16,1987-02-07 14:00:45+00:00,226.14098111828457,,177.17140776094908,190.38488584731297,185.3825194724233,193.38596993206818,207.7763514463191,215.10964188477791,190.19746255298662
17,1987-11-15 14:02:09+00:00,225.70587004294578,,163.66550103458604,164.79993950684732,169.51211084894945,179.38201996608342,183.46538404604286,191.2406823387655,187.7082537359112
18,1987-12-08 14:08:41+00:00,229.86480873068072,173.1356424504507,166.77783083980907,171.53130043900737,177.94772982849327,181.61355286556258,184.3618956427353,196.94624450336326,191.3990159815196
19,1988-01-02 14:02:54+00:00,218.98793264381203,167.51590815768873,163.75497388109136,167.05798405251912,171.38381792028042,182.99329480705921,189.3848271909528,190.6673529172835,182.7779088348201
20,1988-05-25 14:04:31+00:00,219.33910230665555,164.45738419818403,151.7085847049225,157.02720009275095,161.6366517302998,170.0586830770079,179.69969231079807,170.34290041765925,147.1501737540261
21,1988-07-03 14:10:55+00:00,219.25646966539654,,159.6838978198166,143.14958423780683,154.4083283842685,174.1007503649448,178.3197693244087,169.29201390726638,159.32859098551748
22,1988-08-04 14:10:58+00:00,214.52767380096438,180.7935690154238,179.66051987923416,177.40579485542253,174.51826033980504,183.9049369938366,196.72769182108186,191.27877561774665,183.02808900711182
23,1988-09-14 14:04:49+00:00,209.87112940200237,170.08935175737656,160.69631312398982,169.81168868262145,168.85801414241018,168.48460756456046,181.33753936267757,172.62915462718217,163.63044525446932
