,dates,chi0355-0000,chi0355-0001,chi0355-0002,chi0355-0003,chi0355-0004,chi0355-0005,chi0355-0006,chi0355-0007,chi0355-0008
0,1985-01-25 14:04:27+00:00,231.2168731572818,,182.96891268521307,169.73873318530093,178.45573759470855,194.01802309867873,184.21767381387318,199.5436614045682,191.15569122156018
1,1986-01-28 14:01:10+00:00,220.20045373131813,186.47474645490718,178.35749455059096,174.60995938393006,166.81203348773138,170.29838165440938,196.18281973938514,189.55115738362863,177.95776817225473
2,1986-03-17 14:00:06+00:00,216.5970944078043,186.7648744895373,184.77936289364254,196.96511777294023,196.5497164164659,197.99394344099554,214.82449199165498,214.5362194002005,190.55949324482896
3,1986-05-04 13:59:02+00:00,209.0759322871585,176.28306839951318,166.47087990759732,,153.9754179697511,156.98230234645075,163.7905594900568,170.1819838640598,164.78246465324938
4,1986-08-15 14:01:53+00:00,210.28214950818645,,155.42419046464084,172.99734098431173,166.22637317021514,159.44314071547734,179.4841422147688,165.98586501167375,158.64106467453962
5,1986-08-31 14:01:16+00:00,198.74850806667874,158.75944826407834,127.95244722450046,,130.51838610700608,139.38780293203013,135.21677813109972,,117.28249232259401
6,1986-09-16 14:00:46+00:00,194.94189175502925,158.78926328024986,142.99726367625397,152.40463099109783,162.4618002351005,152.39117057159274,155.35132012853032,162.82186556440666,144.3365471352529
7,1986-09-25 13:54:18+00:00,217.1385052008851,167.36384417698096,176.14915046032397,175.3217858873363,172.90470816394043,161.00661513185756,142.51859716624168,124.19501785152121,121.40189030043797
8,1986-10-11 13:53:47+00:00,224.57014018855153,173.33219531409316,149.94142924424108,150.5788001722812,159.78411747357504,156.02293637112206,168.33223267500375,179.4141457111943,176.17415586795613
9,1986-10-18 13:59:44+00:00,207.6619958440687,172.11586036969854,154.1213527898933,148.4630325452127,155.61723082527988,167.56384025744137,172.1259083038324,181.45994639501566,169.07986903669502
10,1986-11-03 13:59:10+00:00,217.4920152966803,168.52269189210375,156.57483771980617,159.74177592737323,163.7216339922468,170.3435782162677,182.5018522428237,181.60721493128864,169.25057771425955
11,1986-11-12 13:52:38+00:00,220.60080545253038,163.07239872139553,159.30934638028833,165.77226071937403,165.36585160906375,170.56754611101104,180.3983713319438,183.62524201302853,162.08685177922797
12,1986-12-14 13:52:49+00:00,207.02354448504192,164.95450583971353,148.91319330192923,160.47047150592147,165.41091188950116,169.17820250289202,177.24521290355912,177.96026684221212,161.80595174819302
13,1986-12-21 13:59:13+00:00,228.11152349463495,,166.7983704171804,174.1324221998112,186.36918976901148,183.89168786236004,183.59087143070977,194.12069808007797,188.15043942802185
14,1986-12-30 13:53:19+00:00,217.38365801490755,169.14689707244295,161.12218596728246,180.4122013650132,183.02227029961205,184.23164438786893,194.1202888578792,201.61654068216387,181.50336464765158
15,1987-01-31 13:54:17+00:00,219.96539414817232,166.4754909797146,163.37970661758035,169.9139187382934,178.94396425470902,175.82231184096554,187.09230561815576,200.20411007481684,187.2437800048466
16,1987-02-07 14:00:45+00:00,228.49587715275234,,178.85347635699748,192.06695444336137,186.74111333846238,194.6475213791045,208.99440111931966,216.52257950545857,191.26786984138107
17,1987-11-15 14:02:09+00:00,227.5898746109726,,165.01121858317663,166.1456570554379,170.5990365612726,180.39130812752634,184.43986916743603,192.3710850795816,188.56461944865066
