,dates,aus0083-0000,aus0083-0001,aus0083-0002,aus0083-0003,aus0083-0004,aus0083-0005,aus0083-0006,aus0083-0007,aus0083-0008,aus0083-0009,aus0083-0010,aus0083-0011,aus0083-0012,aus0083-0013,aus0083-0014,aus0083-0015,aus0083-0016,aus0083-0017,aus0083-0018,aus0083-0019,aus0083-0020,aus0083-0021,aus0083-0022,aus0083-0023,aus0083-0024,aus0083-0025,aus0083-0026,aus0083-0027
0,1987-09-11 23:09:17+00:00,203.70429226100725,214.43754841448109,197.63078024143556,196.5868537438963,194.8542497963959,202.58347085512548,210.68910778283632,214.0781801429115,208.12879456384064,202.71391259190398,200.72499228014306,202.4676120879123,199.7685506594339,197.8591989026308,195.47193003273597,204.64574744566917,210.66951915818856,205.23326840288289,197.33219442503943,204.9992465403797,213.02963667853692,222.58493375301492,226.31214137076347,225.97299368261562,223.83677752800793,215.76018106836864,219.1835657242151,213.75013116991124
1,1987-10-06 23:04:03+00:00,221.7564957478516,219.9151819460693,217.01369208527336,212.7313263582994,209.8230388677633,216.70872927728504,219.18142717835218,226.99157512064258,224.18487673039175,224.17117130283296,225.21076338079,223.77404693907982,217.22572602365233,214.48795717730746,213.59433583444604,216.0633727466325,221.54444183666504,219.95512151125428,213.46335924131878,215.04519153254859,223.83863891328596,223.66102453084346,224.71640826343742,227.51965271176647,225.19620587906434,218.8917220092197,217.78524108431708,218.32848870482042
2,1987-11-14 23:10:35+00:00,215.9536463104543,222.82438313896762,219.1724618420726,213.4312435157853,208.21541460163294,224.7175575359675,223.53132259173046,232.0660907379168,231.17705890416659,231.0446685420286,228.90966125196695,228.80507842414733,226.27140247888707,220.69998114441472,220.03853290796843,217.08716334067526,225.2786949197706,219.94568347211086,217.2568593770862,219.1993664894873,223.18586767594212,230.5763465867392,233.20310723839592,237.66833761268867,238.2612284544091,235.40077960559637,231.07350441350894,227.79456898037355
3,1987-12-16 23:11:05+00:00,234.7614437065664,230.47029550550042,229.27022607285767,217.55543854291105,223.34423542211826,235.13490892455053,235.43119334123764,229.5887902305917,238.88520839976425,239.69948919828175,248.35616553814032,244.01459640713992,238.12054215168138,236.14257458018002,233.45346492565648,226.87958667402637,223.95740923784663,229.76890448062,230.3973657470653,224.56861538470787,232.4676567146354,241.46291839489135,244.25194222116977,240.1013628838209,245.28266129226614,235.14774095674017,232.58735253128037,233.95682805013342
4,1988-01-17 23:11:38+00:00,189.16512592217796,188.69069484602528,186.42511684702868,191.49003527049842,190.4937129310775,192.8338904021499,190.5625856732017,193.61269221203207,189.3623961055933,188.55993349323052,184.88036508530473,193.4115589155136,189.398425850537,183.16009919151475,187.38578542870093,185.27926199297926,189.31023225654434,184.18303043078836,181.31542432892425,181.9586251486114,189.02761851031258,190.65564378739518,198.80488567228167,200.18917589042928,200.5494544687743,203.86274582246637,198.3470104545233,200.71821162929842
5,1988-02-18 23:12:11+00:00,195.17985650580192,191.21006292660056,189.51477436923525,193.6925273597318,195.2892491297428,198.8653518044593,199.4915433842708,201.16451850819342,202.99804533475964,194.676628028215,192.39676161526882,198.80126562225718,196.34414912989018,191.80395609384007,188.56396397478488,189.76986366249116,188.18138724588852,183.73912352117844,185.3116893439727,189.49851809042895,199.12323719379162,200.4614600390629,205.28404991655606,202.22792647062218,200.87142418635207,201.39053393231433,195.9026907223614,196.1978230948074
6,1988-04-22 23:12:40+00:00,214.34384399581026,215.66915320971538,221.81480754300276,221.12245230938657,208.10920397171213,213.13670522004426,214.46147462226963,210.3315708122591,215.75064563821996,216.3421529726023,206.0647019192574,220.23296518859036,214.7603530172332,211.45029587880825,206.14342599744361,204.38555039719523,202.20027222059804,204.22362166120755,208.55039648268712,211.61509551033072,220.83705261061928,222.5415630776696,228.27289369121132,228.3282892739236,224.2774793200965,223.913703038491,218.11638580964217,223.51738943278846
7,1988-05-08 23:13:14+00:00,,,,,209.05714190595322,214.75384493917636,216.14179974292114,216.70949043571773,211.6899417766723,212.2818171351779,224.27389634925802,214.41394862545965,210.59575180389993,211.09630706995915,208.76471879015344,206.6997113817643,204.27593180836223,206.65156097632448,198.68265874698005,209.95355596328656,216.4829960693952,230.2658171103144,221.9522803808616,222.06845811538727,219.00016090808123,217.31736746216205,219.16032504795507,218.034359463808
8,1988-05-24 23:12:58+00:00,224.60587533390844,209.06885393690058,224.6873469266231,218.00983691290827,221.99594823204188,234.47229215280714,220.2038621689466,219.387853065068,224.109054184278,220.75544798837151,231.89109002206516,232.1519573668125,230.25625470122213,213.57463043244582,226.77980533734933,229.27767271561052,219.45227968125542,210.56840423477217,214.70876678510893,217.09880999455734,236.79809160109886,243.45657619205286,245.12725279930484,230.63193072108322,233.76010663902576,232.56144220877798,238.49090885262174,231.00912458940113
9,1988-06-09 23:13:03+00:00,218.04515055735254,206.57258639169424,217.39220228433652,218.84492314179766,211.80210187314322,223.73757607692883,213.66653466348208,209.62476218999717,214.29820294651225,220.06508078872866,215.0389266207385,220.0029673515383,214.60627383926953,209.48528990499312,218.66074490115514,220.3089316541653,229.0367086180505,208.19966764269992,204.5762592507166,207.91814595919288,216.90140046291265,226.34186651615954,229.39675400179817,227.6040845325465,226.5141305209404,232.78645106061037,223.49631334294426,220.16287531499933
10,1988-06-18 23:07:20+00:00,214.23739731467003,210.58446838682687,207.69568932260702,208.01507878765824,203.55459355929298,209.8027266343315,202.4744268238503,206.55856051095788,206.61531514047385,201.9534877853426,200.8796482183226,207.5795661694935,207.01617153104814,200.38501665670765,199.921569238364,201.074671491169,202.25156181993145,202.14027270213174,195.32492564377316,198.3641093273628,206.9528494259921,217.12334703218323,219.82435679270813,216.3182882401949,218.9702858541931,219.1406644184276,207.56382992854356,209.86151233032174
11,1988-08-28 23:13:18+00:00,205.5156043981081,211.94360912622773,203.96765138916103,204.8685637706805,197.79047278067958,208.65660898214162,206.77458708315956,215.94502499117345,207.827369790026,201.41412374124707,202.03217475557466,216.81706209843477,210.321986692633,205.80618070437242,201.45994044919075,201.10258992302042,200.57913224501772,202.25497083612555,198.7109585089408,203.68965018868374,209.91008169094886,211.81236866745428,216.1639644628999,215.49333207402276,221.28933884293525,222.1914928965299,219.4082683218904,211.5991544789944
12,1988-09-22 23:07:26+00:00,228.42250626895625,224.0124895366389,223.3509961783551,217.47632731590468,216.9395904295335,223.90923760055546,225.3047279235246,223.60495110418495,224.2512504515493,219.2949048644237,218.5080741801193,226.97331139642242,225.12182638675137,214.33782351037516,218.03687750994857,211.22849965137175,219.5432323058472,207.87033093590327,208.40752681681442,218.3177706276976,227.27305249150362,229.79841434808276,222.04490196331164,230.0501093628764,234.55129454614658,234.9618137460352,234.63067916286116,230.43442260459818
13,1988-09-29 23:13:09+00:00,213.70984489113317,214.96232915008937,217.8294728985355,201.852746150994,201.81559021054568,215.608893507584,214.4166805948389,210.50879897618518,210.73443260757514,201.53117158282214,203.76745983281077,208.98855650709925,215.98979581737214,203.8078609517126,202.2359663855409,197.1769687266643,201.04125472143716,198.11549410719167,193.96261885197268,201.14213556235944,210.29030987626192,214.9062593723944,215.82706834109385,215.68035423892252,219.87260758724622,219.2575523032761,217.54134963293336,211.7073127103212
14,1988-12-02 23:13:27+00:00,220.28250834613908,219.13115173721968,220.52149836910044,221.79954671601217,210.09048556286365,223.05220323722057,223.61641958505135,227.45735334479505,223.20231344962926,230.7867384612862,225.7107469986724,225.88126347745643,224.1679745861059,220.19705736639054,215.06192266118006,213.29372673352458,205.80533671590868,215.75875377569116,208.00482746857892,230.07845148047855,234.5847899532507,234.95730904004375,229.90494765582054,234.2361128153974,241.8686384604398,241.24014064531903,233.9172291944055,241.01539148564038
