dates,satname,sar2194-0000,sar2194-0001,sar2194-0002,sar2194-0003
1984-04-13 09:27:07+00:00,L5,203.00,234.74,225.91,249.69
1984-05-06 09:33:03+00:00,L5,206.23,237.83,233.72,265.68
1984-05-31 09:27:59+00:00,L5,,,,
1984-06-07 09:33:54+00:00,L5,200.87,236.91,232.03,254.71
1984-07-18 09:28:46+00:00,L5,205.51,234.74,231.89,253.62
1984-08-03 09:29:20+00:00,L5,203.68,230.65,228.27,252.20
1984-08-19 09:29:51+00:00,L5,197.91,230.03,226.16,260.95
1984-09-11 09:36:14+00:00,L5,193.87,230.74,232.38,261.09
1984-09-20 09:30:04+00:00,L5,,,354.81,311.09
1984-10-13 09:36:13+00:00,L5,191.27,226.15,215.96,255.29
1984-10-22 09:30:00+00:00,L5,200.22,236.13,223.07,266.94
1984-11-07 09:29:53+00:00,L5,201.60,227.76,215.24,260.55
1984-12-09 09:29:58+00:00,L5,203.46,224.65,174.22,24.77
1985-01-17 09:36:29+00:00,L5,179.09,165.00,186.50,143.96
1985-02-02 09:36:32+00:00,L5,204.86,220.78,182.51,28.44
1985-03-15 09:30:22+00:00,L5,205.76,231.70,217.13,261.98
1985-04-23 09:35:59+00:00,L5,205.49,236.57,232.13,256.28
1985-05-02 09:30:07+00:00,L5,199.32,234.75,237.98,261.21
1985-05-18 09:30:04+00:00,L5,202.54,235.72,227.96,257.79
1985-05-25 09:35:51+00:00,L5,199.53,234.74,227.79,247.86
1985-06-03 09:30:04+00:00,L5,198.06,228.01,219.95,252.53
1985-06-26 09:35:47+00:00,L5,193.36,224.31,212.84,247.90
1985-07-05 09:29:57+00:00,L5,212.56,243.91,231.98,248.75
1985-07-28 09:35:58+00:00,L5,,,,
1985-08-13 09:35:48+00:00,L5,194.72,226.31,222.68,250.78
1985-08-22 09:29:32+00:00,L5,196.63,234.74,230.49,262.27
1985-08-29 09:35:38+00:00,L5,,,,
1985-10-09 09:28:59+00:00,L5,198.82,232.43,219.68,257.44
1985-11-10 09:28:33+00:00,L5,198.54,229.19,204.17,262.04
1985-12-03 09:33:55+00:00,L5,203.62,224.47,189.12,18.95
1986-01-04 09:33:20+00:00,L5,202.43,213.00,68.07,30.46
1986-01-13 09:27:22+00:00,L5,,,,
1986-04-19 09:25:17+00:00,L5,195.33,228.05,217.85,255.86
1986-05-12 09:30:53+00:00,L5,206.42,234.74,223.85,251.28
1986-05-28 09:30:26+00:00,L5,204.17,234.74,230.92,258.95
1986-07-08 09:22:57+00:00,L5,199.64,231.56,224.89,255.24
1986-07-15 09:28:53+00:00,L5,,,355.50,297.17
1986-07-31 09:28:19+00:00,L5,198.78,228.29,223.70,269.17
1986-08-16 09:27:20+00:00,L5,203.78,235.80,225.85,260.61
1986-09-17 09:26:37+00:00,L5,201.79,235.89,224.53,263.46
1986-10-12 09:19:38+00:00,L5,196.22,231.35,221.40,256.36
1986-12-31 09:19:14+00:00,L5,,,,
1987-01-07 09:25:37+00:00,L5,183.55,,121.34,101.00
1987-01-16 09:19:41+00:00,L5,,,,
1987-02-17 09:20:35+00:00,L5,190.78,,50.29,15.64
1987-03-21 09:22:02+00:00,L5,198.21,226.26,220.12,262.87
1987-04-06 09:22:36+00:00,L5,205.58,234.75,223.72,257.08
1987-04-29 09:29:06+00:00,L5,204.83,234.74,229.02,250.89
1987-05-08 09:23:35+00:00,L5,207.34,238.82,237.14,258.04
1987-05-15 09:29:57+00:00,L5,190.63,220.66,213.41,249.15
1987-06-09 09:24:23+00:00,L5,193.35,229.10,222.18,239.60
1987-06-16 09:30:43+00:00,L5,190.09,219.74,216.37,250.69
1987-06-25 09:24:44+00:00,L5,199.49,230.77,232.43,250.30
1987-07-11 09:25:03+00:00,L5,190.74,227.95,227.77,259.69
1987-07-18 09:31:20+00:00,L5,199.27,226.74,224.06,253.85
1987-07-27 09:25:25+00:00,L5,199.15,229.82,221.89,252.85
1987-08-03 09:31:49+00:00,L5,192.85,230.63,223.66,250.24
1987-08-12 09:25:55+00:00,L5,192.71,224.73,222.69,258.79
1987-08-19 09:32:18+00:00,L5,198.59,221.85,220.94,256.73
1987-08-28 09:26:22+00:00,L5,193.96,228.15,216.39,256.06
1987-09-04 09:32:43+00:00,L5,208.68,234.78,82.18,44.32
1987-09-13 09:26:45+00:00,L5,193.69,227.12,216.23,259.19
1987-09-20 09:32:42+00:00,L5,199.76,234.73,225.30,258.34
1987-10-06 09:33:02+00:00,L5,207.71,234.74,227.88,259.72
1987-10-31 09:27:40+00:00,L5,194.37,221.07,209.34,264.48
1987-11-07 09:34:02+00:00,L5,193.64,219.74,207.55,252.37
1987-11-16 09:28:03+00:00,L5,191.64,221.41,204.71,252.30
