dates,nzd0520-0000,nzd0520-0001,nzd0520-0002,nzd0520-0003,nzd0520-0004,nzd0520-0005,nzd0520-0006,nzd0520-0007,nzd0520-0008,nzd0520-0009,nzd0520-0010,satname
1999-09-25 22:19:56+00:00,,,,,,,,306.18,319.32,322.63,,L7
1999-10-02 22:26:11+00:00,270.43,,257.16,227.13,259.89,284.94,304.04,311.28,323.15,329.54,342.68,L7
1999-12-30 22:19:45+00:00,283.27,278.40,253.47,236.55,263.04,292.18,314.56,322.91,332.21,338.42,348.20,L7
2000-04-20 22:19:15+00:00,293.65,265.51,249.97,245.72,272.85,294.20,304.81,336.29,339.56,350.76,335.93,L7
2000-05-22 22:18:57+00:00,293.65,265.51,237.23,245.72,266.66,280.42,290.73,336.29,331.39,350.76,298.76,L7
2000-06-07 22:18:48+00:00,293.65,265.51,250.29,245.72,278.18,280.42,286.38,336.29,337.10,356.15,283.56,L7
2000-06-30 22:24:48+00:00,291.19,252.63,255.18,255.61,286.18,272.95,263.85,326.43,332.69,356.14,259.63,L7
2000-07-09 22:18:29+00:00,291.19,252.63,255.18,255.61,286.18,272.95,263.85,326.43,332.69,356.14,258.38,L7
2000-08-01 22:24:18+00:00,294.06,256.09,258.01,262.07,286.48,281.53,263.85,326.43,332.69,356.14,255.59,L7
2000-08-10 22:18:02+00:00,294.06,256.09,258.01,262.07,286.48,281.53,263.85,326.43,332.69,356.14,249.69,L7
2000-09-27 22:17:24+00:00,294.06,256.09,251.03,252.00,281.25,281.30,263.96,326.43,332.69,356.14,249.69,L7
2001-02-25 22:23:29+00:00,299.69,277.18,235.67,225.12,258.93,282.51,287.78,330.50,338.24,346.58,,L7
2001-03-22 22:17:09+00:00,288.00,255.18,237.29,227.62,251.93,281.78,289.74,314.74,327.09,327.17,,L7
2001-04-07 22:17:01+00:00,285.21,240.13,246.75,232.67,257.90,282.46,292.38,308.42,322.47,320.24,,L7
2001-08-20 22:21:57+00:00,281.91,241.92,248.08,237.14,260.40,284.57,291.95,307.52,325.79,322.56,313.98,L7
2001-09-30 22:15:18+00:00,264.88,228.66,234.29,231.63,264.86,280.53,275.56,293.59,315.40,311.26,306.31,L7
2001-10-07 22:21:24+00:00,266.27,253.06,230.45,224.85,260.23,278.74,282.70,298.18,316.18,318.70,313.31,L7
2001-10-23 22:21:25+00:00,273.38,257.43,229.89,225.64,259.55,280.78,289.44,302.09,322.09,324.90,321.92,L7
2001-12-19 22:15:37+00:00,279.27,263.31,231.21,229.25,263.71,285.41,298.37,307.64,325.50,333.27,331.60,L7
2001-12-26 22:21:49+00:00,279.27,263.31,231.21,229.25,264.19,290.21,300.45,310.93,327.11,336.00,335.65,L7
2002-01-11 22:21:55+00:00,285.12,269.56,239.26,239.79,270.84,295.31,304.05,315.18,332.41,341.34,341.19,L7
2002-01-27 22:21:58+00:00,288.16,274.54,245.63,245.78,276.09,297.69,305.99,317.76,334.84,343.46,344.79,L7
2002-02-12 22:22:03+00:00,290.49,278.33,247.23,246.13,277.72,299.07,306.74,319.75,336.07,344.67,346.79,L7
2002-05-12 22:15:43+00:00,307.61,294.01,262.59,259.76,285.50,307.40,314.11,333.87,347.26,360.49,366.69,L7
2002-10-03 22:14:41+00:00,288.21,281.04,258.08,246.28,270.19,290.85,290.19,317.50,327.09,335.51,326.95,L7
2002-12-13 22:21:23+00:00,288.69,274.88,243.91,249.25,287.50,305.08,302.31,320.31,322.23,328.45,322.72,L7
2003-01-14 22:21:34+00:00,297.75,282.50,243.91,252.68,296.23,311.83,310.31,320.82,324.30,328.80,322.31,L7
2003-02-15 22:21:50+00:00,291.13,282.50,231.79,252.68,285.74,305.06,304.17,312.67,316.61,322.07,317.28,L7
2003-02-24 22:15:37+00:00,293.85,283.11,237.05,251.70,286.46,306.22,308.38,316.58,319.75,322.11,315.94,L7
2003-03-19 22:21:50+00:00,294.00,282.55,235.91,251.37,283.78,305.17,309.20,317.83,321.41,323.03,315.41,L7
2003-04-13 22:15:43+00:00,295.78,282.92,236.78,251.77,282.58,305.56,310.15,318.86,322.68,322.45,314.71,L7
2003-05-22 22:21:49+00:00,295.78,276.20,238.33,251.77,280.57,302.19,305.78,320.67,324.53,322.45,314.71,L7
2003-08-11 22:03:51+00:00,286.05,271.52,245.86,255.97,274.35,297.99,300.59,319.95,325.18,320.94,312.07,L5
2003-11-30 22:21:48+00:00,273.23,262.22,253.22,252.17,275.45,291.75,300.62,310.70,320.27,319.89,320.81,L7
2003-12-01 22:05:28+00:00,272.47,256.25,247.92,251.18,266.64,289.31,302.86,310.94,321.49,321.53,318.18,L5
2003-12-09 22:15:42+00:00,275.53,258.10,246.20,249.85,266.55,290.08,303.93,311.37,321.49,321.53,318.18,L7
2004-01-17 22:22:07+00:00,275.53,257.31,243.80,247.93,266.26,289.57,301.58,309.73,318.67,319.01,311.90,L7
2004-01-18 22:05:45+00:00,276.62,260.98,246.40,248.63,269.62,291.15,301.67,310.48,319.33,318.86,313.70,L5
2004-02-10 22:12:02+00:00,286.07,265.06,240.82,245.08,268.68,288.89,300.86,311.06,320.14,321.81,316.46,L5
2004-04-06 22:22:23+00:00,286.07,265.06,240.27,244.20,267.68,287.84,299.28,309.23,319.69,319.25,302.90,L7
2004-05-09 22:07:21+00:00,287.24,264.71,242.35,243.46,269.51,288.93,300.40,309.23,319.69,310.06,293.84,L5
2004-06-09 22:22:13+00:00,293.96,269.66,245.10,243.07,274.39,290.69,296.57,307.63,318.79,295.97,278.53,L7
2004-06-10 22:08:17+00:00,293.96,265.12,249.50,244.09,274.57,290.32,296.57,307.63,318.79,288.05,269.80,L5
2004-06-25 22:22:10+00:00,293.96,265.12,249.50,244.09,274.57,290.32,296.57,307.63,318.79,282.53,266.27,L7
2004-07-20 22:15:54+00:00,294.87,260.22,250.85,241.72,273.98,288.85,296.18,316.05,323.65,271.31,251.95,L7
2004-07-27 22:22:01+00:00,287.69,262.06,250.85,241.72,273.98,288.85,296.18,315.14,316.36,271.31,257.69,L7
2004-08-28 22:21:54+00:00,286.17,256.20,255.15,240.71,273.14,288.86,299.02,315.54,314.03,258.85,249.86,L7
2004-08-29 22:10:22+00:00,283.96,259.17,255.15,240.71,280.59,293.10,298.66,314.58,308.56,262.89,250.95,L5
2004-09-06 22:15:40+00:00,284.74,258.56,247.85,237.93,279.23,291.76,299.59,313.46,306.99,267.29,257.93,L7
2004-09-14 22:10:48+00:00,282.47,253.04,246.40,237.59,278.67,291.43,298.43,313.44,306.57,270.56,262.78,L5
2004-10-07 22:17:29+00:00,280.96,253.31,249.84,239.37,280.79,294.51,304.00,319.30,308.75,272.50,269.92,L5
2004-10-24 22:15:44+00:00,280.74,254.84,249.84,239.37,280.79,294.51,304.00,319.30,308.75,272.50,269.92,L7
2004-11-01 22:11:49+00:00,281.73,256.45,247.61,239.25,278.79,294.38,306.13,320.34,312.54,279.68,275.14,L5
2004-11-08 22:18:08+00:00,281.36,258.15,247.66,240.63,278.95,295.80,307.19,321.88,315.87,288.22,281.98,L5
2004-12-02 22:22:16+00:00,280.84,258.15,247.66,237.44,278.95,291.63,304.51,318.03,314.15,289.14,283.69,L7
2005-01-19 22:22:33+00:00,282.25,264.60,245.92,237.00,280.83,292.82,305.95,316.08,313.86,310.35,299.40,L7
2005-02-20 22:22:47+00:00,283.86,263.31,244.15,235.96,279.57,293.65,306.50,316.69,315.64,310.23,300.74,L7
2005-03-01 22:16:38+00:00,284.47,265.09,242.31,239.56,277.11,292.96,308.61,318.03,319.22,314.43,309.58,L7
2005-04-09 22:22:45+00:00,288.72,275.86,243.53,240.62,279.04,295.03,310.66,318.15,323.99,321.91,314.49,L7
