dates,nzd0520-0000,nzd0520-0001,nzd0520-0002,nzd0520-0003,nzd0520-0004,nzd0520-0005,nzd0520-0006,nzd0520-0007,nzd0520-0008,nzd0520-0009,nzd0520-0010,satname
1999-09-25 22:19:56+00:00,,,,,,,,306.18,319.32,322.63,,L7
1999-10-02 22:26:11+00:00,270.43,,257.16,227.13,259.89,284.94,304.04,316.39,326.99,336.46,342.68,L7
1999-12-30 22:19:45+00:00,296.11,278.40,249.78,245.97,266.19,299.42,325.08,346.15,350.33,356.17,353.72,L7
2000-04-20 22:19:15+00:00,291.19,252.63,250.17,245.48,279.50,288.97,284.54,326.43,328.79,345.35,318.13,L7
2000-05-22 22:18:57+00:00,,,211.73,,254.29,252.88,262.58,,315.04,,224.43,L7
2000-06-07 22:18:48+00:00,,,289.47,,312.73,,273.32,,354.24,366.94,237.94,L7
2000-06-30 22:24:48+00:00,,,269.33,265.73,298.19,277.01,234.97,,,,258.01,L7
2000-07-09 22:18:29+00:00,,,,,,,,,,,253.41,L7
2000-08-01 22:24:18+00:00,296.92,259.54,269.34,275.01,287.68,307.25,,,,,241.59,L7
2000-08-10 22:18:02+00:00,,,,,,,,,,,214.34,L7
2000-09-27 22:17:24+00:00,,,216.17,221.80,255.08,280.41,264.41,,,,,L7
2001-02-25 22:23:29+00:00,299.69,277.18,255.17,228.44,262.78,284.62,311.15,330.50,338.24,346.58,,L7
2001-03-22 22:17:09+00:00,276.30,233.18,240.54,232.61,237.93,280.30,293.67,298.97,315.94,307.77,,L7
2001-04-07 22:17:01+00:00,279.63,210.04,244.55,236.95,272.98,282.45,272.33,295.78,313.24,306.38,,L7
2001-08-20 22:21:57+00:00,272.01,247.27,252.06,250.56,267.91,290.92,290.67,304.84,335.75,329.50,313.98,L7
2001-09-30 22:15:18+00:00,243.01,,206.25,207.38,253.68,268.23,263.69,280.14,297.21,297.91,298.65,L7
2001-10-07 22:21:24+00:00,283.78,258.86,233.05,216.60,259.10,277.08,293.75,309.56,315.57,328.70,327.29,L7
2001-10-23 22:21:25+00:00,294.72,266.17,228.18,228.03,257.49,286.89,309.65,313.83,339.82,343.50,347.77,L7
2001-12-19 22:15:37+00:00,302.85,280.96,236.51,243.67,280.39,303.91,334.10,329.85,339.16,366.75,370.29,L7
2001-12-26 22:21:49+00:00,,,,,266.58,314.22,310.83,327.33,335.13,349.64,355.92,L7
2002-01-11 22:21:55+00:00,314.33,294.55,279.49,292.50,310.70,325.95,325.66,340.70,364.23,373.41,374.44,L7
