dates,satname,nzd0520-0000,nzd0520-0001,nzd0520-0002,nzd0520-0003,nzd0520-0004,nzd0520-0005,nzd0520-0006,nzd0520-0007,nzd0520-0008,nzd0520-0009,nzd0520-0010
1999-09-25 22:19:56+00:00,L7,507.47,467.13,443.40,634.09,531.46,502.84,635.36,297.80,309.01,313.70,
1999-10-02 22:26:11+00:00,L7,273.14,244.15,269.83,234.73,268.33,292.54,306.85,321.14,332.84,341.53,346.90
1999-12-30 22:19:45+00:00,L7,296.82,280.22,253.11,247.97,268.41,301.42,325.82,347.40,351.87,357.50,354.83
2000-04-20 22:19:15+00:00,L7,291.83,254.27,253.17,247.28,281.50,290.77,285.21,327.55,330.17,346.55,319.13
2000-05-22 22:18:57+00:00,L7,170.56,176.44,229.73,211.42,266.29,263.68,266.58,291.04,323.35,277.52,230.43
2000-06-07 22:18:48+00:00,L7,170.35,330.45,319.14,323.62,332.51,337.47,279.91,240.30,367.93,378.81,247.83
2000-06-30 22:24:48+00:00,L7,179.26,178.54,233.66,244.33,274.41,255.61,227.04,247.03,258.54,254.98,246.12
2000-07-09 22:18:29+00:00,L7,440.56,493.78,505.96,599.62,582.19,601.08,580.51,570.99,473.90,301.30,254.19
2000-08-01 22:24:18+00:00,L7,297.13,260.09,270.34,275.61,288.35,307.85,324.87,246.97,246.77,261.24,241.92
2000-08-10 22:18:02+00:00,L7,336.70,322.45,296.38,330.06,334.57,379.19,401.58,384.81,636.07,573.18,208.23
2000-09-27 22:17:24+00:00,L7,249.89,181.60,190.17,206.20,237.75,264.81,258.63,270.35,282.21,291.49,299.46
2001-02-25 22:23:29+00:00,L7,301.12,280.82,261.84,232.44,267.22,288.62,312.63,333.00,341.32,349.25,350.06
2001-03-22 22:17:09+00:00,L7,271.16,220.09,216.54,218.21,221.93,265.90,288.34,289.97,304.86,298.17,296.01
2001-04-07 22:17:01+00:00,L7,273.92,195.49,217.88,220.95,255.20,266.45,266.40,285.78,300.93,295.71,254.72
2001-07-19 22:22:27+00:00,L7,,,128.97,,,324.04,630.92,613.14,197.93,166.45,629.24
2001-08-20 22:21:57+00:00,L7,272.01,247.27,252.06,250.56,267.91,290.92,290.67,304.84,335.75,329.50,313.98
2001-09-30 22:15:18+00:00,L7,237.37,181.27,179.92,191.58,236.12,252.43,257.84,270.27,285.06,287.38,289.87
2001-10-07 22:21:24+00:00,L7,288.14,269.95,253.38,228.80,272.66,289.28,298.27,317.18,324.95,336.83,334.07
2001-10-23 22:21:25+00:00,L7,297.58,273.44,241.51,236.03,266.38,294.89,312.61,318.83,345.97,348.83,352.21
2001-12-19 22:15:37+00:00,L7,307.42,292.60,257.84,256.47,294.61,316.71,338.84,337.85,349.01,375.28,377.40
2001-12-26 22:21:49+00:00,L7,,,,,254.36,303.22,306.76,320.46,326.67,342.31,349.81
2002-01-11 22:21:55+00:00,L7,308.90,280.73,254.16,277.30,293.81,310.75,320.03,331.20,352.54,363.28,366.00
