,dates,nzd0221-0000,nzd0221-0001,nzd0221-0002,nzd0221-0003,nzd0221-0004,nzd0221-0005,nzd0221-0006,nzd0221-0007,nzd0221-0008,nzd0221-0009,nzd0221-0010,nzd0221-0011,nzd0221-0012,nzd0221-0013,nzd0221-0014,nzd0221-0015,nzd0221-0016,nzd0221-0017,nzd0221-0018,nzd0221-0019,nzd0221-0020,nzd0221-0021
0,1999-08-19 21:58:52+00:00,,,,,,,,115.2409580867895,,121.86934511368769,132.6365250397732,,,,,,178.13628259176417,,,173.72257769592022,192.3880805503238,182.12376338755416
1,1999-10-06 21:59:04+00:00,182.02043453831755,175.83459189164304,,,185.095120369022,,159.11304964076294,170.82988234679726,172.12799137083692,180.24926648818337,186.53049802637386,186.9238812758858,184.03052245846328,196.40016307597523,190.94647028962382,191.16949566471953,182.2720546591141,171.3027790244922,173.0930711577427,181.42357149535192,184.99179444604573,195.55194650418315
2,1999-12-25 21:58:52+00:00,184.4798395344479,180.19429251214922,,,200.04483639595568,,170.43503459315716,171.54545803428738,172.06612700568897,187.2902565177855,199.17860233441604,202.70376674760575,200.26617697112516,198.4469077419402,201.50787032041129,205.8076928849764,210.31462299272647,207.66619991309489,199.16531160007654,193.2223985016343,199.4278186292271,204.99819003831985
3,2000-02-27 21:58:40+00:00,206.86657664964136,196.30252544620427,,219.43926264136485,,,,,,201.86605238084454,,,255.8672535143271,,,,,,,,,
4,2000-03-30 21:58:33+00:00,200.1942351875466,207.8031641142139,,218.0126940379072,,,,,196.81230499435654,186.56771608624098,198.34079748589875,211.90812043128588,225.22097596038978,,,237.09668463726828,,,,,223.54925658675424,214.49218310753722
5,2000-07-04 21:57:38+00:00,,,84.82542264924137,,,,,,,136.32393570002,,,,,,,,162.99363081253415,150.2917620173858,,,
6,2000-08-05 21:57:08+00:00,164.66413280142905,,87.46520238128915,,,131.12937060026522,,,,,167.48551641079595,,,,,206.80878205878972,201.78599893970653,,139.67425675922726,138.5077110352917,,204.68519337121054
7,2000-11-09 21:56:21+00:00,188.4830999947801,,,192.85018416413783,190.4530360215814,176.3401123469119,170.11777126240437,172.73093081266381,,174.6639516361233,189.8479827024553,203.8713232230605,202.33545602990725,206.90895693228785,205.69759853472672,200.44720222898667,,183.83248942374289,180.13039457532497,198.90623991554432,204.61149929977174,210.96937027344364
8,2000-11-25 21:56:23+00:00,168.95163865837338,,,175.99670816688564,178.02993918965558,164.31185748842276,165.58410214374564,172.73363016432532,171.13050051633493,186.727063004471,,,,218.0410154526865,225.99893801063286,205.47173963532526,,191.23417720868545,186.3761405309908,192.52730310483017,215.25012673390853,208.12600803518242
9,2001-03-17 21:56:16+00:00,,225.1070937404788,,,,,,,,197.48213717084056,201.39696658071747,,,,,,227.03982161246032,,,,,
10,2001-05-20 21:55:53+00:00,158.17369125456926,,117.1834676221182,,136.16144404252546,132.0369542727619,118.07940749350998,119.24747620869255,113.78700323786151,,,,,,,158.93607581847948,,142.30168408275333,143.01071934469502,,,169.1390645551727
11,2001-06-21 21:55:29+00:00,168.05185366250188,,,,,,130.8566249076651,120.89963506764022,113.73778984868005,,,,,,,166.25452666187505,,170.0395992290979,170.37137798230881,,,158.8687157620736
12,2001-08-08 21:55:01+00:00,,,102.64972102148707,,129.02597677671588,113.51834838873008,81.88019161774619,91.04543133253449,102.18567453561391,,177.94414226758803,,,,,175.4989508619001,,135.5952078837865,169.93290111463847,179.90156879197716,188.40123162825864,170.84164362945882
13,2001-08-24 21:54:48+00:00,161.0319562479246,,,127.93384978486594,,131.89173717179415,107.51433841034103,118.66155473962203,102.44167597819323,191.1318637043161,184.043638645495,,,188.57558683149213,200.00178493085147,202.87349209185797,192.038332706083,,149.68285589300297,152.4184748191799,172.30900476341904,157.44044087152935
14,2001-09-09 21:54:36+00:00,,231.51569192117884,,,,,,,,214.60104016149853,,,,223.2379810499409,244.56402692783837,236.9174822746465,229.94573083926988,,,,,229.85628504416167
15,2001-09-25 21:54:28+00:00,,,,,,,,,,233.1248306544773,224.48234792333565,,,252.69357190761008,,249.60348345884324,248.80450840556983,,,,,227.90037947290983
16,2001-12-30 21:54:37+00:00,,,,179.11467601803804,183.05103337348658,170.66328056314148,,179.59520289696223,,,,187.3259070902371,186.99387913837805,,,,,184.43080951126484,189.15008307431822,190.63825122941756,191.96171594094847,
17,2002-02-16 21:54:54+00:00,,,,,,,,,,224.57091112571544,223.9099759397025,,,239.86953255572436,237.97927353600053,253.33154363621068,250.56026555519028,,,213.4897522048023,,269.84291144958513
18,2002-03-20 21:54:48+00:00,,228.53805946441892,,,,,,,,207.99099509836063,200.65289353792505,,,219.391699936355,226.98641495869475,233.9036564935283,213.49095250134965,,,194.29043338918314,,218.1215618456025
19,2002-08-11 21:54:12+00:00,152.66734022781407,,116.0295830302552,,,124.48437334531222,111.44049241286277,,,137.50430459529449,,,145.61671926972767,,145.44486634658628,155.23319138069598,143.79153806638385,144.52759364851676,142.78738293700818,,174.97966077110536,172.3167426693502
20,2002-08-27 21:54:00+00:00,,,,147.462941203144,,145.21840887080035,122.8835928305417,,122.29281574077005,151.8294988517277,,,173.8621219912267,,165.51664922174407,168.27274888814455,150.08184939322956,184.20133202145658,194.59880103647913,199.62573967116384,212.66129379311045,203.0887273245106
21,2002-12-01 21:54:16+00:00,193.6406563546845,,,194.39933603319696,198.91595259872238,177.46774622791415,171.77043276405035,176.04212498757462,,178.7807377056153,187.87995298557132,187.55235404565133,199.1189677233604,,198.69201753151668,193.59631583522454,193.49537365334226,187.1368747106147,195.26788453648675,199.6141949861633,201.04124261767663,219.1299385738132
22,2003-01-18 21:54:30+00:00,,,,198.23760108212207,199.4365996507849,176.02639275874296,172.77619803354057,178.9986603320487,,178.79757962749724,,193.6656440697691,194.2162652887639,,194.53155656233818,188.05773104264776,193.92688646438046,179.49754520867637,187.27226149586846,189.7646861124224,199.95965520315602,209.40077157610025
23,2003-04-08 21:54:47+00:00,221.01511865977628,234.16271439471976,,197.59062998070632,193.16895809806277,,,190.1978904490438,,,,,,219.9349758133488,,,,,,,,215.44511227108137
24,2003-04-24 21:54:46+00:00,210.2040794303811,225.40611426690032,,130.2685245335349,,,167.45100722244626,183.35908680715733,,,,,,206.1042556626308,,,,,,,,208.15174508343404
