dates,sar1380-0000,sar1380-0001,sar1380-0002,satname
1999-08-12 09:59:25+00:00,184.43,237.29,190.98,L7
1999-08-28 09:59:28+00:00,192.9,240.0,190.6,L7
1999-09-13 09:59:23+00:00,,241.33,192.44,L7
1999-09-29 09:59:32+00:00,192.89,241.41,193.24,L7
1999-10-15 09:59:30+00:00,,249.15,184.94,L7
1999-10-31 09:59:25+00:00,176.85,243.7,175.18,L7
1999-11-16 09:59:25+00:00,181.96,240.41,196.11,L7
1999-12-18 09:59:28+00:00,164.42,253.04,178.83,L7
2000-01-03 09:59:21+00:00,,258.23,183.88,L7
2000-01-19 09:59:18+00:00,179.04,240.43,185.7,L7
2000-02-04 09:59:18+00:00,181.65,245.0,188.66,L7
2000-02-20 09:59:11+00:00,,236.42,175.7,L7
2000-03-07 09:59:06+00:00,181.21,248.27,189.39,L7
2000-06-11 09:58:23+00:00,164.42,218.73,165.95,L7
2000-06-27 09:58:13+00:00,,239.31,196.39,L7
2000-07-29 09:57:43+00:00,182.0,236.96,178.96,L7
2000-08-14 09:57:37+00:00,,240.63,192.6,L7
2000-08-30 09:57:26+00:00,,242.53,192.38,L7
2000-09-15 09:57:07+00:00,,240.52,195.03,L7
2000-10-17 09:56:41+00:00,180.74,246.96,176.94,L7
2000-12-20 09:56:57+00:00,167.88,259.3,184.31,L7
2000-12-28 09:46:14+00:00,,,200.75,L5
2001-01-05 09:56:57+00:00,,233.13,163.76,L7
2001-02-06 09:56:56+00:00,180.62,251.97,186.06,L7
2001-04-11 09:56:38+00:00,161.51,235.55,170.49,L7
2001-05-13 09:56:27+00:00,380.36,241.54,195.94,L7
2001-05-29 09:56:18+00:00,375.3,237.2,196.6,L7
2001-06-14 09:56:07+00:00,381.54,235.9,195.35,L7
2001-06-30 09:55:52+00:00,370.32,245.3,198.28,L7
2001-08-01 09:55:40+00:00,372.24,237.36,196.87,L7
2001-08-17 09:55:21+00:00,381.16,241.12,196.69,L7
2001-09-18 09:54:59+00:00,,240.42,184.98,L7
2001-10-04 09:54:47+00:00,378.92,239.72,192.81,L7
2001-11-05 09:54:55+00:00,,254.2,188.66,L7
2001-12-07 09:55:05+00:00,,259.93,178.86,L7
2002-01-08 09:55:16+00:00,,255.14,184.23,L7
2002-03-13 09:55:25+00:00,379.11,238.67,193.72,L7
2002-04-14 09:55:20+00:00,,238.65,181.08,L7
2002-04-30 09:55:22+00:00,384.39,241.23,187.48,L7
2002-06-01 09:55:09+00:00,376.15,245.27,198.69,L7
2002-06-17 09:55:02+00:00,372.4,241.33,200.12,L7
2002-07-03 09:54:58+00:00,388.45,241.76,190.19,L7
2002-07-19 09:54:50+00:00,382.93,238.78,195.47,L7
2002-08-04 09:54:43+00:00,383.7,240.91,186.32,L7
2002-08-20 09:54:40+00:00,371.77,244.49,197.79,L7
2002-09-05 09:54:31+00:00,,240.43,180.13,L7
2002-10-07 09:54:14+00:00,,254.52,178.23,L7
2002-11-24 09:54:42+00:00,381.72,259.77,177.88,L7
2003-01-27 09:55:01+00:00,,248.2,174.61,L7
2003-02-12 09:55:12+00:00,,247.06,181.06,L7
2003-03-16 09:55:15+00:00,344.09,243.64,184.26,L7
2003-05-03 09:55:18+00:00,382.59,242.91,192.09,L7
2003-05-19 09:55:12+00:00,371.77,250.82,197.99,L7
2003-10-10 09:54:34+00:00,182.01,241.92,185.27,L7
2003-12-13 09:55:18+00:00,171.99,261.44,184.96,L7
2004-01-30 09:55:36+00:00,180.63,257.61,181.21,L7
2004-02-23 09:45:30+00:00,186.74,254.52,183.31,L5
2004-06-06 09:55:37+00:00,,239.53,194.05,L7
2005-01-16 09:55:56+00:00,170.17,248.95,186.02,L7
2005-03-21 09:56:13+00:00,,250.99,190.05,L7
2005-04-22 09:56:04+00:00,,238.78,193.59,L7
2005-10-31 09:55:52+00:00,171.24,255.86,180.67,L7
2006-01-19 09:56:27+00:00,165.08,266.62,173.41,L7
2006-02-20 09:56:36+00:00,181.18,244.3,182.01,L7
2006-04-09 09:56:34+00:00,,239.94,194.08,L7
2006-05-11 09:56:36+00:00,,240.18,196.87,L7
2006-06-12 09:56:32+00:00,192.87,245.47,207.71,L7
2006-07-14 09:56:20+00:00,,237.02,198.85,L7
2006-11-03 09:56:19+00:00,173.99,250.56,182.68,L7
2006-11-19 09:56:30+00:00,,240.87,189.08,L7
2006-12-05 09:56:39+00:00,174.31,246.93,182.99,L7
2007-03-27 09:57:04+00:00,,254.9,191.44,L7
2007-07-01 09:56:46+00:00,,241.09,198.48,L7
2007-07-17 09:56:43+00:00,182.44,241.08,193.32,L7
2007-08-02 09:56:39+00:00,184.55,250.56,198.51,L7
2008-01-25 09:56:52+00:00,177.37,252.88,186.01,L7
2008-02-10 09:56:50+00:00,179.22,254.07,184.38,L7
2008-02-26 09:56:45+00:00,180.66,244.44,190.64,L7
2008-03-13 09:56:40+00:00,163.57,235.56,167.27,L7
2008-07-19 09:55:52+00:00,182.5,241.85,189.39,L7
2008-08-04 09:55:45+00:00,182.78,240.17,186.06,L7
2009-02-28 09:56:34+00:00,181.77,267.14,187.53,L7
2009-05-03 09:56:56+00:00,,237.36,183.83,L7
2009-05-19 09:56:58+00:00,,238.1,188.96,L7
2009-06-04 09:56:58+00:00,,259.19,203.24,L7
2009-10-26 09:56:51+00:00,179.28,242.23,190.71,L7
2009-11-11 09:57:05+00:00,159.33,247.65,,L7
2010-04-20 09:58:44+00:00,375.29,238.97,194.03,L7
2010-05-22 09:58:38+00:00,378.52,238.71,195.43,L7
2010-11-14 09:59:15+00:00,350.22,246.74,193.23,L7
2011-03-22 10:00:05+00:00,351.05,,,L7
2011-04-07 10:00:09+00:00,371.03,,195.96,L7
2011-08-13 09:59:56+00:00,,239.89,197.06,L7
2011-09-30 09:59:47+00:00,,241.9,183.58,L7
2011-12-03 10:00:16+00:00,,246.84,183.89,L7
2011-12-19 10:00:24+00:00,,,203.34,L7
2012-02-21 10:00:40+00:00,,243.23,189.85,L7
2012-03-24 10:00:39+00:00,369.2,,,L7
2012-04-25 10:00:50+00:00,,262.99,186.83,L7
2012-05-11 10:01:12+00:00,370.45,243.34,197.65,L7
2012-09-16 10:01:58+00:00,371.62,253.9,193.53,L7
2012-10-02 10:02:09+00:00,372.67,,,L7
2013-01-06 10:02:42+00:00,,200.56,,L7
2013-01-22 10:02:43+00:00,,239.45,185.56,L7
2013-04-12 10:02:33+00:00,381.58,245.12,192.6,L7
2013-04-28 10:02:26+00:00,,239.97,167.56,L7
2013-05-30 10:02:18+00:00,,234.35,183.25,L7
2013-06-15 10:02:11+00:00,369.04,,,L7
2013-08-02 10:01:47+00:00,380.92,245.92,199.31,L7
2013-09-03 10:02:02+00:00,,243.69,198.35,L7
2013-11-06 10:02:40+00:00,,,175.9,L7
2013-12-24 10:02:55+00:00,377.16,,190.34,L7
2014-01-09 10:02:58+00:00,,256.08,184.22,L7
2014-05-01 10:03:45+00:00,,239.94,192.84,L7
2014-05-17 10:03:52+00:00,368.6,,197.0,L7
2014-08-21 10:04:10+00:00,388.2,239.95,188.59,L7
2014-09-06 10:04:11+00:00,377.33,238.85,195.36,L7
2014-10-08 10:04:28+00:00,380.8,243.79,192.12,L7
2014-10-24 10:04:37+00:00,,245.81,180.84,L7
2015-01-04 10:06:34+00:00,,223.15,,L8
2015-01-12 10:05:06+00:00,,238.28,171.74,L7
2015-02-13 10:05:11+00:00,,241.25,203.67,L7
2015-04-18 10:05:45+00:00,381.45,247.05,192.93,L7
2015-05-04 10:05:51+00:00,379.06,249.75,194.43,L7
2015-06-05 10:06:05+00:00,369.46,246.99,197.53,L7
2015-07-07 10:06:14+00:00,,253.16,200.12,L7
2015-08-08 10:06:21+00:00,374.07,240.68,195.16,L7
2015-09-25 10:06:30+00:00,,239.33,178.51,L7
2015-10-11 10:06:39+00:00,,243.15,188.2,L7
2015-11-04 10:06:39+00:00,,237.76,177.12,L8
2015-12-14 10:07:42+00:00,386.85,251.62,182.72,L7
2015-12-30 10:07:54+00:00,,246.81,189.38,L7
2016-03-19 10:08:39+00:00,391.37,,,L7
2016-04-20 10:08:50+00:00,,250.5,194.58,L7
2016-05-22 10:08:58+00:00,381.87,244.08,192.71,L7
2016-06-07 10:09:03+00:00,363.09,,203.74,L7
2016-06-23 10:09:06+00:00,,249.15,197.56,L7
2016-08-10 10:09:09+00:00,,236.59,170.15,L7
2016-08-26 10:09:12+00:00,367.25,,199.6,L7
2016-09-11 10:09:14+00:00,386.32,241.21,193.48,L7
2016-09-27 10:09:17+00:00,189.79,242.69,194.85,L7
2016-10-29 10:09:12+00:00,179.56,263.91,185.82,L7
2016-12-16 10:08:58+00:00,160.18,245.22,179.8,L7
2017-01-01 10:08:49+00:00,176.03,245.27,193.82,L7
2017-02-18 10:08:31+00:00,179.63,243.24,190.11,L7
2017-03-22 10:08:44+00:00,,223.11,,L7
2017-04-23 10:08:56+00:00,193.52,243.68,200.4,L7
2017-06-26 10:09:10+00:00,210.06,238.11,200.01,L7
2017-07-12 10:09:11+00:00,388.41,237.89,189.53,L7
2017-07-28 10:09:10+00:00,384.29,239.74,200.77,L7
2017-08-13 10:09:08+00:00,387.18,241.49,196.67,L7
2017-09-14 10:09:07+00:00,376.29,248.61,198.59,L7
2017-09-30 10:09:07+00:00,370.27,,,L7
2017-10-16 10:09:10+00:00,374.89,,,L7
2017-11-17 10:09:07+00:00,,257.02,183.34,L7
2018-01-20 10:08:25+00:00,,261.11,169.44,L7
2018-02-05 10:08:09+00:00,383.85,243.39,183.55,L7
2018-05-12 10:06:47+00:00,363.53,245.07,200.19,L7
2018-07-15 10:05:39+00:00,382.64,238.76,177.04,L7
2018-07-31 10:05:22+00:00,,243.17,182.38,L7
2018-08-16 10:05:04+00:00,382.33,240.41,185.76,L7
2018-09-01 10:04:45+00:00,181.73,246.44,194.11,L7
2018-10-19 10:03:38+00:00,146.79,246.49,193.43,L7
2019-01-07 10:01:34+00:00,152.18,,175.62,L7
2019-01-23 10:01:03+00:00,171.33,243.35,174.23,L7
2019-02-08 10:00:34+00:00,388.21,245.1,163.11,L7
2019-02-24 10:00:05+00:00,389.75,,,L7
