dates,sar1396-0000,satname
1999-08-12 09:59:01+00:00,210.86,L7
1999-08-28 09:59:04+00:00,209.50,L7
1999-09-13 09:58:59+00:00,210.33,L7
1999-09-29 09:59:09+00:00,210.03,L7
1999-10-15 09:59:06+00:00,208.57,L7
1999-11-16 09:59:01+00:00,207.73,L7
1999-12-18 09:59:04+00:00,208.06,L7
2000-01-03 09:58:57+00:00,208.59,L7
2000-01-19 09:58:54+00:00,209.01,L7
2000-02-04 09:58:54+00:00,209.23,L7
2000-02-20 09:58:47+00:00,208.79,L7
2000-03-07 09:58:42+00:00,209.64,L7
2000-04-24 09:58:27+00:00,210.61,L7
2000-06-27 09:57:49+00:00,211.47,L7
2000-07-13 09:57:37+00:00,210.55,L7
2000-07-29 09:57:19+00:00,209.51,L7
2000-08-14 09:57:13+00:00,209.03,L7
2000-08-30 09:57:02+00:00,209.10,L7
2000-10-17 09:56:17+00:00,208.44,L7
2000-11-02 09:56:30+00:00,208.05,L7
2000-12-20 09:56:33+00:00,208.46,L7
2001-01-21 09:56:39+00:00,208.42,L7
2001-04-11 09:56:14+00:00,208.87,L7
2001-05-13 09:56:03+00:00,208.59,L7
2001-05-29 09:55:55+00:00,208.96,L7
2001-06-14 09:55:43+00:00,209.31,L7
2001-06-30 09:55:29+00:00,209.24,L7
2001-08-01 09:55:16+00:00,210.00,L7
2001-08-17 09:54:57+00:00,209.08,L7
2001-09-18 09:54:35+00:00,209.58,L7
2001-10-04 09:54:23+00:00,209.84,L7
2001-12-07 09:54:41+00:00,209.68,L7
2002-01-08 09:54:52+00:00,208.80,L7
2002-01-24 09:55:00+00:00,208.28,L7
2002-02-09 09:55:02+00:00,207.85,L7
2002-04-14 09:54:56+00:00,206.43,L7
2002-04-30 09:54:58+00:00,206.97,L7
2002-06-01 09:54:45+00:00,207.40,L7
2002-06-17 09:54:38+00:00,208.57,L7
2002-07-03 09:54:34+00:00,208.74,L7
2002-08-04 09:54:19+00:00,209.15,L7
2002-08-20 09:54:16+00:00,209.93,L7
2002-09-05 09:54:07+00:00,210.02,L7
2003-01-27 09:54:37+00:00,209.65,L7
2003-02-12 09:54:48+00:00,211.52,L7
2003-04-17 09:54:53+00:00,209.91,L7
2003-05-19 09:54:48+00:00,211.73,L7
2003-10-10 09:54:11+00:00,212.53,L7
2003-12-13 09:54:54+00:00,205.90,L7
2004-01-30 09:55:12+00:00,207.61,L7
2004-03-18 09:55:24+00:00,210.94,L7
2004-06-22 09:55:09+00:00,210.44,L7
2004-07-24 09:55:03+00:00,206.60,L7
2004-08-09 09:54:56+00:00,202.00,L7
2005-03-21 09:55:50+00:00,210.96,L7
2005-04-06 09:55:46+00:00,212.38,L7
2005-04-22 09:55:40+00:00,211.11,L7
2005-12-18 09:55:45+00:00,207.55,L7
2006-01-03 09:55:54+00:00,206.19,L7
2006-01-19 09:56:03+00:00,206.56,L7
2006-06-12 09:56:09+00:00,207.97,L7
2006-07-14 09:55:56+00:00,208.79,L7
2006-11-03 09:55:55+00:00,207.56,L7
2006-11-19 09:56:06+00:00,203.76,L7
2006-12-05 09:56:15+00:00,202.49,L7
2007-03-27 09:56:40+00:00,201.00,L7
2007-07-01 09:56:22+00:00,209.62,L7
2007-07-17 09:56:19+00:00,207.00,L7
2007-08-02 09:56:15+00:00,206.91,L7
2008-01-25 09:56:28+00:00,208.83,L7
2008-02-10 09:56:26+00:00,209.12,L7
2008-02-26 09:56:21+00:00,209.05,L7
2008-03-13 09:56:16+00:00,209.10,L7
2008-07-19 09:55:28+00:00,208.90,L7
2008-08-04 09:55:22+00:00,208.42,L7
2008-11-08 09:55:12+00:00,205.17,L7
2009-01-11 09:55:48+00:00,205.55,L7
2009-02-28 09:56:10+00:00,206.62,L7
2009-04-17 09:56:29+00:00,207.16,L7
2009-05-03 09:56:32+00:00,207.19,L7
