,dates,jap0206-0000,jap0206-0001,jap0206-0002,jap0206-0003,jap0206-0004,jap0206-0005,jap0206-0006,jap0206-0007,jap0206-0008,jap0206-0009,jap0206-0010,jap0206-0011,jap0206-0012,jap0206-0013,jap0206-0014,jap0206-0015,jap0206-0016,jap0206-0017,jap0206-0018
0,1984-08-07 00:51:54+00:00,121.71746252827894,121.68889362559423,127.91051917091087,122.12371543687492,128.90520339971854,144.0773695628412,149.8624878612508,159.13964225098985,164.8210940182645,171.54629704098892,190.5373664970733,224.91753436735257,258.27268474921163,238.61644493593457,215.20668922844587,,111.46727556411356,,
1,1984-08-16 00:46:00+00:00,131.33886760430312,132.68787826454988,144.58230561461346,133.5177970531741,141.68229607164994,157.77745531531966,169.40225530604184,172.7817159106762,177.21067521247036,185.43092820549364,204.09627714554014,225.6299058647801,257.9435541642145,250.60685123145177,239.6624707888753,191.0432919764728,,,
2,1984-10-26 00:52:25+00:00,123.63413551809683,131.29395213487993,136.40566326007334,138.49907013661735,149.13652299880403,158.04801544173966,161.46434575928987,165.24296056761423,172.03035723048444,181.10844924403014,190.27467781603312,219.55177552355306,243.80022203225948,252.18720910076954,232.7846017872034,171.32065361562775,123.89981661809986,,
3,1984-11-27 00:52:18+00:00,137.50725771726255,131.23776505705013,145.6156571442654,136.79132722867956,145.32249522695628,152.6118386712687,166.7418518702907,169.78878277129266,173.689705832657,176.92170643218589,187.70722249389598,224.42977673501946,248.84306639695188,255.8601453632423,235.86261329352826,177.98605766487142,127.95396850748503,,
4,1984-12-13 00:52:28+00:00,134.76298191155092,138.0307640561774,152.8768897160472,150.34361479796752,155.45397425033283,165.95958029197445,176.33990488067585,181.4313867909937,185.00680997070762,193.1473941029445,208.57485799202684,227.60387156157253,258.23523007493793,276.6385680597454,242.22526834748078,184.2190083374073,142.23928457385483,,
5,1985-01-14 00:52:44+00:00,127.98077330217264,131.66573905407787,135.0889708737689,140.1535113361541,149.66196584763972,157.77036585527432,164.22737886905483,169.50665698395207,170.3817950662014,177.6092595886415,193.49139046970146,214.86339452340104,250.4564014874588,261.06223670699814,240.08049473216977,185.0179641157511,128.84021154484054,,
6,1985-02-15 00:52:50+00:00,130.5423384707351,129.26516752753952,137.27540345655785,142.54250290768786,148.84829650150593,157.89129201597302,167.7143802763631,168.27567034911834,169.48787509206682,172.6038797384012,199.31417020083313,223.93776282268215,235.67779135753236,244.5967880277011,230.5897112794219,183.12861368577109,128.853319056243,,247.93256712595763
7,1985-08-26 00:51:56+00:00,114.52326307894873,109.33195147009414,114.83994818098229,115.81503255200624,137.39119154984616,161.84155245573052,156.8757849903239,160.56068183379833,162.8361083790002,,,,240.05625142708993,217.2139406514345,169.07005348337677,129.50146636248095,109.12967744630504,,
8,1986-01-17 00:49:45+00:00,136.21177261945684,132.76920061195415,148.9441323278671,160.89585768277388,,197.66720558673862,175.5548653755826,174.32324281694812,183.46177139507824,205.2821795305039,246.79508798571908,250.46157840535005,270.2405971695179,,188.77477704507731,140.8101257161739,104.98459134533162,,
9,1986-04-23 00:47:39+00:00,,,94.95256090444953,96.88815241973025,112.85056794037489,,,,,,208.3970256009931,,231.96269641175755,,,,,,
10,1986-06-10 00:46:19+00:00,,,,88.7877154431061,75.9845236910483,,,,121.77903441740293,174.00211155317277,225.42778672430026,,,,,110.50780937381052,78.88536261503783,,
11,1986-06-26 00:45:48+00:00,98.12559955706229,100.99733735600951,114.6785968686821,124.51222664124622,,,157.6890780718398,147.8363243589227,156.170446028036,172.60097388123543,,219.68649003983336,240.9433423008847,245.5764155048938,154.2906934336954,,62.469524399991506,,
12,1986-07-28 00:44:43+00:00,,,,97.2001310174335,90.53968759900073,,,138.2667589295472,120.53976221976835,,,,,,,,50.91861024202434,,
13,1986-10-16 00:41:58+00:00,136.51523092653335,134.22449530284916,144.75019286610168,154.061289960879,157.59745428502816,162.3676350996799,169.22224430017275,176.30946601734735,191.10916564313047,210.3159614823961,227.12111494864493,256.97508862032856,281.93700548006274,,,126.98291645458748,74.26270566817483,-45.49027728761549,
14,1987-01-20 00:42:14+00:00,,,,132.4787382180084,153.98924750463118,156.74899822718336,167.7618699619359,176.0038435105194,189.42841820921922,201.12191767037478,224.58113244410987,239.72907443200202,265.3200221512741,271.4469537870231,,,,,
15,1987-02-05 00:42:47+00:00,138.43546130165544,140.10015503715442,145.87883694753359,151.2396143075139,163.04028256617104,162.68256188093335,178.41906721308393,185.2583294425815,201.63220565560587,213.59426949102067,224.40556589821875,252.2578159857927,279.61341642910224,299.8059905608881,,151.85569484796054,107.5692305095826,-0.7786561347346641,
16,1987-08-16 00:48:28+00:00,117.47070351730432,106.99382764770299,115.16229760012969,121.58917181367659,125.08219285242353,130.82701574982724,142.21119547589555,150.2330649427131,158.7916803237302,162.77555823647165,173.43163460277037,213.88245788063392,252.6918515089255,282.14150732192746,,148.90352486553775,85.70105698904624,-31.070395728068977,
17,1988-03-11 00:52:17+00:00,127.2070646482412,121.00469096318116,125.5811797883842,133.02475963730774,135.90772969031383,154.93429659548622,164.07070181487666,172.0586101933805,176.26358084987473,179.0351926233461,201.9095516665225,221.87001343907275,245.97518355833287,265.85615733944735,,,,,
18,1988-04-28 00:52:35+00:00,124.73886096756594,131.29568351249824,142.4373925932628,141.85475310625918,146.49279316984823,151.81411811820624,166.37522294611205,176.96878728805007,177.5051751327721,185.19246330397314,195.53952366317574,241.54737192425813,253.81780952150447,248.62095883482675,,148.65501690550772,121.05865091599905,,247.03802040116395
19,1988-05-30 00:52:52+00:00,,,,,,118.1238327137361,,145.0423639240305,152.92671463045596,152.87553181867597,161.95800597123258,205.0411446699265,214.84773981490085,190.9848083368656,147.145896766108,106.81341988304779,,,
20,1988-07-01 00:53:03+00:00,117.27788257670869,130.19244747120305,136.99532995442408,134.7385188429831,145.2189534066446,153.44950761989645,165.4435684110854,173.8166593662873,181.34765120171292,187.35229149233868,,247.7799962665266,244.00602008291995,222.60314836434299,174.48665134099818,124.26788410899901,,,245.85155325795614
21,1988-11-22 00:53:00+00:00,130.70624521220515,141.65146012727362,149.72581258863087,152.87441933424253,156.70548352682883,164.27906850926922,179.21299916037452,207.9472188305425,225.6814193922738,230.49799376988955,231.0929995639583,231.43306530074386,223.84144616753295,202.7866149286565,178.81834867170664,154.9454086502118,117.57648639235704,,265.2257175879469
22,1988-12-08 00:52:51+00:00,133.34581472298456,139.51260472634314,147.52518821306847,149.15219237600132,154.20426116314655,163.62402758502557,183.7632504760517,215.6289584574464,228.19577238758413,228.7172774650337,230.36816571421053,228.01865618087433,232.04062611370153,206.41695889949892,186.33299797656463,163.86676835598269,122.88359493711047,,
23,1989-01-25 00:52:21+00:00,134.66170321378056,134.97745196131117,145.7215044295721,147.95991563440222,154.5232007972666,162.46477799464515,184.21028498379297,212.40309534498857,228.1162429214327,225.58294860673786,227.2732259433543,231.46990393571252,219.25468423068733,198.21912651644055,178.71415916282282,157.255805400427,116.75313292657614,,266.7137162722433
24,1989-03-14 00:51:46+00:00,106.57051424360955,111.34547415430602,122.56139916667175,124.15106306648762,130.69444005474082,138.55509845672697,154.79508971705772,198.4968949274379,208.12609820696846,204.08734262706687,206.97134182537107,208.42091880740708,187.63895041169437,175.5139889401523,161.18314858762542,126.00989023301065,87.47801529007911,,
25,1989-03-30 00:51:22+00:00,133.533875912105,136.42684908267128,145.8267109935289,141.35084311647802,149.56753241748154,148.09278319241116,167.64463595858885,213.6096136473686,224.66794877050194,217.40568351926,217.67136148905698,222.2896212121018,209.0584704505959,190.94925276336068,175.9128100731458,149.15645040456707,117.17092703265357,,
26,1989-07-20 00:49:40+00:00,108.97918520761618,,122.28668480178919,112.94034081691706,107.7671903232622,127.7455719610488,146.29959801035344,173.9728928161434,204.67528931073497,,,194.80037201591284,174.70123620708077,165.7119371696669,146.57852727765464,108.50771592887023,,,
27,1989-08-21 00:48:58+00:00,127.53171493770881,133.44006308759845,138.57292325506614,142.58232224003348,149.82433701356194,161.56627831902756,173.04702463695517,176.35936859048815,225.20363021037937,222.51323163699763,212.1977952249567,217.5700947927427,200.01680801097345,187.2608449634117,173.90415041955598,139.90751358842272,94.72570262424745,,
28,1989-10-24 00:47:12+00:00,136.53713592794435,140.64520164659746,148.8463551256693,146.53991292320418,155.66900174948486,150.8411736997664,169.20455303513862,210.9275454148885,234.74895273448334,235.96310385543163,219.9976602301252,224.37353907441204,200.5797271485121,188.08160095306775,,,,,
29,1989-12-11 00:45:59+00:00,136.64446991569807,130.72080062939366,137.94043584094428,140.48492537233054,145.89893180424795,153.8123500492869,178.0228872642626,216.0618082506615,223.09374553581617,224.6978753923556,211.89111798094953,216.3518812670141,204.57339019872856,195.61622157654864,,,117.45982465895459,,
30,1990-05-20 00:42:39+00:00,113.475988910918,105.95161320773161,113.59518414858758,115.63692056677684,130.05086190983351,152.40184522431497,188.03539647553498,202.62884769107882,190.69600694212662,213.2489055215863,195.53991144524403,201.7760489285133,193.35329839790478,181.23163253001613,167.797977159837,129.56131225990748,,,
31,1990-08-24 00:42:18+00:00,85.89366490936753,85.98248455970999,118.20955523564494,119.98991246883578,125.40259820557188,141.39145780473032,164.80265300625842,175.93470458488264,211.89384540706052,243.72850028950674,217.08691215560174,202.96928292425397,188.57977436008065,168.15092046248165,165.40427418370936,,,,
32,1990-10-11 00:42:00+00:00,135.33857249978865,141.18002312749732,149.58387986357675,163.35460256579887,178.6499732812535,197.48614439741732,211.849907876851,220.06494100475956,238.1048380095548,239.8762932267021,256.78245666766935,210.9079168862123,,,,258.5229869140255,154.95108168672567,,
33,1990-12-30 00:42:10+00:00,137.2871503592078,147.413263822093,161.58833382185423,173.08700629601697,180.79009121550612,199.32754705137154,211.27388045856318,231.15111369371718,240.39840521903395,250.43649347894254,275.5705893886958,,,,,273.7954430879774,,8.457506571259797,
34,1991-01-15 00:42:39+00:00,134.1462932537637,140.2953450816012,151.39060386459377,163.06088213139807,178.34870464892404,183.07095824502662,200.20859096424448,215.17577067264799,217.77977704997016,232.8374570470115,251.84140777911472,,218.40697405146827,,,,140.02341615670892,-8.775286587373326,
35,1991-03-04 00:43:31+00:00,133.38598355426376,136.109030545184,154.18609205834701,164.35066016559696,181.18022846122264,197.1102320564464,209.4845151911092,217.3133675783807,211.41381056291692,221.95528226473579,243.69674638058123,242.99671595501496,202.4914669014852,,,265.08495865278604,172.7649201097931,-7.278210211484941,
36,1991-03-20 00:43:54+00:00,,114.7529986746595,130.1570659601747,134.12507761752138,152.92462587159628,166.42297915892493,177.98797293330702,196.57963349431728,196.99698431099853,209.0966129393814,230.10040527017065,222.56299367618664,202.51545919314933,,,256.9052302633989,,-30.163336530208152,
37,1991-06-08 00:45:12+00:00,124.79588540346096,127.3545966454343,141.58147126624834,158.8192444699485,172.60473416209683,188.34208254709165,203.1727838652494,209.48847991304925,209.7446545801903,204.8349305039424,218.09973579645228,227.80081498021738,198.4753782379005,,,254.1165583933047,191.03281560133493,-1.7755996954382782,
38,1991-07-10 00:45:37+00:00,114.1156559123032,116.8129697385385,128.90275544488952,147.55647941716916,157.0785778021697,169.8036284255876,177.7345433203445,188.4617538157633,193.00055634743944,203.15725927163476,216.759724477771,227.642487662321,186.54404558341488,,,252.79872453783062,164.76945867941362,-5.231005897441381,
39,1991-07-26 00:45:51+00:00,100.56066731391827,107.14502790834462,111.53470105831596,119.27652896830816,124.21773621711105,132.59524331365432,153.03623098459317,163.41015796898827,175.86076699450211,182.2679528378367,196.31602191368967,205.59255623581313,183.71826621030263,167.06090100097654,,,,-18.672162593615617,
40,1991-09-12 00:46:15+00:00,122.97822458976623,126.18109487948965,138.9051536857839,148.38158165790475,162.62140953253066,168.6991526166075,176.5570740352891,183.32950794872278,184.25234139601997,196.067807972518,216.7917113839979,229.60104301261597,200.96945756221692,,,,156.26803995747196,,
41,1991-11-15 00:46:36+00:00,131.7574983261299,138.93048714367353,148.40851711113055,159.83531439795044,170.51375064199078,179.19967906421874,199.32414896833228,207.70000502448636,,,,,,,,,,,
42,1991-12-01 00:46:49+00:00,100.27733475894972,113.66130620364989,126.82639438064106,,133.63415444397793,157.22455922086675,170.77280911689886,173.20041906364614,179.77697319151108,199.06125010335282,216.78917431369408,210.48784632984953,,,145.82339102759553,,117.06928317822191,,
43,1992-01-02 00:46:40+00:00,132.5619700369603,140.63387614540167,148.78330962854818,159.0798962823151,174.70665928113885,186.46414468539018,201.37607693665365,208.22052341413246,215.12635492594504,234.59275409774736,252.99760937928278,245.8003259124501,205.19627952767925,,,,,,
