dates,satname,nzd0145-0000,nzd0145-0001,nzd0145-0002,nzd0145-0003,nzd0145-0004,nzd0145-0005,nzd0145-0006,nzd0145-0007,nzd0145-0008,nzd0145-0009,nzd0145-0010,nzd0145-0011,nzd0145-0012,nzd0145-0013,nzd0145-0014,nzd0145-0015,nzd0145-0016,nzd0145-0017,nzd0145-0018,nzd0145-0019,nzd0145-0020,nzd0145-0021,nzd0145-0022
1999-08-26 22:04:44+00:00,L7,384.73,382.14,388.61,390.47,383.81,380.17,370.15,366.95,369.18,367.84,368.61,377.15,376.02,376.23,374.76,380.22,380.52,379.96,371.42,371.36,366.79,371.18,374.32
1999-09-20 21:58:32+00:00,L7,399.12,395.21,395.67,399.56,396.06,395.12,380.84,375.18,374.80,377.59,379.80,401.51,402.71,390.06,387.82,390.23,394.34,399.30,392.49,381.90,388.23,387.29,391.97
1999-09-27 22:04:48+00:00,L7,367.79,366.25,370.98,374.05,367.54,365.80,360.18,348.27,353.24,349.32,355.24,359.08,358.31,357.47,348.88,348.71,355.03,365.07,345.23,346.20,342.68,349.54,358.74
1999-10-13 22:04:48+00:00,L7,367.70,365.48,368.61,375.08,367.36,366.22,362.39,351.17,356.81,349.85,353.22,357.55,356.38,357.41,350.04,350.79,360.98,359.06,346.45,345.89,342.09,356.34,357.90
1999-11-14 22:04:42+00:00,L7,371.54,369.98,372.16,373.15,367.74,365.10,361.89,349.80,352.30,349.26,356.36,365.32,365.80,359.83,353.78,354.81,361.55,367.77,354.04,349.80,356.56,361.80,364.07
1999-12-25 21:58:28+00:00,L7,357.55,348.95,354.26,356.47,348.05,349.39,337.14,332.08,338.92,333.88,342.72,345.46,347.74,344.46,339.95,341.49,341.86,346.98,335.63,331.19,337.81,335.20,346.33
2000-05-24 22:03:46+00:00,L7,386.71,381.95,386.31,387.94,384.86,380.79,372.24,361.20,362.78,365.29,372.13,378.93,378.64,376.33,367.88,372.76,378.07,378.01,367.60,369.52,364.41,367.66,373.26
2000-07-04 21:57:14+00:00,L7,,,,,,145.78,181.00,217.08,,,,355.28,367.63,,,,,,,,386.23,,
2000-07-11 22:03:17+00:00,L7,406.69,405.11,406.33,408.23,404.62,407.03,390.08,390.86,386.61,387.34,390.00,408.69,410.05,396.91,395.83,409.09,411.06,410.26,403.98,388.69,395.78,394.48,392.60
2000-12-11 21:56:00+00:00,L7,364.29,360.97,363.67,363.60,360.18,358.85,344.96,337.55,334.91,343.24,346.87,356.03,355.41,351.79,344.68,347.09,351.20,350.64,339.60,342.76,339.84,345.31,358.10
2001-01-03 22:02:12+00:00,L7,385.00,381.62,382.68,385.07,383.06,378.12,367.20,365.45,359.41,360.71,368.95,379.24,378.45,373.52,366.75,,,,,,,,
2001-01-12 21:56:30+00:00,L7,363.62,356.96,361.36,358.55,356.52,350.04,335.24,332.72,330.58,330.01,343.34,346.80,347.86,343.79,338.76,340.45,337.45,342.52,333.17,327.20,334.10,,
2001-02-13 21:56:27+00:00,L7,379.29,371.36,373.04,372.20,362.71,361.84,360.07,354.89,351.12,351.07,355.09,363.12,362.57,,,,,,,,,,
2001-03-17 21:56:16+00:00,L7,389.97,378.17,384.54,390.39,385.59,379.82,371.11,362.49,360.86,361.93,373.63,389.33,387.43,379.15,376.93,382.00,384.33,383.63,378.07,374.93,373.86,374.33,387.15
2001-03-24 22:01:59+00:00,L7,385.26,379.41,377.47,376.28,370.70,369.61,365.40,357.04,359.81,354.55,362.30,367.74,371.01,365.34,362.19,368.69,374.67,376.01,365.08,357.01,362.75,366.25,372.68
2001-06-12 22:01:24+00:00,L7,,373.29,376.89,,,,362.88,351.53,359.36,358.16,363.00,369.01,374.14,362.57,362.59,369.87,368.02,372.05,358.71,353.18,362.62,363.51,370.16
2001-08-08 21:54:37+00:00,L7,371.63,365.95,369.67,362.04,357.95,355.70,346.63,337.21,338.57,340.01,351.60,357.73,361.54,359.45,348.81,356.71,357.22,356.81,348.71,348.87,354.68,346.69,365.36
2001-08-15 22:00:38+00:00,L7,416.23,409.12,414.30,412.99,410.68,409.50,395.02,398.38,400.90,394.66,397.10,422.12,414.07,398.95,404.71,414.03,416.51,420.03,405.87,405.67,406.46,397.61,407.62
2001-08-24 21:54:48+00:00,L7,368.35,364.15,368.96,367.04,,476.82,,361.91,371.81,357.39,351.69,358.27,358.95,354.62,349.54,352.59,355.53,362.52,349.76,350.41,359.09,363.53,369.97
2001-09-09 21:54:36+00:00,L7,373.14,377.58,370.32,367.55,363.56,357.18,351.98,343.65,343.59,346.84,351.30,358.95,361.36,360.90,356.79,359.26,366.94,368.96,357.16,351.30,360.35,364.53,368.07
