dates,nzd0145-0000,nzd0145-0001,nzd0145-0002,nzd0145-0003,nzd0145-0004,nzd0145-0005,nzd0145-0006,nzd0145-0007,nzd0145-0008,nzd0145-0009,nzd0145-0010,nzd0145-0011,nzd0145-0012,nzd0145-0013,nzd0145-0014,nzd0145-0015,nzd0145-0016,nzd0145-0017,nzd0145-0018,nzd0145-0019,nzd0145-0020,nzd0145-0021,nzd0145-0022
1999-08-26 22:04:44+00:00,182.7244403968423,181.0234120717573,186.7323032147323,188.61837176634845,181.67368481854726,178.2661519510654,168.46941847273098,163.74318990227692,168.58285858230352,166.22684517283108,168.64274644593849,174.72403090073368,173.6018319198239,173.85547956760138,172.43421483919806,177.80906258288826,178.680306983974,177.42677811906822,169.336791567368,165.14580747313747,164.87057912571146,168.62141814092482,170.7944380845468
1999-09-20 21:58:56+00:00,183.8264014108633,179.51667870539015,178.29046841794843,180.78150838707006,178.54073369357218,175.51491739642896,166.2439909828085,158.06861814015394,159.35665865983265,158.3011426190947,163.51466342465267,177.46818699971868,179.49870734247517,171.35652875511866,164.4870529888122,168.90755500531304,174.81742047978045,177.76592422942406,172.8629864981706,163.70295483997688,170.03562154892828,166.82196203133154,174.91835274058198
1999-09-27 22:04:48+00:00,186.79473421676173,185.03613776310814,191.88025302986134,196.68644883105995,190.2505017515383,191.13628217074273,178.99716560248157,168.65797507788787,170.94925955866978,174.43202725169246,177.85187518104138,187.1068991072637,186.63977200131364,180.14580249685295,173.7555768998187,176.9036441001735,180.1234904624287,190.11681639070648,170.29073279899188,168.834293126429,165.35055442217387,174.56758184677815,181.25936064281268
1999-10-13 22:04:48+00:00,183.43824144095885,183.3977117842455,189.54032952389238,198.18840607695154,188.87294126742654,189.99244953194216,179.04310344025865,171.70366668178352,173.60237504179213,174.03713632573061,175.00572914233692,184.732965037303,183.6998528881578,178.796209100167,174.26798546731317,177.95309432325664,185.30365433302913,183.3258328550472,171.32125992461172,167.20097761700984,164.84327508042728,180.78654304726376,180.3112903806462
1999-11-14 22:04:42+00:00,181.4918054282446,179.56427550305798,182.7907064574866,186.039295512543,179.06862477505868,177.61391041609716,171.1230167363611,160.4180938306543,161.58139544189157,162.03661974378784,167.68801882590589,179.33458028326103,180.38968459801262,171.23511135913026,166.4259583680786,169.09169056957813,174.46363133178147,180.05669708363013,167.1567875366551,161.11295119075925,168.11935770537875,174.0758266165011,175.4471504084675
1999-12-25 21:58:28+00:00,182.9354322556869,174.0838805119563,181.64238141514858,186.70289151897006,178.42639360698863,183.1556885248609,162.26608932341398,159.77062414682956,162.25970718438361,167.52173443145745,172.85958425158046,183.4381793374599,185.8304407540622,174.61306791910465,173.7730220850016,179.57823216377312,175.5086780457516,180.99532287344084,169.53244724555847,161.42580626627444,168.62724406666527,168.9469593136862,176.23825238269583
2000-05-24 22:03:46+00:00,190.56787782099582,186.5648560728591,189.77666962199908,190.54512958717197,189.20534949980532,186.3516059475992,175.54933905110633,165.02826948844935,166.53663661650796,169.49380077079863,177.84891581407342,185.2231759448249,185.16405893054565,181.2789795721902,171.94438875567153,180.84571298242983,184.30482968061065,183.03950026366135,174.30004250318893,170.50865830132858,169.60387255575168,173.69949527859302,176.85659566823023
2000-07-04 21:57:14+00:00,,,,,,,,,,,,198.6415915899983,201.9816398803024,,,,,262.062844522324,240.5554074829281,,,,
2000-07-11 22:03:17+00:00,183.4513690220051,183.12957066790224,182.61119384714084,182.40804855575766,179.48335240452488,178.8994888065557,167.84672796721983,166.06802249564925,165.00004121682753,159.83132816231995,162.51759573649122,177.18270883185565,177.4662359833171,169.9794349188367,165.59521320460436,175.43169311170715,179.97928736976945,182.41369857200627,172.5656929342254,163.13025104769812,170.5126006349027,163.6187198349447,165.5507899622076
2000-12-11 21:56:00+00:00,170.708111792672,168.23753263042062,171.47990856254216,171.8500096483925,168.09750728158775,168.05617313947914,151.95908174153826,145.27154094159545,141.41871629510436,152.6503387473458,155.11885276393312,166.71176638531665,166.23815749796142,160.25630498376498,154.08708521772058,157.65941113689223,160.54940963569368,159.9896396279231,148.95855594441153,151.1383862497334,148.12694623951725,154.7987602495723,166.4968985754949
2001-01-03 22:02:12+00:00,181.45595584511466,178.6496412134975,179.06562375205553,180.81933118975135,179.00522983734558,173.73433623828197,163.89998764311696,161.82631404269063,156.2491519384268,156.15385977659952,165.03046042855536,174.39961809969284,173.31475885945002,169.39258992016292,162.34672672319024,,,,,,,,
2001-01-12 21:56:30+00:00,190.35217438228895,183.65718131405313,190.08884723879865,190.7372696605254,188.3836631092547,184.69415119293595,161.4972101231815,161.7964744318808,155.2183252947427,165.4357337792379,175.05101898803048,186.55582876302458,188.04509158352843,175.74415377928773,173.87785431573107,180.08081521832216,172.83818557989662,178.32489174028672,168.3155177659699,158.78536777359858,165.91047475032985,168.53006560275207,189.91465865676895
2001-02-13 21:56:27+00:00,190.02658286993375,182.1126065187222,184.86492269719017,185.3074913816021,175.89860203463851,176.93121535729688,170.71236820394623,166.5815815815094,161.16256909834254,165.71370400853968,168.09921788400626,179.24479526545022,179.15156210342315,,,,,,,,,,
2001-03-17 21:56:16+00:00,183.0926756033579,171.53211296020493,177.82005110692924,181.32951789816997,177.17964792615396,170.98429476821002,164.0952330596531,154.71117126624236,154.30368575703872,151.68591955621312,166.08390480074524,179.0433934301091,177.52194247774412,171.1487766405442,167.09126174195785,172.42070043912796,176.47728700709146,175.13513387148421,169.78677214253142,165.9002730432834,165.84397760227185,165.15364933554454,180.69992575843932
2001-03-24 22:01:59+00:00,189.29747680916438,183.69634618094116,182.33289974074148,181.54928945705004,176.11390213543535,176.21642133618013,169.59963015619894,162.34267793388307,162.76438730560136,159.5159736403608,168.12648713345823,172.9895335693457,177.57772275423162,170.92468242045092,168.19318166246762,175.41538931539594,180.758296033292,182.47714744112545,171.28862011853047,162.65684223336186,168.29563492584072,172.7608736351072,178.6805333525998
2001-06-12 22:01:24+00:00,171.87142315701905,176.3287186681465,179.97158408653624,180.00884860914027,172.96549110465276,169.14676906154952,164.97554940952455,154.76568409196202,160.018198062927,160.19030206870454,166.79703172519407,173.44354129989884,177.4039707268711,166.10210491755123,165.9804435361821,173.74850812582102,171.8056547049374,174.83655550621737,161.76254465338394,156.70001028536277,165.66161605259396,167.50587380703354,173.33902346831482
2001-08-08 21:54:37+00:00,182.78688879539231,177.60755845353316,183.0749161656725,176.42618442475037,172.18359606846465,171.76179953190618,158.39412051113456,150.89354437341353,148.7887040848196,156.55152242819256,166.04574188889598,176.52678401106496,179.68231337179873,173.6190335236668,164.03524125293023,174.6147361435207,173.06593409504845,173.08076361961233,164.77392328268073,163.87157834026152,168.41380756711172,163.01096119716115,180.03611550123034
2001-08-15 22:00:38+00:00,192.99856664597803,186.8158537211532,190.12861849896433,186.3208993023579,184.91840116514683,179.2318655895569,172.1994418009832,174.79330140226213,181.18394016509995,166.531160204937,170.9145939250685,190.93499847302,181.69584131417224,174.1104119974641,176.0787668312017,185.7042963033044,188.57212936909255,191.4512047760265,179.1424015278332,179.8377409275937,180.2768740333853,170.3031208942957,180.8629525417912
2001-08-24 21:54:48+00:00,176.2881319149871,171.62232470593162,177.4599651460287,176.2465638157333,,,,168.33735760852923,176.61406578259326,167.9399046944162,160.76343286696027,170.26921720375358,170.94944567604423,162.89112412313295,159.879890958505,163.9173476687251,165.73992893470015,172.16861179104882,159.74040226895832,159.99888742017188,168.05922440618892,174.0910223190844,179.4205143052045
2001-09-09 21:54:36+00:00,178.41641367137973,182.94311638969828,176.5568136533652,174.21182367743927,169.8412421413258,165.79355897618956,157.37666853182273,148.70838986052902,148.3580574928277,154.2930774152598,157.92883907450494,167.9671901439376,169.71439602034133,167.93244896760007,163.8320411193761,167.4455124471237,174.54195892389296,175.85285444790006,164.0366453745442,158.15774682391577,167.20940274387772,172.22363358791912,174.91074725226594
2001-09-25 21:54:04+00:00,184.86060316110644,175.52730727191735,179.96310572061702,181.45197476311043,178.13062004063158,176.62416812234233,163.41017541446024,164.76441992139306,168.94895251923953,161.94944488765947,166.8108417183643,177.87810573866184,175.80741766272288,170.4305547346526,171.9081732427128,175.25646863216093,175.87624818668786,179.93089845552794,166.66974958420246,166.44326342045795,172.30668206201,177.47763543723596,177.06580850583168
2001-10-02 22:00:04+00:00,181.1694356982724,179.86862156490577,185.55672722979907,185.77914022108078,173.69986079651525,174.99921563144107,164.72242977318467,157.03031920375292,155.74291157306266,154.93828362852386,160.36787640017042,168.57114463429028,169.66025574875593,165.89908315939607,160.78230025946246,167.27786710999607,177.64785580963638,176.43336832498878,168.17619324745232,156.92603245077464,163.018499745699,167.65788373398195,170.81235269584158
2001-10-11 21:53:46+00:00,183.62942231938067,174.47312845242473,178.7459602492946,182.15529613959106,180.878098232946,178.1421512499622,166.89244114558923,172.8017216419572,169.01097501643014,165.06634487616483,170.01927561782784,177.76627608328232,180.75933774702847,174.6281409537545,173.71753468642433,181.23002169585843,175.3934127589286,182.36017212487457,175.73649081740737,167.108651269005,170.8098877341633,172.4904729487455,173.9354442722945
2001-12-05 22:00:18+00:00,,171.63116203417027,171.21186257383076,175.94382803411284,167.95984178829178,169.4523202682344,155.90214005107046,146.38948848570027,148.15711904544398,149.29488404004277,155.5844021079089,166.3206423786809,166.56510202642738,163.63789720762517,159.7753932565651,166.22031022734947,167.51774601981896,172.19015403623916,166.38940229104506,156.3036483410146,164.25762539056123,161.20130990506414,179.74739366780915
2002-01-22 22:00:40+00:00,187.45019756543368,179.18138229361426,183.8435270067349,185.40380511414216,181.80509818641602,179.66874899559048,172.71387436032148,161.20968823867017,161.38998496108312,162.7675410419896,171.4122372972351,181.8102137709412,177.80074504184248,177.05530765320452,166.282161208949,175.4344924238161,177.2206775848331,175.04398921928717,169.7836146455959,167.39886130987608,170.32752061931876,172.02208127614708,181.64370436188702
2002-01-31 21:54:26+00:00,186.4491786761979,180.48238957241796,188.34971906561032,191.19388306287885,184.21686651397226,185.82899967106053,168.5402040588207,163.13984472674696,162.11442126777013,165.17265437533848,170.91394689314237,186.46729192388597,189.55759885079613,174.64098209319826,172.0627569665791,182.79566995672974,181.86561079168183,181.51097897885788,175.22121207389114,170.05053504088863,170.1857934373704,169.56091374219932,187.92293054967303
2002-02-16 21:54:54+00:00,184.62052291831975,174.7402006273103,178.74870310778067,182.11020685536303,174.40466571260848,173.05606538236367,163.4308048260582,155.24712314400625,157.32107771410693,156.54479407773118,163.82656723410278,171.26307176930956,173.08872797804597,169.64909036112627,165.00082506247804,173.17679274238753,178.26231174211128,172.57840322921666,180.78927150738588,167.92761298510143,174.4006177179742,167.84637114088315,181.21615955906273
2002-03-27 22:00:37+00:00,174.2968722601094,168.43972329324652,172.38122456809245,173.67425073714614,170.07579065712804,168.0308672049373,160.6390145544485,149.27474429175652,147.4379439356959,149.81173535121718,159.26418592230755,170.67323736368687,170.51607672194723,168.4438395263752,164.71159480426613,165.7789186271272,,131.90361027257882,107.87051594736,138.03225170768016,161.1346132471087,160.84452607724572,166.7173111918555
2002-04-28 22:00:38+00:00,184.6618576330308,180.69221494909928,186.05605507475596,185.68004257859002,183.93177543969773,182.97736280177796,170.70004976308044,159.20131522082815,160.98329234593615,162.32580583196142,168.998674070993,181.05508651515254,180.5749851368781,175.85350805869427,167.65246622579548,173.199769971817,173.59324075330073,182.29346826135657,166.04114091136475,166.84532246228878,164.3216377992473,167.408242392336,177.66193769265243
2002-05-23 21:54:42+00:00,194.7083961019386,182.22011355196793,187.27588903324767,191.3367813579753,165.7979380515945,155.63482808831682,148.43835084042377,114.92415532401148,,,,,,,,,172.83163366736883,179.89903070304712,174.8106747430352,167.89994509867594,169.70855432072466,160.59716887624876,166.7728564425618
2002-06-24 21:54:04+00:00,183.89277607166716,181.09568645712244,181.9232674656878,182.021458291128,181.0091120630517,177.09944695000613,165.95978526544403,157.1878514519558,159.87063097978634,169.2452763517558,177.4551370583719,178.59650830658842,183.4230816187917,168.89058434129348,163.916919458072,176.6788307835339,173.10751810628358,175.88031262606876,165.9361494673919,160.5626877138207,162.8582604161337,165.77519765820693,168.40522945654013
2002-07-17 22:00:08+00:00,192.7055833837412,191.22405419997236,194.7501670479595,195.46130586243225,191.2949824335264,186.2209605223103,176.61578085409437,178.45929146366512,176.09258844535026,174.51417537625082,180.5159712493766,187.5009631112776,191.85456085647772,183.79022620582887,179.2833309925252,189.37876729896027,186.98670713446992,190.0760154025033,183.36832454559837,174.02839923673972,180.8402944618729,173.77035060829346,179.54080805024904
2002-08-27 21:54:00+00:00,184.052976737372,186.5890821905788,189.57614097729748,185.38213347239184,184.67407596050154,179.94751532536125,167.95395072809256,164.6650867024253,160.1626535562608,164.9133678467812,174.5678044712042,178.4936529727125,185.6494333349823,174.6111156919761,172.912642207625,184.8636479613304,187.50251467840786,183.64550485525956,177.7176170793137,170.7283831920385,178.74998103675702,182.18123329825005,187.8446116451797
2002-09-12 21:53:31+00:00,,,190.32621010458672,190.1565690618223,181.61550503276604,179.13803498617526,169.24729870804717,160.68933267636405,158.62669797183716,161.25369254180652,164.60347102794248,175.8939582688189,175.89189139951583,171.14676559625943,163.02918754746668,169.3073594804858,177.98067436978664,169.82037239705434,173.4750259808745,163.23665808666084,,,
2002-10-14 21:53:43+00:00,186.23405271554566,179.70232743350905,179.44801114727986,183.18867260414402,178.82158641677353,176.00420433508012,167.0109794560835,157.70355007625594,165.9524733607066,166.50024489842448,172.16290462555833,179.395597123474,181.8407206294081,171.40044227215205,168.1070541058058,177.8325324060467,172.4728046628713,181.26039508026494,169.79211951758123,166.8427336410265,172.0964248883968,178.3865539940709,180.20397458085716
2002-12-01 21:53:52+00:00,,,,,,176.64425628770783,163.3261220655625,157.8320195311866,160.5322382470888,162.47334536078245,168.84874099459537,185.5573486597163,182.55681434711573,173.07585518247126,170.58155874846256,171.23672484530545,177.3960792109148,177.05438711464544,173.32968327261122,170.2579953323919,170.16155127524945,165.49573891689022,172.32455570319576
2002-12-24 22:00:09+00:00,192.1311337374291,188.94726974142833,188.4134233193,194.4636390712017,189.06556627580804,187.01289649747812,176.18914921967126,172.91653165253962,168.8745477347576,174.1884012033718,179.25584979567483,185.41266326210004,187.9416313808266,178.3270600548935,168.78800031100988,183.27347618575814,179.65057827386963,192.2066261617489,179.55501738931315,170.10474516359304,178.8519092396633,180.08131079864475,183.07598208706753
2003-01-18 21:54:30+00:00,185.69550494329792,178.1683576971591,179.46881723751002,183.9265181951876,176.75698572450554,178.91734670403724,169.2857051689682,162.58440221645398,168.70116570526113,162.6359337895609,172.47401463396142,173.04521630121482,178.53115191565746,174.01235220201949,170.0808380934096,182.3979622304532,175.33717961075553,182.33871042914433,175.6071887064883,162.8126854227684,170.85508708511364,174.878752778163,176.68391897989375
2003-01-25 22:00:18+00:00,183.8377059091323,181.11558018871654,181.77312391441353,187.14573363355672,181.6082606998242,176.23870161440897,169.22338975614076,158.11042221233868,160.50176087215416,159.32129110216974,165.33803883794548,172.83210354702032,173.0376787514801,165.6185971711411,163.76681763250127,168.58878733412809,174.50504698594418,175.89599029733176,165.74960057365666,161.35987749610572,163.51655528133927,165.1433224501018,170.266557680211
2003-02-26 22:00:28+00:00,,,,,,,,,,,,,,,,,,,,,,,
2003-03-23 21:54:40+00:00,185.0667982371625,179.4166658652662,181.74455530453093,185.11261906906748,181.71660791968773,180.01453654441733,167.55441252131752,158.03757591011558,157.3357507771846,163.27185405861118,170.0740700405021,173.26907004422003,177.67508885891164,171.94388912958092,164.28607179919933,173.24824499061808,169.45315543513857,180.7103396803961,172.6719231417055,161.6701026003647,169.43555680810232,174.43068326328398,176.87149677582045
2003-04-15 22:00:34+00:00,167.1799654117799,160.295484456561,163.5304488875254,160.63719901503106,155.25675453610785,152.80567309425572,142.5400176763474,133.96864095652404,137.86795802907395,137.84932513090212,152.56554257884522,154.49745283746742,155.07765751858767,153.4674398426404,146.82954179546303,153.2343320846644,157.2461248024024,160.15788086409358,149.9621816442615,145.44949203770767,151.554318940886,154.03278760981297,157.76626032843214
2003-05-10 21:54:46+00:00,186.16104813168278,183.2872422992547,181.10456321100864,183.95403517451254,180.82905837501733,177.86262951838083,167.39257347226965,166.2526987155665,167.79777436374502,165.42627678801156,166.14435460990072,176.187489479005,179.1654590668908,171.0207642013407,171.19389356216308,173.44329764716852,182.22959032957525,176.18986235690258,174.78487720966774,167.04147589430323,172.85922688862402,162.50378399743911,168.1290359244133
