dates,nzd0145-0000,nzd0145-0001,nzd0145-0002,nzd0145-0003,nzd0145-0004,nzd0145-0005,nzd0145-0006,nzd0145-0007,nzd0145-0008,nzd0145-0009,nzd0145-0010,nzd0145-0011,nzd0145-0012,nzd0145-0013,nzd0145-0014,nzd0145-0015,nzd0145-0016,nzd0145-0017,nzd0145-0018,nzd0145-0019,nzd0145-0020,nzd0145-0021,nzd0145-0022,satname
1999-08-26 22:04:44+00:00,384.27,381.71,388.15,390.01,383.26,379.62,369.72,366.45,368.68,367.29,368.15,376.48,375.35,375.63,374.09,379.47,379.85,379.29,370.75,370.69,366.24,370.58,373.77,L7
1999-09-20 21:58:32+00:00,386.00,383.17,386.22,389.10,382.94,380.64,370.00,364.65,365.58,365.72,368.28,380.77,380.81,375.44,372.74,375.60,378.88,381.08,373.40,368.07,370.51,371.53,376.14,L7
1999-09-27 22:04:48+00:00,385.73,382.91,386.93,389.87,384.65,382.55,372.10,365.47,367.74,367.10,369.73,381.91,381.68,376.99,373.15,376.05,379.30,384.11,372.38,369.15,368.08,371.74,377.19,L7
1999-10-13 22:04:48+00:00,385.22,382.27,386.35,390.18,385.06,383.19,373.39,366.23,369.34,367.51,369.60,381.60,381.13,377.29,373.15,376.24,380.50,383.62,371.68,369.12,366.31,373.09,377.10,L7
1999-11-14 22:04:42+00:00,384.18,381.38,385.21,388.46,383.59,381.57,372.66,364.77,367.77,365.86,368.65,380.79,380.51,376.00,371.72,374.70,379.15,382.90,370.59,367.70,366.36,373.03,376.49,L7
1999-12-25 21:58:28+00:00,383.66,379.62,383.97,387.05,382.31,380.85,370.38,363.57,367.21,365.17,368.25,380.57,380.71,375.84,372.09,375.54,378.60,382.58,370.43,367.28,366.24,371.82,376.10,L7
2000-05-24 22:03:46+00:00,386.51,378.81,384.67,386.59,383.46,382.09,368.05,362.23,366.44,366.59,371.81,382.98,383.97,379.10,374.69,380.50,380.75,383.27,372.39,371.13,368.11,370.13,376.79,L7
2000-07-04 21:57:14+00:00,391.94,386.81,391.54,393.17,391.04,386.97,377.10,366.87,368.45,371.47,377.36,384.66,390.69,383.13,375.44,381.26,385.63,385.57,375.16,377.08,389.68,374.46,379.44,L7
2000-07-11 22:03:17+00:00,391.93,389.11,391.55,393.31,389.11,388.27,376.74,370.87,369.53,370.68,376.30,385.56,390.04,380.42,374.97,383.17,387.68,387.25,378.90,372.22,385.90,374.87,377.29,L7
2000-12-11 21:56:00+00:00,381.42,379.25,380.93,381.84,377.59,378.12,363.74,359.79,356.35,360.48,364.36,378.60,382.96,369.05,364.37,371.46,375.25,374.56,365.90,359.84,378.26,364.60,370.53,L7
2001-01-03 22:02:12+00:00,381.64,379.14,380.54,381.94,378.26,376.97,363.99,360.62,356.31,359.40,364.92,375.99,375.97,369.27,363.76,371.46,375.25,374.56,365.90,359.84,363.00,364.60,370.53,L7
2001-01-12 21:56:30+00:00,380.15,375.04,378.42,378.26,377.44,373.19,357.66,355.18,351.58,355.50,362.24,373.95,373.83,368.30,363.32,368.52,366.32,368.58,358.38,356.98,354.97,353.91,365.92,L7
2001-02-13 21:56:27+00:00,382.71,376.69,379.85,379.51,377.03,373.62,360.83,358.11,354.46,357.67,363.22,375.24,375.02,368.30,363.32,368.52,366.32,368.58,358.38,356.98,354.97,353.91,365.92,L7
