,dates,nzd0296-0000,nzd0296-0001,nzd0296-0002,nzd0296-0003,nzd0296-0004,nzd0296-0005,nzd0296-0006,nzd0296-0007,nzd0296-0008,nzd0296-0009,nzd0296-0010,nzd0296-0011,nzd0296-0012,nzd0296-0013,nzd0296-0014,nzd0296-0015,nzd0296-0016,nzd0296-0017,nzd0296-0018,nzd0296-0019,nzd0296-0020,nzd0296-0021,nzd0296-0022,nzd0296-0023,nzd0296-0024,nzd0296-0025,nzd0296-0026,nzd0296-0027,nzd0296-0028,nzd0296-0029,nzd0296-0030,nzd0296-0031,nzd0296-0032,nzd0296-0033,nzd0296-0034,nzd0296-0035,nzd0296-0036,nzd0296-0037,nzd0296-0038,nzd0296-0039,nzd0296-0040,nzd0296-0041,nzd0296-0042,nzd0296-0043,nzd0296-0044,nzd0296-0045,nzd0296-0046,nzd0296-0047,nzd0296-0048,nzd0296-0049,nzd0296-0050,nzd0296-0051,nzd0296-0052
0,1999-08-05 21:47:23+00:00,231.45547975221712,223.3936675675786,211.96550569332447,202.23482156577492,185.43961861189104,175.71309647549126,165.49345673532972,161.58811642777695,159.06459000776115,159.8233880533765,169.11962081659803,180.0910456975145,178.08555086905588,173.4494113923574,163.73875492071824,157.4386055924198,154.92817410086133,,,,,142.58099287663885,146.5827542970775,160.412261955781,162.37270547297828,151.72061884174008,160.88769998030756,,,,181.67540100828475,187.20099926636746,180.35412024243018,188.05639091491872,192.7217556778592,191.3884255890334,,,,,153.88850911172008,157.61251960461254,148.67528985778588,136.63262680819653,142.40455758873298,140.8830799915212,139.63028221234262,137.72116895659937,150.39960479798296,166.63051636575784,181.14251431080342,189.54037564063896,190.6028607284828
1,1999-08-12 21:53:08+00:00,241.22474570469365,,214.1465686706805,207.04619893318954,200.43304108763866,190.32461157518262,184.27372355542417,172.16265220265268,176.40415587557467,182.61647816954,198.0522829719273,193.25942216869115,175.9145714573527,173.62727595417562,171.17792115981047,164.82532186015345,,,,,,163.59273753141883,168.67939519529975,170.11683492275307,165.15137925729834,155.37052644716505,,,,,185.2924138050004,189.91132409303555,186.71557245768633,194.4259854598858,200.92654879840035,,,,,,170.05875354025105,153.7681348031939,149.28218248022765,144.75464295845217,143.85732721779226,136.4612001342536,135.88422302674942,137.02590766522493,158.97300621918978,181.60766949596808,,199.35848095767142,200.55497214940158
2,1999-08-21 21:47:20+00:00,241.95519542352395,229.37783186328323,219.74017965590255,212.12780659333126,195.42260992395347,186.2432284033312,177.06406363064573,169.3428003355149,,182.6898666560098,,,177.00321662391,174.39316700346694,,,,,,,,160.87557566060752,163.30807806421763,162.83945483910477,164.18862643048078,155.89026590672182,165.1910769127496,172.33657499553394,,,183.88327642169577,187.9456287045271,191.44162125541183,192.35115637734054,202.11979662513758,,,,,,,153.33645569325785,153.31293799773107,153.23225396766486,141.63238743537755,145.83285656371552,139.19400429889072,148.8089984883505,161.75317628839505,177.96131093805008,188.82451401905735,196.0483838968873,198.85414551528226
3,1999-09-22 21:47:24+00:00,253.0506223246776,246.89240025034837,230.0725827117251,222.2751258010728,209.17092555135514,,,191.17944545080866,189.12081568762127,,208.79898483773758,211.38838350388613,,,,,,173.34896816325386,,,,180.6937126459482,191.91662727960895,,,,,,,210.0853169961723,,214.05517288137128,218.36178974976826,217.65636917569907,,,,,,,,,173.4950304297587,170.73461295798182,163.48523714481033,158.90456914482294,160.4884965053427,167.76249824496995,171.2919386456711,172.4740457451859,208.72147024604834,,
4,1999-09-29 21:53:16+00:00,257.1095184364149,257.2679898769063,245.3744213395206,218.29858877830944,206.65862062138038,,205.5543905997091,196.2426875235381,187.441056617331,196.72417904611174,201.1480850610177,206.97972171551748,198.25915800469738,193.01534107071964,182.0493483882465,171.55954116261287,,,,,,,,182.31330822793507,188.18818690075176,175.4815560468365,,,,,203.58666411700014,,,,211.44657164045555,211.39191065824613,,,,,186.961865477476,171.50149903484333,,,,161.12171006454588,,,,180.81280997631885,200.27535992697204,209.48228886317358,
5,1999-10-24 21:47:20+00:00,259.57518121886903,242.06352794170513,231.62604948099542,238.07422513845083,222.46252594320728,214.54237391832945,204.96641843529514,,,,210.4649262975095,211.9295154636487,,,,,,,214.25882589323066,168.28626493868813,,196.21988939887677,208.05986982149867,,,,,,232.83226984275692,234.50199336279957,,240.3882577796562,227.0434618786846,232.211073483981,,,,,,,,,213.82941259110453,206.28382324692515,163.4105660003018,160.10444293105613,170.1128135210273,167.5202946091093,169.59772579544523,187.03052831658738,,,
6,1999-10-31 21:53:08+00:00,259.5332724968567,246.5604663596882,247.9241148076118,,231.8195558073403,213.1497820373074,,208.1816709050778,,208.16413118193216,211.67062763215407,,,,185.6414549978788,180.9845876148736,179.50247155445993,,,204.94656335987528,,,,198.32073079826299,192.37268355944738,189.19728577146867,189.22881042904513,,,,214.81267933114188,,211.6079066093873,211.38757140406514,214.15957314212451,,228.06968789815875,212.01597416684322,,200.44803493778264,,175.49172636727516,,167.1388623461338,161.7102892172804,157.3526644312852,154.52552585683443,160.97881757572355,176.15375027219804,180.40573647569013,198.328391604844,,222.04055738115912
7,1999-11-16 21:53:08+00:00,244.1625005032214,,239.39200317971597,241.5411747612377,230.78731114005606,221.4530148830461,204.33463971051015,206.3414595671385,,203.4116543526164,209.43772270289557,,,,179.1903874563675,,,187.77120164473035,,198.0554079648646,,181.16031617998135,,184.8359752732259,184.17095020111785,179.70416379467227,,,,,213.8508244470249,,217.23553490082563,218.05093112338858,222.57455441260836,221.3373889584511,,221.99830907384614,,,186.13657936255987,181.41259679180354,,165.9218939155999,159.4862923620552,163.41193500485846,160.4456147664083,161.28522497741787,166.68395046249202,173.78061052960126,192.65316590975996,,211.07386975295927
8,2000-01-19 21:53:01+00:00,252.058460680203,245.47449296843357,232.5867289213625,226.198939546763,234.1094623833391,,,,,,221.49245965860277,229.98695858177146,216.38535496612184,,,,,,,,,,202.66592344744421,,,,,,239.93770273328315,232.46316722704563,,245.69344831830634,,,,,,,,,,,204.6045221867207,,,,166.52927933951815,,,178.34002234860523,198.93653256960752,,
9,2000-02-20 21:52:53+00:00,244.63569506662384,234.76776885193038,227.95342173499367,222.48865800867586,211.76235976390853,210.49291143173164,205.00728095008677,194.68747047158246,195.240232969427,,,208.6443810783169,201.22362235569508,194.2476483974528,187.4202055636407,184.8817030616714,175.78985500523098,171.43768035476108,,,192.57565196344004,194.64232353411828,187.36015451242548,177.60485950163397,184.4208949148536,,,197.28532030818837,,211.226831256276,217.2291523458269,217.61103025294017,219.03399053939518,216.56994243609495,220.6605841619784,,,,,205.37850336136793,,,,169.23802076114006,159.00043289566565,157.8753494985846,153.7517935018876,156.18554426672924,162.2293869021136,169.1401456733137,185.757240926637,202.686266285429,211.73729697726048
10,2000-05-03 21:46:43+00:00,245.7188305265481,236.21885877975126,235.19127558154233,220.59587785048572,213.70573525191625,217.42798012597277,220.0503806995089,202.63472929374203,208.4549298095898,210.67603447795702,206.9387507011502,210.6146842804501,199.30153069446087,,,,,,201.35133844832026,201.67760076447735,,219.7841478931998,210.31591156740834,194.60548129169513,204.96594592767502,,,,192.08071491944222,195.54923291163198,204.87469914742584,202.39786639928656,236.99455808555294,240.77303560849296,,,,,,183.17969283546572,,,,161.2513495208664,154.559479331049,152.4129099987514,158.93089546428473,153.78825012338524,153.0606977162739,166.4204838366654,182.9152269435797,195.5367983903298,218.4629607238738
11,2000-05-19 21:46:31+00:00,247.62770217418824,233.81031902218865,233.6713384047896,226.20604799834095,222.5708246330872,212.0759357120801,206.68721861070057,210.26563459641523,208.05624416870248,207.46278441415564,201.12923838280113,,,186.95154647251906,,,185.7706672271664,,,,176.42125991265158,,193.52020844464383,189.68330782337907,190.03462106079868,,,,,,205.76128180279684,206.51725285835647,212.6506766556833,215.42446595330833,219.67299284467555,215.25316620550325,,,,184.5944545109024,188.27543717714596,,164.16472676388406,158.01978530667122,153.13781565488298,155.28778076057526,154.94692551187828,153.28931942069897,153.10777225942974,164.98526936950444,178.37375960373473,190.15133737074012,205.11181356979367
12,2000-05-26 21:52:36+00:00,243.61293712809697,233.4333435190134,,224.08564536244702,217.59169990701875,209.3061125487694,195.03753302537132,,207.08732381868734,201.2891202968194,190.50790078656615,192.5686091214488,188.3810455082122,183.93119836149754,178.65855873689446,,,,,227.27976195418182,,,,,204.9438508555289,,193.67659386737287,183.65625796357764,,,203.94926878743718,199.68983234445562,204.90876686676933,204.56218840760033,217.83109079039323,216.51312958809217,,,,176.3256169925797,183.9274964272022,173.66180964707837,164.47067563054745,156.18947765099045,154.66520137633742,148.14111890104027,145.69433794813557,152.09669652084108,148.96565771894697,158.3095797673455,172.19201499777284,185.88371682462844,195.98970143629342
13,2000-07-13 21:51:43+00:00,225.14771095205535,226.5872414526526,217.79688291851951,204.27443038370836,181.33552347094627,178.033748059184,184.3967389882495,178.31443460499736,171.206557322233,168.49266306426347,169.62188933266063,170.43232579927826,164.79844680205005,156.74980610132368,152.99258911943448,146.94869396988943,,,,,149.55758484616558,,152.50962201143543,151.44890960607836,159.39124182269722,157.91721874426221,152.3482158436465,,150.64614788260428,,163.47264381104262,179.8100132293318,185.60528994600472,191.52349961929127,199.30939725566293,196.43575604771272,,185.56185459841652,,,165.77399073494922,156.69291526383583,144.17064902826468,132.912456281727,121.44293009120824,116.16151780658473,121.05703010122147,132.9178284475457,142.59488804600397,160.70651822391858,159.38233031757088,167.01270408379688,161.2785438961614
14,2000-07-29 21:51:26+00:00,235.97482201870923,232.15829618771534,224.69254360484035,219.25877014767892,,,,202.2527877937967,191.87199318437962,196.41014367904984,187.99101234833827,,,,175.65824192447178,,,,188.89015107695536,192.0087045745392,,197.38263943234716,179.98492167266312,161.10763257120666,158.77088952972534,166.6287862481041,,,,161.94310597870748,,,,221.86596911055003,,,,,,,,,,150.83971898937588,123.97415617819102,125.61606931058695,136.37776222030803,135.12679735183423,152.32902652676876,189.13715840006324,186.84653002758415,,180.9736123596688
15,2000-08-07 21:45:32+00:00,,228.75325290966944,,214.6122137058651,196.7671691461593,,190.54262420187047,184.87623136847944,171.2481721039218,177.90428646007618,176.9572286266436,174.5566152260042,170.71703994326765,163.4138080789515,163.16664129846512,161.23451239843266,156.69562408045735,,,,,164.20486784634252,160.86347778441487,160.27639229530678,162.9414171948945,160.72149538396388,,164.4898792086429,,,,191.74196602930178,192.424399335942,199.0365554347071,196.8366667211738,198.43794790098,187.45932395735673,,184.54093284554895,184.82113343198964,182.41281687603603,166.68194340533998,151.94306679042933,143.04133662190463,142.00038358102458,139.65325541374008,129.89724448118636,128.71426971622304,152.6696821166763,165.4832483227932,172.5287611278375,169.29019375183034,178.22831590966203
