dates,nzd0071-0000,nzd0071-0001,nzd0071-0002,nzd0071-0003,satname
1999-08-26 22:04:44+00:00,371.60,382.99,394.65,398.80,L7
1999-09-27 22:04:48+00:00,374.23,379.21,387.62,387.47,L7
1999-11-14 22:04:42+00:00,375.50,385.49,393.70,397.08,L7
2000-01-01 22:04:37+00:00,363.94,372.71,381.35,381.77,L7
2000-01-17 22:04:35+00:00,363.74,375.53,380.29,383.93,L7
2000-05-24 22:03:46+00:00,375.59,385.70,390.59,385.35,L7
2000-07-11 22:03:17+00:00,366.24,377.73,382.62,373.66,L7
2000-08-12 22:02:54+00:00,356.29,373.26,389.90,382.15,L7
2000-09-13 22:02:26+00:00,358.88,375.87,384.64,381.99,L7
2000-10-15 22:01:56+00:00,366.98,373.05,384.66,385.56,L7
2001-01-03 22:02:12+00:00,371.97,378.86,383.41,385.20,L7
2001-03-24 22:01:59+00:00,370.46,,,,L7
2001-06-12 22:01:24+00:00,,371.96,383.07,380.93,L7
2001-08-15 22:00:38+00:00,370.13,384.59,389.46,391.31,L7
2001-12-05 22:00:18+00:00,366.51,371.93,378.38,383.78,L7
2001-12-21 22:00:29+00:00,366.58,373.41,383.19,381.51,L7
2002-01-06 22:00:31+00:00,371.02,389.36,393.92,396.39,L7
2002-01-22 22:00:16+00:00,360.86,369.72,381.43,385.32,L7
2002-02-23 22:00:43+00:00,360.06,375.13,380.03,377.72,L7
2002-03-27 22:00:37+00:00,369.24,370.36,381.24,379.11,L7
2002-06-15 22:00:19+00:00,,378.41,387.33,386.90,L7
2002-07-01 21:59:51+00:00,,386.14,389.40,395.73,L7
2002-07-17 21:59:44+00:00,371.18,386.22,389.70,396.41,L7
2002-08-02 22:00:01+00:00,368.75,375.80,385.15,393.00,L7
2002-08-18 21:59:57+00:00,385.69,380.44,375.57,371.83,L7
2002-09-19 21:59:35+00:00,369.39,379.15,383.89,379.05,L7
2002-11-06 21:59:41+00:00,365.27,370.67,370.58,377.46,L7
2003-02-10 22:00:29+00:00,371.62,380.81,385.59,383.88,L7
2003-07-28 21:48:04+00:00,350.14,371.16,378.95,372.63,L5
2003-08-05 22:00:11+00:00,367.94,378.89,386.80,395.38,L7
2003-08-29 21:49:02+00:00,370.54,370.99,380.45,382.56,L5
2003-09-30 21:49:06+00:00,,389.28,,,L5
2003-11-09 22:00:18+00:00,370.45,373.21,384.51,385.39,L7
2003-11-25 22:00:05+00:00,,369.04,368.25,376.58,L7
2003-12-19 21:50:27+00:00,359.05,365.84,383.05,391.52,L5
2004-04-25 21:51:23+00:00,368.73,385.44,403.02,,L5
2004-05-03 22:00:35+00:00,365.00,375.52,391.97,394.19,L7
2004-06-12 21:53:11+00:00,375.77,381.81,390.38,389.35,L5
2004-06-20 22:00:26+00:00,,375.47,386.52,383.47,L7
2004-07-06 22:00:48+00:00,,375.31,390.76,412.72,L7
2004-07-22 22:00:20+00:00,374.21,378.16,387.94,396.58,L7
2004-07-30 21:54:28+00:00,383.70,386.92,396.93,395.27,L5
2004-08-07 22:00:37+00:00,370.85,388.09,389.14,389.26,L7
2004-08-15 21:54:49+00:00,352.99,367.35,373.03,381.60,L5
2004-09-16 21:55:41+00:00,373.15,374.70,389.01,395.18,L5
2004-11-03 21:56:42+00:00,354.04,363.17,372.70,380.02,L5
2004-11-11 22:00:45+00:00,362.49,371.91,379.30,382.31,L7
2004-11-19 21:56:55+00:00,377.52,392.06,383.11,388.04,L5
2004-12-13 22:01:00+00:00,375.25,374.14,385.22,389.16,L7
2005-01-14 22:00:49+00:00,368.86,373.87,386.04,395.67,L7
2005-02-15 22:01:01+00:00,374.69,375.93,388.18,388.33,L7
2005-02-23 21:58:31+00:00,367.19,374.84,386.07,388.83,L5
