dates,satname,nzd0071-0000,nzd0071-0001,nzd0071-0002,nzd0071-0003
1999-08-26 22:04:44+00:00,L7,371.25,382.84,394.50,398.47
1999-09-27 22:04:48+00:00,L7,363.17,374.51,382.92,377.03
1999-11-14 22:04:42+00:00,L7,371.03,383.59,391.80,392.86
2000-01-01 22:04:37+00:00,L7,370.29,375.41,384.05,387.77
2000-01-17 22:04:35+00:00,L7,372.09,379.08,383.84,391.82
2000-05-24 22:03:46+00:00,L7,373.00,384.60,389.49,382.91
2000-07-11 22:03:17+00:00,L7,375.30,381.58,386.47,382.22
2000-08-12 22:02:54+00:00,L7,361.82,375.61,392.25,387.37
2000-09-13 22:02:26+00:00,L7,357.12,375.12,383.89,380.32
2000-10-15 22:01:56+00:00,L7,356.51,368.60,380.21,375.67
2001-01-03 22:02:12+00:00,L7,374.21,379.81,384.36,387.31
2001-03-24 22:01:59+00:00,L7,366.46,,,
2001-06-12 22:01:24+00:00,L7,,371.41,382.52,379.71
2001-08-15 22:00:38+00:00,L7,380.48,388.99,393.86,401.09
2001-12-05 22:00:18+00:00,L7,356.98,367.88,374.33,374.78
2001-12-21 22:00:29+00:00,L7,363.76,372.21,381.99,378.84
2002-01-06 22:00:31+00:00,L7,373.49,390.41,394.97,398.72
2002-01-22 22:00:16+00:00,L7,363.21,370.72,382.43,387.54
2002-02-23 22:00:43+00:00,L7,366.53,377.88,382.78,383.83
2002-03-27 22:00:37+00:00,L7,370.30,370.81,381.69,380.11
2002-06-15 22:00:19+00:00,L7,,375.41,384.33,380.23
2002-07-01 21:59:51+00:00,L7,,385.99,389.25,395.40
2002-07-17 21:59:44+00:00,L7,375.18,387.92,391.40,400.19
2002-08-02 22:00:01+00:00,L7,374.04,378.05,387.40,398.00
2002-08-18 21:59:57+00:00,L7,395.34,384.54,379.67,380.94
2002-09-19 21:59:35+00:00,L7,373.15,380.75,385.49,382.61
2002-11-06 21:59:41+00:00,L7,353.74,365.77,365.68,366.57
2003-02-10 22:00:29+00:00,L7,374.33,381.96,386.74,386.44
2003-07-28 21:48:04+00:00,L5,350.38,371.26,379.05,372.85
2003-08-05 22:00:11+00:00,L7,370.76,380.09,388.00,398.05
2003-08-29 21:49:02+00:00,L5,361.01,366.94,376.40,373.56
2003-09-30 21:49:06+00:00,L5,,385.18,422.20,
2003-11-09 22:00:18+00:00,L7,364.92,370.86,382.16,380.17
2003-11-25 22:00:05+00:00,L7,,364.09,363.30,365.58
2003-12-03 21:49:55+00:00,L5,,,,
2003-12-19 21:50:27+00:00,L5,367.40,369.39,386.60,399.41
2004-04-25 21:51:23+00:00,L5,365.55,384.09,401.67,
2004-05-03 22:00:35+00:00,L7,368.06,376.82,393.27,397.08
2004-06-12 21:53:11+00:00,L5,384.59,385.56,394.13,397.68
2004-06-20 22:00:26+00:00,L7,,372.72,383.77,377.36
2004-07-06 22:00:48+00:00,L7,,371.81,387.26,404.94
2004-07-22 22:00:20+00:00,L7,368.21,375.61,385.39,390.91
2004-07-30 21:54:28+00:00,L5,388.17,388.82,398.83,399.49
2004-08-07 22:00:37+00:00,L7,371.67,388.44,389.49,390.04
2004-08-15 21:54:49+00:00,L5,351.93,366.90,372.58,380.60
2004-09-16 21:55:41+00:00,L5,364.44,371.00,385.31,386.96
2004-11-03 21:56:42+00:00,L5,350.28,361.57,371.10,376.46
2004-11-11 22:00:45+00:00,L7,364.14,372.61,380.00,383.87
2004-11-19 21:56:55+00:00,L5,379.64,392.96,384.01,390.04
2004-12-13 22:01:00+00:00,L7,363.72,369.24,380.32,378.27
2005-01-14 22:00:49+00:00,L7,357.45,369.02,381.19,384.89
2005-02-15 22:01:01+00:00,L7,373.51,375.43,387.68,387.22
2005-02-23 21:58:31+00:00,L5,362.95,373.04,384.27,384.83
2005-03-03 22:01:06+00:00,L7,,379.02,388.00,386.35
