,dates,chi0190-0000,chi0190-0001,chi0190-0002,chi0190-0003,chi0190-0004,chi0190-0005,chi0190-0006,chi0190-0007,chi0190-0008,chi0190-0009,chi0190-0010,chi0190-0011,chi0190-0012,chi0190-0013,chi0190-0014,chi0190-0015,chi0190-0016,chi0190-0017,chi0190-0018,chi0190-0019,chi0190-0020,chi0190-0021,chi0190-0022,chi0190-0023,chi0190-0024,chi0190-0025,chi0190-0026,chi0190-0027,chi0190-0028,chi0190-0029,chi0190-0030,chi0190-0031,chi0190-0032,chi0190-0033,chi0190-0034,chi0190-0035,chi0190-0036,chi0190-0037,chi0190-0038,chi0190-0039,chi0190-0040,chi0190-0041,chi0190-0042,chi0190-0043,chi0190-0044,chi0190-0045,chi0190-0046,chi0190-0047,chi0190-0048,chi0190-0049,chi0190-0050,chi0190-0051
0,1985-07-27 14:07:41+00:00,232.39451877616546,240.53065231438788,238.0262411012172,231.38045277308655,225.09453619912426,226.376329365826,221.45622508847794,227.1628141404579,236.72551308437878,247.9090475665503,247.24813584380865,248.32062581364173,248.5719516108294,248.90914728857337,250.05658090884887,242.5272411224389,241.6103049150089,247.3192971689923,251.26528040832633,245.75583749140876,248.7508017638342,255.82487045896553,267.5005530373216,270.3417226209612,253.75424495193647,256.5268166400775,258.2327854813256,262.63658009309916,259.06663825817304,269.31142483967386,276.0259125213056,279.5073938042961,271.3393689009429,264.1243926579265,258.0980297967782,257.9295907485394,251.11852524319826,249.4664641920002,235.81853693446902,234.85198699024494,242.2424402301775,243.6726285512942,241.35231990247436,258.6181463799006,268.60569917140594,252.31465469991153,256.2515311679659,260.91975520133576,258.3616725819842,258.8987098835172,243.92040012012154,226.72276145575486
1,1986-02-04 14:04:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.73443182967776,298.43984214794864,277.2169407271988,291.62914711953437,288.87975212196324,258.1495047519772,257.9647329139292,273.0717469424257,264.47822240910807,258.2762968142023,273.0596242209516,250.45387357017435,238.0675802355618,269.4483456416246,281.3423814341807,272.8122300178252,268.0224966106875,275.7939913193979,266.2998018041538,255.51603531817193,267.4787482680771,257.79433351583634
2,1986-07-30 14:00:05+00:00,213.72631289279246,238.70666125958627,231.85787959257303,227.56897808122378,231.07483381475018,229.56285993311218,225.42613079563353,217.97735008225422,231.80887041072893,245.40401235610753,249.2806312391426,245.78648826783518,243.79550693966644,243.45286546718484,248.44462066411126,237.6562001894483,226.59069390632226,227.45174622667184,223.46970033649924,239.66633478735022,243.3455825184443,232.19118160922235,256.0218008397135,260.4200279610555,251.60727213912938,251.2742915387184,242.7788532127896,242.62653210064266,235.7246808609876,232.53667408149622,238.9852451142153,256.2471945951359,244.86293672745634,233.65241938285575,242.2911606086854,251.1524788152431,223.15201354573315,219.62585109686853,224.8668748849434,243.69415233557854,240.70302459087185,243.54918477226397,242.89015086964545,254.6871465808585,252.82873313892512,249.1533104822909,256.397106415007,263.45064230026077,261.86540090407084,267.35300253193543,254.69684807937588,242.87954543763607
3,1986-08-15 13:59:29+00:00,220.70078154166876,238.33724551214524,235.66596239038827,233.00912125208959,235.3519626659749,231.51194186236296,226.1461181778334,222.05335593041048,235.85639011365328,255.59411678500305,255.03083152582866,257.8400653326934,257.7351052554706,256.87643735257956,251.27807829916904,243.7155086014895,232.95545543469774,229.52815451499566,228.77959491949548,249.15824401507302,260.24918211768875,255.24920320021704,265.3575204425162,267.98310676849377,262.9638462991666,253.27193640653067,251.85620832868034,241.7619928456834,245.45797544194448,241.94368818376,236.04761870349654,261.5657156609097,255.64819358735866,235.65981334256986,250.33046836427647,267.41653637585597,226.17217438222994,210.07858785379287,225.33390435055315,236.85709210116735,242.51311527784293,250.97444889359707,241.82395833548966,260.4044756059924,253.00849917936424,252.4391382596612,252.01941484481316,261.7878790720908,256.39783759424705,266.65458707159064,259.3098707426456,244.93734658123398
4,1986-08-31 13:58:53+00:00,228.86446321246365,251.58800714933884,239.9336843696262,231.17100197466405,,233.2844229730675,221.9058375274223,225.5536117693097,236.24190606622736,246.5597882636991,250.97005584317654,256.99158184478273,250.86004942717224,247.6336669932694,245.15711685693915,246.36102106430124,237.85773523105647,232.24124326359717,219.93009849167254,237.03996972121226,239.58911647897503,238.23453214454662,255.64806427638825,262.81892315081114,,,242.73695581463357,236.56787091535057,239.2069092695954,236.1682480939736,240.86537148531258,255.15107714388435,243.24770364336544,245.32329098154355,257.3184482475092,250.79896065207456,232.2888878866514,228.97391893435542,226.61462697501855,232.25206773154108,239.2850189163758,247.9786520792438,246.20874756426193,262.45034034019426,255.8662452184432,256.9408020700141,257.8784693103157,264.60521805842376,260.20845968131033,258.51394994913636,253.65802360034394,243.09197731806861
5,1986-09-16 13:58:22+00:00,245.00788370718612,258.3698933890849,249.5874783875605,240.86466943413538,242.90035508226057,241.8897518158616,227.89956470691442,242.86505973656284,253.10534059905194,264.449439615157,263.4884683756152,264.6643444382324,265.7501929368361,258.2227889505953,251.6472463540698,253.36463477456599,243.41020300262846,247.11598726249858,232.16033595049893,241.41473094827245,259.30970069607486,254.02597230110308,268.82834916981403,267.5695910352362,254.3399410255118,247.77013944738246,240.01137128348603,242.8946660386297,230.36701212808276,247.82722309652644,249.2126590884668,259.90437738660006,247.66449010476921,250.4056822526624,259.96418977849555,233.38234169125536,227.55993962468062,230.55495210257703,225.41948007462202,233.42491943924506,246.59911556244276,244.97410186766348,254.0789846377805,262.6533373452571,255.81857983567576,250.8888262844796,251.292717230798,267.5571090279337,255.75396020010913,251.3821057409521,251.4936731580702,240.3242867938916
6,1986-12-21 13:56:50+00:00,228.28494973092683,252.9525723465211,252.45675986751743,249.27035141731182,248.1663333697584,241.03998334363695,241.07531919452595,251.4790061951992,255.56156742149517,264.5965874075964,264.62767101522496,265.45618862849904,251.52278809859632,259.7664052331758,267.8983742514876,251.95259896175082,252.74653307351343,258.2693989831593,254.21973225606422,256.0130088311411,266.17265666372174,255.37989518513956,261.3850698932712,268.44002509746656,257.49581113773496,258.3455420081324,252.43088406594848,261.3645719098628,258.45650454607505,252.350697704786,259.81150216054095,264.54953614451927,266.2021675115613,257.88970197293725,258.3037504902163,256.29899642606125,253.28131928528381,246.76476197672582,246.96719067957363,249.61326548822322,253.1309508142418,250.43981167942704,257.48742313632715,280.737644160462,273.2543989368384,249.45199897973262,258.14412190403584,271.5175633157322,262.23367985252906,270.30350633314333,262.92034283484656,246.93788871669437
7,1987-11-06 14:05:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,256.59328352398774,233.849510303754,,212.38168704006685,226.6378276116437,240.98535709737317,240.56656992676452,248.31007306929527,262.31923779837524,260.46477563051366,242.00733733018495,241.27907079313334,232.63473192967936,,218.5848988687417,233.8781698525264,225.79407303215427,234.52303839861813,246.1263434471302,246.57440277269708,235.35476207834856,243.48904747754764,240.5978838435952,243.69902592270307,244.25130777478486,234.69932803466358,235.29698332089166,224.76886541587578
8,1987-11-22 14:06:04+00:00,266.09212760700706,288.69518108689635,265.9028742956746,249.1540343611056,254.83459901954114,248.99251409889132,244.75997713968232,245.96540370379995,259.26774456695193,260.3868746102893,261.3594909709136,265.0231871576435,261.01140969104404,255.81900456090227,249.41890785143968,253.39635291882817,248.13861064873916,251.9635118600869,,,,,,,,,,,219.7426868293912,247.6799047632254,252.2474652865648,255.86372613597183,260.98766422505275,266.24868289886285,255.45362542983676,246.71428982952082,240.62452916531257,,223.72304446493368,234.56791881857717,220.24566845173288,242.52736626585397,256.1096817016298,252.26845272852614,240.41086766321692,251.7136458312114,241.29519283031252,250.48240834466614,242.46407984325708,237.33499881541087,235.96627395277923,228.78410285624986
9,1988-01-25 14:07:07+00:00,271.3947030637256,284.241197755111,285.086817459083,279.80643991796177,271.19923779122365,265.51678427223555,272.01005222133233,273.49797074474264,270.61271333481426,291.1878388355262,263.1937363968703,263.60771555028373,281.7770998999653,266.87305528091537,266.1165577816383,263.2017602885382,272.89560711410587,266.748410535076,248.69235002231684,257.1743742057678,267.3995355919827,276.6479854223501,278.51982628162983,259.84226077383664,274.341838809089,270.5948136304887,250.45877757855945,223.1037323972833,236.99011421264476,268.5359831281759,267.23937915000346,268.30592835870135,264.1469530326177,268.26215139956247,259.67810900220036,270.9354775612447,279.45936256701964,263.7342818024306,231.16403776846354,263.5315431729044,249.55152897224585,252.3872832539071,281.35117837147135,276.5076697385887,259.43524668826535,256.1718987803843,249.73672028450417,253.94688809931174,243.19849953277142,262.3791324333594,256.56508991208716,251.18592906584306
