dates,nzd0134-0000,nzd0134-0001,nzd0134-0002,nzd0134-0003,satname
1999-08-26 22:04:44+00:00,375.39,374.55,386.27,374.97,L7
1999-09-20 21:58:32+00:00,372.62,371.66,384.36,374.29,L7
1999-09-27 22:04:48+00:00,376.97,373.36,383.62,373.77,L7
1999-10-22 21:58:52+00:00,376.97,373.36,383.75,372.51,L7
1999-11-14 22:04:42+00:00,375.73,373.54,382.71,370.72,L7
1999-12-25 21:58:28+00:00,377.12,370.65,381.89,370.33,L7
2000-02-11 21:58:22+00:00,376.63,371.77,381.74,371.34,L7
2000-03-30 21:58:33+00:00,376.26,370.45,381.51,369.52,L7
2000-05-17 21:57:43+00:00,377.60,371.34,383.92,373.68,L7
2000-05-24 22:03:46+00:00,378.57,372.35,382.58,373.87,L7
2000-07-11 22:03:17+00:00,376.68,375.67,383.77,375.71,L7
2000-08-12 22:02:54+00:00,375.66,373.45,382.51,374.86,L7
2000-08-21 21:57:02+00:00,376.08,373.85,382.51,374.86,L7
2000-09-13 22:02:26+00:00,374.09,373.69,380.57,370.91,L7
2001-01-03 22:02:12+00:00,371.03,372.36,373.19,367.00,L7
2001-01-12 21:56:30+00:00,370.47,372.36,373.19,368.22,L7
2001-01-28 21:56:08+00:00,370.47,372.36,373.19,368.10,L7
2001-02-13 21:56:03+00:00,374.30,374.61,373.89,369.62,L7
2001-03-01 21:55:57+00:00,367.42,368.65,371.31,367.69,L7
2001-03-17 21:56:16+00:00,370.74,370.01,373.47,369.61,L7
2001-03-24 22:01:59+00:00,373.08,371.03,374.18,369.65,L7
2001-06-05 21:55:40+00:00,373.80,371.58,374.18,369.65,L7
2001-06-21 21:55:05+00:00,374.49,372.30,374.66,369.89,L7
2001-06-28 22:01:09+00:00,375.94,372.43,376.56,370.23,L7
2001-08-08 21:54:37+00:00,378.69,373.20,377.99,371.45,L7
2001-08-15 22:00:38+00:00,376.78,372.72,378.01,370.52,L7
2001-08-24 21:54:24+00:00,377.69,373.08,378.86,371.22,L7
2001-09-09 21:54:12+00:00,381.61,376.07,381.51,373.98,L7
2001-09-25 21:54:04+00:00,381.78,375.39,382.62,374.71,L7
2001-10-02 22:00:04+00:00,381.86,375.62,382.08,374.50,L7
2001-10-11 21:54:09+00:00,380.76,375.31,382.45,374.07,L7
2001-10-18 22:00:06+00:00,380.76,375.31,381.89,372.73,L7
2001-11-03 22:00:10+00:00,380.82,374.93,381.45,371.98,L7
2002-01-22 22:00:40+00:00,380.07,374.87,381.38,372.17,L7
2002-01-31 21:54:26+00:00,381.09,373.67,381.69,372.21,L7
2002-02-16 21:54:54+00:00,379.50,371.10,380.27,370.61,L7
2002-04-12 22:00:37+00:00,379.52,367.77,377.03,367.08,L7
2002-04-28 22:00:38+00:00,378.82,368.32,377.86,368.95,L7
2002-05-23 21:54:18+00:00,384.54,369.00,379.94,372.92,L7
2002-05-30 22:00:25+00:00,384.95,369.69,380.29,372.92,L7
2002-06-15 22:00:19+00:00,385.31,370.65,380.18,373.92,L7
2002-06-24 21:54:28+00:00,384.82,371.13,380.10,373.95,L7
2002-07-01 22:00:15+00:00,384.38,371.62,380.86,374.56,L7
2002-07-17 22:00:08+00:00,385.14,371.83,381.58,374.42,L7
2002-08-18 21:59:57+00:00,391.11,374.91,383.82,376.96,L7
2002-08-27 21:53:36+00:00,391.16,375.34,383.77,377.00,L7
2002-10-05 21:59:31+00:00,388.88,374.75,382.68,375.83,L7
2002-10-14 21:53:19+00:00,388.19,374.35,383.36,376.10,L7
2002-11-06 21:59:41+00:00,388.26,373.17,383.09,375.14,L7
2002-12-01 21:53:52+00:00,383.89,373.06,382.77,373.10,L7
2002-12-08 22:00:03+00:00,383.89,373.06,382.46,372.35,L7
2002-12-24 22:00:09+00:00,383.17,371.48,382.18,370.57,L7
2003-01-18 21:54:06+00:00,382.55,371.20,380.32,369.70,L7
2003-01-25 22:00:18+00:00,382.14,371.42,379.80,370.33,L7
2003-02-26 22:00:28+00:00,373.72,369.01,376.81,368.18,L7
2003-03-23 21:54:16+00:00,375.11,370.12,377.32,369.12,L7
2003-04-15 22:00:34+00:00,375.11,369.74,375.98,368.25,L7
2003-05-10 21:54:22+00:00,376.48,371.45,376.88,369.25,L7
2003-07-21 21:42:09+00:00,376.58,372.44,377.66,370.96,L5
2003-08-05 22:00:11+00:00,376.12,372.63,378.21,370.39,L7
2003-08-06 21:42:27+00:00,376.79,374.47,379.82,370.46,L5
2003-08-13 21:48:45+00:00,376.05,372.38,379.37,369.19,L5
2003-09-30 21:49:30+00:00,377.93,372.91,381.32,369.69,L5
2003-10-25 21:43:40+00:00,380.20,373.48,383.01,369.96,L5
2003-11-17 21:50:09+00:00,375.00,371.72,380.02,370.60,L5
2003-12-04 21:54:43+00:00,374.02,371.19,380.12,370.17,L7
2004-02-13 22:00:55+00:00,372.70,369.26,378.32,370.13,L7
2004-02-14 21:44:33+00:00,372.30,369.44,378.00,369.78,L5
2004-02-21 21:50:47+00:00,373.42,370.29,378.39,369.78,L5
2004-03-01 21:44:38+00:00,372.58,372.08,378.39,369.78,L5
2004-03-09 21:54:51+00:00,373.18,370.50,377.97,369.10,L7
2004-04-01 22:01:04+00:00,371.83,369.69,377.43,368.70,L7
2004-04-18 21:45:25+00:00,371.68,370.59,378.64,369.73,L5
2004-05-04 21:45:52+00:00,372.53,371.49,380.28,371.89,L5
2004-05-12 21:54:49+00:00,371.35,371.42,380.42,371.77,L7
2004-05-20 21:46:20+00:00,373.92,372.48,382.34,370.59,L5
2004-05-28 21:54:47+00:00,375.69,372.80,382.70,371.03,L7
2004-06-05 21:46:48+00:00,377.44,373.05,383.09,371.96,L5
2004-06-12 21:53:11+00:00,378.56,373.84,383.95,371.96,L5
2004-07-06 22:00:48+00:00,378.80,373.57,383.95,371.96,L7
2004-07-07 21:47:45+00:00,378.90,373.67,384.08,372.39,L5
2004-07-23 21:48:09+00:00,379.56,373.95,384.81,373.37,L5
2004-07-30 21:54:28+00:00,378.56,374.26,385.00,373.77,L5
2004-08-07 22:00:37+00:00,378.56,374.26,386.38,374.10,L7
2004-09-09 21:49:19+00:00,380.20,375.13,388.80,375.68,L5
2004-09-17 21:54:39+00:00,380.57,375.16,388.41,375.92,L7
2004-09-25 21:49:43+00:00,380.05,374.87,387.98,375.47,L5
2004-10-02 21:56:02+00:00,380.62,374.40,387.49,374.69,L5
2004-11-04 21:54:31+00:00,380.83,373.83,386.95,373.81,L7
2004-11-11 22:00:45+00:00,381.27,373.53,385.92,373.75,L7
2004-11-19 21:56:55+00:00,381.26,375.08,386.51,375.22,L5
2005-01-14 22:01:13+00:00,378.83,374.63,386.03,374.95,L7
2005-01-15 21:51:45+00:00,379.89,374.91,385.97,375.82,L5
2005-02-07 21:58:15+00:00,381.07,374.61,382.44,374.91,L5
2005-02-23 21:58:31+00:00,381.21,374.31,382.23,374.68,L5
2005-02-24 21:55:17+00:00,381.88,374.31,382.23,374.68,L7
2005-03-11 21:58:44+00:00,382.28,374.18,381.66,374.38,L5
2005-03-27 21:58:51+00:00,383.30,375.27,382.61,375.96,L5
2005-03-28 21:55:18+00:00,383.68,375.57,382.69,376.74,L7
2005-04-04 22:01:27+00:00,384.40,377.03,384.40,377.70,L7
2005-04-12 21:58:55+00:00,384.95,376.95,385.03,378.03,L5
2005-04-13 21:55:36+00:00,384.95,375.76,384.18,376.84,L7
2005-04-29 21:55:12+00:00,384.95,375.76,384.18,376.93,L7
2005-05-06 22:01:25+00:00,385.20,375.58,384.18,376.93,L7
2005-05-22 22:01:24+00:00,386.98,374.73,385.13,375.87,L7
2005-05-23 21:53:00+00:00,386.16,374.82,385.13,376.22,L5
2005-06-08 21:53:09+00:00,386.85,375.30,385.48,376.87,L5
2005-06-15 21:59:22+00:00,384.87,374.89,384.66,376.09,L5
2005-07-09 22:01:14+00:00,385.20,375.10,384.50,376.09,L7
2005-07-26 21:53:30+00:00,385.29,376.12,385.40,376.52,L5
2005-08-03 21:55:25+00:00,385.29,376.20,385.76,376.46,L7
2005-08-19 21:55:20+00:00,384.99,375.85,384.80,375.98,L7
2005-09-11 22:00:53+00:00,384.69,376.30,384.27,376.37,L7
2005-11-30 22:01:24+00:00,382.26,377.91,383.36,377.61,L7
2006-01-10 21:55:28+00:00,380.30,376.90,384.22,376.88,L7
2006-02-11 21:55:41+00:00,375.21,371.50,377.85,372.79,L7
2006-02-19 21:56:15+00:00,372.69,368.85,378.86,371.81,L5
2006-04-07 22:01:51+00:00,372.69,370.65,383.31,370.79,L7
2006-04-08 21:57:12+00:00,371.88,372.40,386.14,371.25,L5
2006-04-15 22:03:30+00:00,374.81,374.64,386.42,371.71,L5
2006-05-17 22:03:57+00:00,376.24,375.12,387.37,372.80,L5
2006-06-02 22:04:12+00:00,377.20,375.50,386.58,372.67,L5
2006-06-10 22:01:49+00:00,376.84,375.37,386.58,372.67,L7
2006-06-19 21:56:00+00:00,380.47,377.78,386.58,374.87,L7
2006-06-26 22:01:44+00:00,379.85,377.78,386.58,374.90,L7
2006-06-27 21:58:24+00:00,381.19,377.73,387.02,375.83,L5
2006-07-04 22:04:41+00:00,380.87,377.63,386.41,375.70,L5
2006-07-05 21:55:30+00:00,380.79,377.17,386.39,375.31,L7
2006-07-21 21:55:45+00:00,381.60,377.79,387.07,376.30,L7
2006-07-28 22:01:30+00:00,382.09,377.79,387.07,376.56,L7
2006-08-21 22:05:19+00:00,380.96,377.79,386.90,376.77,L5
2006-08-22 21:55:17+00:00,380.96,377.79,386.47,376.54,L7
2006-09-07 21:55:37+00:00,380.38,377.36,385.64,376.35,L7
2006-10-09 21:55:00+00:00,381.22,376.50,384.20,376.38,L7
2006-11-01 22:01:34+00:00,381.00,376.11,383.86,376.56,L7
2006-12-11 22:06:52+00:00,376.26,376.02,383.08,376.74,L5
2007-01-29 21:56:21+00:00,357.26,370.55,380.18,370.68,L7
2007-02-13 22:06:47+00:00,360.38,372.26,380.34,370.57,L5
2007-02-21 22:02:16+00:00,365.19,373.19,380.99,370.41,L7
2007-03-02 21:56:31+00:00,367.02,373.07,380.09,370.40,L7
2007-03-09 22:02:19+00:00,365.43,373.14,380.81,368.83,L7
2007-03-18 21:56:09+00:00,368.22,373.14,380.81,368.83,L7
2007-05-05 21:56:03+00:00,368.22,373.90,380.03,369.04,L7
2007-05-21 21:55:57+00:00,370.48,373.78,378.87,367.94,L7
2007-05-28 22:02:04+00:00,372.86,373.29,380.67,369.06,L7
2007-06-06 21:56:17+00:00,372.86,373.29,379.32,369.06,L7
2007-06-13 22:02:04+00:00,377.80,372.33,378.38,369.06,L7
