dates,nzd0134-0000,nzd0134-0001,nzd0134-0002,nzd0134-0003,satname
1999-08-26 22:04:44+00:00,375.39,374.55,386.27,374.97,L7
1999-09-20 21:58:32+00:00,369.85,368.78,382.44,373.61,L7
1999-09-27 22:04:48+00:00,385.68,376.76,382.14,372.73,L7
1999-10-22 21:58:52+00:00,,,384.14,368.72,L7
1999-11-14 22:04:42+00:00,372.01,374.06,378.55,363.59,L7
1999-12-25 21:58:28+00:00,382.69,359.10,377.78,368.37,L7
2000-02-11 21:58:22+00:00,374.18,377.36,380.83,377.40,L7
2000-03-30 21:58:33+00:00,376.17,371.26,386.26,,L7
2000-05-17 21:57:43+00:00,377.35,377.65,390.80,375.26,L7
2000-05-24 22:03:46+00:00,382.45,376.40,377.21,374.46,L7
2000-07-11 22:03:17+00:00,373.26,,,,L7
2000-08-12 22:02:54+00:00,369.05,368.50,375.79,,L7
2000-08-21 21:57:02+00:00,378.22,375.43,,,L7
2000-09-13 22:02:26+00:00,362.13,372.89,372.78,363.01,L7
2001-01-03 22:02:12+00:00,372.49,372.62,371.00,370.98,L7
2001-01-12 21:56:30+00:00,,,,370.68,L7
2001-01-28 21:56:08+00:00,,,,367.71,L7
2001-02-13 21:56:03+00:00,384.36,377.49,377.89,375.72,L7
2001-03-01 21:55:57+00:00,350.71,351.59,363.55,358.02,L7
2001-03-17 21:56:16+00:00,375.38,378.36,381.44,374.57,L7
2001-03-24 22:01:59+00:00,382.44,375.08,377.01,369.87,L7
2001-06-05 21:55:40+00:00,377.44,374.37,,,L7
2001-06-21 21:55:05+00:00,378.62,376.62,377.10,371.61,L7
2001-06-28 22:01:09+00:00,386.07,373.31,387.95,372.94,L7
2001-08-08 21:54:37+00:00,394.51,378.80,380.98,377.44,L7
2001-08-15 22:00:38+00:00,369.08,373.61,378.05,369.18,L7
2001-08-24 21:54:24+00:00,384.98,376.02,384.76,376.11,L7
2001-09-09 21:54:12+00:00,386.00,378.46,384.77,380.15,L7
2001-09-25 21:54:04+00:00,377.58,371.91,384.75,375.52,L7
2001-10-02 22:00:04+00:00,382.43,377.50,378.28,373.02,L7
2001-10-11 21:54:09+00:00,370.90,372.45,385.37,370.67,L7
2001-10-18 22:00:06+00:00,,,376.88,360.63,L7
2001-11-03 22:00:10+00:00,381.42,371.23,377.06,364.52,L7
2002-01-22 22:00:40+00:00,373.69,373.81,382.85,374.43,L7
2002-01-31 21:54:26+00:00,390.31,362.95,384.86,372.67,L7
2002-02-16 21:54:54+00:00,368.16,355.57,363.15,358.36,L7
