dates,satname,nzd0134-0000,nzd0134-0001,nzd0134-0002,nzd0134-0003
1999-08-26 22:04:44+00:00,L7,376.06,374.81,386.67,375.40
1999-09-20 21:58:32+00:00,L7,386.29,375.21,392.31,384.18
1999-09-27 22:04:48+00:00,L7,360.57,366.93,367.07,356.59
1999-10-22 21:58:52+00:00,L7,,,394.81,380.15
1999-11-14 22:04:42+00:00,L7,359.79,369.28,371.22,355.73
1999-12-25 21:58:28+00:00,L7,348.69,345.80,357.38,346.51
2000-02-11 21:58:22+00:00,L7,359.74,371.71,372.16,368.11
2000-03-30 21:58:33+00:00,L7,390.39,376.83,394.79,
2000-05-17 21:57:43+00:00,L7,378.02,377.91,391.20,375.69
2000-05-24 22:03:46+00:00,L7,375.12,373.53,372.81,369.75
2000-07-11 22:03:17+00:00,L7,394.59,,,
2000-08-12 22:02:54+00:00,L7,383.05,373.98,384.19,
2000-08-21 21:57:02+00:00,L7,367.55,371.26,,
2000-09-13 22:02:26+00:00,L7,359.46,371.85,371.18,361.30
2001-01-03 22:02:12+00:00,L7,376.71,374.27,373.53,373.69
2001-01-12 21:56:30+00:00,L7,,,,348.54
2001-01-28 21:56:08+00:00,L7,602.33,,,352.85
2001-02-13 21:56:03+00:00,L7,368.36,371.23,368.29,365.43
2001-03-01 21:55:57+00:00,L7,337.60,346.46,355.68,349.59
2001-03-17 21:56:16+00:00,L7,382.27,381.06,385.57,379.00
2001-03-24 22:01:59+00:00,L7,375.33,372.30,372.74,365.30
2001-06-05 21:55:40+00:00,L7,378.33,374.72,,
2001-06-21 21:55:05+00:00,L7,375.95,375.58,375.50,369.90
2001-06-28 22:01:09+00:00,L7,395.40,376.96,393.55,378.94
2001-08-08 21:54:37+00:00,L7,377.18,372.02,370.58,366.30
2001-08-15 22:00:38+00:00,L7,393.08,383.00,392.45,384.61
2001-08-24 21:54:24+00:00,L7,373.87,371.67,378.09,368.97
2001-09-09 21:54:12+00:00,L7,377.56,375.16,379.70,374.72
2001-09-25 21:54:04+00:00,L7,389.14,376.43,391.68,382.95
2001-10-02 22:00:04+00:00,L7,376.65,375.24,374.81,369.31
2001-10-11 21:54:09+00:00,L7,386.01,378.36,394.44,380.38
2001-10-18 22:00:06+00:00,L7,,,362.35,345.06
2001-11-03 22:00:10+00:00,L7,358.98,362.45,363.59,350.09
2002-01-22 22:00:40+00:00,L7,378.80,375.81,385.92,377.72
2002-01-31 21:54:26+00:00,L7,356.31,349.65,364.46,350.81
2002-02-16 21:54:54+00:00,L7,346.60,347.14,350.22,344.50
2002-04-12 22:00:37+00:00,L7,376.23,372.24,372.69,366.89
2002-04-28 22:00:38+00:00,L7,353.33,362.45,368.65,357.71
2002-05-23 21:54:18+00:00,L7,438.85,384.38,403.46,403.15
2002-05-30 22:00:25+00:00,L7,367.88,366.17,370.67,
2002-06-15 22:00:19+00:00,L7,369.84,370.31,368.57,368.38
2002-06-24 21:54:28+00:00,L7,380.21,374.75,379.06,373.76
2002-07-01 22:00:15+00:00,L7,377.99,375.07,386.24,377.85
2002-07-17 22:00:08+00:00,L7,400.02,376.74,393.18,377.86
2002-08-18 21:59:57+00:00,L7,437.86,385.13,401.16,
2002-08-27 21:53:36+00:00,L7,373.77,372.24,372.67,365.80
2002-10-05 21:59:31+00:00,L7,375.50,372.55,377.44,372.50
2002-10-14 21:53:19+00:00,L7,389.28,375.83,392.48,382.63
2002-11-06 21:59:41+00:00,L7,350.50,348.09,363.54,346.80
2002-12-01 21:53:52+00:00,L7,391.93,383.06,398.13,383.14
2002-12-08 22:00:03+00:00,L7,,,364.00,349.26
2002-12-24 22:00:09+00:00,L7,355.25,355.96,359.77,350.88
2003-01-18 21:54:06+00:00,L7,371.42,370.94,369.44,366.30
2003-01-25 22:00:18+00:00,L7,380.43,373.75,376.07,376.37
2003-02-26 22:00:28+00:00,L7,374.81,371.65,374.65,368.85
2003-03-23 21:54:16+00:00,L7,371.98,373.39,373.45,368.51
2003-04-15 22:00:34+00:00,L7,375.41,369.68,371.94,369.04
2003-05-10 21:54:22+00:00,L7,400.63,377.11,395.17,380.92
2003-05-26 21:54:43+00:00,L7,,,,
2003-07-21 21:42:09+00:00,L5,391.56,382.87,395.89,384.77
