,dates,nzd0552-0000,nzd0552-0001,nzd0552-0002,nzd0552-0003,nzd0552-0004
0,1999-07-16 22:13:35+00:00,,,,,
1,1999-10-04 22:13:49+00:00,,,,,
2,1999-10-13 22:07:36+00:00,165.81799481065914,161.89997163559093,160.70023560719892,152.25203109758095,158.47237226391934
3,1999-11-05 22:13:40+00:00,144.27159645137627,139.49807263027802,140.81923806196895,134.10995755514494,144.13175053947876
4,1999-12-07 22:13:41+00:00,175.94135929241477,166.91226819047938,151.7263413465841,141.0356181060752,172.30664857827338
5,1999-12-16 22:07:33+00:00,138.03272850623412,134.5830334086791,132.44441387654638,119.97174736264324,145.1871070078009
6,2000-01-24 22:13:35+00:00,,,172.2167428850172,,174.41138474359877
7,2000-05-31 22:12:42+00:00,,,,,173.93197162128004
8,2000-07-11 22:06:05+00:00,,,,,
9,2000-07-27 22:05:48+00:00,,,,,
10,2000-09-13 22:05:13+00:00,172.7758743701025,185.66424841434014,176.14865599760986,,212.26375322511245
11,2000-09-20 22:11:14+00:00,,,,,
12,2000-10-15 22:05:07+00:00,170.3129631934659,170.92727935395516,172.83558988081677,168.94997862972366,183.64876068825433
13,2000-12-02 22:04:57+00:00,152.9033452856987,148.02128256654822,146.40058891751107,142.83853543191722,152.67525666843773
14,2001-01-03 22:05:00+00:00,150.16095817904406,147.0465093994926,141.98570143609697,134.38514037811905,145.57831161885164
15,2001-01-10 22:11:15+00:00,,,,,
16,2001-02-11 22:11:12+00:00,152.75232541015902,153.46460422367173,160.3702258871881,157.21020528121397,159.76396186476262
17,2001-02-20 22:05:24+00:00,,,,,
18,2001-02-27 22:11:06+00:00,,177.25101005265896,173.4866951571039,175.38156334913307,189.34373529161837
19,2001-04-16 22:10:54+00:00,135.42359638270355,,129.46172328380106,141.60747304870378,219.03306634977193
20,2001-07-14 22:03:57+00:00,,,115.45057839723405,,
21,2001-08-15 22:03:26+00:00,121.91722268197495,124.50001544542476,120.10058246014043,109.63841162840234,211.79367275402538
22,2001-08-31 22:03:17+00:00,165.60170579510682,152.52592990689635,149.79460668167764,155.62052851744144,190.5425374971823
23,2001-11-03 22:02:58+00:00,185.74472170716513,184.03905176839217,171.88443327626192,152.62763974004224,168.80306978288593
24,2001-11-26 22:09:21+00:00,164.48767688714946,147.71952753726242,151.47865068817092,141.28130906614138,145.9513606584364
25,2002-01-29 22:09:33+00:00,,,,,215.1595375824674
