dates,nzd0420-0000,nzd0420-0001,nzd0420-0002,nzd0420-0003,nzd0420-0004,nzd0420-0005,nzd0420-0006,nzd0420-0007,nzd0420-0008,nzd0420-0009,nzd0420-0010,nzd0420-0011,nzd0420-0012,satname
1999-08-26 22:06:44+00:00,274.57,299.71,301.95,303.80,303.09,311.53,306.21,311.58,307.84,312.70,309.29,293.89,291.77,L7
1999-09-04 22:00:33+00:00,286.58,310.46,313.26,312.11,318.67,327.26,324.28,330.88,330.19,325.63,320.86,311.04,316.33,L7
1999-09-27 22:06:48+00:00,301.41,302.58,297.71,300.59,304.81,316.09,323.91,317.99,313.79,314.18,305.43,297.08,294.98,L7
1999-10-22 22:00:28+00:00,326.82,313.50,311.55,312.80,317.52,326.76,327.83,318.05,314.78,316.56,314.13,300.29,296.37,L7
1999-11-30 22:06:35+00:00,318.95,307.78,307.76,312.39,319.34,322.20,317.87,316.73,325.98,324.87,317.41,312.57,317.88,L7
1999-12-16 22:06:45+00:00,,,,,318.74,322.74,315.34,317.91,321.45,323.39,319.54,314.75,320.96,L7
1999-12-25 22:00:28+00:00,323.67,307.94,305.54,309.39,317.94,327.04,319.01,321.42,323.91,322.94,316.69,309.58,314.76,L7
2000-01-26 22:00:26+00:00,315.27,305.25,304.92,308.92,319.86,326.11,318.02,321.73,325.64,323.80,314.93,309.59,320.42,L7
2000-03-30 22:00:09+00:00,293.01,308.50,313.69,311.34,313.69,325.96,316.98,313.87,323.14,324.29,318.35,306.24,303.03,L7
2000-04-15 21:59:55+00:00,268.78,317.00,313.44,318.42,325.65,330.25,318.77,311.15,313.73,324.13,320.24,314.31,301.36,L7
2000-05-01 21:59:54+00:00,,310.65,320.43,322.33,330.32,332.43,328.85,319.40,316.44,328.14,321.94,306.69,306.32,L7
2000-05-08 22:05:56+00:00,195.41,,291.10,295.49,305.51,317.91,308.92,309.49,317.92,319.77,312.97,300.83,298.07,L7
