dates,satname,nzd0420-0000,nzd0420-0001,nzd0420-0002,nzd0420-0003,nzd0420-0004,nzd0420-0005,nzd0420-0006,nzd0420-0007,nzd0420-0008,nzd0420-0009,nzd0420-0010,nzd0420-0011,nzd0420-0012
1999-08-26 22:06:44+00:00,L7,287.03,315.91,318.15,320.00,321.09,331.78,324.21,331.83,330.98,328.90,324.02,311.89,318.77
1999-09-04 22:00:33+00:00,L7,280.58,302.66,305.46,304.31,310.00,317.51,315.61,321.13,319.05,317.83,313.77,302.37,303.33
1999-09-27 22:06:48+00:00,L7,306.33,308.98,304.11,306.99,311.92,324.09,331.02,325.99,322.93,320.58,311.25,304.19,305.65
1999-10-22 22:00:28+00:00,L7,337.13,326.90,324.95,326.20,332.41,343.51,342.72,334.80,333.92,329.96,326.31,315.18,318.70
1999-11-30 22:06:35+00:00,L7,306.80,291.98,291.96,296.59,301.78,302.45,300.31,296.98,303.41,309.07,303.05,295.01,291.55
1999-12-09 22:00:33+00:00,L7,,,,,,,,,,,,,
1999-12-16 22:06:45+00:00,L7,,,,,303.41,305.49,300.01,300.66,301.74,309.59,306.99,299.42,297.96
1999-12-25 22:00:28+00:00,L7,317.98,300.54,298.14,301.99,309.72,317.79,310.79,312.17,313.34,315.54,309.96,301.36,302.43
2000-01-26 22:00:26+00:00,L7,300.96,286.65,286.32,290.32,299.19,302.86,297.35,298.48,299.07,305.20,298.02,288.92,289.42
2000-02-27 22:00:16+00:00,L7,,,,,,,,,,,,,
2000-03-30 22:00:09+00:00,L7,295.63,311.90,317.09,314.74,317.47,330.21,320.76,318.12,328.00,327.69,321.44,310.02,308.70
2000-04-15 21:59:55+00:00,L7,280.32,332.00,328.44,333.42,342.32,349.00,335.44,329.90,335.16,339.13,333.88,330.98,326.36
2000-05-01 21:59:54+00:00,L7,,325.25,335.03,336.93,346.54,350.68,345.07,337.65,337.30,342.74,335.21,322.91,330.65
2000-05-08 22:05:56+00:00,L7,184.95,251.93,277.50,281.89,290.40,300.91,293.81,292.49,298.49,306.17,300.61,285.72,275.40
2000-05-24 22:05:46+00:00,L7,184.33,205.52,,286.52,301.54,303.95,293.24,296.55,311.10,311.21,305.54,293.26,286.33
2000-06-18 21:59:27+00:00,L7,183.83,161.97,,,,317.00,269.10,295.33,318.64,316.15,308.15,298.93,292.74
2000-07-11 22:05:17+00:00,L7,190.43,218.70,267.03,287.81,305.06,314.34,305.27,309.45,311.68,313.94,307.96,297.18,287.54
2000-08-05 21:58:44+00:00,L7,185.12,252.79,281.02,284.33,295.97,295.76,295.28,286.67,298.39,307.58,303.18,291.25,284.83
2000-08-12 22:04:53+00:00,L7,259.31,295.90,310.31,314.07,319.66,329.18,319.72,318.80,319.34,325.15,322.72,317.34,314.52
2000-09-06 21:58:22+00:00,L7,277.27,282.87,295.79,301.76,309.67,313.19,310.26,302.50,311.20,320.93,315.50,301.72,298.88
2000-10-08 21:58:00+00:00,L7,312.34,314.69,311.61,312.17,318.77,324.30,321.16,329.22,326.57,321.78,317.38,306.52,308.06
2000-10-15 22:03:56+00:00,L7,316.22,303.79,292.62,293.23,303.25,328.06,321.83,328.84,327.52,321.27,306.63,289.17,290.42
