dates,nzd0002-0000,nzd0002-0001,nzd0002-0002,nzd0002-0003,nzd0002-0004,nzd0002-0005,nzd0002-0006,nzd0002-0007,nzd0002-0008,nzd0002-0009,nzd0002-0010,nzd0002-0011,nzd0002-0012,nzd0002-0013,nzd0002-0014,nzd0002-0015,nzd0002-0016,nzd0002-0017,nzd0002-0018,nzd0002-0019,nzd0002-0020,nzd0002-0021,satname
1999-10-04 22:10:38+00:00,318.57,315.86,286.75,294.07,292.50,300.02,289.50,300.23,304.75,307.37,313.91,299.47,300.83,301.98,304.31,306.29,287.01,308.14,325.51,,373.90,319.69,L7
2000-03-28 22:10:07+00:00,318.77,315.76,297.25,302.02,303.01,308.52,307.32,315.46,321.65,327.31,331.30,317.61,311.62,309.87,310.15,311.83,287.01,308.14,325.51,,373.90,319.69,L7
2000-08-03 22:08:44+00:00,301.55,297.94,289.52,289.69,291.79,295.90,304.44,313.21,320.19,326.71,328.01,320.48,311.02,308.23,305.31,305.88,288.43,299.42,320.26,349.30,378.33,306.11,L7
2000-09-20 22:08:03+00:00,300.06,296.97,293.09,291.98,297.69,293.81,300.66,308.58,317.29,325.46,329.89,318.70,309.38,309.93,309.18,307.70,296.12,299.42,320.26,349.30,378.33,306.11,L7
2000-10-06 22:07:59+00:00,293.23,291.33,288.28,288.17,293.92,289.00,294.43,300.86,306.13,314.54,320.76,310.91,305.80,307.42,308.42,305.57,297.35,308.81,330.81,359.68,389.21,316.21,L7
2001-04-16 22:07:42+00:00,304.69,289.07,280.63,276.70,274.02,278.48,287.82,295.12,297.71,304.32,313.31,312.20,299.50,297.86,301.31,304.86,295.82,307.06,317.45,349.95,372.27,332.67,L7
2001-06-03 22:07:16+00:00,321.56,297.74,294.61,291.21,292.23,288.01,299.15,298.61,302.29,309.30,317.24,315.47,307.24,301.68,303.31,311.32,302.96,312.31,325.85,351.29,379.59,334.96,L7
2001-06-19 22:07:05+00:00,319.65,297.74,289.94,286.81,289.40,288.44,296.40,296.67,301.50,307.00,313.88,309.20,302.94,299.63,302.27,305.85,298.96,307.34,325.85,349.85,375.89,334.14,L7
2001-08-22 22:06:23+00:00,319.65,297.74,289.94,286.81,284.87,284.40,290.22,291.01,298.29,304.04,309.38,304.56,298.02,296.41,298.64,301.95,294.61,303.67,321.02,346.52,372.92,327.44,L7
2001-12-28 22:06:14+00:00,290.37,285.11,283.26,288.16,278.72,280.41,287.03,290.32,297.84,302.23,307.78,302.73,296.81,296.42,297.98,299.14,290.22,303.10,320.50,342.62,368.34,313.76,L7
2002-01-29 22:06:21+00:00,301.38,288.23,289.59,292.99,282.63,285.29,292.53,294.74,303.15,308.30,312.21,306.86,301.09,300.32,302.60,304.27,296.26,306.32,323.52,345.87,371.23,319.35,L7
2002-02-14 22:06:29+00:00,301.38,288.23,289.59,292.99,284.74,289.27,296.82,300.22,306.66,312.29,315.71,310.76,304.44,302.78,304.15,307.93,302.10,311.06,325.58,348.94,374.16,323.22,L7
2002-03-18 22:06:22+00:00,307.77,297.06,295.51,296.70,292.40,296.83,305.10,308.88,314.03,319.40,325.51,319.59,313.50,308.65,310.87,315.43,312.31,319.24,332.19,355.23,380.12,330.82,L7
2002-07-24 22:05:50+00:00,305.61,303.04,301.64,290.14,289.15,294.77,302.25,305.06,311.62,319.71,322.15,316.52,310.56,305.60,307.37,312.33,311.74,317.02,329.66,353.33,382.60,334.38,L7
2002-08-09 22:05:46+00:00,294.21,314.74,307.37,278.21,282.70,289.10,295.88,300.07,307.19,313.40,312.98,306.77,301.14,296.94,297.58,303.62,305.18,314.11,328.30,349.36,378.49,329.87,L7
2003-03-21 22:06:15+00:00,316.24,310.58,303.48,302.28,299.30,307.47,313.20,325.47,330.34,339.43,353.37,338.57,333.06,324.93,325.76,328.03,326.23,332.99,345.26,369.84,385.38,337.01,L7
2003-04-06 22:06:21+00:00,316.24,310.58,303.48,302.28,301.49,307.61,319.19,326.13,329.92,342.66,351.81,340.71,336.41,327.72,329.87,331.21,330.55,336.56,347.48,359.16,385.38,337.01,L7
2003-05-08 22:06:20+00:00,316.19,300.73,292.45,289.53,293.08,299.70,311.29,317.81,323.78,334.73,344.20,335.99,329.96,322.99,324.94,323.42,322.84,331.03,341.79,359.08,380.62,329.27,L7
2003-05-24 22:06:17+00:00,320.70,301.73,291.66,287.19,291.43,295.21,305.41,311.69,317.94,328.16,338.51,330.63,323.70,318.06,320.24,320.41,318.30,326.83,338.26,359.08,380.62,325.30,L7
2003-08-28 22:05:57+00:00,315.64,298.58,290.40,285.65,288.45,292.57,305.21,311.49,315.50,322.99,333.69,326.78,320.08,316.33,316.17,316.98,314.35,323.00,336.20,356.26,376.92,322.75,L7
2003-09-05 21:54:56+00:00,310.94,297.52,289.26,284.31,286.55,290.01,301.66,307.95,313.07,320.40,332.33,324.40,317.60,314.53,315.17,314.72,313.63,324.26,337.00,356.26,381.34,323.99,L5
2003-11-16 22:06:11+00:00,302.93,293.31,283.54,280.89,281.06,283.06,291.35,300.97,307.68,313.07,324.42,318.61,312.36,309.27,303.80,309.77,304.40,316.77,334.92,359.01,389.43,321.11,L7
2003-12-26 21:56:18+00:00,297.34,293.41,287.59,284.64,283.59,287.49,296.49,308.80,316.71,320.19,330.29,325.37,319.67,316.24,308.86,314.64,310.47,323.01,341.28,366.83,394.50,327.33,L5
2004-01-19 22:06:35+00:00,299.77,294.72,290.18,288.31,286.95,289.26,300.40,312.95,320.63,324.01,332.77,328.46,322.12,318.68,312.96,317.81,313.71,324.90,341.59,367.90,394.22,328.87,L7
2004-03-23 22:06:52+00:00,299.45,292.80,290.73,290.83,291.09,292.45,302.79,316.88,330.09,334.06,338.20,336.04,330.66,326.73,320.16,327.45,319.99,328.74,346.34,374.61,402.33,333.42,L7
2004-05-18 21:58:14+00:00,298.26,291.32,290.92,290.45,290.19,290.54,303.84,315.74,328.30,331.50,336.49,331.38,326.76,323.36,323.90,324.65,320.00,324.47,335.52,364.49,395.23,331.91,L5
2004-06-11 22:06:38+00:00,290.26,284.91,287.97,290.31,292.14,291.92,304.67,316.32,330.09,333.51,334.41,328.47,325.29,322.47,321.72,322.21,318.13,324.71,335.35,364.49,395.23,330.71,L7
2004-07-29 22:06:27+00:00,273.23,268.11,271.70,278.07,283.57,286.56,297.87,305.39,320.82,325.45,326.36,319.44,317.83,315.95,316.46,309.96,304.67,315.05,326.98,346.69,378.12,318.65,L7
2004-08-06 22:00:22+00:00,273.23,268.11,271.70,274.95,281.12,284.81,295.86,303.06,316.85,322.29,324.20,318.61,317.21,315.06,314.85,308.15,299.85,313.87,327.45,347.86,373.80,316.40,L5
2004-08-22 22:00:48+00:00,272.72,269.34,271.77,274.95,281.12,286.23,299.51,303.62,315.88,321.78,324.32,319.02,318.11,315.78,315.95,309.39,300.68,314.70,330.82,352.02,376.73,317.14,L5
2004-08-30 22:06:20+00:00,273.26,270.41,272.99,277.42,283.05,287.97,300.79,305.15,316.28,321.86,324.87,320.47,319.79,317.55,317.81,311.23,302.37,315.82,332.15,353.71,378.77,317.65,L7
2004-11-02 22:06:28+00:00,274.09,271.69,274.39,280.37,285.95,290.67,303.69,307.85,317.93,322.70,325.45,321.69,320.82,317.50,319.35,315.47,307.63,318.81,335.52,358.51,382.77,319.23,L7
2004-11-18 22:06:34+00:00,275.01,271.98,277.34,282.26,287.60,292.71,306.31,309.58,318.38,323.54,326.65,323.70,322.10,320.54,322.59,318.75,311.54,323.87,342.60,364.59,385.59,319.26,L7
2005-01-13 22:03:41+00:00,281.34,276.83,279.75,282.38,286.46,293.00,306.28,309.25,316.70,322.17,329.14,327.20,324.43,322.45,325.26,321.60,314.95,326.13,344.98,368.22,385.59,319.83,L5
2005-04-03 22:04:40+00:00,307.65,297.22,297.01,296.87,300.99,304.44,314.82,324.07,332.26,336.96,341.20,339.13,335.56,333.83,339.81,340.38,340.44,340.87,358.00,382.96,407.69,336.65,L5
2005-04-19 22:04:43+00:00,308.80,299.07,298.35,298.68,301.26,302.53,314.28,322.72,331.11,336.72,343.20,341.59,336.83,334.68,340.69,339.68,340.56,342.96,359.02,383.24,405.61,336.99,L5
2005-06-14 22:07:02+00:00,309.88,299.05,294.75,295.23,299.39,300.28,308.44,320.39,329.77,337.37,343.28,341.83,337.45,335.39,339.49,336.45,338.41,342.57,356.56,383.19,400.66,338.66,L7
2005-09-26 22:05:42+00:00,309.82,296.95,290.99,290.92,296.35,298.73,306.10,316.95,327.98,337.17,343.49,341.73,335.37,334.33,338.43,336.18,338.04,343.31,359.19,382.96,400.93,340.31,L5
2005-11-21 22:07:07+00:00,283.25,273.70,272.53,274.22,277.91,287.71,296.03,304.43,315.08,325.05,331.59,327.48,321.70,322.07,324.89,325.69,323.30,333.60,350.45,379.44,391.88,327.39,L7
2006-01-08 22:07:25+00:00,286.44,284.07,283.14,278.60,283.49,290.34,293.97,303.14,317.80,327.44,331.98,327.71,323.16,322.28,326.60,328.97,327.40,334.11,349.68,381.41,405.80,341.64,L7
2006-02-09 22:07:38+00:00,285.64,281.23,278.80,275.79,278.54,286.87,292.30,302.65,315.06,324.37,329.97,325.26,320.75,319.76,323.15,326.44,324.59,330.65,344.79,374.58,402.08,336.44,L7
2006-05-08 22:09:38+00:00,275.38,274.54,273.51,269.61,273.94,280.67,286.27,298.01,310.46,317.75,320.90,316.32,315.46,313.49,317.24,318.64,313.19,321.08,339.02,369.20,402.26,325.00,L5
2006-06-17 22:07:34+00:00,273.07,269.33,266.74,262.45,271.57,278.52,284.73,295.59,305.35,313.25,315.47,313.00,310.32,308.61,312.04,312.35,306.44,315.40,334.61,359.98,393.14,320.78,L7
2006-06-25 22:10:20+00:00,271.75,267.70,265.22,262.02,270.48,278.07,283.89,295.26,304.92,314.77,314.78,313.56,309.81,308.84,312.89,311.39,306.39,316.26,333.88,359.08,391.80,320.28,L5
2006-07-03 22:07:28+00:00,265.98,262.52,260.90,259.97,266.95,274.71,281.26,292.82,302.26,312.44,313.43,311.81,307.72,308.14,311.41,309.99,304.93,314.74,332.46,358.36,385.93,317.40,L7
2006-07-19 22:07:20+00:00,258.76,253.41,250.83,252.22,257.69,267.35,277.92,288.18,295.89,307.02,307.08,306.08,301.78,304.43,306.08,303.59,295.99,310.30,329.20,358.36,379.94,311.76,L7
