,dates,chi0324-0000,chi0324-0001,chi0324-0002,chi0324-0003,chi0324-0004,chi0324-0005,chi0324-0006,chi0324-0007,chi0324-0008,chi0324-0009,chi0324-0010,chi0324-0011
0,1985-01-25 14:04:03+00:00,237.6642308033424,221.72528169330116,221.7966208680382,218.82140588977217,216.6268337211898,216.04089418550342,223.46485930080823,221.87013079536973,219.8901997204412,216.87724260525204,226.40046421762452,213.52280680803142
1,1986-03-17 13:59:42+00:00,237.0846554983661,234.98208139193363,233.02790675354936,234.26249368844947,226.42897589791284,234.08135952619645,232.7412242832217,230.34230397406674,219.96902548039188,221.47404206766527,223.5883583388756,215.59695594229288
2,1986-04-02 13:59:23+00:00,232.45734117327987,237.81171392576456,239.28020314043158,234.2063139671781,230.9006731700789,233.322743071175,219.91214666937788,218.03257608270968,218.20392859141322,216.30437803832038,214.00636940820155,225.81893589468194
3,1986-05-04 13:58:38+00:00,192.65872788777352,191.75096558551323,197.92736902393037,198.1658372521478,184.48457001688342,183.20901503849313,171.0311620527355,174.3319369438411,174.52486495893504,182.52807256719746,177.39513982647335,186.86258206173795
4,1986-06-05 13:57:43+00:00,180.45304374977957,190.92923905537324,185.16951807438008,185.89631123614174,187.6527648946307,188.2269817638319,149.33540007822933,,,,,
5,1986-07-30 14:02:04+00:00,,,,,,,,,,193.82364798421978,181.96926129217334,181.34192661796232
6,1986-08-15 14:01:29+00:00,,,164.7744331581776,159.39669887970845,162.20641506344433,171.4960569031095,186.78299951107346,175.8283462606245,172.42040434818702,184.27181149052385,154.06780182068098,181.27787173835125
7,1986-08-31 14:00:53+00:00,,,,,,,,,187.560129809474,178.58786775586879,190.65560505548802,172.51846865233665
8,1986-09-16 14:00:22+00:00,193.51930139913014,200.62815183081412,208.7066116967373,201.90620247076205,198.93236642715306,197.05016254874388,193.19637818279128,191.39826084232303,190.50690114086285,189.93347629699684,187.8418253269971,186.79127161177942
9,1986-11-03 13:58:46+00:00,211.65839012585766,213.65005422079096,219.47825280109558,216.59710822083971,212.72587886715485,218.4951472239436,209.1179296702099,204.84175400738087,208.89766980622724,208.2229299717637,206.3689694714241,197.66412022469666
