dates,sar0125-0000,sar0125-0001,sar0125-0002,sar0125-0003,sar0125-0004,sar0125-0005,sar0125-0006,sar0125-0007,satname
1984-04-13 09:27:31+00:00,187.34,,239.73,243.96,,196.79,196.92,244.33,L5
1984-04-29 09:27:29+00:00,184.50,,234.22,236.51,,196.79,196.92,244.33,L5
1984-05-06 09:33:51+00:00,185.48,586.99,235.47,238.41,488.45,204.13,202.89,247.64,L5
1984-07-18 09:29:10+00:00,187.15,586.90,236.84,241.94,495.25,202.27,203.35,247.89,L5
1984-08-19 09:30:15+00:00,187.95,582.08,236.92,242.77,492.89,202.19,202.19,246.77,L5
1984-08-26 09:36:33+00:00,187.95,579.70,236.92,242.77,492.89,202.19,201.54,246.28,L5
1984-09-04 09:30:25+00:00,188.12,581.16,236.71,243.80,492.89,201.83,202.42,246.50,L5
1984-09-11 09:36:38+00:00,188.98,580.15,235.38,243.61,491.55,201.63,202.43,246.19,L5
1984-09-20 09:30:28+00:00,188.98,580.15,235.38,243.61,491.33,201.63,198.39,246.19,L5
1984-09-27 09:36:39+00:00,189.01,580.15,236.08,244.67,490.61,202.76,199.52,247.76,L5
1984-11-07 09:30:17+00:00,189.12,577.72,236.82,247.72,491.04,201.46,198.58,247.01,L5
1984-12-09 09:30:22+00:00,189.12,577.72,237.79,248.31,489.13,202.72,200.14,248.34,L5
1985-06-03 09:30:28+00:00,193.86,,238.75,247.78,482.79,206.92,208.72,250.64,L5
1985-06-19 09:30:26+00:00,186.05,557.51,230.70,239.12,485.97,196.21,195.00,243.62,L5
1985-06-26 09:36:35+00:00,184.27,564.65,229.01,239.34,485.97,195.55,193.35,242.28,L5
1985-07-05 09:30:21+00:00,185.02,568.82,230.43,241.65,487.15,197.94,196.12,245.33,L5
1985-07-12 09:36:29+00:00,186.15,570.69,230.49,240.81,492.06,198.84,197.38,244.31,L5
1985-07-28 09:36:22+00:00,187.08,572.51,230.91,240.96,492.06,199.30,198.92,243.90,L5
1985-08-06 09:30:06+00:00,187.08,570.16,230.79,241.53,492.06,198.73,197.40,243.41,L5
1985-08-22 09:29:56+00:00,186.44,570.16,232.15,242.80,491.04,199.19,197.78,245.02,L5
1985-08-29 09:36:02+00:00,186.72,572.54,232.23,242.54,493.21,199.48,198.66,244.73,L5
1985-09-14 09:35:49+00:00,187.06,572.52,232.47,242.44,492.48,199.22,198.64,244.28,L5
